Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-55-6982-01,6.776304,6.6499696,4.7933774,3.8512013,4.3439875,4.476576,4.8025594,4.4380803,5.2343254,5.0976105,4.0972958,6.0845704,4.9406724,5.208448,5.156079,5.863877,4.5493445,6.1791162,4.885466,4.448737,5.086654,5.6836686,4.8851337,4.0687804,7.606379,5.33526,5.010526,4.6637363,5.522966,4.4756494,4.3541713,4.295884,4.525493,5.1568108,5.350123,6.427604,3.5615926,5.961982,4.1874475,4.7352767,4.9928164,5.7722707,4.7167974,6.4717727,5.542501,3.821385,4.5259976,3.7353923,5.534457,4.1714196,5.7111206,4.778873,4.398128,5.7448936,2.9942343,5.457092,3.5653884,3.8140996,6.9930205,4.154987,5.4291024,5.4838204,3.7415206,5.1014357
TCGA-78-8662-01,3.375994,8.918872,4.4504943,4.3310213,4.61674,4.1529026,4.6693125,4.3808866,5.315242,4.4908986,3.9581425,5.87414,4.494706,5.6666956,4.721272,5.5436664,4.3214254,5.4039903,4.8466954,4.130362,5.456773,5.5613375,5.2119765,4.8924656,8.050096,5.7748733,5.268079,4.5648956,5.356506,3.9269018,4.045157,4.301993,3.9558554,4.655943,5.3065877,5.8960886,3.5305831,6.1594434,4.381353,4.2572823,4.0920534,6.0433593,5.2945905,5.877198,5.7940574,4.06948,4.7535458,3.67448,5.509154,3.5941305,5.2254105,4.9812894,4.3221917,5.6798296,3.2976394,4.7523675,3.4067814,3.778812,7.120979,4.3774376,4.206297,4.9149876,3.7815523,5.144153
TCGA-17-Z042-01,5.136048,8.279414,4.1378336,3.9805524,4.4356575,4.0849676,4.2750416,4.5576,5.5869155,4.791442,3.9767118,5.8639,4.902207,5.519096,4.708332,5.587215,4.1902556,5.5444617,4.7864223,4.1091843,5.256562,5.773485,4.9409738,4.607115,8.020041,5.667575,5.321232,4.6016965,5.250649,4.0340924,4.556081,3.7591035,4.1484866,5.1915216,5.167201,6.2332387,3.7039897,6.177191,4.315853,4.4743204,4.29078,5.694622,5.1840906,6.0508657,6.1736927,3.8922858,4.432724,3.6310337,5.8953037,3.648298,5.373297,4.9011936,4.268115,5.555091,3.0250738,4.6939397,3.925461,3.5795836,7.226533,4.170113,4.8399115,5.053786,4.060151,5.3655553
TCGA-78-7158-01,6.3408933,7.0333643,4.6806345,3.8911157,4.4074035,4.362389,4.7633533,4.483521,5.3100157,4.987991,4.112402,6.042851,4.823405,5.26957,5.059701,5.7554054,4.476176,6.147227,4.8641706,4.4286704,5.1197834,5.6751227,4.9014983,4.098896,7.701592,5.384099,5.0699515,4.707626,5.4563055,4.4106584,4.364595,4.2548184,4.4117866,5.0912404,5.3231125,6.3531,3.5629733,5.9891453,4.2574005,4.614935,4.8729777,5.795517,4.787743,6.3402734,5.639233,3.8433626,4.5834146,3.684131,5.563331,4.080057,5.6466155,4.766724,4.3525543,5.7306643,3.0037737,5.3242307,3.4879007,3.7454832,7.0223923,4.177463,5.291377,5.406956,3.8206942,5.1594296
TCGA-64-1677-01,7.0320234,6.354482,4.7602215,3.7693791,4.3530474,4.547923,4.873869,4.5157766,5.170428,5.138762,4.1672544,6.097055,4.986685,5.1946845,5.2119236,5.935274,4.565219,6.1135807,4.9337354,4.5277076,5.049246,5.640301,4.912197,4.1539016,7.5495977,5.292097,5.0552063,4.6199827,5.61853,4.5195637,4.2791953,4.406646,4.5487485,5.1294727,5.414708,6.4469743,3.5216494,5.9958158,4.180033,4.8501983,5.14526,5.766178,4.7050896,6.521547,5.541078,3.7969666,4.604004,3.6619575,5.5016103,4.218316,5.6829743,4.788925,4.4871883,5.8072457,2.9345207,5.488995,3.5005832,3.9397287,7.0209804,4.2271247,5.424401,5.4882526,3.7073805,5.109243
TCGA-44-7671-01,7.2132034,6.2271285,4.8250623,3.8770092,4.365954,4.517842,4.901527,4.504356,5.1832,5.1243773,4.1565175,6.0860248,4.9581647,5.196016,5.19086,5.922924,4.602087,6.2619524,4.926449,4.445908,5.0783377,5.6032662,4.9237576,4.0417614,7.5477395,5.264692,4.9871764,4.665328,5.569021,4.5659275,4.3053718,4.419765,4.5144033,5.090148,5.4596415,6.43122,3.5072322,5.967784,4.1683474,4.804404,5.093713,5.7924004,4.6705837,6.544473,5.491606,3.810285,4.5933905,3.6576455,5.4498525,4.218787,5.7253,4.808468,4.4407806,5.8425827,2.9524229,5.4934583,3.4991856,3.8777914,7.02081,4.208137,5.466555,5.523571,3.6984096,5.1208854
TCGA-95-8039-01,9.819154,3.8562448,5.2414527,3.562183,4.1845384,4.973858,5.123054,4.489435,4.81937,5.545068,4.4444222,6.4058504,5.116657,5.072069,5.651444,6.2702813,5.0021257,6.403967,5.154305,4.4001,5.0159397,5.216497,5.135882,4.066622,6.9569736,5.276257,4.908279,4.5773754,6.129426,4.744045,3.6970725,5.031074,4.9886746,4.960875,5.505312,6.5442576,3.674942,5.8110685,4.0023403,5.4869494,6.019499,6.109958,4.587681,7.140024,5.216508,3.9848645,4.8252783,3.8174374,5.134024,4.695306,5.82044,4.5737085,4.7540593,6.081706,2.6628926,6.1902514,3.1609697,4.256892,6.894596,4.076352,6.1233025,5.7640724,3.4171038,4.6057043
TCGA-73-4666-01,5.541546,7.7671895,4.322895,3.9852104,4.3800673,4.2079916,4.4697094,4.5148406,5.5108266,4.8709636,4.0203805,5.9626646,4.9593205,5.408644,4.8153253,5.6514916,4.3054347,5.795823,4.824483,4.2448153,5.1896334,5.742813,4.9228215,4.399547,7.908037,5.6084633,5.2395267,4.661761,5.339498,4.130661,4.5064516,3.9765422,4.266802,5.2052097,5.1708727,6.2662764,3.708541,6.0755706,4.261068,4.536323,4.5129447,5.7028074,5.060883,6.1888027,5.9804416,3.8679876,4.417844,3.68873,5.827038,3.8006325,5.472231,4.8134828,4.293436,5.5715203,3.009131,4.9587517,3.8004196,3.6320496,7.114853,4.153947,5.064057,5.21006,3.9325497,5.2809067
TCGA-17-Z058-01,9.888443,3.821137,5.250087,3.5094426,4.1592584,4.9871807,5.083105,4.4686646,4.8191547,5.5342283,4.4440193,6.406381,5.09111,5.119711,5.6694818,6.265124,4.9955916,6.4179306,5.147074,4.3948693,5.016279,5.2208,5.1472974,4.0760546,6.9628,5.284692,4.912941,4.5820985,6.1225367,4.746843,3.7125034,5.008295,4.968302,4.9710913,5.505102,6.563454,3.672803,5.8048177,3.9943268,5.500178,6.0163403,6.0913143,4.5603533,7.1000743,5.206762,3.980587,4.7938776,3.8421996,5.15715,4.6697288,5.7910657,4.560084,4.7533073,6.038136,2.6678965,6.231997,3.1843386,4.274516,6.9114075,4.0868936,6.1707435,5.808934,3.4177024,4.6069646
TCGA-MP-A4TD-01,10.518308,3.3662112,5.3596582,3.5157259,4.137194,5.061787,5.1966014,4.4665194,4.75174,5.6189404,4.527637,6.4324875,5.221299,4.985653,5.7383084,6.378328,5.066921,6.4914002,5.1335607,4.366465,4.985203,5.267705,5.102779,4.0328794,6.880223,5.205785,4.82992,4.579301,6.2361193,4.812689,3.591647,5.263387,5.036816,5.0043206,5.5018783,6.57316,3.6718712,5.8745065,4.0033712,5.577557,6.1257777,6.1706953,4.6717186,7.27714,5.083121,3.9974973,4.8049674,3.8733256,5.0152407,4.7603407,5.8440466,4.58369,4.8167586,6.168977,2.611112,6.2874064,3.0611556,4.329465,6.9331365,4.042337,6.1679487,5.8062134,3.3902647,4.6015077
