Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-55-8619-01,14.851474,8.160435,3.0978794,4.0661488,3.56706,4.7839327,4.857185,5.1157575,5.9308662,3.601376,6.9858394,4.29681,5.876499,4.4158335,5.204836,5.0842495,4.276997,5.70984,6.539005,4.1751547,4.820773,5.134175,4.8026123,6.0025163,4.5693245,3.9556124,5.8625817,5.198606,5.082116,3.6286085,4.472544,4.0385146,7.5938196,4.49325,2.9044232,5.2188478,6.659136,3.3049521,4.7242684,6.045446,4.51386,4.679286,2.4752116,3.8346913,6.8119946,5.070885,5.8601403,4.463122,5.7615666,4.2643127,5.646306,4.4713902,4.9399195,6.5465193,5.520074,2.9646544,5.10329,3.5985882,3.3061695,6.6562667,5.4347143,3.668784,3.347188,3.5628397
TCGA-91-6836-01,13.138498,8.213,2.9604826,4.0979943,3.737729,4.796269,4.9201546,4.7662363,5.9399486,3.3349552,6.684483,4.0078554,5.6891794,4.315316,5.15167,5.306098,4.157827,5.537129,6.3099446,3.7580285,4.89929,5.092456,4.714728,6.189227,5.0644827,4.6048007,6.1895657,5.210509,4.885579,3.5156507,4.6961093,4.403246,6.8413672,4.3123116,2.9754992,5.0597825,5.986024,4.0346212,4.7743983,5.8843164,4.555552,4.8270745,3.259004,3.6525137,6.462405,5.3335886,5.9369264,3.8172765,6.1055446,4.301486,5.6008024,4.67032,4.532366,5.90797,4.8739815,3.3034432,5.179308,3.899888,3.4479043,6.799595,5.1023283,3.860654,3.461847,3.8643315
TCGA-44-5645-01,14.589196,7.9829426,3.0252218,4.1739535,3.655792,4.8112087,4.88676,5.0732446,5.901263,3.425017,6.842402,4.1935744,5.974068,4.4860253,5.151834,5.1409106,4.274368,5.4984493,6.5845394,4.166134,4.7929354,5.11734,4.783808,6.30452,4.949798,4.1582937,5.9328384,5.206627,5.0613346,3.40408,4.6421924,4.1656556,7.296788,4.277154,2.9063797,5.1724977,6.529937,3.5088186,4.9226365,5.9504514,4.502448,4.7985964,2.5983868,3.6498528,6.831162,5.1726084,5.927225,4.0636864,5.9156795,4.115292,5.555494,4.4523697,4.69892,6.4227743,5.3267565,2.916657,5.080214,3.6345778,3.2356532,6.971494,5.2795277,3.8197618,3.3317735,3.5360708
TCGA-MP-A4TF-01,12.695382,8.205694,2.9766047,4.158517,3.8313913,4.7556086,4.9271464,4.7227426,5.929272,3.331369,6.6020036,3.9510658,5.6754937,4.15076,5.1445985,5.36963,4.173395,5.5505357,6.268805,3.7425,4.981384,5.002555,4.643299,6.1964183,5.102283,4.85277,6.344142,5.2661877,4.9103737,3.5736122,4.7687583,4.4026203,6.672831,4.329991,3.0690665,4.9097896,5.937299,4.24631,4.8187847,5.960268,4.5630326,4.87821,3.4563034,3.5787644,6.4447675,5.4233227,5.960203,3.6393542,6.2425437,4.31636,5.5960736,4.745971,4.3928175,5.7712693,4.806544,3.363722,5.2413807,3.9788973,3.4751182,6.7977643,4.9886274,3.8402297,3.473004,3.986838
TCGA-86-8055-01,13.435816,8.451613,2.7927647,4.2679653,3.3576524,4.8525066,4.9609566,4.964912,5.8050523,2.9323294,6.600549,4.0464373,5.870988,4.5712547,5.187329,5.5507445,4.0710063,5.314913,6.4353414,3.823169,4.8300433,5.1573772,4.799919,6.453083,5.254594,4.4705496,6.054713,5.1452627,5.148428,3.203278,4.907175,4.5267143,6.893176,4.193671,2.822655,5.2212267,5.9620147,3.9779909,4.942054,5.612656,4.4543285,4.760064,3.1274161,3.5297923,6.7076535,5.3705125,5.8884335,3.4818528,6.1115346,3.9464846,5.468798,4.5747232,4.4637966,5.996262,4.6101565,3.1743789,5.165811,3.8426902,3.3750997,6.9902053,5.135977,4.018871,3.4024782,3.693765
TCGA-49-6761-01,13.337328,7.9986777,3.1013944,4.2077055,4.024626,4.7262106,4.8870845,4.780634,5.9328794,3.597752,6.664729,4.0588927,5.779101,3.9668233,5.1191244,5.18152,4.32428,5.667149,6.3149843,3.9943519,5.0404615,4.8531146,4.5631485,6.124359,4.867094,4.852727,6.37387,5.3744397,4.9449563,3.7489448,4.7129016,4.143502,6.856747,4.4277186,3.222609,4.774297,6.3286524,4.0911593,4.8953753,6.3105717,4.5818987,4.9584093,3.266557,3.626866,6.539632,5.4084306,5.968298,3.8711717,6.2151356,4.3537655,5.6330853,4.7144847,4.410382,5.9368806,5.2492537,3.2669382,5.247768,3.91355,3.4111643,6.73809,4.984835,3.6839359,3.4540002,4.0045037
TCGA-73-7498-01,14.313111,8.121659,3.165736,4.0097246,3.8343585,4.7162576,4.8548775,4.9647684,5.99323,3.7675004,6.930464,4.1909842,5.7634697,4.1139245,5.2061925,5.046404,4.269,5.863852,6.4251795,4.1091466,4.9293356,5.0368195,4.7060175,5.874344,4.5482483,4.2480326,6.07902,5.259657,4.9987187,3.8322763,4.4284644,4.0100813,7.4084215,4.615812,3.02214,4.9745073,6.7114935,3.5388362,4.632911,6.21921,4.5571437,4.713293,2.777055,3.7820807,6.718376,5.14579,5.872619,4.488249,5.9027967,4.4792852,5.7133827,4.6436877,4.866442,6.328885,5.4993086,3.1257253,5.181365,3.7206013,3.4069197,6.586992,5.3484488,3.5817838,3.34648,3.7915246
TCGA-97-A4M0-01,13.851889,8.4828005,2.8292642,4.017026,3.380989,4.766131,4.9432573,5.0248823,5.9109826,3.126389,6.7651215,4.008181,5.775443,4.5046554,5.255617,5.591104,3.9717572,5.549326,6.5110035,3.8404682,4.79074,5.275101,4.8895473,6.2153473,5.0842485,4.141677,5.95976,5.0693316,5.105628,3.3599606,4.612528,4.4575853,7.211533,4.395107,2.6695273,5.2090597,6.3417745,3.6879966,4.63221,5.5806465,4.4279313,4.6099434,2.924258,3.5288022,6.8292527,5.1921396,5.870965,3.9302838,5.966371,4.211984,5.5622077,4.6630616,4.7748857,6.181155,4.690847,3.1378093,5.159999,3.782419,3.4315488,6.945226,5.393638,3.9011872,3.24114,3.6571367
TCGA-44-A47G-01,14.569212,8.004317,3.0568867,4.13835,3.6891987,4.766808,4.8735447,5.0914464,5.915734,3.4780412,6.8946815,4.167111,5.9561787,4.3542924,5.197134,5.126602,4.204261,5.6011543,6.573064,4.1599603,4.829745,5.1064167,4.8157244,6.219865,4.858897,4.139897,5.968453,5.1916904,5.1216264,3.481235,4.591021,4.14928,7.359646,4.394429,2.8658578,5.0999904,6.706133,3.494914,4.819426,5.9791307,4.4899664,4.7170897,2.6232848,3.6155398,6.9327893,5.1337686,5.8993917,4.1558228,5.9198256,4.186863,5.5982804,4.5087714,4.789274,6.4260597,5.297967,2.9329827,5.131334,3.6214964,3.2860389,6.915091,5.369877,3.7518957,3.2707033,3.567144
TCGA-55-8207-01,14.52883,8.582315,2.9394863,4.1484637,3.2977288,4.8215804,4.9201574,5.1000447,5.7899065,3.226562,6.8418655,4.2604537,5.849665,4.4405007,5.262504,5.443161,4.137154,5.5758214,6.4736576,4.0415382,4.8621993,5.1000214,4.82031,6.1235933,4.666137,4.0666604,5.892126,5.175314,5.2322526,3.4903457,4.6658587,4.2521625,7.4678445,4.4606333,2.8335013,5.228119,6.4779034,3.5231998,4.7767577,5.8999705,4.4238324,4.6312213,2.7195616,3.7989378,6.81897,5.205793,5.803634,4.1471696,5.8356886,4.0726814,5.547361,4.5411677,4.86297,6.3719563,5.139812,3.0935311,5.1707397,3.7272756,3.3959334,6.6331325,5.391861,3.7459671,3.3787107,3.6642568
