Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-55-8619-01,10.010226,4.215105,4.0541806,5.21797,4.461889,3.665239,6.390925,7.4994235,5.072529,5.2394986,5.3882194,5.2252955,4.4505773,5.227598,4.2178674,3.8985648,5.228385,6.24471,4.890637,5.3326073,2.87379,6.0211587,3.9718852,4.898416,3.9198637,5.657394,4.3442726,5.3416977,5.196688,4.5878043,4.8669014,5.740768,5.0767536,4.83971,5.0012536,5.816556,4.1629024,2.9886134,3.9379027,5.938202,5.8748293,4.6949673,5.3310156,4.254346,4.9730372,2.696236,5.1557083,3.9569843,5.925645,6.3349924,4.712025,4.335965,3.720533,4.3390956,3.685237,6.058498,5.631148,6.4800577,4.2615495,5.449834,6.2098365,4.7956944,4.5740924,4.1349506
TCGA-91-6836-01,0.8683194,7.570064,5.0678525,5.3100605,4.386621,4.8234496,5.178285,7.299103,4.627083,4.699316,6.2069445,5.6768336,4.168219,5.688967,3.943499,5.682077,6.5184226,5.9562216,5.4413776,5.6063023,3.4283173,6.1323414,3.9817495,5.9394174,4.8467045,6.061274,3.914292,4.2985425,5.2814326,4.6792173,4.4304013,6.731521,5.5057626,4.5759234,4.622829,5.458471,4.5768065,3.1147761,4.958735,5.291149,5.520901,5.5684867,5.2282763,5.8031616,5.3796988,2.413756,5.408613,4.567561,4.725333,4.845738,3.922641,3.9597254,4.1664414,4.1439934,3.0676975,4.667146,4.7691813,6.2662845,3.7485135,4.503739,5.453514,3.8812406,5.037604,3.7265084
TCGA-44-5645-01,9.56635,4.489119,3.9965065,5.232733,4.693158,3.6820796,6.3208184,7.463946,5.031805,5.120347,5.50283,5.2855153,4.496025,5.2615013,4.23678,3.8708143,5.2967887,6.2912736,4.8266997,5.2923036,2.9835773,5.9162073,4.0949326,4.902933,3.86912,5.6508102,4.4137573,5.3585925,5.1842604,4.6156125,4.81446,5.8191013,5.0995502,4.7291875,4.9836683,5.8957767,4.186433,2.8707805,4.0661364,5.865362,5.830401,4.616262,5.3252196,4.23872,4.9451084,2.7219846,5.1368775,4.117082,5.7642612,6.3289022,4.55212,4.29305,3.7169979,4.303286,3.6464005,6.061641,5.625205,6.464184,4.3138227,5.493135,6.2000847,4.7870226,4.6241097,4.0829597
TCGA-MP-A4TF-01,1.4074223,7.368194,4.891256,5.290699,4.4935384,4.6834116,5.2039466,7.299348,4.6551113,4.678548,6.194463,5.685597,4.238693,5.6161566,3.9797044,5.538295,6.3794875,6.0594015,5.3537245,5.5902233,3.4515913,6.0569787,4.029776,5.8625555,4.7162795,6.0019727,4.0436225,4.439803,5.2479644,4.6462507,4.4438853,6.687502,5.501464,4.549196,4.5762835,5.555681,4.5882907,3.057636,4.9263473,5.3828926,5.556062,5.4482617,5.2355175,5.6893735,5.32297,2.367685,5.3523035,4.570373,4.691395,4.903241,3.930588,3.967436,4.1418853,4.2016063,3.1402555,4.8066225,4.865823,6.217523,3.8218117,4.6132784,5.5312376,3.9200127,5.0393295,3.7853723
TCGA-86-8055-01,9.435749,4.5854154,3.8922324,5.2372317,4.6628647,3.7335517,6.318469,7.448938,5.2162285,5.092814,5.5081844,5.324929,4.4603367,5.2818246,4.3280244,3.8321984,5.332313,6.331711,4.769178,5.3909664,3.0159318,5.974184,4.109162,4.9295893,3.8608747,5.655226,4.3481426,5.4188085,5.1876736,4.5887403,4.7812457,5.8467135,5.116309,4.7269397,4.998153,5.9012527,4.1992674,2.8388138,4.0250707,5.9122233,5.874594,4.5904365,5.272753,4.2202964,4.9643984,2.6597657,5.0886154,4.0723557,5.765969,6.298123,4.5995617,4.2873883,3.7228696,4.372646,3.671668,6.158782,5.6585746,6.421488,4.3010297,5.4644184,6.2167015,4.7196636,4.621648,4.1757736
TCGA-49-6761-01,2.6738796,6.870224,4.69135,5.3003793,4.6968336,4.5267053,5.294804,7.3246536,4.7134676,4.7391706,5.8845797,5.8473406,4.33174,5.369398,4.143995,5.241824,6.2743,6.125503,5.1595917,5.6737065,3.4084835,5.9059176,4.026097,5.5862656,4.6240277,5.9464955,4.162631,4.585663,5.18145,4.628023,4.4182267,6.4310956,5.5113063,4.597847,4.5685177,5.7237973,4.654493,3.1040707,4.8311286,5.4501,5.6340446,5.0966167,5.2835426,5.405065,5.4111257,2.3757038,5.3113036,4.476571,5.0445457,5.1182146,4.0431356,3.9446592,3.98804,4.3213444,3.309448,5.06136,5.0259666,6.1376047,3.9990034,4.608057,5.805844,4.047908,4.8655086,4.060912
TCGA-73-7498-01,7.0671453,5.218503,4.117207,5.348947,4.840223,4.0989056,5.8782268,7.2141085,4.9555774,4.913652,5.5621877,5.669991,4.4015803,5.2533197,4.3813195,4.295021,5.7735868,6.347905,4.768378,5.6429925,3.2108355,5.897217,4.132263,5.0850096,4.119381,5.752101,4.2789717,5.234787,5.101312,4.6282845,4.5661654,5.9899373,5.220397,4.5809345,4.89116,5.8939476,4.4361835,2.7014065,4.2126412,5.698534,5.7395906,4.5791497,5.318518,4.4874883,5.1321487,2.635727,5.0716805,4.2959414,5.462502,6.0557666,4.393342,4.0631166,3.8371363,4.4135237,3.7652836,5.8780236,5.3825088,6.081497,4.3241773,5.1261644,6.046546,4.5287957,4.6747866,4.2634573
TCGA-97-A4M0-01,1.7874156,7.159706,4.8665204,5.3384595,4.549805,4.6502237,5.2941003,7.2690034,4.6586227,4.783934,6.048132,5.7092876,4.2048426,5.6147017,4.0094213,5.474369,6.3914433,6.0191927,5.2899294,5.597813,3.4283135,6.075904,3.9505804,5.7646604,4.6904674,6.0366488,3.99257,4.459217,5.286132,4.590074,4.4676437,6.5974855,5.458816,4.6535726,4.6261897,5.537104,4.598787,3.0708323,4.837497,5.3558445,5.5001535,5.4105906,5.2821393,5.570846,5.364374,2.4008982,5.3656797,4.501935,4.9659057,5.066676,3.97516,3.9443922,4.077643,4.231772,3.2639284,4.9005194,4.919851,6.1769185,3.9263594,4.5625963,5.5919595,4.034371,4.9873023,3.9002323
TCGA-44-A47G-01,8.04194,4.8940377,4.024038,5.350522,4.866509,3.9942129,6.030677,7.2708254,5.0784655,5.006104,5.534037,5.5172653,4.4023976,5.2900214,4.3708205,4.118067,5.593645,6.3520637,4.7710834,5.554187,3.1214793,5.959143,4.0946093,5.0630274,3.9714167,5.7393713,4.255331,5.3628144,5.1324654,4.590722,4.646747,5.881591,5.1433926,4.619775,4.9748387,5.880739,4.331151,2.7413838,4.122374,5.7515173,5.8054094,4.5327573,5.300101,4.370105,5.0722904,2.674596,5.078162,4.1643543,5.601424,6.212399,4.4490833,4.1603093,3.779517,4.4135165,3.772006,5.972651,5.48161,6.198929,4.2567744,5.2666526,6.1120205,4.654098,4.6287627,4.252645
TCGA-55-8207-01,2.452063,6.9228315,4.730009,5.2606983,4.6590767,4.542123,5.3323545,7.3289266,4.7564774,4.697666,5.9899664,5.7591705,4.3131247,5.3958883,4.114311,5.275764,6.231106,6.106932,5.1426945,5.6187944,3.3859944,5.9077916,4.036724,5.5973477,4.6290784,5.9718366,4.12874,4.5893364,5.211369,4.6322875,4.416422,6.5202875,5.513968,4.590228,4.5558286,5.7168603,4.5739307,3.0419774,4.8496428,5.5045033,5.64233,5.1552863,5.22304,5.415447,5.345914,2.3307877,5.3017197,4.508715,4.9191737,5.090421,4.051092,3.9927278,4.032284,4.3024197,3.290378,5.0808125,5.0451913,6.153398,3.9680748,4.7635326,5.716334,4.043597,4.9163218,3.9477952
TCGA-71-6725-01,8.886672,4.6457057,3.9764466,5.315779,4.7589726,3.8498435,6.209214,7.3484244,5.084737,5.084049,5.5235295,5.395872,4.4141827,5.284018,4.3494353,3.9823794,5.41498,6.3601074,4.7665105,5.449149,3.0387743,5.967751,4.0722966,5.0144773,3.8977149,5.6856146,4.301392,5.3797536,5.160614,4.6231847,4.728699,5.821171,5.1013584,4.687322,4.9998507,5.893114,4.2684417,2.8190277,4.043912,5.802231,5.8409286,4.540519,5.3066993,4.310559,5.021948,2.6674106,5.08619,4.0895166,5.6825614,6.2798347,4.498854,4.26211,3.748311,4.420945,3.711684,6.0244274,5.581204,6.3590183,4.2751226,5.3688297,6.1956954,4.696622,4.645053,4.204833
TCGA-L9-A444-01,0.7689855,7.6915383,5.0888743,5.263876,4.332239,4.806515,5.1432824,7.3270574,4.619929,4.7417707,6.247558,5.601003,4.1122684,5.732119,3.8452551,5.6652527,6.551386,5.9384236,5.3918176,5.568754,3.451081,6.1352916,3.9475985,5.966239,4.83369,6.075938,3.9063869,4.274189,5.288904,4.677935,4.472333,6.7290206,5.5030484,4.6214957,4.662712,5.4370112,4.584327,3.1838608,4.947431,5.246746,5.550733,5.619614,5.257511,5.836472,5.361281,2.358136,5.461507,4.5367913,4.737565,4.803969,3.8299744,3.9652226,4.1341634,4.1817,3.0289614,4.581493,4.754835,6.363116,3.6678405,4.460508,5.4240365,3.884482,5.1073823,3.721688
TCGA-55-7903-01,5.2724123,5.8812666,4.3229713,5.2553954,4.8528895,4.3098235,5.6590757,7.241056,4.8827987,4.8163495,5.736339,5.7452784,4.364461,5.243898,4.3055162,4.706667,5.9712276,6.2575917,4.922494,5.7006927,3.3362768,5.83704,4.0813203,5.2718306,4.365176,5.842955,4.2261877,4.969251,5.127705,4.606602,4.4570127,6.2065907,5.4211574,4.6102533,4.7283974,5.8496366,4.55877,2.8959534,4.4859676,5.6364837,5.7520266,4.7687507,5.2999353,4.9295487,5.249888,2.4142482,5.1696405,4.368892,5.2398796,5.6085515,4.2111764,4.0185046,3.891306,4.41374,3.5714192,5.583635,5.2531805,6.099811,4.1877112,4.886591,5.985787,4.2921524,4.7928123,4.2108808
TCGA-44-7670-01,0.14426176,7.683323,5.491935,5.4920993,4.7219524,5.106657,5.2497034,7.0278025,4.5594096,4.822474,5.939221,5.9378366,4.1797104,5.8371315,3.9900863,6.08047,6.7671275,5.8007627,5.836513,5.6623235,3.3232083,6.2834663,3.8426757,5.799228,4.9208093,6.1657157,3.5557976,4.1326256,5.26372,4.747155,4.5423856,6.7484183,5.3464136,4.659526,4.7133594,5.3087626,4.658603,2.942418,5.0190597,5.070832,5.126144,5.6702075,5.3703775,6.0055065,5.465226,2.5806992,5.426822,4.51624,5.445118,4.937835,4.2256365,3.838891,4.2129893,4.045903,3.324269,4.542626,4.7450867,5.836645,3.908201,4.2993116,5.2572885,3.9985805,4.7252827,3.7485447
