,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95
TCGA-69-7978-01,-0.047724713,0.15728326,-0.08849051,0.1485917,0.018396497,0.015356741,-0.03594643,-0.004193389,-0.038005833,0.07529364,0.030757112,-0.089648895,0.019841336,-0.032129128,-0.13446042,0.11818495,0.021627327,0.06770067,0.0905871,0.16129257,-0.1130719,-0.049795087,-0.11599346,0.039801437,0.07994977,-0.049764093,0.0724901,0.057180986,-0.05023595,0.00980223,0.065934874,-0.020650905,-0.14557722,0.06665018,-0.08242526,-0.013151735,-0.025894918,-0.031742048,-0.11035905,0.037979923,0.089285396,-0.21286651,-0.06756892,0.14397778,0.058072902,-0.22387406,0.040087122,0.30877206,-0.0112922685,-0.07185201,-1.0312613e-05,-0.08590756,0.09217652,-0.16459136,-0.03388527,-0.11994667,-0.038322847,0.086952046,0.0010018413,-0.1372742,-0.102556676,-0.12386718,0.07342205,0.05466692,0.048037246,0.02485166,0.016727008,-0.10335723,-0.013127651,0.032681983,-0.10273275,0.07063992,-0.17547517,-0.1595944,-0.08512434,-0.0051364675,-0.016850973,-0.11701477,-0.03670761,0.11038023,-0.1232865,-0.13271685,0.16333966,0.06160071,0.039106973,-0.090159066,0.23903546,0.103211194,0.062042173,0.21783933,0.12123298,-0.046208743,0.1789083,0.032675635,0.007648892,-0.17524253
TCGA-78-7160-01,0.03278305,0.15184997,-0.04134837,0.30358592,0.044327598,0.083021194,0.00055583596,0.1477916,-0.041623753,0.10163674,-0.101339154,-0.04925826,0.011038881,0.12007874,0.0045732297,0.05469407,0.10005437,0.10168522,-0.11399691,-0.100859344,-0.17055434,-0.11209024,-0.0140427835,-0.17945893,0.05525958,-0.13561553,0.0026366704,0.05640991,0.006073484,0.06795295,0.01701717,-0.059115633,-0.030429909,-0.014535432,0.17157474,-0.032404456,0.0466679,-0.005018091,-0.039403446,0.053778008,-0.06622281,0.054912508,0.07082294,-0.04561825,0.10546287,-0.01053557,-0.002934791,0.2441123,0.060020648,-0.24668486,0.027526906,-0.047347713,0.010244182,-0.009074803,0.066072285,-0.067451775,-0.2001179,0.17248338,-0.19857728,0.027082467,-0.05930448,-0.012688528,0.04908828,0.14269614,-0.18021642,-0.01359987,0.032563467,0.15863474,-0.07153148,0.009620452,0.07912822,0.010680691,-0.14765242,0.07528903,-0.17183606,-0.06256042,-0.091316134,0.011997212,-0.09509305,0.14271207,-0.0215322,-0.0042601596,-0.09090895,-0.18105221,0.04869376,0.12653698,0.09603755,-0.07013304,-0.017003855,-0.13434343,0.0075610927,-0.07583186,-0.20358762,0.010509495,0.057955258,0.0967946
TCGA-44-7660-01,-0.09929721,-0.14647289,-0.048295207,-0.2523905,0.02064868,0.043827906,-0.0535144,-0.08553997,0.039745484,0.20473163,-0.048974182,0.05201441,-0.11906748,-0.09595804,-0.09623047,0.046457224,0.08069275,0.12430706,0.1072516,0.07128109,-0.008368565,-0.08593827,-0.05280669,0.011439221,-0.024765132,0.041167725,-0.20655575,0.016633919,-0.027380494,0.09086968,0.042285357,-0.023677723,0.021141607,-0.11647502,-0.049245745,-0.031152593,0.012736796,-0.03904542,-0.02204612,0.0008563931,-0.1082195,0.08559408,-0.15457909,-0.022564922,-0.038743556,-0.06736989,-0.105305545,-0.043998934,-0.098997034,-0.04918454,0.012290556,-0.117356375,-0.067323625,-0.33873358,-0.10096112,0.07975086,-0.2811825,-0.11147142,-0.088570625,-0.00048256715,0.103435785,-0.079543285,0.1286165,0.10433028,0.053982813,0.12177292,0.22074765,0.017496351,0.086458206,0.10067221,-0.03026551,0.026381768,-0.13962154,-0.0832785,-0.22148055,0.19023238,-0.08378504,-0.0022236793,-0.039566122,0.018428149,-0.027278539,0.019979252,0.036510043,0.10487909,0.015782915,0.034085833,-0.116752036,-0.008690467,0.076481245,0.038675815,0.053355947,-0.01677074,0.103670806,0.17678823,0.031196855,-0.15717633
TCGA-NJ-A4YI-01,-0.045121256,-0.09056292,-0.09319341,0.017401977,0.02634037,-0.0078057223,0.026733087,0.03153725,-0.00014966074,0.18630712,-0.12586886,0.02211193,-0.052802715,-0.013567743,-0.14798078,-0.018126393,0.097856656,0.20344621,-0.015659152,0.110019624,-0.041586738,-0.023100795,-0.11033985,-0.11523423,0.08018653,-0.10272959,-0.19205318,-0.034396272,-0.06236175,0.039202213,0.07801392,-0.017331341,-0.106335185,-0.07120038,0.034640078,-0.008876395,-0.07578113,-0.04311011,-0.10973396,-0.026073135,-0.015246972,-0.040190745,-0.19971599,0.011853258,0.015224495,-0.21733871,0.03694728,0.0042630946,-0.1359751,-0.07894502,-0.02531817,-0.111129396,-0.0030120737,-0.23852943,-0.11687438,-0.019169414,-0.22209404,-0.13268399,-0.0015170968,0.02992768,-0.07182714,-0.08608346,0.036876377,0.21405013,0.056651935,0.11126667,0.17505072,0.016531462,-0.10613176,0.06250172,-0.11909461,0.025221217,-0.16329098,0.13905759,-0.2810426,0.00071628625,-0.0718641,-0.07292513,-0.11421773,0.16643333,-0.0997057,-0.03838242,0.154837,0.06310531,0.012452546,0.027357208,-0.10202536,0.053561553,0.11440182,0.13406898,0.035173986,-0.041284338,-0.025628168,0.14165407,0.052544344,-0.12449221
TCGA-49-6742-01,-0.098109595,-0.0659536,-0.14375283,-0.12989938,0.047627807,0.09458931,-0.04621273,0.016010558,-0.011089905,0.12889946,0.021051735,0.014032899,-0.10109098,-0.04909987,-0.07408876,0.06220049,0.06698743,0.07861893,-0.035202872,-0.041292317,-0.17759483,-0.09933582,-0.002118371,-0.098040186,0.017472561,-0.044410046,-0.17408167,-0.24085988,-0.12898637,0.07245219,0.10043115,-0.09297461,-0.017801441,-0.10205506,-0.004546343,-0.070288785,-0.034911804,-0.05666742,-0.12330903,-0.015031693,-0.06501401,-0.037341468,-0.16120793,0.06527658,0.08768936,-0.1469933,0.10360179,0.054851733,-0.19606921,-0.015012753,0.0082355635,-0.09845335,-0.08505098,-0.12574242,-0.07610892,-0.016733602,-0.13748093,0.043168236,0.059774633,0.057516545,0.13066936,-0.10705866,0.11279821,0.18871689,0.024652328,-0.038370173,0.19430669,-0.057778902,0.0815263,0.14304185,-0.015066481,0.0810831,-0.07111402,0.17624003,-0.1798349,-0.05185207,-0.038452163,0.08055108,-0.08542669,0.04069695,-0.04251371,-0.02024795,0.21161075,0.19047405,0.03579613,0.11734813,0.04353828,-0.11900464,0.11590068,0.036230188,0.105383754,-0.060713198,-0.073100485,0.1873825,0.22875133,0.03572245
TCGA-17-Z057-01,-0.05792281,0.0012787431,-0.050820336,0.062998414,0.05608699,0.11706373,-0.08823203,0.023734044,0.03505577,-0.059711188,-0.0019530716,0.00072497927,-0.10548672,0.23993996,0.006726746,-0.04001316,0.104677506,0.17157167,-0.010134379,-6.123717e-05,0.17168394,0.017862163,-0.10164811,0.051068563,-0.19373263,-0.055511132,-0.1348449,0.066574566,0.0058108377,0.124750316,-0.07784987,-0.1105397,0.10940416,-0.05378889,-0.09347834,-0.11591868,0.17340462,0.007080114,-0.03377778,-0.009453562,-0.13784118,-0.077230975,0.17887111,0.015002287,-0.045768794,0.25981498,-0.11794848,-0.05084986,0.059135046,-0.083214864,0.0851499,-0.03311589,0.07607099,-0.061731387,0.07095403,-0.02908034,-0.026029095,-0.10959194,-0.1876083,0.049145162,0.062737085,-0.07209622,0.03607285,-0.030815521,-0.12497532,-0.014298393,0.13146546,0.047239505,0.3294172,0.1405647,0.13116841,0.047593266,0.024245823,-0.07266088,0.06519876,0.0057848464,-0.17102383,0.1350993,-0.15321472,-0.03195565,-0.044865794,0.03455036,0.0043101064,-0.005379075,0.09989004,-0.027193941,0.096097514,-0.08967139,0.02919881,-0.07158724,0.03286882,-0.12746617,-0.21736374,0.07861443,0.057646617,0.1589959
TCGA-44-7659-01,-0.06887941,-0.020265834,-0.07276029,-0.37769818,-0.03766497,0.028167019,0.008242896,-0.027875459,-0.14099374,-0.021624912,-0.002620513,0.04549762,-0.06370882,-0.17364344,-0.049661387,0.15153359,-0.01281597,-0.075637676,0.021549875,-0.061712407,-0.007422965,0.011484202,0.114929266,0.14718933,0.16392857,0.06366656,-0.11852379,-0.097370006,-0.046191145,-0.001171253,0.045954406,-0.03130697,0.019657139,0.21263452,0.07235447,-0.050669074,-0.10954387,-0.072483994,-0.0584405,0.05246241,0.14291482,-0.036626205,0.026892886,0.026119977,0.08729275,-0.16992353,0.115322,0.032707293,-0.004567429,0.09712888,-0.0017436261,-0.097909026,0.12643722,0.046618816,-0.022911003,-0.007876131,0.27330384,-0.003527714,0.109836385,-0.17686327,-0.007843962,-0.063769065,0.1881357,0.0983237,0.041652698,-0.19652629,-0.008267508,-0.075990684,-0.0732469,-0.06801508,-0.044910017,0.030439172,0.04194794,-0.09843866,0.19090793,-0.004534899,0.071940504,-0.068865865,0.11782267,-0.021220226,0.0063012643,-0.053309947,-0.014890384,-0.022985365,0.03302207,-0.06674528,0.054040812,0.14564234,0.09504423,0.06206321,0.103930086,-0.036804777,0.28260761,0.07489896,-0.08924865,-0.13374706
TCGA-50-5946-01,-0.062006913,0.11603391,-0.11073442,-0.12390567,0.047763303,0.014084708,-0.06342054,0.13129543,-0.04503051,-0.010423248,-0.1259393,-0.04121316,0.021594584,0.21901451,-0.122178346,0.1114921,0.04947285,0.10367207,0.056632042,0.05819238,-0.05828029,0.03122726,-0.17012969,-0.15437953,0.10654512,-0.19954608,-0.10477976,0.070342414,-0.036188405,0.03185237,0.071536325,0.0077457456,0.04555794,0.057280857,0.10275021,-0.038054455,-0.08147862,-0.05568017,-0.09042992,0.08334587,-0.036752973,-0.122082196,0.045510482,0.060614195,0.029777834,-0.09412298,-0.06293504,0.03251605,0.077794015,-0.15254019,0.0526316,-0.10656078,0.013414036,-0.3163458,-0.016732937,-0.11834843,-0.17970014,0.025525331,0.0012518611,0.060764495,-0.064553656,-0.06716921,-0.036446843,-0.0271853,-0.23097746,0.059072178,0.09821097,0.014672507,0.100669205,0.067228325,0.08173316,0.057762444,-0.23157838,0.05650645,-0.28104863,0.07962598,-0.09951331,-0.12716573,-0.19471823,-0.01761388,-0.043665092,-0.099266835,-0.0439938,-0.108665295,0.018194906,-0.06792346,0.014487647,0.017750481,0.07354589,-0.1270826,0.10243934,-0.12786892,0.019395879,0.07410824,0.06943007,0.10984009
TCGA-80-5607-01,-0.015193025,0.04765087,-0.07393684,0.1269756,0.058871765,0.104795925,0.0027650865,0.10220856,-0.1490175,-0.2874348,0.05336998,0.03998563,0.048409622,0.088681996,-0.08819138,0.15040657,0.041247487,-0.022133661,0.10418734,0.047172025,-0.19874477,0.12701486,0.046752203,0.08500035,0.05766586,0.057906892,0.09168446,-0.031392388,-0.08215292,0.00037156878,0.020204766,-0.08763915,-0.2131211,0.17736691,0.12642933,-0.050997805,-0.17500211,-0.07995674,-0.1086434,0.09639941,0.018575117,-0.045493226,0.13762416,0.03336122,-0.011434281,-0.1725219,-0.017948091,0.34531465,0.012868208,0.009049583,0.040902037,-0.1433945,0.051581316,0.08375175,0.052126814,0.008704597,0.18109185,0.032871936,0.17119168,-0.03327319,-0.15616044,-0.08776209,-0.055354957,-0.08472672,0.05099554,-0.03860598,-0.14832048,-0.11705659,-0.18399842,-0.0990872,0.025367742,0.027254881,-0.13924882,0.07436718,0.17594084,-0.041345943,0.024333382,-0.06492254,-0.0038864934,0.08623907,-0.045813277,-0.06240989,0.114152,-0.05819798,0.068264194,-0.014759613,0.05803196,0.010688663,-0.045413792,0.0719157,0.11979438,-0.06275399,0.05668952,0.04349458,-0.08190792,-0.004650225
TCGA-69-7974-01,-0.018131407,0.10824564,-0.08787909,-0.006918741,0.11410866,0.06542,-0.17268077,0.090572685,0.0055760406,0.09853073,-0.0045936657,-0.16901086,-0.04789373,0.107652366,-0.11188669,0.10156987,0.10085426,0.048154708,0.008646261,0.08627131,-0.08810043,-0.023584912,-0.13219199,0.0072229067,-0.003016309,0.080382966,-0.016234118,0.00818132,-0.07709025,0.052719925,0.05218428,-0.09173791,-0.055443674,0.01915441,-0.012058568,-0.08991607,0.11295513,-0.009051194,-0.122315474,0.049071446,-0.1340901,-0.20547716,0.055528462,0.16391912,0.10766699,-0.037371427,-0.04335868,0.19887252,-0.044375878,-0.109173164,0.08182404,-0.06986292,0.04781921,-0.07863222,-0.03937569,-0.13557297,-0.21564695,-0.0006628612,-0.12098285,0.039919067,0.0995759,-0.10640664,-0.061253596,-0.065216675,-0.061848532,-0.0053927386,0.1394857,-0.111832015,0.18432206,0.06485602,0.054733563,0.1174841,-0.122109294,-0.09976721,-0.2035439,0.108167,-0.12973651,-0.036628433,-0.18598722,0.09327718,-0.11654606,-0.07144923,0.26712883,-0.051027663,0.040600356,0.010681626,0.051844556,-0.01728963,0.14718229,0.1470313,0.101295136,-0.09899856,-0.03570518,0.107409775,0.20158008,-0.023750849
