Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
TCGA-69-7978-01,6.176294,2.503683,4.213844,5.5024786,6.69724,5.3237953,4.7553616,4.7780704,2.8490877,5.040945,7.261578,1.9594456,4.346469,3.004832,6.56916,6.6664276,3.7144282,5.8506436,8.48329,7.110629,5.7894607,4.938286,6.1464314,1.7835314,5.3993797,5.0028563,5.461182,7.589523,4.803682,6.338099,2.2119052,4.2063413
TCGA-78-7160-01,2.8986063,1.788873,3.078412,4.809193,5.125021,5.8642206,3.948825,4.27273,4.3394923,5.241708,6.578865,2.2499123,3.1857088,3.5747364,5.8341227,8.020549,5.0906515,5.9984856,7.15811,5.5469403,5.5405116,6.386715,4.93712,2.2021654,5.747725,5.9276505,6.2333117,7.7971554,4.635528,6.825798,2.0911021,4.8858185
TCGA-44-7660-01,5.7743154,2.0978527,3.997416,5.8017445,6.352324,4.869939,4.247102,4.4556293,2.8853183,5.292234,7.287533,1.6013863,3.692509,3.072831,7.040523,7.234624,3.9828503,5.724363,8.355292,7.0581756,5.8664985,5.299279,6.352868,1.6465712,5.4095836,4.92916,5.738938,7.600052,4.242574,6.2035637,1.8268076,3.8370872
TCGA-NJ-A4YI-01,6.119882,2.4838452,4.273244,5.6385155,6.7234306,4.8627086,4.4143915,4.570628,2.629388,5.1918325,7.2145133,1.6526135,3.9237828,2.9557195,6.918714,6.857468,3.902596,5.7275143,8.450384,7.1175656,5.725675,5.2004476,6.3302,1.6316723,5.435401,4.9781504,5.67035,7.5806093,4.4580717,6.359201,1.9001484,3.8883824
TCGA-49-6742-01,5.3492537,1.8395987,3.8620207,5.7414927,6.0672255,4.827641,4.0268316,4.300731,2.9494703,5.4244094,7.4140797,1.4825382,3.2106824,3.2334151,7.168954,7.564241,4.32232,5.666396,8.215528,6.835949,6.075907,5.674952,6.1890717,1.6042405,5.5734725,5.048415,5.935918,7.6295886,3.927172,6.4067016,1.6539783,3.6711018
TCGA-17-Z057-01,6.0333366,2.3340719,4.1819654,5.746846,6.618954,4.8735466,4.4271493,4.5505586,2.71513,5.25246,7.2085176,1.6491923,3.8873172,2.9636617,6.949752,6.972766,3.9444463,5.6652956,8.4255,7.1081324,5.7429624,5.1993732,6.361385,1.6230778,5.405175,4.98616,5.6831784,7.5923705,4.4039264,6.2925296,1.8991385,3.9311774
TCGA-44-7659-01,5.050738,1.7468143,3.5887964,5.7547736,6.095523,4.9909863,4.128349,4.3893633,3.2125635,5.36834,6.949943,1.5547422,3.485016,2.9487047,6.928788,7.489709,4.367565,5.5703535,7.992552,6.8469477,5.68646,5.5488014,6.1426215,1.6571286,5.405652,5.1542263,5.8003306,7.7156444,4.14939,6.2192163,1.7580138,3.9797509
TCGA-50-5946-01,6.303578,2.6400692,4.0212812,5.6215234,6.5339537,5.1035013,4.4744987,4.751276,2.8936245,5.0845485,7.125259,1.9641011,4.3547816,3.1361306,6.6624947,6.7680697,3.6913657,6.0691314,8.563983,7.3355136,5.6441264,4.8020105,6.295574,1.9609518,5.303088,4.9103274,5.391947,7.504701,4.844667,6.2624235,2.2236443,4.367175
TCGA-80-5607-01,3.127484,1.7577803,3.2021737,4.9280467,5.320099,5.694353,3.8365924,4.241415,4.0944853,5.2765546,6.743094,1.9926815,2.8798454,3.5228398,6.108335,8.124081,5.0868974,6.0262575,7.3612885,5.839259,5.692604,6.306496,5.1379924,1.9740491,5.9250717,5.607695,6.2259393,7.7128325,4.3983846,6.8094745,1.8932937,4.539346
TCGA-69-7974-01,6.2689276,2.5380895,4.32042,5.6291327,6.7345405,5.155426,4.6744614,4.674743,2.715938,5.0800147,7.331789,1.8512704,4.267744,2.9976552,6.7339096,6.735349,3.645024,5.801744,8.572264,7.1137514,5.751059,4.982025,6.3113503,1.6948344,5.4245186,4.9337735,5.54786,7.61419,4.7056794,6.2879524,2.1071353,3.9925969
