,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95
194,0.015415854,0.089704365,-0.00065302924,0.043724947,-0.10199708,-0.13646126,0.2507477,0.26584002,-0.058558445,-0.08442758,-0.08494791,-0.049755543,-0.06812684,-0.046941407,-0.16275787,0.113033615,-0.021910388,0.10525043,0.1087772,0.18208237,-0.004647746,0.06883259,-0.017995661,0.09215539,-0.11937844,-0.07834567,-0.11378902,0.050256014,-0.034676213,0.059149645,0.07668286,0.057839777,-0.0044997903,-0.07994597,0.1284219,0.04742103,-0.0705021,-0.0995364,0.08825796,0.070126854,0.089653306,0.063037716,0.13116749,-0.2575896,0.11867265,-0.008185747,0.10660543,0.060236435,-0.001126551,0.08161306,0.07384683,-0.07484058,-0.005557384,-0.2093659,0.04486405,-0.017274698,-0.023906086,0.036281485,0.15831299,-0.093765914,0.08966322,-0.04776717,0.20718674,-0.06078851,-0.2052584,-0.078245066,0.06912834,-0.16767482,0.057366967,0.051828742,0.08503793,0.09993968,0.044928323,-0.19476102,0.01687887,0.123338334,0.11814619,-0.0075526284,0.1085823,-0.04234477,-0.065664664,0.031289827,0.119386934,-0.07847234,-0.12203427,0.11685264,-0.11591729,-0.08287447,-0.027396273,-0.020928845,-0.038225833,0.09750735,0.067123644,-0.12140191,-0.08771808,0.07677638
575,0.039175242,-0.11429909,-0.09515137,0.08044883,-0.27799672,-0.13014114,-0.07487986,-0.046753082,0.031538606,-0.056926962,0.20546995,-0.053672504,-0.11823365,0.2377202,-0.07974613,-0.054917097,0.11649144,0.09539131,0.048844833,0.009879332,0.04963672,-0.06682397,0.04334679,0.07584245,0.0021364656,0.20308603,-0.026866663,0.080997385,-0.07354002,0.11495135,0.1232833,0.12121133,-0.0024472207,0.0674568,0.04855407,0.06765184,0.22589844,-0.035325706,-0.044766415,-0.051191185,0.0026398087,-0.022016168,-0.0904968,0.06146034,-0.05135009,0.05845784,0.06442078,0.05568054,-0.07078636,0.06817724,-0.11584426,-0.047337532,-0.0010553417,0.2613347,0.012675584,0.23154926,-0.22723229,-0.05325756,0.07271987,-0.032652367,-0.017561384,0.006450463,-0.045723613,-0.113233685,-0.0053368234,-0.013094586,0.14298235,-0.041126,0.04874056,-0.041467994,-0.037989054,-0.038786035,0.09361369,0.08801825,-0.08460493,-0.14032966,0.017559674,-0.033994723,0.05349808,0.10631745,0.05270455,-0.093255624,-0.15875277,-0.10098106,-0.11126769,0.21785162,-0.110326126,-0.17585151,0.01134052,-0.012457391,-0.053036157,-0.13547389,0.05260457,0.020219246,-0.11693155,0.088280514
631,-0.008495884,0.028394716,-0.10645381,0.10246421,-0.19377759,-0.16304424,-0.03464459,-0.060947496,-0.009581509,-0.09286036,0.07267022,-0.08430629,-0.11178891,0.1320603,-0.14536737,0.18736702,0.10545317,0.104640044,0.016794844,-0.011985849,0.041117728,-0.14851226,-0.067264825,0.09378855,0.008199589,0.07556228,-0.016246418,0.09810348,-0.09282504,0.09978795,0.124289,-0.037252206,0.1296597,0.009698256,0.016264195,0.054975078,-0.042408325,-0.08466878,0.06009953,0.098590225,0.015866201,0.054943766,-0.01852934,0.14325468,0.13728504,0.09372723,0.11698974,0.09465198,-0.054009862,0.10589436,-0.037250184,-0.04058997,-0.038903516,-0.092546254,0.087602295,0.2626289,-0.40210083,-0.007086853,-0.09536676,-0.09223397,-0.0744609,0.0009727967,0.040055647,-0.1601329,0.12227443,0.12958634,0.1012387,0.028289257,0.13200104,0.050999243,0.052647226,0.026013551,0.063764796,0.074904814,0.049829755,0.022981148,-0.0015370321,-0.024874002,0.09670255,0.10733662,-0.030162076,-0.08004566,-0.021796886,-0.08973736,-0.14694735,-0.04484283,-0.14690688,-0.1698825,0.00957605,-0.011049509,-0.09938855,0.007015867,0.038923338,-0.017364454,-0.14676873,0.1831977
170,0.10370199,-0.075250946,-0.10917169,0.12571625,-0.11803086,-0.10579626,-0.10044637,0.12588152,-0.048498813,-0.08750921,0.079570025,-0.0837243,-0.13078842,0.06823954,-0.13419816,-0.13081713,0.09305454,0.09701617,0.13637981,-0.031735376,-0.02091313,-0.11462818,-0.078802556,0.13431166,-0.04259418,-0.21209598,0.015989296,0.05703012,-0.07876594,0.15730335,0.0472799,-0.005719138,0.007510914,-0.08465936,0.06459749,0.07330196,0.027172213,-0.21481565,0.09160496,0.026447536,-0.09588859,-0.10938014,-0.07422429,-0.021796836,-0.18475711,0.09156407,0.1500096,0.13501267,-0.12691753,0.06267937,0.13160324,-0.027665123,-0.09549292,-0.07110934,-0.07002108,0.097934194,0.039773125,0.06766975,0.15354928,-0.10350939,-0.057777405,0.13407384,-0.057717726,-0.18659045,0.15329988,0.013252411,0.22891319,0.03377725,0.0031044353,-0.029435003,-0.056109756,0.017074307,-0.0067520523,-0.12949787,-0.08746729,-0.07515813,0.05255238,-0.09531242,0.12462282,-0.007054039,-0.032448612,-0.062343765,-0.12957713,-0.17840531,-0.15468907,-0.09039591,-0.12884144,-0.041341744,0.04154995,-0.15285099,-0.08247833,-0.027153358,0.146379,0.050527606,-0.123749934,0.026949545
551,0.20149525,0.064663045,-0.04767434,0.13013709,-0.06583619,-0.12181656,0.18849045,-0.049906597,-0.03228317,-0.06405687,0.07312842,-0.110537656,-0.10438356,-0.06915159,-0.15548114,0.1507499,0.024509378,0.07785686,0.12997381,0.02158107,-0.063901186,0.062890165,-0.1505893,0.13572365,-0.040417645,-0.22987902,-0.09871816,0.11935027,-0.040929172,0.03418072,0.07299371,0.032005087,0.08845763,-0.008817227,-0.042121075,0.064759925,-0.091593355,-0.1522953,0.15214944,0.09998833,-0.08305491,0.070993595,0.09958077,0.00815111,-0.05276336,0.05442992,0.12838936,0.13556601,-0.08519517,0.084919676,0.12393786,-0.0042024655,-0.12768014,-0.01828364,0.28476432,-0.073077515,-0.017303018,-0.11789015,-0.13874489,-0.16062708,-0.04980455,0.041644532,0.10282584,-0.09883065,-0.088180006,-0.13766477,0.051182583,-0.24168034,0.0031756351,0.20652692,0.095253326,0.029245919,0.12590115,-0.038910963,-0.031833682,-0.013555814,0.00923199,-0.08807888,0.14425515,0.040702973,-0.11813023,-0.051869377,0.043462623,-0.10855265,-0.105994895,0.046211705,-0.08349457,-0.08751878,0.017306443,-0.07793723,-0.031557776,0.018617325,-0.0016240097,0.030463204,-0.10872187,0.08276044
547,0.16599101,0.026964996,-0.079955526,0.1309142,-0.096182235,-0.08517469,-0.0072098607,0.20577596,-0.029099576,-0.06134035,0.026876414,-0.08269711,-0.12642096,0.024529496,-0.14263631,-0.01789598,0.061579596,0.081793405,0.29669824,0.09244732,-0.0421339,-0.10331989,-0.1474284,0.13695946,0.05851755,0.029353466,-0.05235554,0.13206014,-0.07634684,0.11930037,0.098686844,0.0672947,0.08515274,-0.0006345784,0.07972483,0.101658836,0.012717725,-0.12205024,0.15717843,0.1265079,-0.12017567,-0.114708185,-0.028184105,0.06084404,-0.12928562,0.15011783,0.12780043,0.10794179,-0.06392014,0.12000282,0.008336732,-0.054544408,-0.12459402,0.16115232,0.026962236,-0.15715128,0.10165554,-0.12483752,0.07426744,-0.09903302,0.047011103,0.06077425,-0.038831025,-0.12305037,0.04013143,-0.070041545,0.08073157,-0.13866198,0.039219204,0.052908108,-0.023527691,0.08850808,0.13832119,-0.09926572,0.0146608325,-0.05003921,0.07688946,-0.08808677,0.12594023,-0.030146727,-0.06618,-0.071351424,-0.23603629,-0.13561632,-0.13545202,0.016380863,-0.10737851,-0.08342752,-0.024344109,-0.115694135,-0.09562855,-0.052997336,0.07149069,-0.12231591,-0.12615977,0.0072814566
636,-0.09066507,0.15347861,-0.08412902,0.036359787,-0.052995104,-0.1274779,-0.03391495,0.09411359,0.1440982,-0.11378596,0.07435034,-0.031921227,-0.10710445,-0.042783998,-0.091857985,-0.11564208,0.072342575,0.09129571,0.040939596,0.2021926,-0.031351738,-0.055138335,0.008832824,0.061568238,-0.031755332,0.026885703,0.029944973,0.034380123,-0.08072355,0.119142205,0.052905407,0.058770236,0.10077349,-0.03148333,0.0025948144,0.07656472,0.0678295,-0.038231336,-0.026081653,-0.019977018,0.022325238,-0.030023353,-0.08015423,0.069972254,0.024806947,0.040192906,0.040274814,0.027700845,-0.11541651,0.018470546,-0.057583537,-0.025237134,0.039431352,-0.09319552,0.086569585,0.10255034,-0.007124612,0.026939515,0.01910861,0.007813612,0.07305487,0.0040117977,0.01606654,-0.08882832,0.08188883,0.32061297,0.08374297,0.11757697,0.045478065,-0.18254068,0.28967315,-0.04894223,-0.037666578,0.0064986036,-0.025757328,0.031888846,0.06605424,-0.00499891,-0.012717623,-0.21644916,0.031682983,-0.017758243,0.020024339,-0.09627335,-0.112874895,-0.21112406,-0.14710794,-0.31190836,-0.008379401,-0.038288195,-0.04457521,0.04345725,0.03993056,0.035260916,-0.0762011,0.38815856
596,0.061841235,-0.05754801,-0.032851174,0.08388202,-0.22205102,-0.1586101,0.014208786,0.24502353,-0.040904358,-0.14146093,0.09917252,-0.06247927,-0.11667668,0.16264121,-0.09616842,-0.04615441,0.04950951,0.08733085,0.14741452,0.18447557,0.031151962,0.02442171,-0.11400737,0.13347475,-0.04670379,0.14475615,-0.027882045,0.069473155,-0.096890725,0.11526121,0.1312298,0.11756252,0.19368003,-0.118357114,0.025710167,0.08045833,0.09482212,-0.07827859,0.01915241,0.025984267,-0.038749587,-0.0839441,-0.016352504,-0.054359734,0.07058602,0.138527,0.071095206,0.069199145,-0.049840346,0.09347537,-0.13074067,-0.09674621,-0.0745997,0.1625582,-0.036317915,0.14376399,-0.2132088,0.03109905,0.0878003,-0.08145774,0.039550845,0.06503139,0.0140652275,-0.09465759,-0.00010062579,-0.03427178,0.11035166,-0.07044595,0.124685325,-0.039729368,0.09022252,0.037306126,-0.013184041,-0.025015853,0.009992683,-0.17162205,0.05638958,-0.027893644,0.07567214,-0.054680552,-0.00083057274,-0.038133606,-0.09884319,-0.12443838,-0.13951114,-0.050943337,-0.15153667,-0.25571135,-0.04285147,-0.0027024655,-0.076866,-0.09396474,0.06317211,-0.042803336,-0.11013119,0.18675618
755,0.16534156,-0.039293654,-0.09064493,0.08651526,-0.0052687437,-0.118299015,0.016071757,0.041528568,-0.05382363,-0.06599535,0.03080724,-0.09160039,-0.13701768,-0.019422213,-0.14267743,0.05890022,0.05704468,0.122422844,0.16675699,0.0090397,-0.019959848,-0.06567876,-0.16504015,0.1384062,-0.013547501,-0.09952728,-0.11941767,0.10095626,-0.07449969,0.09499672,0.05453732,-0.023491865,0.059568185,-0.16018324,0.11897445,0.11972672,-0.15161504,-0.13158768,0.042384155,0.06288484,-0.14004263,-0.18200156,0.084184445,-0.11441162,-0.13086104,0.14829701,0.10097403,0.111119375,-0.10641362,0.104084656,0.00020896913,0.0696385,-0.059526432,0.09255556,0.037622012,-0.16769616,0.23546241,-0.014842079,0.14681917,-0.13666654,0.09572167,0.08429178,0.02940934,-0.11231905,-0.010262668,0.083392985,0.09869472,-0.15219137,-0.013708323,0.15964128,0.07923996,0.046400424,0.11009642,-0.038469106,0.04520236,-0.09175693,0.08387064,-0.066208966,0.09502692,0.005417427,-0.066417076,-0.0834008,-0.2006193,-0.108356774,-0.12964788,-0.120034315,-0.1265222,-0.092064336,-0.04842549,-0.106163375,-0.09420036,-0.045034293,0.10273892,-0.060311478,-0.14437237,0.010966556
150,-0.022469133,0.24201334,-0.09500134,0.03476153,-0.07516116,-0.074023455,-0.030238165,0.05827872,0.026098926,-0.050458953,-0.022423543,-0.03105661,-0.122337416,-0.09174979,-0.10286935,0.011185128,0.081106104,0.095073834,0.017016962,0.15697911,-0.06598631,-0.09807442,0.09672363,0.0878643,0.06653643,0.095029965,0.016993847,0.040935036,-0.03223604,0.107336394,0.040956825,-0.08239179,-0.09504171,0.02765936,-0.018162116,0.031661145,-0.13371101,-0.076972626,-0.0026252302,0.07206451,0.06825864,-0.088893205,-0.052802205,-0.16568379,-0.07851574,-0.0065463204,0.057574704,0.04178373,-0.16134426,0.078314066,0.13415763,0.07173241,-0.015479191,-0.27001995,0.02963456,-0.028327353,0.14426051,0.028597277,-0.002195106,-0.034669135,-0.08617036,0.0340777,0.024000157,-0.09527121,0.12302189,0.4285498,0.10746957,-0.003477261,-0.082586825,0.09479504,0.18633533,0.022560135,0.029511567,-0.057778645,-0.06002474,0.03845336,-0.0011707082,-0.047833577,0.028186403,-0.16577117,-0.023522222,-0.032131016,-0.0011973515,-0.0769804,-0.10815551,-0.19308215,-0.10735307,-0.07863315,0.091857634,-0.12175097,-0.064513214,-0.07025124,0.0034078036,0.0042924634,-0.1196037,0.28437072
