Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-75-6214-01,6.9591737,9.214028,7.463119,5.598095,3.2864914,6.781674,3.8621144,3.994622,5.3124957,5.6988845,3.3312173,6.019891,2.8006802,2.686202,4.441838,5.823659
TCGA-75-5122-01,8.424076,8.500195,6.6802087,6.3739967,3.7626903,6.3485866,2.2168877,4.326058,6.0885572,6.284129,3.5647728,6.404338,3.21159,2.8935194,2.697074,7.5069766
TCGA-55-8090-01,8.286665,8.219098,6.3567142,6.140482,3.813774,6.565866,2.180891,3.6790116,6.0340915,6.211074,3.8067713,6.4210806,3.2886593,2.893264,2.632149,7.61447
TCGA-44-5643-01,8.651043,8.313694,6.6757903,6.3875985,3.7664082,6.120896,1.9058917,4.499597,6.139785,6.4049563,3.7350402,6.439386,3.1917057,2.9524152,2.571368,7.7323585
TCGA-17-Z018-01,8.43896,9.595377,8.003773,6.3299484,3.4749634,6.365015,3.7642345,4.7169967,5.9992967,5.982545,3.656057,5.4747744,2.3930755,2.6938303,3.310186,6.5128183
TCGA-55-8506-01,6.516836,8.74796,6.604745,5.795615,3.171667,6.5902615,3.6653285,4.2752047,5.1825175,5.7739635,3.987013,5.839667,2.9793758,2.7282374,4.311358,6.163376
TCGA-73-4670-01,8.066716,9.559691,8.238112,5.901,3.6795442,6.756497,3.8420844,4.3997006,5.649212,5.768705,3.4064603,5.538026,2.5311627,2.7773159,3.7636058,6.3198113
TCGA-49-6742-01,8.437303,9.585187,7.9903984,6.3518686,3.4842937,6.3384376,3.7392828,4.7751293,5.996362,6.0157847,3.6880884,5.4579186,2.3666182,2.68968,3.2955713,6.5389514
TCGA-55-6978-01,7.6763296,8.160625,6.055298,6.018727,3.5358405,6.477056,2.1732419,3.8618994,5.997693,5.8555384,3.4635725,6.88671,3.6423976,3.0643792,3.0119276,7.5553503
TCGA-97-7938-01,8.262177,9.2873,7.7388954,6.041715,3.5071661,6.5721335,3.3355324,4.368924,5.944688,5.8026853,3.3123753,6.0353227,2.769064,2.843983,3.287382,6.8154135
TCGA-NJ-A4YP-01,7.272852,9.148579,8.134761,5.352956,3.5692105,6.9628716,3.577365,3.7273395,5.1976585,5.516689,3.0553005,5.9592357,2.9413223,2.8444653,4.515553,6.050763
TCGA-17-Z016-01,8.216952,9.7750225,8.156288,6.090039,3.4358745,6.6229773,3.976743,4.572926,5.837502,5.842489,3.4614196,5.612072,2.4199617,2.6349964,3.6568136,6.3350058
TCGA-50-5946-01,6.992065,9.21412,7.584845,5.556963,3.452473,6.9664564,3.7905684,3.9549663,5.167481,5.6913233,3.2747018,5.988628,2.7731602,2.741566,4.534533,5.83019
TCGA-44-2657-01,7.940336,9.490424,8.283684,5.8269176,3.599265,6.800184,3.8026867,4.266159,5.6235523,5.6713333,3.3393807,5.5974574,2.654113,2.8018413,3.8721833,6.3192296
TCGA-55-7281-01,7.4975724,9.321465,8.238851,5.488419,3.56659,6.971763,3.7163937,3.858252,5.324711,5.5371423,3.0861075,5.872735,2.8616052,2.8404307,4.3542733,6.0956492
TCGA-93-A4JO-01,7.8790545,8.07704,6.096662,6.049165,3.831805,6.7609134,2.3168914,3.4339654,6.0251,6.0115466,3.6931472,6.688931,3.708651,3.004921,2.792098,7.6438074
TCGA-62-A46P-01,8.542663,9.069643,7.572082,6.4412026,3.5358407,6.1067843,3.1509888,4.527382,6.1135707,6.014131,3.5463178,5.902882,2.8333259,2.8999066,3.0658376,6.927814
TCGA-73-4658-01,8.402577,9.45112,7.8610444,6.2351136,3.650424,6.4606066,3.37895,4.513343,6.0780945,6.0013885,3.3995924,5.7913136,2.6506639,2.8239615,3.1548042,6.6769266
TCGA-17-Z025-01,8.544494,9.497675,7.9268804,6.3727813,3.4687793,6.136053,3.5772111,4.865225,5.9763017,6.0140142,3.799059,5.4563546,2.4195073,2.6999805,3.2305887,6.6547766
TCGA-91-A4BD-01,7.44545,8.242644,6.04629,6.0111694,3.4495113,6.6166635,2.2595181,3.8856509,5.9654837,5.843754,3.4062536,6.9255724,3.6515317,2.9938388,3.1231344,7.4871254
TCGA-75-6211-01,7.779691,9.584104,7.9293203,5.838638,3.8822486,7.089925,3.9004261,4.33544,5.523807,5.8165026,3.3883882,5.631913,2.5168853,2.7990701,3.917466,6.1088986
TCGA-64-5778-01,7.3000174,9.271367,8.1497,5.444123,3.5371532,7.0802693,3.731801,3.8511271,5.2044377,5.461828,3.131691,5.9264765,2.9185321,2.8587666,4.49952,6.03187
TCGA-69-7760-01,8.0047455,7.972595,6.029201,6.121397,4.012709,6.592788,2.0422037,3.3739057,6.097309,6.0494146,3.546363,6.8326106,3.8645003,3.189678,2.5403512,7.7031107
TCGA-05-4382-01,6.489463,8.781189,6.6953454,5.7213745,3.2100341,6.6326466,3.722467,4.2457933,5.1179886,5.75228,3.9353504,5.794834,2.9121847,2.7165802,4.4049063,6.0203004
TCGA-44-6777-01,7.5541086,9.336669,7.714664,5.855556,3.2469325,6.604056,3.8545074,4.165143,5.557599,5.786533,3.350285,5.889748,2.7262678,2.7255287,3.9777822,6.1939707
