Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-17-Z057-01,-5.624935,-0.42536297,12.035912,5.484459,2.4666004,-0.6215771,12.0958395,9.306994,7.957945,13.126363,8.677041,11.572767,9.135422,5.553208,10.642054,9.596203
TCGA-55-6970-01,-4.599728,0.8790423,10.365452,4.8567786,1.8783056,0.6018291,11.600328,8.841883,7.0493736,13.396349,8.124706,10.668203,10.203609,5.946021,10.976965,7.1067843
TCGA-55-7911-01,-4.939685,1.523234,10.675997,4.3245997,2.6865478,0.43091643,10.384392,8.818464,6.046601,12.924979,8.047145,10.879706,9.789888,6.250674,10.866699,8.225855
TCGA-05-4396-01,-5.046006,1.0992727,10.383428,4.5700846,2.0173922,0.72538036,11.796109,8.465096,6.7865586,13.085773,8.289821,10.770536,10.585757,6.411832,11.02183,6.790426
TCGA-75-6214-01,-3.8427422,2.2416682,10.748069,4.662233,1.6563679,0.30499846,11.85184,9.430293,7.6248035,12.423154,7.967441,10.028973,10.219384,5.68213,9.824373,7.491929
TCGA-62-8394-01,-4.6113777,1.808612,10.8059225,4.922043,1.7559522,0.463466,12.139533,9.134326,7.388805,12.904143,7.8999124,10.727928,10.309568,5.596006,10.133186,7.410367
TCGA-44-A479-01,-4.6732736,1.5126181,10.546906,4.477806,2.4266891,0.32324398,10.609873,8.843993,6.159488,12.829454,7.8101325,10.729971,9.788444,6.4895463,10.88872,7.7959547
TCGA-44-7669-01,-4.070265,2.49207,10.646282,4.406083,2.3752651,0.27030504,10.395387,9.421674,6.5616465,12.396103,7.7005568,10.163379,9.642553,5.79605,9.936606,8.228129
TCGA-91-6849-01,-4.3907604,0.72339314,10.478713,4.554021,1.9759108,0.5102223,11.473143,8.741391,7.050377,13.039763,8.341659,10.365609,10.2141695,6.5357947,11.165769,7.1725855
TCGA-78-7161-01,-4.235575,1.745954,10.407015,4.935421,1.5900593,0.5890368,11.717503,9.207056,7.1287136,13.07001,7.911385,10.435334,10.153147,5.502173,10.253337,7.002009
TCGA-17-Z054-01,-5.577022,-0.4321179,11.840341,5.345416,2.5687337,-0.6310927,12.060057,9.274594,7.818148,13.085432,8.7579365,11.4511,9.367239,5.591233,10.829547,9.5949745
TCGA-55-8301-01,-4.994547,1.9766263,10.706025,4.2436833,2.549358,0.49925914,10.563665,8.853225,6.0437837,12.780539,8.169827,11.008077,9.60016,5.970992,10.474002,8.268151
TCGA-55-8619-01,-5.230372,1.0474268,10.524207,4.335808,2.5501733,0.626325,10.771573,8.452738,5.9598556,13.070456,8.250381,10.992398,10.108581,6.685864,11.284912,7.420439
TCGA-05-4382-01,-4.409393,2.2547128,10.602862,4.931065,1.5299325,0.6307117,11.997752,9.308255,7.2601,12.99933,7.8893423,10.6886425,9.933062,5.2173624,9.857147,7.2554235
TCGA-86-7713-01,-4.4641023,2.6402948,10.625555,4.2103267,2.4702163,0.4044407,10.42675,9.397333,6.39913,12.021953,8.135767,10.27162,9.452579,5.653849,9.724685,8.267569
TCGA-44-2659-01,-4.5106654,2.4546773,10.915035,4.5173697,2.200318,0.2954494,11.124981,9.292772,6.666694,12.357331,7.998677,10.660671,9.608075,5.6384296,9.745792,8.25593
TCGA-55-8096-01,-4.1338763,2.8287625,11.007439,4.464015,2.116999,0.23606323,10.734959,9.523671,6.683527,12.619538,7.75227,10.637837,9.314699,5.4290323,9.734737,8.63174
TCGA-91-8497-01,-4.9818444,1.2435285,10.538489,4.197803,2.5117223,0.48675936,10.545012,8.57838,6.0708904,12.938362,8.23621,10.854169,9.967479,6.6222034,11.208001,7.8915553
TCGA-05-4395-01,-4.446821,2.1922486,10.744819,4.9913616,1.5802691,0.50198567,12.042469,9.331815,7.3162265,12.875008,7.798055,10.678211,10.091747,5.326721,9.8724165,7.3501916
TCGA-L4-A4E6-01,-3.9345174,1.9899465,10.473733,4.6165743,1.9472054,0.40986148,11.109007,9.324644,7.0255723,12.731959,7.8279877,10.144893,9.81939,5.830847,10.152734,7.5798855
TCGA-55-8513-01,-5.285112,1.0318425,10.459941,4.3368025,2.531663,0.6664858,10.864257,8.379918,5.9791403,13.131397,8.260408,11.007429,10.228425,6.664004,11.307787,7.3436494
TCGA-55-6980-01,-4.8795466,1.080084,10.580335,4.875179,2.0769558,0.5514166,11.632319,8.869495,6.9465384,13.343499,8.046944,10.903918,10.213293,5.8099337,10.807757,7.3932767
TCGA-62-A46R-01,-4.639455,1.8280306,10.664353,4.9876723,1.6529696,0.56152445,12.078006,9.129563,7.2572,13.067764,7.8837976,10.80468,10.193504,5.443665,10.142894,7.262285
TCGA-J2-8194-01,-5.1611605,1.2648579,10.44295,4.461757,2.5624783,0.61598384,10.637671,8.531252,5.786936,13.111198,8.101852,10.988146,10.146732,6.3621836,11.069642,7.5032325
TCGA-55-8087-01,-5.1645412,1.4986116,10.670018,4.219888,2.5285513,0.5024224,10.626587,8.61798,5.9506936,12.816751,8.250659,11.071533,9.714598,6.4884076,10.955938,7.955194
TCGA-93-A4JO-01,-4.8499103,1.5301592,10.640794,4.337099,2.5412862,0.37344545,10.508255,8.942612,6.0959125,12.718786,7.9186063,10.803161,9.694758,6.5543127,10.903445,8.079861
TCGA-44-A47G-01,-4.8347797,1.2469581,10.540854,4.1930656,2.417206,0.447861,10.674908,8.655802,6.238714,12.880137,8.183613,10.773584,9.898331,6.729962,11.188181,7.840668
TCGA-55-1595-01,-4.3983746,2.0312486,11.087057,4.9513717,1.9068254,0.19330136,11.656336,9.439414,7.173982,12.523541,7.85752,10.617881,9.814291,5.5474744,9.844794,8.03346
TCGA-17-Z020-01,-5.69517,-0.49899393,12.00007,5.4556756,2.4634936,-0.6159203,12.061872,9.433766,7.815715,13.144012,8.724217,11.672045,9.261756,5.556037,10.643671,9.791527
TCGA-75-6205-01,-4.1475725,2.4013345,10.777852,4.649785,1.7210547,0.2813992,11.733458,9.249302,7.234638,12.4697895,7.872672,10.354121,10.214398,5.796404,9.933336,7.5473666
TCGA-78-7540-01,-5.053495,0.98994565,10.414252,4.6197033,2.084103,0.6748151,11.675617,8.522599,6.835811,13.282193,8.154558,10.917898,10.460095,6.293494,11.079522,7.120179
TCGA-L9-A8F4-01,-4.0384216,2.8449113,10.950386,4.5028067,2.1354187,0.15158153,10.66242,9.543478,6.6791196,12.399708,7.638296,10.394199,9.539333,5.6107063,9.733128,8.47942
TCGA-75-7025-01,-4.0966206,1.7907532,10.693881,4.6363716,1.8920443,0.418034,11.912072,9.202986,7.6135125,12.817581,7.9584045,10.282272,10.263918,5.814912,10.147812,7.4933934
TCGA-55-7815-01,-4.561755,2.311011,10.829709,4.2526803,2.6282978,0.32232174,10.405497,9.075141,6.2969737,12.675733,7.8120537,10.672393,9.748551,5.8861213,10.180058,8.5723715
TCGA-55-6972-01,-4.0411415,1.5984018,10.271749,4.7515864,1.8088354,0.54728365,11.33302,9.1623745,7.078514,13.037594,7.9226537,10.2219925,9.991119,5.776397,10.415887,7.168946
