,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
1,-0.20012397,0.19625376,0.27674884,0.21799386,0.23708431,0.2971751,-0.10572688,0.20202099,-0.2525022,0.3177097,-0.08997753,-0.19322746,-0.027596308,0.005779973,-0.16832824,0.60129195
595,-0.28386804,-0.053834666,0.046584453,0.2330793,0.16515328,0.27706188,-0.37069243,0.11000212,-0.08904412,0.42757398,0.1545884,-0.31608036,-0.15512648,0.1937639,0.13773966,0.459716
210,-0.27582395,-0.09180864,0.18012236,0.29361007,0.26238385,0.31926817,-0.24055478,0.009466986,-0.19953096,0.09086398,0.0598418,-0.30236605,-0.12182798,0.13277906,0.111119874,0.6166139
511,-0.25813875,0.082576446,0.13791661,0.32629383,0.260195,0.34812185,-0.22102721,0.01595621,-0.30052355,-0.00748458,0.061721817,-0.28188685,-0.19989024,0.17343509,0.30112243,0.47823453
630,-0.30181098,-0.18140802,0.19849804,0.2694181,0.20684834,0.32294756,-0.2824077,0.005165438,-0.10166517,0.119894154,0.16349162,-0.34642383,-0.14538227,0.16159357,0.11319215,0.55284816
622,-0.24918775,0.014094391,0.16829544,0.34848037,0.24824426,0.31770965,-0.2377122,0.062355723,-0.25989228,0.12870182,0.04844927,-0.27825066,-0.13177465,0.08821092,0.17590898,0.5873809
130,-0.2908559,-0.049235534,0.11882992,0.33987325,0.21058378,0.29013723,-0.34868163,0.07087654,-0.09523947,0.24386396,0.19773819,-0.3352437,-0.20000619,0.12292567,0.26467115,0.42781293
243,-0.24223971,0.08019451,-0.014910415,0.24620062,0.16585706,0.2165082,-0.39343244,0.17004319,-0.051058307,0.56572014,0.1537692,-0.27782062,-0.16963582,0.13711216,0.17722398,0.33690298
670,-0.29855573,-0.13564025,0.19863892,0.2926152,0.19265473,0.3055145,-0.28477734,-0.043343678,-0.105582945,0.08840197,0.20755695,-0.3470907,-0.17720273,0.16878779,0.22839059,0.5093
325,-0.3342512,-0.052363157,0.31008843,0.08108827,0.18717219,0.33119345,-0.27053228,0.09024467,0.03792386,0.29511052,0.22888045,-0.33245015,-0.17000008,0.23554109,0.050984662,0.46726096
695,-0.21156172,0.11598717,0.24676047,0.23898938,0.25573987,0.3000332,-0.13802217,0.20197383,-0.24960084,0.23025621,-0.08025605,-0.18390371,-0.019861117,0.0066285324,-0.041691523,0.6713858
82,-0.31505704,-0.27939162,0.21610424,0.1665206,0.18864961,0.31107613,-0.2629856,-0.0056006378,-0.027201219,0.12741356,0.15623856,-0.3350798,-0.10130574,0.1828228,0.02047344,0.5907031
327,-0.2242226,0.39273435,-0.030540656,0.23128198,0.3636212,0.4073625,-0.13864781,0.06909218,-0.3833915,0.027880182,-0.14175156,-0.24628817,-0.2658453,0.22784205,0.17805113,0.18998064
661,-0.23924464,0.20180368,0.032488924,0.41042534,0.24234183,0.3263314,-0.2891507,0.06836142,-0.30610445,0.18841685,0.07972966,-0.30852866,-0.27729383,0.14537148,0.30586213,0.23812923
