,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95
245,0.12687263,0.17128715,-0.16246574,-0.08110363,0.14297551,-0.06931627,0.26110166,0.15585147,0.082850695,0.25946733,-0.00928559,0.018858656,0.004629601,0.05844868,-0.1456365,0.13050748,0.11636272,-0.09595529,0.11048657,0.021252224,-0.12530334,-0.05603995,0.08147013,-0.092585504,-0.0057583456,-0.022360727,0.0031833071,-0.087133616,-0.029331194,0.07440119,-0.015468182,-0.026341734,0.16369306,0.012706973,-0.09132649,0.08768336,0.12518468,-0.01077102,0.07826985,0.10051724,0.010862699,-0.14548956,-0.07954691,-0.06851575,-0.13686045,-0.05128537,0.044102635,0.0716405,0.103087306,0.18848118,0.08810394,-0.06284935,-0.017512681,0.048888974,0.054179095,0.05642969,0.10601453,0.041474953,0.051439583,-0.0336831,-0.31605974,-0.12591924,-0.104776084,-0.073726155,-0.0485354,0.094263814,-0.126377,0.13335906,0.036467798,-0.0737484,0.14064454,-0.05720722,0.107914835,-0.05355555,0.0045598373,-0.06256785,0.030229734,-0.21604113,-0.035577647,-0.08942375,0.08300474,0.022298004,0.065664425,0.07906125,-0.06816623,0.013818206,0.11134854,-0.11236659,-0.035444614,-0.13351643,-0.051928032,0.0011026238,0.10375297,0.04571532,-0.05844212,0.1238371
102,0.04747085,0.06887341,0.16556607,-0.062223222,0.064244784,-0.092801854,0.08314496,0.09307298,0.13813354,0.06008959,-0.1677812,-0.14091982,-0.12692204,0.006649699,-0.14801803,0.07605782,-0.049830873,-0.08950516,0.12631541,0.14609689,-0.08093082,-0.06455788,0.12140354,0.010143655,0.16133614,-0.13065992,0.0082051,-0.14902191,-0.04940923,0.14206134,-0.054147683,-0.10733825,0.14177935,-0.04974169,-0.08456861,-0.15940201,0.1399265,0.062753744,0.06575592,0.040505793,-0.02989343,-0.11076535,-0.12646116,-0.10393844,0.05672418,0.052382555,0.09040488,0.08425644,0.041468885,-0.059431013,0.07443258,-0.023924245,-0.06349518,0.08929822,0.15909508,0.06640677,0.1114183,0.034674738,0.0846691,-0.080160625,-0.09029308,-0.11203042,-0.13641788,-0.15050799,0.0014104771,0.055602595,0.00027340202,0.19110231,0.041709494,0.028599622,0.1491768,-0.13508716,0.08969428,-0.13031058,-0.11001448,-0.088572785,0.028544897,-0.15895791,0.2169507,-0.14856257,0.031330246,0.057538185,0.121111274,0.11933881,0.09046184,0.030903745,0.1256683,-0.03824495,-0.09411912,-0.040653035,-0.07955093,-0.05454115,0.148717,-0.17265467,-0.007399383,0.026675848
682,0.09466762,0.07391145,-0.10660195,-0.042245664,0.223904,0.078967445,-0.12832224,0.026023678,0.046637572,-0.036503088,-0.10373586,-0.17514601,-0.15174498,0.09295241,-0.057861123,0.12787999,0.052727118,-0.097699024,-0.040241197,0.12642695,-0.045490514,-0.056959014,0.044714786,0.082517,0.10690407,-0.14771459,0.037166815,0.0119971875,-0.068800755,-0.20804293,-0.2405506,-0.033545706,0.09836256,0.12674859,-0.08493184,0.072014846,-0.017349364,-0.045770437,0.07047918,0.04992165,-0.06045719,-0.06586894,0.014090321,-0.059860542,0.0021888276,-0.00032527704,0.07776596,0.07112205,0.016918818,-0.27482238,0.006317313,0.020036656,-0.04203018,0.13452278,0.025912557,0.18085693,0.03645832,0.14622669,0.03707243,-0.08747406,-0.16662556,0.10959703,-0.07315525,-0.027986249,-0.015189276,0.111237995,0.082374096,0.16785353,0.24291036,0.018209247,0.007448992,-0.000120645585,0.06871919,-0.17709738,0.0032824243,-0.076529875,0.14969282,0.0830888,0.18931445,0.054595083,0.1879706,-0.043574497,0.02504682,-0.0020193139,0.045220643,-0.1251739,0.0064555733,-0.07242463,-0.072921574,0.02382671,-0.07144769,0.02139898,0.09351884,-0.10538022,-0.040816344,0.16694948
303,0.057008695,-0.002890608,-0.032588925,-0.06262484,0.049160533,0.05932624,-0.07818381,-0.028391717,0.064564124,0.09468751,-0.072185755,-0.110637344,-0.16853984,-0.0045862673,-0.1311282,0.07062523,-0.10154811,-0.21247858,0.09776731,0.13538812,-0.07800803,-0.058275416,0.014557091,-0.17951979,0.1449312,-0.12489842,-0.045106564,-0.075893134,-0.06306753,0.15284967,-0.11188534,-0.11036304,0.12249081,0.04635349,-0.08884262,0.054694887,0.09690173,0.004145693,0.046690784,-0.1897989,-0.08594541,-0.17005573,0.01369046,-0.12702072,0.057389148,0.1563214,0.06449959,0.105223484,-0.114132985,-0.25337648,0.100837864,0.06548896,-0.13060589,0.007712115,0.110116914,-0.03422701,-0.000584212,-0.17375433,0.030657245,-0.016834648,-0.0009857903,-0.063625924,-0.099953465,-0.100780584,-0.008254201,0.010395817,-0.0572856,0.07348564,-0.10180511,-0.04804527,0.15417755,0.1181748,0.11947189,-0.112848,-0.016146807,-0.10786435,-0.02052677,-0.16019562,0.18052615,-0.17030093,0.002342325,0.025178088,0.13115385,0.07778549,0.17475449,0.072477326,0.08143739,-0.12410955,-0.056136087,-0.086896956,0.026429445,0.18303719,0.037081763,-0.09149764,0.048842426,0.049548037
614,0.11075836,-0.038910437,-0.20948808,-0.11386379,0.15233561,-0.004365831,0.056991234,0.038622648,0.083333634,0.0716732,-0.20619081,-0.12134613,-0.12541392,0.06498083,-0.15662001,0.039353937,-0.029916476,-0.05566569,0.092714764,0.09065326,-0.066945165,-0.05484275,0.16540918,-0.023826288,0.20443764,-0.11478799,-0.048103478,-0.11229087,0.003228856,-0.03685453,-0.102199025,-0.08723415,0.07350346,-0.16493246,-0.17961413,0.09488364,0.08877744,0.10679964,0.058422897,0.023980994,-0.12903431,-0.11271854,-0.17372179,-0.05984737,-0.06243663,0.020159382,0.0713954,0.11112117,0.06508737,-0.027017517,0.020378597,0.07129891,0.047031853,0.034856047,0.09381918,-0.062239863,0.062014572,-0.0855133,0.07305485,-0.15575372,-0.33765283,-0.095147915,-0.09761778,-0.10655555,0.03152397,0.095197365,-0.051274166,0.18383731,0.085633665,-0.0032580898,0.06852369,-0.07564412,0.082284585,-0.08780065,-0.13881198,-0.11505523,-0.03050171,-0.15355901,0.1298518,-0.08337014,0.014486769,0.050681584,0.1010122,0.06463179,0.08854835,-0.024494242,0.07670319,-0.09261281,-0.049865883,-0.11748642,0.019348767,-0.049649894,0.08988607,0.011982886,-0.14087902,0.020464182
692,0.02438415,-0.06506148,-0.07730261,-0.08788742,0.24301463,-0.21462275,-0.07810885,0.02614961,0.103402264,0.25887936,-0.08055084,-0.14276212,-0.09800553,-0.0752208,-0.06105161,0.09454212,-0.11498745,0.0146773625,0.08329184,0.114699155,-0.17638756,-0.121836044,-0.12432848,-0.013749787,0.13613714,-0.044622574,0.1319305,-0.07887311,0.03710634,0.14270635,0.019818107,-0.024399647,0.15155835,0.11632693,-0.036040433,0.042127047,0.11569183,0.2125639,0.02762059,-0.036091816,-0.19169356,-0.115795925,0.055583186,-0.07119013,-0.06439965,0.03318373,0.05493808,0.0810661,-0.108050816,-0.18583876,0.0009926803,0.07328211,-0.032655466,0.027849136,0.13164261,0.14253393,0.08930427,0.11614852,0.051289566,0.00973595,-0.14980212,0.029636798,-0.037136093,-0.12117404,-0.04518368,-0.025903044,0.13933437,-0.010796278,0.045644753,-0.057065405,0.042537495,-0.20618919,0.048449006,-0.12679753,0.12478971,0.020455714,-0.01468234,0.019545026,0.088728786,-0.085225,-0.061221685,-0.07593922,-0.006050476,0.031028718,0.08770629,0.13448374,0.032772526,-0.08495794,-0.04766756,0.013177809,0.1393065,0.011739627,-0.01945589,-0.2128587,0.11267051,-0.005455018
39,0.047189485,0.0046409946,-0.13318427,-0.038436633,0.29806563,0.08362055,-0.23131233,0.00921594,0.11188928,0.026800975,-0.09723567,-0.16608907,-0.07644872,0.092772365,-0.09433714,0.10277803,-0.029845178,0.126144,-0.0043693325,0.121984206,-0.06342265,-0.09922032,0.10077797,0.016959127,0.14548956,-0.1311085,0.06512313,-0.04828447,-0.010373698,-0.13337862,-0.059197046,-0.06326445,0.09426516,0.021507513,0.077407256,0.058574624,0.02939598,0.00584343,0.100266784,0.006558848,-0.15599388,-0.09598948,0.020209512,-0.09381754,-0.027170267,-0.0050473143,0.04641586,0.030843234,0.05468663,-0.29413435,-0.027414203,0.07203348,-0.018142637,0.033085328,0.084249765,0.11855932,0.022431517,0.10476251,0.062633604,-0.07440635,-0.23601222,0.12102571,-0.0748048,-0.072376415,-0.018893737,0.09632024,0.14642182,0.06224424,0.18727018,0.013203487,0.0202007,-0.13820001,0.041708395,-0.110141054,0.044133224,-0.10016419,0.047358543,0.17363223,0.1786253,0.007571065,0.15327474,-0.09137887,0.017636048,0.024043495,0.14230748,-0.05966094,0.0013457157,-0.20311917,-0.06726288,0.029319216,0.05747242,-0.08139636,0.06535876,-0.107412085,-0.10213859,0.05263789
361,0.10339439,0.055062965,-0.13373731,-0.032898083,0.28226957,-0.012394753,-0.1493095,0.13257451,0.09281857,-0.11073699,-0.14190683,-0.072678775,-0.14388384,0.11738445,-0.107213266,0.15784854,0.0653843,0.058771037,0.060662594,0.13484131,-0.043752022,-0.11012449,0.07073265,0.00062731275,0.18085,-0.031870358,-0.03790081,-0.051989924,0.033023886,0.006872269,-0.10274963,-0.06986738,0.110884935,0.1201136,0.064140774,0.06418978,0.05021665,0.016947618,0.09597391,0.01682325,-0.14182931,-0.11199101,-0.14925633,-0.122413926,-0.11003344,-0.021392971,-0.017403886,0.079317324,0.078223445,-0.14554106,-0.0096525075,-0.0602646,0.058704127,0.03944975,0.12578525,0.22238724,0.023018075,-0.06015522,0.025423527,-0.096993364,-0.16542472,0.06944164,-0.12103843,-0.097575024,-0.03535404,0.10832239,-0.0089992415,0.22802782,0.00283093,0.13062921,0.043237478,-0.12877664,0.07461878,-0.0814298,-0.07778488,-0.19766085,0.018201413,-0.05107197,0.15384084,-0.035163652,-0.007788414,-0.020406494,0.14457205,0.03768426,0.11518228,-0.06593676,0.043600503,-0.20737134,-0.05913384,0.035847068,-0.0902765,-0.0768965,0.088647775,-0.0043876646,0.011344877,0.14567779
437,0.05265345,-0.00028022233,0.11457955,-0.21177106,-0.018692179,-0.035466563,-0.006310457,-0.05727767,0.11129051,0.15693438,-0.06696314,-0.086748526,-0.014551629,0.07895818,-0.065095045,0.06426842,0.09667044,-0.20449072,0.09667102,0.009291573,-0.052203543,-0.07677792,0.06918087,0.069255725,0.15246315,-0.034069665,-0.047264524,-0.16478704,-0.0042757504,-0.13684817,-0.10082081,-0.058631998,0.06238678,-0.027281146,-0.30165878,-0.15089706,0.13853747,-0.06412435,0.06387096,0.09085877,-0.13654989,-0.06360577,-0.08134613,-0.066296905,0.13616528,-0.032276165,0.091232605,0.042580195,0.045848906,-0.06906957,0.032408874,0.041172266,-0.016818179,0.023717772,0.027038785,0.0040847417,0.11669913,-0.20495169,0.07341491,-0.08863866,0.22128546,-0.15343232,-0.04003275,-0.060213063,-0.02497826,-0.0012828558,-0.07464521,-0.0010137501,0.11636434,-0.055137165,0.059222803,-0.27423102,0.068928,0.011706648,-0.025801178,0.020430218,-0.058386758,0.112389475,0.11072088,-0.12580885,-0.018025983,0.053890005,-0.014475158,0.01804326,0.029579336,0.26102862,0.14998074,0.037231833,-0.05605852,-0.18317327,0.09365439,0.050961006,0.048386905,0.16201915,-0.068194434,-0.026730446
740,-0.06079773,-0.054954372,-0.18784861,-0.0665323,-0.036087293,-0.01209044,0.11126345,-0.03751673,0.045266848,0.24468653,-0.1522612,-0.06400489,-0.07383438,0.047304954,-0.14181851,0.02822808,0.010854309,0.039935768,0.022898795,0.033243664,-0.042565424,0.0079668285,0.09080904,-0.15501347,0.019473027,-0.095240854,-0.032641053,-0.07266376,-0.040118355,0.06105646,-0.11838547,-0.034983832,0.0589425,-0.17794277,-0.18132198,0.24235892,0.033116113,0.15288377,-0.1281442,-0.13907057,-0.06260271,-0.102277815,-0.070301354,-0.046211615,0.035945013,0.07308309,0.025746373,0.09241398,-0.089986615,0.012705508,0.07855287,0.19676131,0.08341031,0.049808986,0.026583996,-0.053774167,0.050560877,-0.051047027,0.07151422,-0.02599869,-0.38676566,-0.16384439,-0.013845743,-0.031520065,-0.035772428,-0.052492257,-0.1599546,0.21410066,-0.0031989182,-0.09805928,0.046833355,0.045000125,0.086018726,-0.0067505017,-0.051962294,-0.08589082,0.027306167,-0.20316848,-0.0007326523,-0.09381241,0.050452698,0.08180265,-0.009633295,0.09454746,0.15116951,-0.09558371,0.014388571,-0.081975676,-0.040610243,-0.13557139,0.0988365,-0.08507021,0.002383874,0.08866807,-0.07853698,-0.041649107
