Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-MP-A4SY-01,7.116036,8.514236,7.222842,4.2337165,3.450845,6.073003,6.4737635,4.8203053,4.0689726,5.386799,4.7873096,3.1141772,4.183876,8.731306,4.6656322,5.4509735
TCGA-17-Z015-01,4.2159934,8.164227,7.3067265,4.965236,4.2605104,5.735416,6.5328383,4.772121,3.8339753,5.252407,4.561013,3.44225,2.8764472,7.8089967,3.5922196,6.280433
TCGA-44-7662-01,4.4592175,8.226782,7.4254193,4.8741913,4.2052226,5.846295,6.5512123,4.7944674,3.8710341,5.2920027,4.822316,3.4394088,2.944683,7.8488955,3.8852181,6.0661774
TCGA-91-6840-01,8.087229,8.2455635,7.024232,4.004532,3.5050392,6.9230666,6.4076624,4.6909037,4.183768,5.243121,4.9213915,3.0630436,4.1642175,8.715316,5.40408,5.2214403
TCGA-44-2665-01,8.94169,7.615212,6.349501,4.3107224,4.0157228,8.5962305,5.703557,3.8664129,4.7996078,4.979841,4.663836,3.298536,3.6346653,8.26252,6.9390264,5.4656634
TCGA-95-7039-01,4.16535,7.357505,6.7787576,4.8127236,4.394093,6.689345,5.9871416,4.894083,4.1443887,5.174012,4.2935376,3.9038615,2.5936284,7.1004224,4.1934576,5.7206564
TCGA-78-7147-01,5.6039615,8.374134,7.503545,4.4831676,3.7031393,5.3776035,6.682406,5.0972676,3.8989465,5.535043,4.594046,3.259443,3.7969928,8.391983,3.9233491,5.4344344
TCGA-05-4427-01,4.3196816,7.507314,6.8742237,4.7903986,4.2823944,6.5113726,6.12664,4.859887,4.139801,5.192272,4.309111,3.7744324,2.7626007,7.2854233,4.113713,5.82639
TCGA-17-Z047-01,9.10239,7.587716,6.3598,4.343347,4.1229687,8.876688,5.7372646,4.0276084,4.7544694,4.9702973,4.596093,3.2855978,3.561951,8.22076,6.9212065,5.46417
TCGA-86-8671-01,8.558487,7.785475,6.454271,4.5512066,4.270381,8.398515,5.7908673,4.240435,4.6063194,5.1177998,4.4863715,3.4551353,3.8219876,7.9545383,6.565972,5.5545073
TCGA-44-7669-01,4.443922,8.275257,7.342949,4.9364057,3.9586024,5.6874733,6.616353,4.764156,3.7547345,5.2994084,4.725309,3.1711175,3.29859,8.054568,3.659698,6.2427716
TCGA-55-A4DF-01,4.400075,7.897341,7.15915,4.703759,4.3141274,6.125711,6.310465,4.97604,3.8989499,5.325563,4.6478457,3.8375747,2.7585852,7.5179954,4.1064725,5.7608304
TCGA-50-5933-01,4.788521,8.13461,7.184039,4.7289896,4.076162,6.0214763,6.440271,4.8223476,3.8666434,5.4177456,4.6322975,3.5653524,3.0683599,7.7718334,3.978799,5.990297
TCGA-05-4417-01,5.5700603,8.434339,7.3889284,4.6349945,3.6664014,5.521458,6.60946,4.8498063,3.8952715,5.363727,4.623654,3.028104,3.768614,8.393172,3.8488483,6.0191765
TCGA-86-6562-01,8.867965,7.512846,6.486096,4.305976,3.7674975,8.155481,5.61524,4.02328,4.625421,5.1108747,4.5508604,3.1718051,3.5209272,8.229514,6.6347694,5.4930677
TCGA-44-6145-01,5.8709707,8.438677,7.4468055,4.5362744,3.7193425,5.4467583,6.6984572,4.811881,3.992477,5.4531875,4.7040915,3.0780349,3.8334086,8.507926,3.945253,5.746481
TCGA-91-A4BC-01,4.6969256,8.279515,7.333568,4.7818522,3.8853137,5.573398,6.5276294,4.7399135,3.7696633,5.3657966,4.5668707,3.2203975,3.3183887,8.093844,3.616658,6.2616177
TCGA-86-A4D0-01,4.492756,7.5196586,6.8786426,4.7732425,4.488615,6.771642,6.079732,4.6791573,4.098114,5.1238713,4.5095353,3.8655827,2.52796,7.223297,4.3802547,6.0403347
TCGA-05-4424-01,4.3945546,7.786998,7.0713267,4.7182364,4.386118,6.261029,6.2096267,4.9929957,3.9081554,5.315366,4.668414,3.9406474,2.678517,7.406875,4.2751966,5.617249
TCGA-49-4486-01,7.3200517,8.541799,7.1675124,4.462086,3.6354825,6.4797573,6.485521,4.763548,4.129315,5.431039,4.871727,2.9967964,4.129775,8.6137705,4.9954042,5.5266504
TCGA-17-Z045-01,4.2391834,7.945758,7.181272,4.7859397,4.336988,6.176565,6.3140483,4.8588476,3.848149,5.3212047,4.7161493,3.7702558,2.6949134,7.5185866,4.0483904,6.010913
TCGA-50-5072-01,7.6465592,8.4824,7.1840405,4.033181,3.4180183,6.2643266,6.5527525,4.8804903,4.055049,5.3073363,4.9192004,3.0527408,4.337798,8.845633,4.944979,5.2017417
TCGA-44-8119-01,4.3372126,7.8453174,7.1232967,4.706985,4.3584924,6.194193,6.2424574,5.010516,3.888682,5.3443165,4.6569586,3.9266865,2.6804178,7.4342113,4.165431,5.6932817
TCGA-49-AARR-01,8.35922,7.9589596,6.5726237,4.5796657,4.12716,8.059284,5.92235,4.3222265,4.5349407,5.188422,4.504935,3.3560374,3.8108032,8.098981,6.323379,5.614758
TCGA-49-AARE-01,4.1930304,7.381509,6.799357,4.826522,4.4216604,6.7002296,6.038173,4.785677,4.148486,5.119933,4.326757,3.8497658,2.5854597,7.131918,4.1874957,5.8860545
TCGA-75-7027-01,6.275382,8.604345,7.455733,4.3441896,3.3851576,5.2801485,6.5799785,5.072239,3.8552969,5.4580603,4.707558,3.0708919,4.1688786,8.721239,4.118558,5.4794426
TCGA-62-A472-01,9.135716,7.5064507,6.466459,4.2104774,3.9245963,8.383087,5.6555433,4.0323963,4.670002,5.1628385,4.5835724,3.2226386,3.6541069,8.415838,6.77484,5.417624
TCGA-69-7973-01,5.970561,8.436751,7.4034905,4.548859,3.4255478,5.3864965,6.6305685,5.018224,3.9433768,5.4258356,4.56157,3.010899,4.019768,8.499453,3.910697,5.7844687
