dataset,method,mode,target,dim,split,run,n_train,n_test,n_train_nonfinite,n_test_nonfinite,train_pos_ratio,test_pos_ratio,average_precision,roc_auc,precision,recall,f1
hancock,UMAP,combined,RFS Event,32,7,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.529655217543884,0.5911141964595626,0.6153846153846154,0.2388059701492537,0.3440860215053763
hancock,UMAP,combined,RFS Event,32,7,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5644793754348683,0.6239153071850053,0.5652173913043478,0.1940298507462686,0.2888888888888888
hancock,UMAP,combined,RFS Event,32,7,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5468617882256079,0.6141964595626518,0.5384615384615384,0.1044776119402985,0.175
hancock,UMAP,combined,RFS Event,32,7,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5457988209579848,0.5907670947587642,0.625,0.2238805970149253,0.3296703296703296
hancock,UMAP,combined,RFS Event,32,8,0,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5637160984943167,0.5903181662675334,0.5454545454545454,0.081081081081081,0.1411764705882353
hancock,UMAP,combined,RFS Event,32,8,1,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5849219023522814,0.6130687649674991,0.6153846153846154,0.1081081081081081,0.1839080459770115
hancock,UMAP,combined,RFS Event,32,8,2,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5538476246520725,0.6022921655833049,0.5384615384615384,0.0945945945945946,0.160919540229885
hancock,UMAP,combined,RFS Event,32,8,3,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5619923684650144,0.6062264796442013,0.6428571428571429,0.1216216216216216,0.2045454545454545
hancock,UMAP,combined,RFS Event,32,8,4,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5456957967099111,0.5738966814916182,0.5625,0.1216216216216216,0.2
hancock,UMAP,combined,RFS Event,32,9,0,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5677980246279555,0.5569620253164557,0.4848484848484848,0.2162162162162162,0.2990654205607476
hancock,UMAP,combined,RFS Event,32,9,1,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5543210394339129,0.5564488539172083,0.4705882352941176,0.2162162162162162,0.2962962962962963
hancock,UMAP,combined,RFS Event,32,9,2,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5594648240604507,0.5759493670886077,0.46875,0.2027027027027027,0.2830188679245283
hancock,UMAP,combined,RFS Event,32,9,3,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5507275872395919,0.5595278823126923,0.6666666666666666,0.2162162162162162,0.3265306122448979
hancock,UMAP,combined,RFS Event,32,9,4,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5707062072673029,0.5521724255901471,0.5833333333333334,0.1891891891891892,0.2857142857142857
hancock,UMAP,combined,RFS Event,64,0,0,610,153,0,0,0.3983606557377049,0.392156862745098,0.4762080966313076,0.575268817204301,0.5161290322580645,0.2666666666666666,0.3516483516483517
hancock,UMAP,combined,RFS Event,64,0,1,610,153,0,0,0.3983606557377049,0.392156862745098,0.4916389099218561,0.6001792114695341,0.4333333333333333,0.2166666666666666,0.2888888888888888
hancock,UMAP,combined,RFS Event,64,0,2,610,153,0,0,0.3983606557377049,0.392156862745098,0.5164629386556746,0.5967741935483871,0.5172413793103449,0.25,0.3370786516853932
hancock,UMAP,combined,RFS Event,64,0,3,610,153,0,0,0.3983606557377049,0.392156862745098,0.494319332052875,0.6206093189964158,0.391304347826087,0.15,0.216867469879518
hancock,UMAP,combined,RFS Event,64,0,4,610,153,0,0,0.3983606557377049,0.392156862745098,0.4785681402020748,0.6028673835125449,0.5428571428571428,0.3166666666666666,0.4
hancock,UMAP,combined,RFS Event,64,1,0,610,153,0,0,0.4049180327868852,0.3660130718954248,0.4568556720500049,0.5990427098674521,0.4722222222222222,0.3035714285714285,0.3695652173913043
hancock,UMAP,combined,RFS Event,64,1,1,610,153,0,0,0.4049180327868852,0.3660130718954248,0.5277960586605097,0.6542709867452136,0.59375,0.3392857142857143,0.4318181818181818
hancock,UMAP,combined,RFS Event,64,1,2,610,153,0,0,0.4049180327868852,0.3660130718954248,0.4619971286936864,0.5984904270986745,0.5,0.1607142857142857,0.2432432432432432
hancock,UMAP,combined,RFS Event,64,1,3,610,153,0,0,0.4049180327868852,0.3660130718954248,0.5115085164056457,0.6660530191458027,0.5806451612903226,0.3214285714285714,0.4137931034482758
hancock,UMAP,combined,RFS Event,64,1,4,610,153,0,0,0.4049180327868852,0.3660130718954248,0.4629269685197609,0.6325478645066275,0.4878048780487805,0.3571428571428571,0.4123711340206185
hancock,UMAP,combined,RFS Event,64,2,0,610,153,0,0,0.3885245901639344,0.4313725490196078,0.445492818226479,0.5498084291187739,0.4324324324324324,0.2424242424242424,0.3106796116504854
hancock,UMAP,combined,RFS Event,64,2,1,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4622730948062394,0.5489376523859282,0.46875,0.2272727272727272,0.3061224489795918
hancock,UMAP,combined,RFS Event,64,2,2,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4562730533427011,0.5583420411006618,0.4827586206896552,0.2121212121212121,0.2947368421052631
hancock,UMAP,combined,RFS Event,64,2,3,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4841785948036002,0.5440613026819924,0.4642857142857143,0.1969696969696969,0.2765957446808511
hancock,UMAP,combined,RFS Event,64,2,4,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4639237188475742,0.5527690700104493,0.4666666666666667,0.2121212121212121,0.2916666666666667
hancock,UMAP,combined,RFS Event,64,3,0,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4704123873290627,0.5552028218694885,0.4545454545454545,0.0793650793650793,0.1351351351351351
hancock,UMAP,combined,RFS Event,64,3,1,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4748532632767391,0.5936507936507935,0.4666666666666667,0.1111111111111111,0.1794871794871795
hancock,UMAP,combined,RFS Event,64,3,2,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4471506893456208,0.5541446208112875,0.4444444444444444,0.1269841269841269,0.1975308641975308
hancock,UMAP,combined,RFS Event,64,3,3,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4708236482662017,0.6012345679012346,0.5,0.1428571428571428,0.2222222222222222
hancock,UMAP,combined,RFS Event,64,3,4,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4762245437561025,0.5518518518518518,0.5714285714285714,0.1269841269841269,0.2077922077922078
hancock,UMAP,combined,RFS Event,64,4,0,610,153,0,0,0.3983606557377049,0.392156862745098,0.4695005058456094,0.5716845878136201,0.5294117647058824,0.15,0.2337662337662337
hancock,UMAP,combined,RFS Event,64,4,1,610,153,0,0,0.3983606557377049,0.392156862745098,0.5481158231826753,0.611111111111111,0.75,0.15,0.25
hancock,UMAP,combined,RFS Event,64,4,2,610,153,0,0,0.3983606557377049,0.392156862745098,0.446513360340224,0.5458781362007168,0.3333333333333333,0.0833333333333333,0.1333333333333333
hancock,UMAP,combined,RFS Event,64,4,3,610,153,0,0,0.3983606557377049,0.392156862745098,0.5035667499837346,0.5992831541218637,0.45,0.15,0.225
hancock,UMAP,combined,RFS Event,64,4,4,610,153,0,0,0.3983606557377049,0.392156862745098,0.4800395041805247,0.6084229390681004,0.5714285714285714,0.0666666666666666,0.1194029850746268
hancock,UMAP,combined,RFS Event,64,5,0,610,153,0,0,0.3868852459016393,0.4379084967320261,0.4494330219964491,0.5416522040958001,0.3846153846153846,0.0746268656716417,0.125
hancock,UMAP,combined,RFS Event,64,5,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.4871501710894512,0.5961471711211385,0.5,0.1641791044776119,0.247191011235955
hancock,UMAP,combined,RFS Event,64,5,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5009411996339239,0.5871225269003818,0.4210526315789473,0.1194029850746268,0.1860465116279069
hancock,UMAP,combined,RFS Event,64,5,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.516500850709037,0.6084692814994793,0.4814814814814814,0.1940298507462686,0.2765957446808511
hancock,UMAP,combined,RFS Event,64,5,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.4905228136364225,0.5989239847275252,0.4,0.1194029850746268,0.1839080459770115
hancock,UMAP,combined,RFS Event,64,6,0,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6147769850010154,0.6820548420687261,0.6875,0.3283582089552239,0.4444444444444444
hancock,UMAP,combined,RFS Event,64,6,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6078579178072736,0.6780631725095453,0.7419354838709677,0.3432835820895522,0.4693877551020408
hancock,UMAP,combined,RFS Event,64,6,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5828173668115624,0.6586254772648386,0.6842105263157895,0.1940298507462686,0.3023255813953488
hancock,UMAP,combined,RFS Event,64,6,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6094697436028167,0.6768483165567513,0.75,0.3134328358208955,0.4421052631578947
hancock,UMAP,combined,RFS Event,64,6,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6501703707166558,0.6829225963207219,0.782608695652174,0.2686567164179104,0.4
hancock,UMAP,combined,RFS Event,64,7,0,610,153,0,0,0.3868852459016393,0.4379084967320261,0.536734815749476,0.6183616799722319,0.5652173913043478,0.1940298507462686,0.2888888888888888
hancock,UMAP,combined,RFS Event,64,7,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5001350170016792,0.5546685178757376,0.5,0.1641791044776119,0.247191011235955
hancock,UMAP,combined,RFS Event,64,7,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5145345683109775,0.5898993405067685,0.5,0.0746268656716417,0.1298701298701298
hancock,UMAP,combined,RFS Event,64,7,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5900995162733871,0.6315515446025686,0.5769230769230769,0.2238805970149253,0.3225806451612903
hancock,UMAP,combined,RFS Event,64,7,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5389346597623302,0.6100312391530719,0.5909090909090909,0.1940298507462686,0.2921348314606741
hancock,UMAP,combined,RFS Event,64,8,0,610,153,0,0,0.3754098360655737,0.4836601307189542,0.59891614768631,0.6243585357509408,0.6666666666666666,0.1081081081081081,0.1860465116279069
hancock,UMAP,combined,RFS Event,64,8,1,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5683275549298149,0.6005815942524804,0.6666666666666666,0.1351351351351351,0.2247191011235955
hancock,UMAP,combined,RFS Event,64,8,2,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5424565626498333,0.6014368799178926,0.5714285714285714,0.054054054054054,0.0987654320987654
hancock,UMAP,combined,RFS Event,64,8,3,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5333178738854603,0.5836469380773178,0.5,0.1216216216216216,0.1956521739130435
hancock,UMAP,combined,RFS Event,64,8,4,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5506817635133472,0.5915155661991106,0.6111111111111112,0.1486486486486486,0.2391304347826087
hancock,UMAP,combined,RFS Event,64,9,0,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5670132039668212,0.5927129661306876,0.6060606060606061,0.2702702702702703,0.3738317757009345
hancock,UMAP,combined,RFS Event,64,9,1,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5452801446462543,0.5850153951419773,0.5714285714285714,0.2702702702702703,0.3669724770642202
hancock,UMAP,combined,RFS Event,64,9,2,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5623888875636691,0.5511460827916523,0.6,0.2027027027027027,0.303030303030303
hancock,UMAP,combined,RFS Event,64,9,3,610,153,0,0,0.3754098360655737,0.4836601307189542,0.573206232309547,0.5374615121450564,0.5357142857142857,0.2027027027027027,0.2941176470588235
hancock,UMAP,combined,RFS Event,64,9,4,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5822759752559957,0.5514881970578174,0.7391304347826086,0.2297297297297297,0.3505154639175257
hancock,UMAP,combined,RFS Event,128,0,0,610,153,0,0,0.3983606557377049,0.392156862745098,0.516970867494451,0.6173835125448027,0.5555555555555556,0.25,0.3448275862068966
hancock,UMAP,combined,RFS Event,128,0,1,610,153,0,0,0.3983606557377049,0.392156862745098,0.4704485224691234,0.5978494623655913,0.4705882352941176,0.2666666666666666,0.3404255319148936
hancock,UMAP,combined,RFS Event,128,0,2,610,153,0,0,0.3983606557377049,0.392156862745098,0.4534248567820424,0.5795698924731183,0.4571428571428571,0.2666666666666666,0.3368421052631579
hancock,UMAP,combined,RFS Event,128,0,3,610,153,0,0,0.3983606557377049,0.392156862745098,0.4558099472972723,0.596774193548387,0.4482758620689655,0.2166666666666666,0.2921348314606741
hancock,UMAP,combined,RFS Event,128,0,4,610,153,0,0,0.3983606557377049,0.392156862745098,0.5193706029969851,0.603405017921147,0.5,0.2333333333333333,0.3181818181818182
hancock,UMAP,combined,RFS Event,128,1,0,610,153,0,0,0.4049180327868852,0.3660130718954248,0.4929677224018118,0.6522459499263623,0.4857142857142857,0.3035714285714285,0.3736263736263736
hancock,UMAP,combined,RFS Event,128,1,1,610,153,0,0,0.4049180327868852,0.3660130718954248,0.4956931622762518,0.6367820324005891,0.5555555555555556,0.2678571428571428,0.3614457831325301
hancock,UMAP,combined,RFS Event,128,1,2,610,153,0,0,0.4049180327868852,0.3660130718954248,0.422142859750567,0.5879970544918999,0.40625,0.2321428571428571,0.2954545454545454
hancock,UMAP,combined,RFS Event,128,1,3,610,153,0,0,0.4049180327868852,0.3660130718954248,0.4909933499747459,0.610640648011782,0.5384615384615384,0.25,0.3414634146341463
hancock,UMAP,combined,RFS Event,128,1,4,610,153,0,0,0.4049180327868852,0.3660130718954248,0.5681482979041317,0.6651325478645067,0.6,0.375,0.4615384615384615
hancock,UMAP,combined,RFS Event,128,2,0,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4422392753237314,0.5350052246603971,0.3793103448275862,0.1666666666666666,0.231578947368421
hancock,UMAP,combined,RFS Event,128,2,1,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4588352373863216,0.566179031696273,0.4857142857142857,0.2575757575757575,0.3366336633663366
hancock,UMAP,combined,RFS Event,128,2,2,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4593887236486685,0.5559038662486939,0.475,0.2878787878787879,0.3584905660377358
hancock,UMAP,combined,RFS Event,128,2,3,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4581595561795499,0.5428422152560084,0.4324324324324324,0.2424242424242424,0.3106796116504854
hancock,UMAP,combined,RFS Event,128,2,4,610,153,0,0,0.3885245901639344,0.4313725490196078,0.4781531802972287,0.5593869731800767,0.5,0.2424242424242424,0.3265306122448979
hancock,UMAP,combined,RFS Event,128,3,0,610,153,0,0,0.3934426229508196,0.4117647058823529,0.5053500871604478,0.580952380952381,0.5384615384615384,0.1111111111111111,0.1842105263157894
hancock,UMAP,combined,RFS Event,128,3,1,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4748854002206748,0.5760141093474426,0.4615384615384615,0.0952380952380952,0.1578947368421052
hancock,UMAP,combined,RFS Event,128,3,2,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4736230354351425,0.5460317460317461,0.4210526315789473,0.1269841269841269,0.1951219512195122
hancock,UMAP,combined,RFS Event,128,3,3,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4741811246763405,0.5574955908289241,0.5,0.0952380952380952,0.16
hancock,UMAP,combined,RFS Event,128,3,4,610,153,0,0,0.3934426229508196,0.4117647058823529,0.4660267265490324,0.5576719576719577,0.5,0.1269841269841269,0.2025316455696202
hancock,UMAP,combined,RFS Event,128,4,0,610,153,0,0,0.3983606557377049,0.392156862745098,0.482498520087989,0.5587813620071684,0.5,0.1666666666666666,0.25
hancock,UMAP,combined,RFS Event,128,4,1,610,153,0,0,0.3983606557377049,0.392156862745098,0.4696960970466346,0.5883512544802867,0.4375,0.1166666666666666,0.1842105263157894
hancock,UMAP,combined,RFS Event,128,4,2,610,153,0,0,0.3983606557377049,0.392156862745098,0.4756244441374688,0.5971326164874552,0.4761904761904761,0.1666666666666666,0.2469135802469135
hancock,UMAP,combined,RFS Event,128,4,3,610,153,0,0,0.3983606557377049,0.392156862745098,0.5190432184652156,0.5946236559139784,0.55,0.1833333333333333,0.275
hancock,UMAP,combined,RFS Event,128,4,4,610,153,0,0,0.3983606557377049,0.392156862745098,0.4765648993381153,0.5657706093189964,0.6,0.15,0.24
hancock,UMAP,combined,RFS Event,128,5,0,610,153,0,0,0.3868852459016393,0.4379084967320261,0.4798830973724003,0.5600485942381118,0.391304347826087,0.1343283582089552,0.2
hancock,UMAP,combined,RFS Event,128,5,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.4735587272559275,0.5839986115931969,0.4074074074074074,0.1641791044776119,0.2340425531914893
hancock,UMAP,combined,RFS Event,128,5,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.4954463601048053,0.5600485942381117,0.4347826086956521,0.1492537313432835,0.2222222222222222
hancock,UMAP,combined,RFS Event,128,5,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.4864428601783825,0.5685525859076709,0.4516129032258064,0.208955223880597,0.2857142857142857
hancock,UMAP,combined,RFS Event,128,5,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.4671961861880634,0.5357514751822284,0.3809523809523809,0.1194029850746268,0.1818181818181818
hancock,UMAP,combined,RFS Event,128,6,0,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6196968418541088,0.6778896216591461,0.6451612903225806,0.2985074626865671,0.4081632653061224
hancock,UMAP,combined,RFS Event,128,6,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6458885654374529,0.6803193335647345,0.7391304347826086,0.2537313432835821,0.3777777777777777
hancock,UMAP,combined,RFS Event,128,6,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5960575188345106,0.663311350225616,0.6363636363636364,0.208955223880597,0.3146067415730337
hancock,UMAP,combined,RFS Event,128,6,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5837390547743055,0.641443943075321,0.65625,0.3134328358208955,0.4242424242424242
hancock,UMAP,combined,RFS Event,128,6,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.6224497198027946,0.6799722318639361,0.6956521739130435,0.2388059701492537,0.3555555555555555
hancock,UMAP,combined,RFS Event,128,7,0,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5820803808013468,0.6178410274210344,0.6111111111111112,0.1641791044776119,0.2588235294117647
hancock,UMAP,combined,RFS Event,128,7,1,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5789181868527957,0.6190558833738284,0.5833333333333334,0.208955223880597,0.3076923076923077
hancock,UMAP,combined,RFS Event,128,7,2,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5127891693984431,0.6074279763970843,0.3636363636363636,0.0597014925373134,0.1025641025641025
hancock,UMAP,combined,RFS Event,128,7,3,610,153,0,0,0.3868852459016393,0.4379084967320261,0.542885052853196,0.6190558833738286,0.5,0.1194029850746268,0.1927710843373494
hancock,UMAP,combined,RFS Event,128,7,4,610,153,0,0,0.3868852459016393,0.4379084967320261,0.5511252617152951,0.5949323151683443,0.55,0.1641791044776119,0.2528735632183908
hancock,UMAP,combined,RFS Event,128,8,0,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5669381123236268,0.5949367088607596,0.5555555555555556,0.0675675675675675,0.1204819277108433
hancock,UMAP,combined,RFS Event,128,8,1,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5261681219200885,0.5675675675675675,0.4545454545454545,0.0675675675675675,0.1176470588235294
hancock,UMAP,combined,RFS Event,128,8,2,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5426974554211905,0.5484091686623331,0.5454545454545454,0.081081081081081,0.1411764705882353
hancock,UMAP,combined,RFS Event,128,8,3,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5647834032377266,0.6363325350667123,0.5833333333333334,0.0945945945945946,0.1627906976744186
hancock,UMAP,combined,RFS Event,128,8,4,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5523562843745873,0.5884365378036265,0.4,0.027027027027027,0.050632911392405
hancock,UMAP,combined,RFS Event,128,9,0,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5710064317453363,0.5716729387615463,0.6,0.2027027027027027,0.303030303030303
hancock,UMAP,combined,RFS Event,128,9,1,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5404584823695142,0.5087239137872048,0.4615384615384615,0.1621621621621621,0.24
hancock,UMAP,combined,RFS Event,128,9,2,610,153,0,0,0.3754098360655737,0.4836601307189542,0.55982176471679,0.5718439958946289,0.5833333333333334,0.1891891891891892,0.2857142857142857
hancock,UMAP,combined,RFS Event,128,9,3,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5353624366942187,0.5465275401984263,0.53125,0.2297297297297297,0.320754716981132
hancock,UMAP,combined,RFS Event,128,9,4,610,153,0,0,0.3754098360655737,0.4836601307189542,0.5542377303353619,0.5721861101607937,0.5172413793103449,0.2027027027027027,0.2912621359223301
hancock,UMAP,combined,Recurrence,16,0,0,610,153,0,0,0.2344262295081967,0.2222222222222222,0.3348007824516402,0.5956500247157687,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,0,1,610,153,0,0,0.2344262295081967,0.2222222222222222,0.3023563767916605,0.5568462679189323,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,0,2,610,153,0,0,0.2344262295081967,0.2222222222222222,0.338018205086716,0.6166584280771132,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,0,3,610,153,0,0,0.2344262295081967,0.2222222222222222,0.339792099662032,0.5944142362827484,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,0,4,610,153,0,0,0.2344262295081967,0.2222222222222222,0.3009413673663365,0.5726643598615917,1.0,0.0294117647058823,0.0571428571428571
hancock,UMAP,combined,Recurrence,16,1,0,610,153,0,0,0.2360655737704918,0.2156862745098039,0.3122017633565228,0.5545454545454546,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,1,1,610,153,0,0,0.2360655737704918,0.2156862745098039,0.338668677973762,0.5595959595959596,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,1,2,610,153,0,0,0.2360655737704918,0.2156862745098039,0.3045820156750781,0.5742424242424242,1.0,0.0303030303030303,0.0588235294117647
hancock,UMAP,combined,Recurrence,16,1,3,610,153,0,0,0.2360655737704918,0.2156862745098039,0.3013067130731143,0.5386363636363637,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,1,4,610,153,0,0,0.2360655737704918,0.2156862745098039,0.2705867753612666,0.5583333333333333,0.3333333333333333,0.0303030303030303,0.0555555555555555
hancock,UMAP,combined,Recurrence,16,2,0,610,153,0,0,0.240983606557377,0.196078431372549,0.3049322763570017,0.5886178861788618,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,2,1,610,153,0,0,0.240983606557377,0.196078431372549,0.2253833517116961,0.5669376693766938,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,2,2,610,153,0,0,0.240983606557377,0.196078431372549,0.2356374720163053,0.5785907859078592,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,2,3,610,153,0,0,0.240983606557377,0.196078431372549,0.3519048462274475,0.6048780487804878,1.0,0.0333333333333333,0.064516129032258
hancock,UMAP,combined,Recurrence,16,2,4,610,153,0,0,0.240983606557377,0.196078431372549,0.230962547571165,0.5802168021680217,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,3,0,610,153,0,0,0.2262295081967213,0.2549019607843137,0.2633260939631539,0.5384615384615385,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,3,1,610,153,0,0,0.2262295081967213,0.2549019607843137,0.2674314282439775,0.5411605937921727,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,3,2,610,153,0,0,0.2262295081967213,0.2549019607843137,0.2864185357356653,0.5683760683760684,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,3,3,610,153,0,0,0.2262295081967213,0.2549019607843137,0.2966422761128168,0.589518668466037,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,3,4,610,153,0,0,0.2262295081967213,0.2549019607843137,0.2714480229709156,0.5377867746288799,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,4,0,610,153,0,0,0.2393442622950819,0.2026143790849673,0.270208323890988,0.627181385510312,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,4,1,610,153,0,0,0.2393442622950819,0.2026143790849673,0.2489997580928402,0.6010047593865679,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,4,2,610,153,0,0,0.2393442622950819,0.2026143790849673,0.2430391993325765,0.5375462718138552,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,4,3,610,153,0,0,0.2393442622950819,0.2026143790849673,0.2428878723374253,0.594130089899524,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,4,4,610,153,0,0,0.2393442622950819,0.2026143790849673,0.2326739508018097,0.5465362242199894,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,5,0,610,153,0,0,0.221311475409836,0.2745098039215686,0.3130623722602028,0.5778635778635779,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,5,1,610,153,0,0,0.221311475409836,0.2745098039215686,0.2792454572749129,0.5270270270270271,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,5,2,610,153,0,0,0.221311475409836,0.2745098039215686,0.3012081765902824,0.5486915486915488,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,5,3,610,153,0,0,0.221311475409836,0.2745098039215686,0.2868802636287259,0.5358215358215358,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,5,4,610,153,0,0,0.221311475409836,0.2745098039215686,0.306614691209287,0.5613470613470612,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,6,0,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3544528354175468,0.6140350877192983,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,6,1,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3165757251979388,0.582995951417004,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,6,2,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3330310234439433,0.5910931174089069,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,6,3,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3529797414242045,0.5726495726495727,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,6,4,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3659589584429647,0.6216824111560955,0.5,0.0256410256410256,0.048780487804878
hancock,UMAP,combined,Recurrence,16,7,0,610,153,0,0,0.2229508196721311,0.2679738562091503,0.362297167347291,0.5209059233449478,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,7,1,610,153,0,0,0.2229508196721311,0.2679738562091503,0.3331345470979728,0.5405052264808362,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,7,2,610,153,0,0,0.2229508196721311,0.2679738562091503,0.3622249289829528,0.6513501742160278,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,7,3,610,153,0,0,0.2229508196721311,0.2679738562091503,0.3872228324113494,0.5740418118466899,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,7,4,610,153,0,0,0.2229508196721311,0.2679738562091503,0.3574455494350822,0.5542247386759582,1.0,0.048780487804878,0.0930232558139534
hancock,UMAP,combined,Recurrence,16,8,0,610,153,0,0,0.2131147540983606,0.3071895424836601,0.4104962622294309,0.564833400240867,0.0,0.0,0.0
hancock,UMAP,combined,Recurrence,16,8,1,610,153,0,0,0.2131147540983606,0.3071895424836601,0.4312839089094149,0.6075873143315937,0.0,0.0,0.0
