dataset,method,target,dim,split,run,n_train,n_test,n_train_nonfinite,n_test_nonfinite,train_pos_ratio,test_pos_ratio,average_precision,roc_auc,precision,recall,f1
hancock,POME,RFS Event,32,6,5,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5997004468810248,0.6192294342242277,0.0,0.0,0.0
hancock,POME,Recurrence,32,7,5,610,153,0,0,0.22295081967213115,0.2679738562091503,0.2953793158458595,0.4956445993031359,0.0,0.0,0.0
hancock,POME,Survival,32,7,5,610,153,0,0,0.7311475409836066,0.6797385620915033,0.6917260376442449,0.5221742543171114,0.6797385620915033,1.0,0.8093385214007782
hancock,POME,RFS Event,32,7,5,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5090450299401368,0.5527594585213468,0.0,0.0,0.0
hancock,POME,Recurrence,32,8,5,610,153,0,0,0.21311475409836064,0.30718954248366015,0.30228003016934535,0.48956242472902456,0.0,0.0,0.0
hancock,POME,Survival,32,8,5,610,153,0,0,0.7262295081967213,0.6993464052287581,0.6658179256761443,0.4427062169849655,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,32,8,5,610,153,0,0,0.37540983606557377,0.48366013071895425,0.4642992412439767,0.4873417721518988,0.0,0.0,0.0
hancock,POME,Recurrence,32,9,5,610,153,0,0,0.21311475409836064,0.30718954248366015,0.33956465419280946,0.5405459654757125,0.0,0.0,0.0
hancock,POME,Survival,32,9,5,610,153,0,0,0.7327868852459016,0.673202614379085,0.7156644303216309,0.5440776699029126,0.673202614379085,1.0,0.8046875
hancock,POME,RFS Event,32,9,5,610,153,0,0,0.37540983606557377,0.48366013071895425,0.5041608431103047,0.5531987683886418,0.0,0.0,0.0
hancock,POME,Recurrence,32,0,6,610,153,0,0,0.23442622950819672,0.2222222222222222,0.27868406840696724,0.5588235294117647,0.0,0.0,0.0
hancock,POME,Survival,32,0,6,610,153,0,0,0.7213114754098361,0.7189542483660131,0.788559418095861,0.6257928118393234,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,RFS Event,32,0,6,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5422198533372746,0.5974910394265234,0.0,0.0,0.0
hancock,POME,Recurrence,32,1,6,610,153,0,0,0.2360655737704918,0.21568627450980393,0.4140805184866793,0.7032828282828282,0.0,0.0,0.0
hancock,POME,Survival,32,1,6,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8053360240406726,0.6670190274841438,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,RFS Event,32,1,6,610,153,0,0,0.40491803278688526,0.3660130718954248,0.5517624741232277,0.6638438880706923,0.0,0.0,0.0
hancock,POME,Recurrence,32,2,6,610,153,0,0,0.24098360655737705,0.19607843137254902,0.1918265822303409,0.47289972899729,0.0,0.0,0.0
hancock,POME,Survival,32,2,6,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7961816205874181,0.6353909465020576,0.7058823529411765,1.0,0.8275862068965517
hancock,POME,RFS Event,32,2,6,610,153,0,0,0.3885245901639344,0.43137254901960786,0.5379384609648713,0.5832462556600488,0.0,0.0,0.0
hancock,POME,Recurrence,32,3,6,610,153,0,0,0.2262295081967213,0.2549019607843137,0.4113251651807565,0.6509221772379667,0.0,0.0,0.0
hancock,POME,Survival,32,3,6,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7906234124435896,0.6306379520520112,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,32,3,6,610,153,0,0,0.39344262295081966,0.4117647058823529,0.5684080162338918,0.6379188712522046,0.0,0.0,0.0
hancock,POME,Recurrence,32,4,6,610,153,0,0,0.23934426229508196,0.20261437908496732,0.22332804199246115,0.5206240084611318,0.0,0.0,0.0
hancock,POME,Survival,32,4,6,610,153,0,0,0.7229508196721312,0.7124183006535948,0.7967141554401818,0.6451209341117599,0.7124183006535948,1.0,0.8320610687022901
hancock,POME,RFS Event,32,4,6,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5041676206984455,0.6181003584229391,0.0,0.0,0.0
hancock,POME,Recurrence,32,5,6,610,153,0,0,0.22131147540983606,0.27450980392156865,0.3800711996897358,0.5422565422565423,0.0,0.0,0.0
hancock,POME,Survival,32,5,6,610,153,0,0,0.7295081967213115,0.6862745098039216,0.7312918860046311,0.6083333333333334,0.6862745098039216,1.0,0.813953488372093
hancock,POME,RFS Event,32,5,6,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6020368846761122,0.5883373828531759,0.0,0.0,0.0
hancock,POME,Recurrence,32,6,6,610,153,0,0,0.2262295081967213,0.2549019607843137,0.29940853875745876,0.5497076023391813,0.0,0.0,0.0
hancock,POME,Survival,32,6,6,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8216884094494274,0.7080455099553027,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,32,6,6,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6304267617980688,0.6740715029503644,0.0,0.0,0.0
hancock,POME,Recurrence,32,7,6,610,153,0,0,0.22295081967213115,0.2679738562091503,0.2737348667241931,0.4634146341463415,0.0,0.0,0.0
hancock,POME,Survival,32,7,6,610,153,0,0,0.7311475409836066,0.6797385620915033,0.7366658734456283,0.5959576138147568,0.6797385620915033,1.0,0.8093385214007782
hancock,POME,RFS Event,32,7,6,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5262670681516177,0.5593543908365151,0.0,0.0,0.0
hancock,POME,Recurrence,32,8,6,610,153,0,0,0.21311475409836064,0.30718954248366015,0.3532272891179988,0.5646326776395022,0.0,0.0,0.0
hancock,POME,Survival,32,8,6,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7610094533126516,0.6172287687931735,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,32,8,6,610,153,0,0,0.37540983606557377,0.48366013071895425,0.626314879939582,0.6055422511118714,0.0,0.0,0.0
hancock,POME,Recurrence,32,9,6,610,153,0,0,0.21311475409836064,0.30718954248366015,0.4173108874018178,0.6212364512244078,0.0,0.0,0.0
hancock,POME,Survival,32,9,6,610,153,0,0,0.7327868852459016,0.673202614379085,0.749259251039361,0.6388349514563106,0.673202614379085,1.0,0.8046875
hancock,POME,RFS Event,32,9,6,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6370433527914525,0.6400957919945262,0.0,0.0,0.0
hancock,POME,Recurrence,32,0,7,610,153,0,0,0.23442622950819672,0.2222222222222222,0.36335879452604214,0.6396440929312901,0.75,0.08823529411764706,0.15789473684210525
hancock,POME,Survival,32,0,7,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8657128142407271,0.6976744186046511,0.7218543046357616,0.990909090909091,0.8352490421455939
hancock,POME,RFS Event,32,0,7,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5422748344200073,0.6779569892473118,0.6,0.4,0.48
hancock,POME,Recurrence,32,1,7,610,153,0,0,0.2360655737704918,0.21568627450980393,0.49315116727834574,0.7095959595959597,0.0,0.0,0.0
hancock,POME,Survival,32,1,7,610,153,0,0,0.7213114754098361,0.7189542483660131,0.7994522068355496,0.6539112050739957,0.7297297297297297,0.9818181818181818,0.8372093023255814
hancock,POME,RFS Event,32,1,7,610,153,0,0,0.40491803278688526,0.3660130718954248,0.554339644233065,0.7072901325478645,0.5945945945945946,0.39285714285714285,0.4731182795698925
hancock,POME,Recurrence,32,2,7,610,153,0,0,0.24098360655737705,0.19607843137254902,0.37775384478904483,0.6715447154471545,0.5,0.03333333333333333,0.0625
hancock,POME,Survival,32,2,7,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7885233966371266,0.5993827160493826,0.7094594594594594,0.9722222222222222,0.8203125
hancock,POME,RFS Event,32,2,7,610,153,0,0,0.3885245901639344,0.43137254901960786,0.5691048130899006,0.6511668408220133,0.55,0.3333333333333333,0.41509433962264153
hancock,POME,Recurrence,32,3,7,610,153,0,0,0.2262295081967213,0.2549019607843137,0.44813269809666484,0.6734143049932525,1.0,0.02564102564102564,0.05
hancock,POME,Survival,32,3,7,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8203049620945342,0.6568468102397399,0.7013888888888888,0.9439252336448598,0.8047808764940239
hancock,POME,RFS Event,32,3,7,610,153,0,0,0.39344262295081966,0.4117647058823529,0.6082660394185935,0.708289241622575,0.6739130434782609,0.49206349206349204,0.5688073394495413
hancock,POME,Recurrence,32,4,7,610,153,0,0,0.23934426229508196,0.20261437908496732,0.39890143823662905,0.6734531993654151,0.6,0.0967741935483871,0.16666666666666666
hancock,POME,Survival,32,4,7,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8314816892665379,0.6803586321934946,0.7310344827586207,0.9724770642201835,0.8346456692913385
hancock,POME,RFS Event,32,4,7,610,153,0,0,0.3983606557377049,0.39215686274509803,0.585431927785937,0.6813620071684588,0.62,0.5166666666666667,0.5636363636363636
hancock,POME,Recurrence,32,5,7,610,153,0,0,0.22131147540983606,0.27450980392156865,0.39219265399822195,0.6407121407121407,0.25,0.023809523809523808,0.043478260869565216
hancock,POME,Survival,32,5,7,610,153,0,0,0.7295081967213115,0.6862745098039216,0.7856109798653634,0.6432539682539683,0.6912751677852349,0.9809523809523809,0.8110236220472441
hancock,POME,RFS Event,32,5,7,610,153,0,0,0.38688524590163936,0.43790849673202614,0.583309640477019,0.6581048247136412,0.6666666666666666,0.3880597014925373,0.49056603773584906
hancock,POME,Recurrence,32,6,7,610,153,0,0,0.2262295081967213,0.2549019607843137,0.4057478674390499,0.6403508771929824,0.5,0.02564102564102564,0.04878048780487805
hancock,POME,Survival,32,6,7,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8112030473389774,0.6564404713531085,0.6986301369863014,0.9532710280373832,0.8063241106719368
hancock,POME,RFS Event,32,6,7,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6136577496646802,0.6895175286358903,0.6444444444444445,0.43283582089552236,0.5178571428571429
hancock,POME,Recurrence,32,7,7,610,153,0,0,0.22295081967213115,0.2679738562091503,0.44109611025846795,0.6498257839721254,1.0,0.024390243902439025,0.047619047619047616
hancock,POME,Survival,32,7,7,610,153,0,0,0.7311475409836066,0.6797385620915033,0.8103985972546515,0.668171114599686,0.6821192052980133,0.9903846153846154,0.807843137254902
hancock,POME,RFS Event,32,7,7,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6264224332145122,0.6732037486983687,0.7307692307692307,0.2835820895522388,0.40860215053763443
hancock,POME,Recurrence,32,8,7,610,153,0,0,0.21311475409836064,0.30718954248366015,0.527788448526829,0.67402649538338,0.0,0.0,0.0
hancock,POME,Survival,32,8,7,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8418630528326658,0.6692401462819991,0.7114093959731543,0.9906542056074766,0.828125
hancock,POME,RFS Event,32,8,7,610,153,0,0,0.37540983606557377,0.48366013071895425,0.665244443025142,0.6941498460485802,0.7,0.3783783783783784,0.49122807017543857
hancock,POME,Recurrence,32,9,7,610,153,0,0,0.21311475409836064,0.30718954248366015,0.4262074150911396,0.5995584102769972,0.0,0.0,0.0
hancock,POME,Survival,32,9,7,610,153,0,0,0.7327868852459016,0.673202614379085,0.7800649235537096,0.6409708737864077,0.6778523489932886,0.9805825242718447,0.8015873015873016
hancock,POME,RFS Event,32,9,7,610,153,0,0,0.37540983606557377,0.48366013071895425,0.603745480828662,0.6416353061922683,0.7209302325581395,0.4189189189189189,0.5299145299145299
hancock,POME,Recurrence,32,0,8,610,153,0,0,0.23442622950819672,0.2222222222222222,0.35441895634380205,0.6443400889767672,0.0,0.0,0.0
hancock,POME,Survival,32,0,8,610,153,0,0,0.7213114754098361,0.7189542483660131,0.820788991688687,0.6416490486257928,0.7284768211920529,1.0,0.842911877394636
hancock,POME,RFS Event,32,0,8,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5603411445611429,0.6136200716845879,0.631578947368421,0.2,0.3037974683544304
hancock,POME,Recurrence,32,1,8,610,153,0,0,0.2360655737704918,0.21568627450980393,0.48892605290431324,0.7035353535353536,0.0,0.0,0.0
hancock,POME,Survival,32,1,8,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8578552512874569,0.7131078224101479,0.7284768211920529,1.0,0.842911877394636
hancock,POME,RFS Event,32,1,8,610,153,0,0,0.40491803278688526,0.3660130718954248,0.588327808305275,0.7028718703976436,0.6071428571428571,0.30357142857142855,0.40476190476190477
hancock,POME,Recurrence,32,2,8,610,153,0,0,0.24098360655737705,0.19607843137254902,0.4051395190241853,0.7138211382113822,0.0,0.0,0.0
hancock,POME,Survival,32,2,8,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7751255772693741,0.6185185185185187,0.7058823529411765,1.0,0.8275862068965517
hancock,POME,RFS Event,32,2,8,610,153,0,0,0.3885245901639344,0.43137254901960786,0.6419219270903886,0.668408220132358,0.8888888888888888,0.24242424242424243,0.38095238095238093
hancock,POME,Recurrence,32,3,8,610,153,0,0,0.2262295081967213,0.2549019607843137,0.44222138527107024,0.6947818263607737,0.0,0.0,0.0
hancock,POME,Survival,32,3,8,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8187080726517145,0.6548151158065827,0.7133333333333334,1.0,0.8326848249027238
hancock,POME,RFS Event,32,3,8,610,153,0,0,0.39344262295081966,0.4117647058823529,0.6009487150024557,0.6797178130511464,0.6086956521739131,0.2222222222222222,0.32558139534883723
hancock,POME,Recurrence,32,4,8,610,153,0,0,0.23934426229508196,0.20261437908496732,0.4134757847241455,0.6372289793759915,0.0,0.0,0.0
hancock,POME,Survival,32,4,8,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8290128788388892,0.7005838198498751,0.7105263157894737,0.9908256880733946,0.8275862068965517
hancock,POME,RFS Event,32,4,8,610,153,0,0,0.3983606557377049,0.39215686274509803,0.6118630198441419,0.6593189964157706,0.8260869565217391,0.31666666666666665,0.4578313253012048
hancock,POME,Recurrence,32,5,8,610,153,0,0,0.22131147540983606,0.27450980392156865,0.36725963818710705,0.6016731016731016,0.0,0.0,0.0
hancock,POME,Survival,32,5,8,610,153,0,0,0.7295081967213115,0.6862745098039216,0.8015521420965193,0.6329365079365079,0.695364238410596,1.0,0.8203125
hancock,POME,RFS Event,32,5,8,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5911648092322319,0.6299895869489761,0.7142857142857143,0.22388059701492538,0.3409090909090909
hancock,POME,Recurrence,32,6,8,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3846623475573616,0.6270805218173638,0.0,0.0,0.0
hancock,POME,Survival,32,6,8,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7982970696543079,0.648720032507111,0.7162162162162162,0.9906542056074766,0.8313725490196079
hancock,POME,RFS Event,32,6,8,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6784006909640335,0.6777160708087469,0.8260869565217391,0.2835820895522388,0.4222222222222222
hancock,POME,Recurrence,32,7,8,610,153,0,0,0.22295081967213115,0.2679738562091503,0.4325653532506405,0.6772648083623694,0.0,0.0,0.0
hancock,POME,Survival,32,7,8,610,153,0,0,0.7311475409836066,0.6797385620915033,0.8386565328672306,0.7133045525902669,0.6797385620915033,1.0,0.8093385214007782
hancock,POME,RFS Event,32,7,8,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6664196440853899,0.7032280458174246,0.8571428571428571,0.1791044776119403,0.2962962962962963
hancock,POME,Recurrence,32,8,8,610,153,0,0,0.21311475409836064,0.30718954248366015,0.44186622330006575,0.604777197912485,0.0,0.0,0.0
hancock,POME,Survival,32,8,8,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7827078153844707,0.6590816741162129,0.7133333333333334,1.0,0.8326848249027238
hancock,POME,RFS Event,32,8,8,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6799777407296941,0.6257269928156004,0.8260869565217391,0.25675675675675674,0.3917525773195876
hancock,POME,Recurrence,32,9,8,610,153,0,0,0.21311475409836064,0.30718954248366015,0.48354163633713343,0.6587715776796467,0.0,0.0,0.0
hancock,POME,Survival,32,9,8,610,153,0,0,0.7327868852459016,0.673202614379085,0.7814606724302066,0.6654368932038836,0.6821192052980133,1.0,0.8110236220472441
hancock,POME,RFS Event,32,9,8,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6986399702447543,0.6666096476223059,0.8947368421052632,0.22972972972972974,0.3655913978494624
hancock,POME,Recurrence,32,0,9,610,153,0,0,0.23442622950819672,0.2222222222222222,0.297991885360399,0.6057834898665349,0.0,0.0,0.0
hancock,POME,Survival,32,0,9,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8602967360112762,0.6830866807610995,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,RFS Event,32,0,9,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5305472830403164,0.6688172043010753,0.6,0.25,0.35294117647058826
hancock,POME,Recurrence,32,1,9,610,153,0,0,0.2360655737704918,0.21568627450980393,0.3624648636182071,0.6601010101010101,0.0,0.0,0.0
hancock,POME,Survival,32,1,9,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8367065246305954,0.6367864693446088,0.7189542483660131,1.0,0.8365019011406845
hancock,POME,RFS Event,32,1,9,610,153,0,0,0.40491803278688526,0.3660130718954248,0.4933610356617517,0.6586892488954346,0.52,0.23214285714285715,0.32098765432098764
hancock,POME,Recurrence,32,2,9,610,153,0,0,0.24098360655737705,0.19607843137254902,0.291700635131479,0.6111111111111112,0.0,0.0,0.0
hancock,POME,Survival,32,2,9,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7984055361964111,0.6499999999999999,0.7058823529411765,1.0,0.8275862068965517
hancock,POME,RFS Event,32,2,9,610,153,0,0,0.3885245901639344,0.43137254901960786,0.6249892377334767,0.6752002786485545,0.6470588235294118,0.3333333333333333,0.44
hancock,POME,Recurrence,32,3,9,610,153,0,0,0.2262295081967213,0.2549019607843137,0.4496117744144648,0.6342780026990553,0.0,0.0,0.0
hancock,POME,Survival,32,3,9,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8258004249116594,0.6594880130028442,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,32,3,9,610,153,0,0,0.39344262295081966,0.4117647058823529,0.5883718708959982,0.66331569664903,0.574468085106383,0.42857142857142855,0.4909090909090909
hancock,POME,Recurrence,32,4,9,610,153,0,0,0.23934426229508196,0.20261437908496732,0.38759180223377043,0.6647276573241672,0.0,0.0,0.0
hancock,POME,Survival,32,4,9,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8213761056522801,0.6595079232693912,0.7124183006535948,1.0,0.8320610687022901
hancock,POME,RFS Event,32,4,9,610,153,0,0,0.3983606557377049,0.39215686274509803,0.578366687495042,0.6731182795698925,0.6176470588235294,0.35,0.44680851063829785
hancock,POME,Recurrence,32,5,9,610,153,0,0,0.22131147540983606,0.27450980392156865,0.4449610985269663,0.6364221364221364,0.0,0.0,0.0
hancock,POME,Survival,32,5,9,610,153,0,0,0.7295081967213115,0.6862745098039216,0.8292163679307815,0.6763888888888888,0.6862745098039216,1.0,0.813953488372093
hancock,POME,RFS Event,32,5,9,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6507727126508253,0.6860465116279071,0.6333333333333333,0.2835820895522388,0.3917525773195876
hancock,POME,Recurrence,32,6,9,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3433425639962028,0.6210076473234368,0.0,0.0,0.0
hancock,POME,Survival,32,6,9,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8418149639459704,0.68488419341731,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,32,6,9,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6305143675584628,0.7145088510933703,0.6666666666666666,0.26865671641791045,0.3829787234042553
hancock,POME,Recurrence,32,7,9,610,153,0,0,0.22295081967213115,0.2679738562091503,0.32278433971041753,0.6197735191637631,0.0,0.0,0.0
hancock,POME,Survival,32,7,9,610,153,0,0,0.7311475409836066,0.6797385620915033,0.812223088624185,0.648940345368917,0.6797385620915033,1.0,0.8093385214007782
hancock,POME,RFS Event,32,7,9,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5504676931197855,0.6596667823672335,0.5666666666666667,0.2537313432835821,0.35051546391752575
hancock,POME,Recurrence,32,8,9,610,153,0,0,0.21311475409836064,0.30718954248366015,0.42200199796749993,0.6240465676435167,0.0,0.0,0.0
hancock,POME,Survival,32,8,9,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7931807020200053,0.6503453880536367,0.6993464052287581,1.0,0.823076923076923
hancock,POME,RFS Event,32,8,9,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6396376740094505,0.6637016763599042,0.6875,0.14864864864864866,0.24444444444444444
hancock,POME,Recurrence,32,9,9,610,153,0,0,0.21311475409836064,0.30718954248366015,0.37961361338268096,0.5798875953432356,0.0,0.0,0.0
hancock,POME,Survival,32,9,9,610,153,0,0,0.7327868852459016,0.673202614379085,0.7657886527427885,0.6217475728155339,0.673202614379085,1.0,0.8046875
hancock,POME,RFS Event,32,9,9,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6092640816002028,0.6520697913102976,0.6538461538461539,0.22972972972972974,0.34
hancock,POME,Recurrence,64,0,0,610,153,0,0,0.23442622950819672,0.2222222222222222,0.4617364436260591,0.6856154226396441,0.8,0.11764705882352941,0.20512820512820512
hancock,POME,Survival,64,0,0,610,153,0,0,0.7213114754098361,0.7189542483660131,0.829301218260579,0.6706131078224101,0.7412587412587412,0.9636363636363636,0.8379446640316206
hancock,POME,RFS Event,64,0,0,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5961570136965791,0.6684587813620072,0.6,0.4,0.48
hancock,POME,Recurrence,64,1,0,610,153,0,0,0.2360655737704918,0.21568627450980393,0.4756454225059365,0.7063131313131313,0.6666666666666666,0.06060606060606061,0.1111111111111111
hancock,POME,Survival,64,1,0,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8241846337530032,0.6632135306553911,0.726027397260274,0.9636363636363636,0.828125
hancock,POME,RFS Event,64,1,0,610,153,0,0,0.40491803278688526,0.3660130718954248,0.5497103405914934,0.6829896907216495,0.5365853658536586,0.39285714285714285,0.4536082474226804
hancock,POME,Recurrence,64,2,0,610,153,0,0,0.24098360655737705,0.19607843137254902,0.43980896452036133,0.6940379403794037,0.8571428571428571,0.2,0.32432432432432434
hancock,POME,Survival,64,2,0,610,153,0,0,0.7245901639344262,0.7058823529411765,0.7897336917023527,0.6244855967078189,0.7123287671232876,0.9629629629629629,0.8188976377952756
hancock,POME,RFS Event,64,2,0,610,153,0,0,0.3885245901639344,0.43137254901960786,0.6352421229880025,0.6772901428073842,0.6388888888888888,0.3484848484848485,0.45098039215686275
hancock,POME,Recurrence,64,3,0,610,153,0,0,0.2262295081967213,0.2549019607843137,0.4085447176379211,0.6036887089518669,0.75,0.07692307692307693,0.13953488372093023
hancock,POME,Survival,64,3,0,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8048333476222866,0.6292157659488012,0.6993006993006993,0.9345794392523364,0.8
hancock,POME,RFS Event,64,3,0,610,153,0,0,0.39344262295081966,0.4117647058823529,0.5695452385951125,0.6516754850088183,0.5789473684210527,0.3492063492063492,0.43564356435643564
hancock,POME,Recurrence,64,4,0,610,153,0,0,0.23934426229508196,0.20261437908496732,0.366043093225557,0.6229508196721312,0.5,0.16129032258064516,0.24390243902439024
hancock,POME,Survival,64,4,0,610,153,0,0,0.7229508196721312,0.7124183006535948,0.8108100063431318,0.6180150125104255,0.7291666666666666,0.963302752293578,0.8300395256916996
hancock,POME,RFS Event,64,4,0,610,153,0,0,0.3983606557377049,0.39215686274509803,0.5716702125040931,0.646774193548387,0.6097560975609756,0.4166666666666667,0.49504950495049505
hancock,POME,Recurrence,64,5,0,610,153,0,0,0.22131147540983606,0.27450980392156865,0.5249123938813567,0.6477906477906478,0.0,0.0,0.0
hancock,POME,Survival,64,5,0,610,153,0,0,0.7295081967213115,0.6862745098039216,0.7787904103473844,0.6013888888888889,0.6907894736842105,1.0,0.8171206225680934
hancock,POME,RFS Event,64,5,0,610,153,0,0,0.38688524590163936,0.43790849673202614,0.5890638073798878,0.6292953835473794,0.5185185185185185,0.208955223880597,0.2978723404255319
hancock,POME,Recurrence,64,6,0,610,153,0,0,0.2262295081967213,0.2549019607843137,0.3672708173123098,0.6059379217273954,0.2857142857142857,0.05128205128205128,0.08695652173913043
hancock,POME,Survival,64,6,0,610,153,0,0,0.7262295081967213,0.6993464052287581,0.8098077978610435,0.6495327102803737,0.7103448275862069,0.9626168224299065,0.8174603174603174
hancock,POME,RFS Event,64,6,0,610,153,0,0,0.38688524590163936,0.43790849673202614,0.623484779649397,0.6768483165567512,0.627906976744186,0.40298507462686567,0.4909090909090909
hancock,POME,Recurrence,64,7,0,610,153,0,0,0.22295081967213115,0.2679738562091503,0.4510229392439035,0.6332752613240418,0.5,0.04878048780487805,0.08888888888888889
hancock,POME,Survival,64,7,0,610,153,0,0,0.7311475409836066,0.6797385620915033,0.801329743784574,0.6377551020408163,0.6827586206896552,0.9519230769230769,0.7951807228915663
hancock,POME,RFS Event,64,7,0,610,153,0,0,0.38688524590163936,0.43790849673202614,0.6118763040341572,0.6381464769177368,0.6,0.26865671641791045,0.3711340206185567
hancock,POME,Recurrence,64,8,0,610,153,0,0,0.21311475409836064,0.30718954248366015,0.49639681932121776,0.6298675230830992,0.5,0.0425531914893617,0.0784313725490196
hancock,POME,Survival,64,8,0,610,153,0,0,0.7262295081967213,0.6993464052287581,0.7613587444134983,0.6174319382364892,0.704225352112676,0.9345794392523364,0.8032128514056225
hancock,POME,RFS Event,64,8,0,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6489795953405288,0.6431748203900103,0.7096774193548387,0.2972972972972973,0.41904761904761906
hancock,POME,Recurrence,64,9,0,610,153,0,0,0.21311475409836064,0.30718954248366015,0.46286942837353007,0.6222400642312325,0.6666666666666666,0.0425531914893617,0.08
hancock,POME,Survival,64,9,0,610,153,0,0,0.7327868852459016,0.673202614379085,0.7646376909724477,0.6728155339805826,0.6756756756756757,0.970873786407767,0.796812749003984
hancock,POME,RFS Event,64,9,0,610,153,0,0,0.37540983606557377,0.48366013071895425,0.6633803762635899,0.6828600752651385,0.7241379310344828,0.28378378378378377,0.4077669902912621
hancock,POME,Recurrence,64,0,1,610,153,0,0,0.23442622950819672,0.2222222222222222,0.49201060699604576,0.6863568956994562,1.0,0.11764705882352941,0.21052631578947367
hancock,POME,Survival,64,0,1,610,153,0,0,0.7213114754098361,0.7189542483660131,0.8600334777382387,0.7080338266384777,0.7278911564625851,0.9727272727272728,0.8326848249027238
hancock,POME,RFS Event,64,0,1,610,153,0,0,0.3983606557377049,0.39215686274509803,0.6129840115457696,0.6892473118279571,0.6041666666666666,0.48333333333333334,0.5370370370370371
hancock,POME,Recurrence,64,1,1,610,153,0,0,0.2360655737704918,0.21568627450980393,0.5124105851882841,0.717929292929293,1.0,0.09090909090909091,0.16666666666666666
hancock,POME,Survival,64,1,1,610,153,0,0,0.7213114754098361,0.7189542483660131,0.860031157786518,0.7171247357293868,0.726027397260274,0.9636363636363636,0.828125
hancock,POME,RFS Event,64,1,1,610,153,0,0,0.40491803278688526,0.3660130718954248,0.5954994974383426,0.7341678939617085,0.6428571428571429,0.48214285714285715,0.5510204081632653
hancock,POME,Recurrence,64,2,1,610,153,0,0,0.24098360655737705,0.19607843137254902,0.39696111680300616,0.6967479674796748,0.4,0.06666666666666667,0.11428571428571428
hancock,POME,Survival,64,2,1,610,153,0,0,0.7245901639344262,0.7058823529411765,0.828741499796087,0.655761316872428,0.7172413793103448,0.9629629629629629,0.8221343873517787
hancock,POME,RFS Event,64,2,1,610,153,0,0,0.3885245901639344,0.43137254901960786,0.6349433519733141,0.6966213862765587,0.6346153846153846,0.5,0.559322033898305
