	PCA_1	PCA_2	UMAP_1	UMAP_2	tSNE_1	tSNE_2
TCGA-05-4244-01	1.1935139106339805	-1.7830851230879736	7.1674786	9.126096	-7.2142224	-8.246923
TCGA-05-4249-01	0.7426553339004004	-0.7806224603626125	7.2179523	7.901899	-1.6363156	-6.150207
TCGA-05-4250-01	1.3529490548167076	-1.3683077026239412	6.800546	9.125597	-7.2628117	-9.5916395
TCGA-05-4382-01	0.7075043141717641	-1.622066101772274	7.47972	8.281205	-2.772951	-6.1587524
TCGA-05-4384-01	2.736021274331556	-0.8332766804171997	4.00414	9.386667	-8.381152	-21.607042
TCGA-05-4389-01	0.9912847452665398	-1.3235390797003836	7.8100758	9.154395	-8.340115	-3.8646877
TCGA-05-4390-01	1.143892325987806	-1.3371559609692232	6.6722	7.807159	-1.0225706	-9.079208
TCGA-05-4395-01	1.024369021163904	-1.8282793375654858	7.356449	8.994777	-6.8353643	-7.315284
TCGA-05-4396-01	2.31902266670774	-0.20326475178818287	5.6081986	7.4661784	4.6093225	-8.351216
TCGA-05-4397-01	1.9676477926843805	0.7831140207576908	5.938122	6.758575	7.0357146	-6.487608
TCGA-05-4398-01	1.037000110901836	0.02661378925818052	7.479082	7.5447254	0.544767	-2.6133106
TCGA-05-4402-01	0.3829886473905826	-1.661012019604003	8.118762	8.614036	-6.204699	-3.4463625
TCGA-05-4403-01	2.927498297071909	-0.63575326624405	3.9551325	9.441538	-8.6349	-22.33899
TCGA-05-4405-01	0.7843324373625294	-1.1611821259481592	8.058898	8.367008	-4.748138	-2.0347486
TCGA-05-4410-01	0.7224677853343465	-1.31778628412253	7.698945	9.0942135	-7.6469936	-6.437563
TCGA-05-4415-01	1.626844701542858	-1.3002426263293867	6.20051	7.5667534	1.6981131	-10.339026
TCGA-05-4417-01	1.081975510819353	-0.7379812173900737	6.8151445	8.495789	-4.149547	-9.486924
TCGA-05-4418-01	2.251594455829659	-0.688553854434124	4.650116	9.374042	-8.905969	-18.639925
TCGA-05-4420-01	0.562991852305886	-1.6642749386047069	7.770486	9.138162	-7.819773	-5.306266
TCGA-05-4422-01	2.049512837538945	-0.9115983764666962	4.8004827	9.303218	-7.460114	-17.410969
TCGA-05-4424-01	1.745482064523553	-2.1138377791242817	4.6967645	7.55314	1.3207624	-16.722158
TCGA-05-4425-01	1.975446783579561	-1.1692287479546737	4.7788706	9.099329	-6.915337	-17.409235
TCGA-05-4426-01	2.32010758044771	-0.18094884632441913	4.6213512	9.422838	-9.740997	-19.068811
TCGA-05-4427-01	-0.2896919767676271	1.4708593917535848	4.4619927	4.7373424	15.863066	-11.57677
TCGA-05-4430-01	0.7573778581083978	-1.5442132102268322	7.6574683	9.244952	-8.833512	-6.182487
TCGA-05-4432-01	0.6287097465725336	-1.5142683750718868	7.9254518	8.742973	-5.8619847	-3.9527118
TCGA-05-4433-01	1.0328685889871325	3.508735258126221	13.390687	1.5725728	9.133384	29.4192
TCGA-05-4434-01	2.700144001228236	-1.0632650352452173	4.055301	9.384685	-7.7611136	-21.508123
TCGA-05-5423-01	2.2792709812943035	-1.2091366848835585	4.146305	7.1395774	3.0121546	-20.692238
TCGA-05-5425-01	2.9720562194005407	-0.450969389052254	3.7549014	8.59664	-5.6689434	-24.040937
TCGA-05-5428-01	1.4679765885113347	0.7781736420493137	4.8451314	5.2953506	18.01143	-13.749185
TCGA-05-5429-01	2.4032022405825044	-0.22723022543842336	4.074814	8.463044	-5.37411	-18.577003
TCGA-05-5715-01	2.0865455107089605	0.6720173648415712	5.938398	6.9466367	6.7712	-6.6201925
TCGA-17-Z000-01	-5.766789536467174	-3.566146218913976	-7.0943847	11.046072	-47.45045	-3.1579418
TCGA-17-Z001-01	-6.225674399768337	-3.3156559934044254	-10.771033	7.6855206	-52.06943	-1.4230288
TCGA-17-Z002-01	-5.765364301706525	-3.5665158147499203	-7.155576	10.959924	-46.78392	-2.362229
TCGA-17-Z003-01	-6.255235285407164	-3.097505898957079	-10.878245	7.9049077	-52.53298	-0.2235478
TCGA-17-Z004-01	-5.7677469946562185	-3.5659125233026336	-7.0600433	11.167188	-48.93964	-3.0995066
TCGA-17-Z005-01	-5.767322970773746	-3.5645520118688094	-7.0414705	11.127482	-47.547512	-4.133765
TCGA-17-Z007-01	-5.766222121059875	-3.565598758142687	-7.161178	10.963577	-47.105373	-3.8524413
TCGA-17-Z009-01	-5.768246013255465	-3.5659289980337077	-6.979275	11.212258	-48.239273	-3.36323
TCGA-17-Z010-01	-6.165857401837235	-3.5704798474854442	-10.938352	6.80345	-51.152756	-2.2152596
TCGA-17-Z011-01	-5.766422465260501	-3.5660186481647544	-7.1428313	11.002584	-47.369347	-2.674275
TCGA-17-Z013-01	-5.7657673842359864	-3.566145110268816	-7.2123065	10.901226	-46.673847	-2.9072063
TCGA-17-Z014-01	-6.2555413012898065	-3.0889169623602237	-10.891599	7.8969364	-53.321728	-0.43091434
TCGA-17-Z015-01	-5.323303095470214	-3.9136919568430257	-11.651948	9.2289715	-48.133923	1.0204968
TCGA-17-Z016-01	-6.254754919280471	-3.098903433890997	-10.924637	7.9057846	-52.81046	-1.5492496
TCGA-17-Z017-01	-6.254596954802405	-3.0984871107836347	-10.893289	7.91387	-52.620277	-1.0701563
TCGA-17-Z018-01	-6.226648296690332	-3.2827937540539094	-10.840763	7.7971897	-52.26755	-2.0865195
TCGA-17-Z019-01	-5.766480603584126	-3.5661290320450534	-7.1179376	11.014139	-48.211674	-2.854777
TCGA-17-Z020-01	-5.7702840089877485	-3.565383773082091	-7.00152	11.180454	-48.808586	-2.6299264
TCGA-17-Z021-01	-6.25648015928232	-3.0842211750528614	-10.798649	7.8589425	-53.418556	-2.3387146
TCGA-17-Z022-01	-4.330736205269324	-3.3092891664143123	-11.735435	9.319557	-47.003708	1.3074764
TCGA-17-Z023-01	-6.153333919263321	-3.5843515773849495	-10.953125	6.791436	-50.969467	-1.3276092
TCGA-17-Z025-01	-6.255509842540034	-3.0917538779882463	-10.894688	7.914897	-52.79345	-2.5994825
TCGA-17-Z026-01	-5.341366590561914	-2.642629858250201	-11.528426	9.06793	-50.988976	2.4071627
TCGA-17-Z027-01	-5.766435210975999	-3.566224696421937	-7.1641946	11.007261	-46.77293	-3.4429877
TCGA-17-Z028-01	-5.346142274864631	-3.897824931844038	-11.663806	9.25031	-48.76185	1.0409551
TCGA-17-Z030-01	-5.337283469152473	-3.895360834236787	-11.678088	9.256415	-48.301125	0.80899477
TCGA-17-Z031-01	-4.961842759882014	-3.029482446783096	-11.549367	9.093003	-49.963753	2.4743328
TCGA-17-Z032-01	-5.765207631017407	-3.566600895698312	-7.201686	10.913663	-47.682156	-1.8512634
TCGA-17-Z033-01	-6.2543460121117285	-3.098189065951719	-10.892102	7.8787827	-52.824883	-0.5499924
TCGA-17-Z036-01	-5.766410647190105	-3.565865642600491	-7.216625	10.906518	-48.933193	-3.6047711
TCGA-17-Z037-01	-5.765425571410547	-3.5661616580742472	-7.176948	10.919947	-48.087753	-4.171379
TCGA-17-Z041-01	-5.764967740037433	-3.5667229976610115	-7.200595	10.884788	-47.181282	-1.958145
TCGA-17-Z042-01	-6.180225763245939	-3.5617579058075206	-10.931299	6.8201394	-51.425407	-1.8994963
TCGA-17-Z043-01	-6.255940915847348	-3.0911848569897935	-10.784573	7.8773813	-53.80706	-1.3630497
TCGA-17-Z044-01	-5.767669020785262	-3.5654238201290664	-7.0407147	11.123573	-48.589214	-4.0159044
TCGA-17-Z045-01	-5.026003433084763	-3.2198411944834224	-11.51918	9.060781	-50.054764	2.4304795
TCGA-17-Z047-01	-5.766673047995471	-3.5656623941084065	-7.210677	10.963636	-47.84678	-2.525432
TCGA-17-Z048-01	-5.767036259264968	-3.5659464091845514	-6.978966	11.209972	-48.2051	-1.9116035
TCGA-17-Z049-01	-5.338291001905248	-3.8962955208696504	-11.685791	9.262042	-48.304485	1.407773
TCGA-17-Z050-01	-6.2564346160549364	-3.086767491309933	-10.805906	7.8635273	-53.703983	-1.8485215
TCGA-17-Z051-01	-6.25590045203928	-3.0934139091029778	-10.851473	7.8632364	-52.954666	-2.037179
TCGA-17-Z052-01	-6.18257299248104	-3.554466967695183	-10.927444	6.83821	-51.5487	-2.4690216
TCGA-17-Z053-01	-6.193421476230981	-3.5133995683526154	-10.89484	6.8672915	-51.392067	-1.1315997
TCGA-17-Z054-01	-5.765470279229008	-3.5662175973145356	-7.2803373	10.77059	-48.574654	-2.1961107
TCGA-17-Z055-01	-5.056190177878349	-3.1611115727053174	-11.539727	9.089657	-50.09968	2.4290805
TCGA-17-Z056-01	-5.348750593190412	-3.8975671336227595	-11.692438	9.26918	-48.674274	0.8522219
TCGA-17-Z057-01	-6.255725081336035	-3.08934767254532	-10.857637	7.9088306	-53.66011	-0.84259784
TCGA-17-Z058-01	-5.767869553232547	-3.566101483334381	-6.9616895	11.177952	-47.785076	-3.4706578
TCGA-17-Z059-01	-6.256346354611061	-3.088542872352783	-10.832211	7.9049816	-53.168537	-1.2792337
TCGA-17-Z060-01	-6.206897873297265	-3.164257173811339	-10.759476	7.953089	-52.015945	-0.6128398
TCGA-17-Z061-01	-6.142421889316098	-3.5905801071294183	-10.932976	6.8062544	-50.93714	-1.7041742
TCGA-17-Z062-01	-5.340710224572351	-3.8977232942427613	-11.636487	9.206078	-48.49185	1.405519
TCGA-35-3615-01	2.262576253180404	-1.181874733790902	4.2760496	9.246038	-7.6158357	-20.131258
TCGA-35-4122-01	0.7954620301063974	-1.5646761888135197	7.51933	8.897114	-6.292525	-6.7292433
TCGA-35-4123-01	1.260267957517764	-1.1351383538414053	6.7793455	9.125196	-7.2227983	-10.086247
TCGA-35-5375-01	0.7019192700807594	-1.5480043979606088	7.0319643	7.921605	-1.6838807	-7.1655655
TCGA-38-4625-01	0.7857298408079009	-1.2401915128255665	3.7194533	5.0831227	15.113759	-17.997597
TCGA-38-4626-01	2.438297676132127	-0.9787244156672222	4.1408596	9.44113	-8.369998	-20.852255
TCGA-38-4627-01	1.789356111656291	-0.5769493256245729	4.9252677	9.280388	-7.9210453	-16.658533
TCGA-38-4628-01	0.8904899382265637	-2.4959076333276244	5.050995	7.5455937	1.648275	-14.685928
TCGA-38-4631-01	0.9770178167759457	-1.6224670573930082	7.283189	8.938112	-6.503026	-7.610743
TCGA-38-4632-01	1.401471936468951	-2.1026884850789744	5.93858	8.00185	-0.50738466	-12.221764
TCGA-38-6178-01	0.0763267124433564	0.5177609570487918	11.330598	5.9073405	-1.4578081	9.167459
TCGA-38-7271-01	3.941783364449567	-2.3579993824859704	2.8688946	6.641563	10.274026	-24.56876
TCGA-38-A44F-01	1.0249088100838912	1.4267757034244326	14.334201	5.3834147	-5.270211	21.866158
TCGA-44-2655-01	0.6843862497129611	1.9055708951994494	14.174043	5.0319185	-3.4607565	21.184858
TCGA-44-2656-01	0.02361666444121559	0.14901213342027222	11.357111	5.953235	-2.0392501	8.868335
