	PCA_1	PCA_2	UMAP_1	UMAP_2	tSNE_1	tSNE_2
TCGA-05-4244-01	0.07714447694812315	3.5984611691459945	7.7124276	12.902833	17.582035	14.921285
TCGA-05-4249-01	0.4635247471087972	2.2146344237339117	8.247592	11.915072	23.164898	-2.2027216
TCGA-05-4250-01	1.9030888940157746	3.4938890353801684	7.9619036	11.660864	18.97542	-0.8704623
TCGA-05-4382-01	-1.5885489273373588	1.2135169912743788	6.8691025	10.210367	7.95687	6.330232
TCGA-05-4384-01	3.772260946312858	1.060067465592524	5.2194486	11.564616	10.549753	-10.810479
TCGA-05-4389-01	0.8224662280729766	1.8242045047366873	7.942097	10.464338	11.666022	2.6074848
TCGA-05-4390-01	1.200937919137564	2.2196185759056175	7.9184184	11.327182	16.495409	-0.70462686
TCGA-05-4395-01	0.517296773789975	3.614380902374039	7.636533	12.263827	19.892271	7.569103
TCGA-05-4396-01	1.6561433130134853	2.585978939607063	6.7188506	12.291996	16.069372	9.220547
TCGA-05-4397-01	2.978503369258835	1.7629064371791188	6.4811378	11.987215	17.986689	-4.3711824
TCGA-05-4398-01	-0.28389415833200893	3.937671660011384	8.765955	12.953025	23.896677	5.634968
TCGA-05-4402-01	-2.0942753592482393	4.343033298445934	8.158388	13.10763	19.687744	12.745177
TCGA-05-4403-01	3.834416116240832	2.06533616388204	5.5349803	10.936555	9.782316	-14.0992155
TCGA-05-4405-01	-0.4886665588271464	1.7908372455575168	7.7246075	10.206386	8.798222	3.3379924
TCGA-05-4410-01	-0.19574137990185667	1.3003586600572936	6.5621915	10.455688	7.3972764	5.478923
TCGA-05-4415-01	-2.2057817610899577	1.4340298302764538	6.8820305	9.859008	5.7458115	9.607918
TCGA-05-4417-01	1.662260207363937	1.5638621311327492	8.044416	11.126698	16.31129	1.7665678
TCGA-05-4418-01	2.874130417586484	1.1847759375365083	5.9515576	11.001001	7.734358	-4.7877436
TCGA-05-4420-01	0.5684959625111742	1.5918542530401767	7.904182	10.360643	11.267516	2.5117025
TCGA-05-4422-01	2.1430646467264656	1.4292728555085632	6.3128304	10.814499	7.4696317	-3.2757068
TCGA-05-4424-01	0.3772136176723861	2.0907091431284193	6.679877	10.514854	7.514654	5.417555
TCGA-05-4425-01	0.6686421487109115	2.3687501863947853	7.0668592	12.293266	14.242243	12.819721
TCGA-05-4426-01	3.944259403619909	0.7974193220417926	5.3592553	11.547529	12.722946	-8.497776
TCGA-05-4427-01	-1.3322946431456866	0.5228186631222326	7.096932	9.600104	4.1753426	7.108033
TCGA-05-4430-01	1.1199439710591144	2.5267886785023244	8.542548	11.128886	17.930132	3.1171691
TCGA-05-4432-01	-0.6235701447160255	1.612812664689759	7.214952	10.301636	8.666121	5.6338243
TCGA-05-4433-01	2.3904420420233907	0.36881349374088074	6.105564	12.05305	5.83524	-10.247432
TCGA-05-4434-01	1.275027681234555	1.973614473616284	6.6799297	12.30981	17.121098	9.774204
TCGA-05-5423-01	1.4793781634307943	3.176477996376976	7.502456	10.64292	11.2881565	5.1871023
TCGA-05-5425-01	2.5876412314696973	1.2784469360695097	5.9215174	10.924485	7.4345183	-3.2771418
TCGA-05-5428-01	-0.6137400925080831	0.030852805943396063	7.519375	9.683362	5.3087316	3.400695
TCGA-05-5429-01	3.2434974569009283	0.8960371117429767	5.901468	11.159107	12.383576	-6.011308
TCGA-05-5715-01	2.3482917306925297	1.9165987935198832	5.0662656	12.927862	19.54174	-12.894918
TCGA-17-Z000-01	-7.7609939373675845	1.326376962026709	-6.5737042	13.191856	-43.998276	8.23859
TCGA-17-Z001-01	-5.064241663966126	1.006484123540542	6.6458564	-3.191434	-39.15145	12.194525
TCGA-17-Z002-01	-7.762130581054847	1.3244992856240851	-6.1434817	13.616743	-44.888786	7.4279985
TCGA-17-Z003-01	-5.064187963218232	1.0065191230607957	6.6090746	-3.238596	-37.91888	11.491626
TCGA-17-Z004-01	-7.761895484508624	1.3258581156243465	-6.224398	13.522927	-44.6434	8.600943
TCGA-17-Z005-01	-7.7621191509294025	1.3246556773607985	-6.107502	13.651361	-46.49942	8.948702
TCGA-17-Z007-01	-7.761976460108851	1.3254015851693597	-6.2037754	13.543515	-45.225292	8.746867
TCGA-17-Z009-01	-7.762070981524538	1.3252388535269652	-6.2043433	13.54584	-45.46354	9.375342
TCGA-17-Z010-01	-5.064099433794193	1.0065357536848738	6.509465	-3.3366697	-36.926506	12.743073
TCGA-17-Z011-01	-7.762087962308264	1.3254175839203777	-6.1617637	13.586244	-44.31603	7.725239
TCGA-17-Z013-01	-7.760773647645093	1.3262715561592509	-6.597889	13.16712	-45.167477	10.105694
TCGA-17-Z014-01	-5.064197717977611	1.0065287409777535	6.5697536	-3.2645237	-38.61972	12.950922
TCGA-17-Z015-01	-6.184259669673284	0.7651681768378289	6.9188557	-1.8362089	-41.21758	11.986244
TCGA-17-Z016-01	-5.064290442394549	1.0065344847483448	6.7122784	-3.1622438	-39.29918	13.301587
TCGA-17-Z017-01	-5.064523958581471	1.0066210357344931	7.095238	-2.9515307	-38.067036	12.184302
