	PCA_1	PCA_2	UMAP_1	UMAP_2	tSNE_1	tSNE_2
TCGA-05-4244-01	-0.7257407991996868	0.6734197505507067	14.419417	3.1350353	3.8323812	11.352385
TCGA-05-4249-01	-0.5036378893031624	0.0006795739703147044	13.8162565	3.3822052	4.194442	8.241784
TCGA-05-4250-01	2.081002406296203	2.084466132493722	15.218548	0.3657119	15.70185	16.532146
TCGA-05-4382-01	-0.7095859468942245	-0.1834655514247276	14.397805	3.4836035	2.6339946	12.212442
TCGA-05-4384-01	1.0174653816029293	2.7871523055293634	15.757055	0.87644476	12.695067	19.016724
TCGA-05-4389-01	2.3028800962302642	2.3389749751745073	13.646995	0.3571763	18.360706	8.1111145
TCGA-05-4390-01	0.28972699402945973	0.4129174541170396	13.9329605	3.1487913	4.6733284	9.422697
TCGA-05-4395-01	2.05444699253066	1.5009350595447433	14.959925	0.34945086	15.947921	15.601682
TCGA-05-4396-01	2.7608279401011506	2.4069809400705453	11.387998	1.5252962	15.781534	-0.99277216
TCGA-05-4397-01	0.44218752733878997	2.1167350741951005	15.327231	0.8889495	13.330551	15.649987
TCGA-05-4398-01	2.4359470047635776	1.64532153631187	12.355102	2.0634964	11.759398	0.7637437
TCGA-05-4402-01	4.195919727442322	1.7492364678085766	10.833605	1.302232	18.101425	-4.2860246
TCGA-05-4403-01	1.1366721843053216	2.8270804720530442	15.802119	0.82695687	12.831772	18.967068
TCGA-05-4405-01	-0.9472910475120965	0.5801156523732807	14.520405	3.443354	2.428626	11.209072
TCGA-05-4410-01	3.874998078726664	2.051093284920927	10.823267	1.3834014	17.553682	-4.0646734
TCGA-05-4415-01	1.4483434074441437	1.4982474866800537	13.241601	1.4122466	14.970333	5.6308374
TCGA-05-4417-01	-0.496707405181649	0.711198931001421	14.3119	3.1402345	4.1855164	11.108814
TCGA-05-4418-01	1.5997006051559768	3.3388065376564606	13.992378	-0.08590955	20.200998	11.40613
TCGA-05-4420-01	2.3345824772015566	2.565834030043037	13.438449	-0.06627978	19.787367	8.4430485
TCGA-05-4422-01	2.3293828356852284	3.438503628469807	11.583476	0.609908	21.13043	1.0718422
TCGA-05-4424-01	1.9829056780118794	2.1253683529091614	13.694293	-0.010334786	19.565487	10.418345
TCGA-05-4425-01	-0.057196016190878274	1.7417224976566572	15.517717	1.8451574	8.274676	16.010986
TCGA-05-4426-01	0.42809364373712017	2.37054712420591	15.85823	1.1643244	11.625306	18.649286
TCGA-05-4427-01	1.0449162435982555	-0.20680519951795706	13.119595	3.227706	4.476067	3.339006
TCGA-05-4430-01	-0.7335695007244437	0.8273568113655345	14.572887	3.2488692	2.3919156	10.517887
TCGA-05-4432-01	0.1224614429025492	0.8822643048460667	14.383663	1.0424566	14.10338	11.428667
TCGA-05-4433-01	-0.5837537606055474	2.171574717989167	15.429468	1.7879401	9.40576	16.362583
TCGA-05-4434-01	1.52395300392818	2.90408588412726	15.712337	0.8046195	13.011778	18.58503
TCGA-05-5423-01	2.3600256238036197	2.7490546551576998	12.495684	0.5306553	19.492275	3.2676713
TCGA-05-5425-01	1.5442359211414527	2.3495917322096957	15.128864	0.14524394	17.94039	18.006647
TCGA-05-5428-01	1.7922551577951704	2.120371608013883	13.435619	-0.10639908	21.250616	9.079932
TCGA-05-5429-01	0.06655236095590596	1.1417584210349045	14.211165	1.6530224	12.047314	13.074665
TCGA-05-5715-01	-0.0021159514714043826	1.5176916124000548	15.411752	1.9879555	8.134656	16.611645
TCGA-17-Z000-01	4.687666856120708	-4.471239787045495	-0.52896255	5.190106	9.267578	-38.66924
TCGA-17-Z001-01	4.545058494126702	-4.5725837121453	-7.7709374	2.0593288	14.170449	-36.439323
TCGA-17-Z002-01	4.694125383600095	-4.453320670131105	-0.4364531	5.08691	10.84487	-39.925682
TCGA-17-Z003-01	4.509436270434542	-4.618301651489515	-7.378574	1.9949496	14.807449	-34.56587
TCGA-17-Z004-01	4.704075789007845	-4.453893448687794	-0.655664	5.3174953	9.132574	-40.269363
TCGA-17-Z005-01	4.669058164235934	-4.473045859171196	-0.38067147	5.0392795	10.674081	-38.76029
TCGA-17-Z007-01	4.700692389904335	-4.457037289714738	-0.64782405	5.3085885	9.642725	-39.985764
TCGA-17-Z009-01	4.685063507155244	-4.468010168128689	-0.43277627	5.0048127	9.943544	-38.89052
TCGA-17-Z010-01	4.536075352805944	-4.58141597203097	-7.5840216	1.8907982	14.7253685	-36.41856
TCGA-17-Z011-01	4.693384260587711	-4.455582752190285	-0.39497334	5.0617957	10.236808	-40.03265
TCGA-17-Z013-01	4.700333732157359	-4.457444028557896	-0.6131256	5.295876	9.516159	-39.683006
TCGA-17-Z014-01	4.529854272641891	-4.584403552675714	-7.375557	1.9399823	14.980685	-35.730255
TCGA-17-Z015-01	4.592811257259337	-4.534872552619509	-8.483179	2.3350868	12.676791	-36.868122
TCGA-17-Z016-01	4.54561839576792	-4.567017585334933	-7.7960773	2.0329406	14.530997	-36.96684
TCGA-17-Z017-01	4.518910562348416	-4.611987935208188	-7.4044824	1.9892523	14.172473	-34.457928
TCGA-17-Z018-01	4.529133902410344	-4.583800337615589	-7.373406	1.9081929	15.404227	-36.184715
TCGA-17-Z019-01	4.670075239920898	-4.472961610169918	-0.3043403	4.9620733	10.288462	-38.471355
TCGA-17-Z020-01	4.700166914621598	-4.459333184924586	-0.6013963	5.233464	8.906336	-39.012444
TCGA-17-Z021-01	4.566033107484535	-4.551881015423531	-8.0060835	2.1449337	13.683098	-36.645287
TCGA-17-Z022-01	4.216649457651681	-4.898448620372995	-7.3034754	1.991239	15.795994	-33.287125
TCGA-17-Z023-01	4.531858859954385	-4.585846744924446	-7.444936	1.8668301	14.041096	-35.10438
TCGA-17-Z025-01	4.542971187160696	-4.578371842800254	-7.717499	1.9679507	13.6118965	-35.8077
TCGA-17-Z026-01	5.614979829686373	-3.858092727013317	-0.664239	5.331589	7.5615683	-39.31645
TCGA-17-Z027-01	4.69151129697501	-4.460698856290838	-0.48416066	4.9745674	10.620755	-40.441517
TCGA-17-Z028-01	4.591973791376632	-4.536908789119065	-8.447456	2.3058772	12.681638	-36.71893
TCGA-17-Z030-01	4.593056692156509	-4.5347699761538856	-8.478562	2.3308156	12.959762	-37.367264
TCGA-17-Z031-01	4.473096573610334	-4.706794875477121	-7.2426357	2.0506353	16.163515	-34.44217
TCGA-17-Z032-01	4.698758167555639	-4.45895644537142	-0.6489176	5.3140545	9.44536	-39.307446
TCGA-17-Z033-01	4.517893180198018	-4.59440140810915	-7.34623	1.9003121	15.238599	-35.122494
TCGA-17-Z036-01	4.686298633586354	-4.4685247530802	-0.43028423	5.1068983	10.17125	-39.290813
