	PCA_1	PCA_2	UMAP_1	UMAP_2	tSNE_1	tSNE_2
TCGA-05-4244-01	1.6185840950417991	-1.7485503419685822	14.705945	3.8103073	-1.3478872	-18.167574
TCGA-05-4249-01	1.3769768387935855	-1.8059613175932705	14.710735	5.664764	5.3427343	-20.157335
TCGA-05-4250-01	1.2523579220467074	-1.4694773749998946	14.208835	2.414355	-8.366005	-14.845837
TCGA-05-4382-01	1.101385560802756	-3.0156732063616674	12.923437	5.786395	2.6838613	-28.289057
TCGA-05-4384-01	1.6233850123695075	1.1271939110467548	14.315142	-1.8803062	-14.672139	-4.2354937
TCGA-05-4389-01	1.1509315721480842	-2.334717565005249	14.159633	5.554707	4.3578167	-22.448477
TCGA-05-4390-01	1.415005869949423	-2.281969759494516	13.9709215	5.8229938	5.093256	-23.743347
TCGA-05-4395-01	0.77585271205762	-2.718068508831189	12.872762	4.7301993	-1.4910921	-26.947035
TCGA-05-4396-01	1.929226580361145	-0.9818385075452819	15.107972	1.1723375	-6.5458	-12.279353
TCGA-05-4397-01	1.9401029729919712	-0.6583288006127258	15.135086	1.2219452	-6.4242835	-11.71497
TCGA-05-4398-01	0.9975159178351262	-2.919469783810194	13.11984	6.606893	6.0929284	-28.017593
TCGA-05-4402-01	0.9535201735112255	-2.521053984337994	13.820559	5.785741	4.568186	-25.39328
TCGA-05-4403-01	1.6632467634517365	1.109621748970372	14.213707	-1.8812425	-14.292752	-3.978567
TCGA-05-4405-01	1.1015273418261082	-1.5008270816968312	14.548493	4.306122	-4.9520583	-22.522642
TCGA-05-4410-01	1.5542901038670678	-1.799863416943734	14.814311	4.040293	-0.55417097	-18.265614
TCGA-05-4415-01	1.5307411223930278	-2.131176649542682	13.706352	4.3914213	-0.74275994	-23.249449
TCGA-05-4417-01	1.6122128129958895	-1.5838861586282222	15.331086	5.0638447	3.6379166	-17.386312
TCGA-05-4418-01	1.8660080360920672	0.3721388695031731	14.563538	-0.9792111	-11.950006	-5.5118256
TCGA-05-4420-01	1.1957249510936996	-2.307928048013887	14.20472	5.757884	4.943562	-22.620417
TCGA-05-4422-01	1.569483748222169	0.2511592526360233	14.80223	-0.2601177	-9.984541	-6.339145
TCGA-05-4424-01	1.2528001304617873	-2.1607085176714858	13.478552	4.107548	-2.334078	-23.109911
TCGA-05-4425-01	1.9754804218548827	-0.20683783672511125	14.947969	-0.085420914	-9.664005	-8.406572
TCGA-05-4426-01	1.9799955851732116	0.9478949925340285	14.178077	-1.4320424	-12.384517	-3.8954701
TCGA-05-4427-01	1.4822118078365711	-1.8386303057187205	14.444225	6.208111	7.3594604	-23.028502
TCGA-05-4430-01	1.6839453796453292	-1.41673186076639	15.057419	4.012176	-0.2014494	-16.730907
TCGA-05-4432-01	1.1465609169151345	-2.0684995529793704	14.34357	4.9040265	2.7427204	-20.938728
