Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4415-01,4.588012,4.1443906,3.596527,5.7167883,3.9239023,4.7841125,2.7886326,4.568399,5.05332,6.6589828,5.569774,0.1391571,5.620277,5.261624,3.7148883,4.1075106
TCGA-67-6216-01,3.8711019,5.372625,5.0299706,4.989021,5.613483,4.7329593,3.1180055,5.1884084,3.6176589,5.392803,4.9364705,0.47782806,5.778343,4.0105686,2.9706788,3.4439719
TCGA-78-7162-01,4.19122,5.1779017,4.756318,4.9316435,5.5481443,4.8310385,2.9529734,5.1054606,3.8471766,5.427567,5.1831555,0.59170467,6.078583,4.5304294,3.0679,3.7547474
TCGA-49-4512-01,3.7490773,5.226669,5.1746945,4.8495293,5.7970386,4.8170614,3.2118769,5.336922,3.6368785,5.323179,4.979771,0.67735976,5.865956,3.9405677,2.935692,3.4004312
TCGA-86-8673-01,4.4887853,3.9844015,3.5566137,6.487198,4.3132744,5.1722245,3.2022982,4.5277452,5.740983,5.825396,4.3108225,1.2112876,4.3492255,5.3207192,4.032104,3.844463
TCGA-55-6712-01,4.221827,4.837135,4.274139,5.0392075,4.3136196,4.277277,2.3144817,4.599107,4.4929724,6.308341,5.4518914,0.24890073,6.293332,5.078275,3.1597874,4.2656817
TCGA-69-7978-01,4.6055117,4.0743685,3.8704722,6.7038164,4.6382074,5.3205857,3.7564328,4.9462337,5.572275,5.5140753,4.300054,1.4298898,4.0181127,4.856234,4.0759993,3.8559716
TCGA-NJ-A55A-01,3.8987453,5.1076255,4.985472,4.870176,4.9639835,4.339497,2.5062292,4.9410725,3.977795,5.546441,5.3918004,0.3800354,6.522319,4.707736,2.9591398,4.0784264
TCGA-78-7147-01,4.669957,4.086804,3.5583696,6.422207,4.0369363,5.0266232,3.3378088,4.5661554,5.6086707,6.1252337,4.630195,1.1645654,4.38613,5.589211,3.8788261,4.171055
TCGA-50-6591-01,3.9487154,5.2460337,4.9855494,4.770648,5.573571,4.7843323,3.042281,5.2046914,3.8753717,5.496663,5.071724,0.719666,6.123099,4.2334404,2.9544759,3.6762946
TCGA-67-3772-01,4.0239267,5.303854,4.9525857,4.808861,5.5921993,4.751214,3.0242631,5.34119,3.9190416,5.4445996,5.04395,0.49327937,6.1011124,4.0481043,2.827269,3.4654925
TCGA-55-6970-01,4.4651628,4.315693,3.6387033,5.4719524,3.9676313,4.629392,2.6741858,4.500016,4.970798,6.7059956,5.4949155,0.17064194,5.7497425,5.2669406,3.5205748,4.112059
TCGA-MP-A4SW-01,4.05611,5.1116796,5.1347814,4.997871,5.4327397,4.609816,3.2103035,5.225212,4.1142445,5.54976,5.0780883,0.50363535,6.0346184,4.116463,2.9706292,3.3952973
TCGA-55-A491-01,4.141333,3.8457074,3.5204751,6.229616,4.0705466,5.187611,3.0562177,4.6054087,5.44748,5.7797475,5.137073,0.8033575,4.576469,5.298003,4.100183,3.8555975
TCGA-55-8205-01,4.7113056,4.0870843,3.7647376,6.4680605,4.491222,5.3063354,3.6234188,4.8455935,5.381243,5.7471786,4.593403,1.2010359,4.346094,5.0093713,3.9626534,3.9150891
TCGA-17-Z023-01,4.054445,3.8397098,3.5930417,6.330711,4.1974072,5.2158628,3.1959016,4.629558,5.499315,5.5483556,4.9276237,0.9885227,4.5067058,5.2536445,4.2060614,3.8020864
TCGA-44-2666-01,3.9360244,5.2072005,5.16022,5.067288,5.708848,4.7276516,3.2398367,5.2670856,3.6959577,5.3993177,4.8696756,0.48863345,5.8320894,3.9870532,3.0310216,3.3013494
TCGA-75-6205-01,3.8370218,5.470633,4.965413,4.966158,5.481254,4.4547563,2.872687,5.314482,3.7128243,5.4061384,4.959602,0.45362037,5.94227,4.0922914,2.6760104,3.615245
TCGA-73-7498-01,4.0397,5.085353,4.9606113,4.8209276,4.9157333,4.4769263,2.6452146,4.8951144,4.139329,5.66728,5.465215,0.31816778,6.579938,4.59073,2.8650355,4.05788
TCGA-62-A46U-01,3.7819214,5.3023763,5.153356,4.915535,5.73304,4.658272,3.2085981,5.3146553,3.6086283,5.417882,4.9491034,0.5185244,5.919786,3.9886436,3.0054073,3.2977479
TCGA-67-4679-01,4.0021915,4.3301477,4.027202,5.4638357,4.444637,4.9478784,2.7592442,4.6884284,4.7400503,5.839592,5.414332,0.45839515,5.455479,4.978842,3.711733,3.8026679
TCGA-17-Z025-01,4.376188,3.8728647,3.493824,5.910836,3.974946,5.1335526,3.0187721,4.6972327,5.1628904,6.3634243,5.6286235,0.36343285,5.098024,5.300145,4.046007,3.9491942
TCGA-83-5908-01,4.4162183,3.8927536,3.3617046,5.9041214,3.9237955,4.935785,2.9204006,4.631505,5.238875,6.617331,5.5829144,0.28216073,5.258186,5.3427963,4.0151954,4.105246
TCGA-86-6851-01,5.077601,4.2592983,3.9370005,6.676038,4.612013,5.3108897,3.965635,4.986956,5.482207,5.8411665,4.285682,1.5618715,4.0635376,4.971456,3.8912234,4.0884995
TCGA-86-8671-01,4.0365496,4.9818625,4.9730716,5.1407995,5.6686373,4.963334,3.1946323,5.178354,3.7136,5.315929,4.99371,0.6260777,5.661983,4.2653747,3.29796,3.4927378
TCGA-91-6828-01,4.2967553,3.841879,3.3775935,6.267761,4.155611,5.097685,3.0838914,4.5550876,5.4729247,5.8396945,4.8909087,0.69420964,4.6228323,5.2143435,3.9543617,3.9458113
TCGA-91-6848-01,4.6523824,4.0958486,3.9188616,6.7849493,4.6758785,5.3210864,3.8456347,5.0297694,5.5990214,5.492611,4.2688217,1.5684748,3.8649037,4.8989124,4.06958,3.954921
TCGA-50-5941-01,4.054738,3.8614762,3.7458966,6.314315,4.324454,5.0320945,3.437326,4.7209783,5.552347,5.642143,4.8446903,1.0044506,4.786579,4.994826,4.343112,3.8398147
TCGA-49-AARR-01,4.012567,4.979054,4.8013287,5.1391983,5.504389,4.8206153,3.2805467,5.117399,3.8037238,5.4957585,4.9778285,0.3788081,5.6960783,4.313943,3.1311588,3.3510144
TCGA-49-4505-01,4.5157104,4.3252025,3.898004,5.6753607,4.0365024,4.700043,2.7824917,4.7324286,4.9652824,6.432783,5.473642,0.2861837,5.6769238,5.2127852,3.590303,4.194695
TCGA-64-5778-01,4.119302,3.828588,3.5371046,6.6744266,4.391401,5.1996994,3.4851272,4.636308,5.6408105,5.2113323,4.4211454,1.2957932,4.041792,5.247355,4.146665,3.800902
TCGA-95-7567-01,5.059925,4.183435,4.0230346,6.7446747,4.6986384,5.384606,4.1086135,5.146715,5.5422573,5.79758,4.3001995,1.625147,3.9977076,4.8663483,4.0753436,4.131012
TCGA-44-2655-01,4.352249,4.4167724,3.7881873,5.443178,4.003606,4.564644,2.6149597,4.551553,4.9134355,6.645072,5.5353336,0.18229209,5.8321514,5.1973906,3.4953597,4.1482925
TCGA-05-4434-01,3.8073847,5.379542,5.0334115,5.0669,5.6675644,4.7367883,3.1260843,5.2092485,3.5528955,5.3781786,4.843244,0.45104817,5.785281,4.0531197,3.037962,3.3838496
TCGA-55-6982-01,4.557317,4.1701984,3.7328982,5.9484262,3.9857752,5.007092,3.1897092,4.667643,5.0853996,6.2657514,5.381455,0.6736123,5.0861278,5.334599,3.7341058,4.05179
