Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
TCGA-75-6214-01,4.614627,2.5678985,4.1902013,5.720165,5.690909,3.9843051,5.050804,4.8549366,5.194225,5.094491,4.129444,5.42133,5.808784,4.98026,5.069565,3.7601087,3.3987157,4.5700707,6.46798,5.332292,6.159532,4.769474,5.373421,2.2857182,6.7580004,4.8285213,4.611116,5.025104,5.4683523,4.0207505,5.468194,3.1492724,4.371696,4.061853,4.9971237,5.3613367,5.2682433,5.780156,5.936408,5.5735593,5.3131576,6.2564063,5.2403564,3.9141452,5.5926123,4.4428883,4.7281117,5.7863955,4.9585357,5.8688354,5.3262773,5.093081,4.4872565,5.1113987,5.0234632,2.2301784,5.557208,5.530515,6.1185203,5.777993,5.599341,3.2220495,4.21061,5.0836983,4.0536165,5.5557394,4.810275,5.170086,5.42599,6.299058,4.4390144,5.099635,6.34425,6.1704016,3.141913,5.5514717,4.088726,4.0937753,6.06574,4.627318,5.1228776,4.8069153,6.110941,5.4034333,3.7631888,6.2126927,5.2101455,3.555186,5.061755,4.3795075,5.4786267,5.548855,6.175428,5.0983486,2.4065049,5.1139846,4.638694,4.953122,5.344548,4.9382443,6.1737943,5.431053,4.45743,4.8631387,5.4974585,4.9291196,5.5231776,5.150623,5.3610945,5.473669,4.5819273,4.775887,5.0257063,6.3636613,6.0838447,5.014891,4.9694343,5.5360723,4.709136,6.130434,4.7290497,5.4352336,5.002477,4.8847384,4.5521774,5.3584504,4.279011,5.2877064
TCGA-75-5122-01,4.0149493,2.071773,4.3344793,5.7044845,5.491032,3.8316352,4.904621,4.7805676,5.3685656,5.2712436,4.6658173,5.448815,5.729471,5.2294216,5.1787376,3.4514039,3.5602279,4.661817,6.2860613,5.4541984,6.0454235,4.4659595,6.319175,2.4410036,6.7945495,4.633587,4.9993067,4.7195573,5.5732265,4.6195393,4.599352,3.3177917,5.0004935,3.9446557,5.3233137,5.465056,5.522882,5.7369146,6.5131145,6.6567388,4.566938,6.7546225,5.599505,3.8530378,5.9324603,5.492856,5.741649,5.7906265,5.222452,6.1167784,5.391971,5.0982285,4.537009,5.717314,4.793142,2.3384318,5.679189,5.7355614,6.8512874,4.9971776,5.499125,3.2020273,4.183175,4.986758,3.7290583,5.816103,4.371346,5.291907,5.5172653,6.5277596,4.8939357,4.8140106,6.5721865,5.8968663,3.0853946,5.6696277,3.9962687,3.4955606,5.75672,4.6683607,4.6708817,5.1313434,6.261294,5.5285215,3.4052758,6.13915,5.213208,3.3388908,5.5237703,4.5349984,5.213824,5.580145,6.298487,5.794947,2.587401,5.2688556,4.3652744,4.672955,5.160403,5.2282405,6.0287056,5.5472302,4.309214,4.7373705,5.4126396,4.6659613,5.570927,5.2847548,5.620517,5.259172,4.5703363,4.5941167,5.2042537,6.2682924,6.082612,5.1002803,5.073641,5.594479,4.9366117,6.2105565,4.731793,5.174553,4.8952246,5.026827,4.628082,5.6314945,4.32894,5.5387225
TCGA-55-8090-01,3.8937795,2.0829158,4.2874436,5.8115916,5.530503,3.787315,4.9547386,4.764183,5.332572,5.2538424,4.757472,5.487704,5.8722434,5.327776,5.1018333,3.4907258,3.6684015,4.6290903,6.2890034,5.420225,5.976453,4.4652777,6.234655,2.4959567,6.728464,4.5724783,5.0058427,4.7235537,5.621241,4.6026196,4.6347685,3.345998,5.083504,3.8496747,5.405651,5.4447994,5.4877467,5.759774,6.53935,6.7489448,4.5580707,6.755191,5.6326456,3.9522247,5.836637,5.638401,5.9187684,5.625432,5.2517047,6.240103,5.3748198,5.1688776,4.618526,5.806073,4.7443047,2.3725975,5.6235847,5.899729,6.991152,5.016328,5.3967524,3.3239424,4.0749726,4.7865534,3.6741717,5.74904,4.1617537,5.264715,5.5423913,6.5403523,4.947453,4.711211,6.5950885,5.9087453,3.0310595,5.630244,4.050208,3.4695604,5.709941,4.744334,4.635386,5.1697683,6.1690035,5.534484,3.3226242,6.0976677,5.32796,3.2772634,5.559411,4.4900303,5.1574345,5.5590634,6.2861843,5.745212,2.6043348,5.259185,4.4585886,4.6659207,5.118644,5.3241825,6.0419416,5.5382686,4.3095307,4.7002664,5.363877,4.6044984,5.5749125,5.3185496,5.678964,5.255238,4.6505647,4.580207,5.2817235,6.2864256,6.211872,5.067356,5.088968,5.6409354,5.0074644,6.2218504,4.716581,5.2787313,4.8491874,4.9097652,4.652024,5.630517,4.3243775,5.583661
TCGA-44-5643-01,3.9596744,1.8523577,4.3024406,5.8650136,5.487647,3.801103,4.8254976,4.772981,5.3187776,5.2736034,4.7309794,5.450775,5.597794,5.193517,5.1894298,3.3655946,3.587243,4.676609,6.4329286,5.49585,6.0503163,4.454828,6.394638,2.4011981,6.8411455,4.57886,5.071767,4.6686025,5.6679378,4.6491413,4.538079,3.3223557,4.992421,3.9326699,5.350565,5.4573274,5.619882,5.743944,6.6149716,6.8198066,4.4639063,6.7923417,5.569738,3.749574,5.9769025,5.5680113,5.925634,5.714207,5.340382,6.2366033,5.4544883,5.0664363,4.4647794,5.753878,4.7565703,2.2673326,5.7286763,5.794495,6.9914484,4.9329276,5.495995,3.1291966,4.170967,4.9599495,3.720676,5.863461,4.1961927,5.355619,5.5642366,6.5480475,4.958888,4.857839,6.667413,5.836592,3.0569215,5.648233,4.0154963,3.4399889,5.7478786,4.717518,4.605711,5.1533217,6.288293,5.4817367,3.3257048,6.096548,5.2366977,3.2348151,5.623916,4.5420284,5.2290955,5.55212,6.3581324,5.827344,2.5890572,5.335803,4.264518,4.6215243,5.169706,5.2739515,6.0093756,5.5984297,4.2979217,4.643866,5.4189034,4.6660056,5.6363106,5.3312855,5.6349134,5.2485166,4.512369,4.5432715,5.2547526,6.250998,6.078167,5.150633,5.149738,5.6161323,4.97389,6.250364,4.7355313,5.090171,4.843649,5.1005697,4.6661043,5.6699286,4.359985,5.56068
TCGA-17-Z018-01,4.9623833,1.9894298,4.4068346,5.592827,5.533166,4.070489,4.6301126,4.895935,5.213019,5.0808644,4.382103,5.5002084,5.8744674,5.292031,5.267417,3.5008876,3.4575894,4.80708,6.783405,5.619021,6.2770653,4.762882,5.861884,2.1652856,7.0944195,4.8306446,4.8341007,4.9307055,5.274547,4.414347,5.07408,3.2681394,4.5915704,4.197546,4.8703637,5.5435166,5.4646134,5.7710934,6.3575172,5.9939203,5.056235,6.451153,5.2141366,3.5283914,5.7948914,5.3763475,5.004489,6.079571,5.1347404,5.936427,5.450707,4.944018,4.311549,5.359594,4.748263,2.0527265,5.746874,5.430277,6.3054852,4.9717207,5.770052,2.7553186,4.4750705,5.2589335,3.7442255,5.8376203,4.5146847,5.219405,5.4901314,6.2550054,4.556651,5.223989,6.504975,6.194344,3.2228436,5.6199036,4.0901628,3.8031764,6.030639,4.666196,4.9891644,4.9420314,6.422904,5.326179,3.6487226,6.30925,5.0106735,3.416151,5.2139373,4.3825674,5.475498,5.663667,6.21709,5.458809,2.447908,5.307745,4.2083154,4.9086704,5.257503,4.835071,6.157008,5.4534955,4.3931,4.814112,5.508225,4.8633795,5.672328,5.1450224,5.271328,5.385036,4.250267,4.7426744,4.952244,6.28533,5.8448396,5.2828035,5.0890265,5.428636,4.6949754,6.186383,4.7647038,4.9596024,5.0606213,5.2174063,4.531469,5.5643253,4.3904977,5.309004
TCGA-55-8506-01,4.506817,2.4852967,3.9638937,5.847603,5.6904864,3.8516366,5.076443,4.8904676,5.1596513,5.2189918,4.1220007,5.4375224,5.6987863,4.8137794,4.986426,3.7891653,3.375038,4.425476,6.280965,5.253921,6.110504,4.6432614,5.84372,2.3235593,6.546456,4.678621,4.588442,4.9731216,5.711381,3.9923,5.3336267,3.0666785,4.375007,4.081144,4.969323,5.247264,5.3419194,5.7615376,5.960685,5.7845016,4.9781275,6.5848036,5.418212,3.9172926,5.7283044,4.611792,5.080158,5.495136,5.088105,5.890005,5.2599277,5.135802,4.710413,5.110438,5.2229733,2.2209704,5.5444274,5.7389426,6.178715,5.693808,5.4813895,3.3194072,4.0689735,5.243135,4.109074,5.599416,4.706975,5.351765,5.428607,6.353655,4.348463,5.1812625,6.5956964,5.9153223,3.0631404,5.645373,3.9441452,4.117976,6.095487,4.6319456,5.1658125,4.739195,6.1735053,5.243336,3.7866545,6.1573496,5.290841,3.5652874,5.0865664,4.4891148,5.6283507,5.383645,6.221492,5.2649484,2.3560073,5.126867,4.58801,4.8613358,5.2636933,5.034009,6.177541,5.5113277,4.539969,4.821031,5.537863,4.933666,5.540845,5.185995,5.4258256,5.406375,4.716532,4.6889706,5.04603,6.384587,6.171019,5.015672,5.005344,5.578431,4.694166,5.9959435,4.712585,5.490208,4.9844537,4.876955,4.6504927,5.3097906,4.253918,5.2941103
TCGA-73-4670-01,4.834532,2.29468,4.3221474,5.5798726,5.522921,4.1196036,4.7939825,4.834225,5.1128235,5.0622096,4.3158402,5.4707546,6.0198135,5.221526,5.1674724,3.5583894,3.4748135,4.745405,6.721737,5.4889197,6.2414637,4.772979,5.4057193,2.245246,7.0475955,4.8230953,4.804483,4.977093,5.2694764,4.3114696,5.2522564,3.2556067,4.564184,4.1605854,5.000017,5.5212197,5.4028187,5.8260636,6.141077,5.7768035,5.362021,6.34712,5.2326994,3.6665719,5.712853,5.0248203,4.7921586,6.0526266,5.0896263,5.882289,5.4213457,4.9994774,4.2693124,5.313868,4.9023347,2.1334152,5.7405214,5.463674,6.21724,5.323326,5.736718,2.8475266,4.3560357,5.2100353,3.8046005,5.763605,4.7122846,5.1726213,5.4752984,6.221192,4.464085,5.166072,6.367467,6.22706,3.1356945,5.6475916,4.0968313,3.9210188,5.946338,4.6745515,4.9315825,4.973048,6.3722258,5.3164616,3.660248,6.2691526,5.178858,3.5061111,5.176817,4.4046164,5.441742,5.6389318,6.1500883,5.3121505,2.4642534,5.3137984,4.311545,4.945718,5.2888184,4.82962,6.136614,5.5221252,4.3781157,4.8256917,5.5021257,4.8246803,5.590425,5.0976257,5.279595,5.41183,4.4208717,4.76324,4.9950533,6.3443856,5.9011993,5.2312655,5.0148497,5.4258127,4.732936,6.182196,4.7853665,5.1258955,5.082844,5.129965,4.504614,5.5000906,4.3314223,5.3048944
TCGA-49-6742-01,4.993026,2.0416965,4.344445,5.6129932,5.5422325,4.0686607,4.660508,4.8946824,5.2020345,5.074803,4.355527,5.4931636,5.874257,5.26914,5.2590322,3.5043826,3.4617357,4.7851796,6.7511954,5.5959144,6.2869463,4.7625012,5.8401523,2.1514053,7.0666795,4.8079147,4.7974243,4.9357657,5.2902045,4.378516,5.118071,3.239638,4.5512767,4.1977005,4.881699,5.5351963,5.4692726,5.789729,6.32311,5.9245977,5.064833,6.4638515,5.204533,3.5568063,5.7892184,5.290529,4.9343476,6.0594215,5.137518,5.9304543,5.4635806,4.9523396,4.3012104,5.3305917,4.7760653,2.0348918,5.7542305,5.45742,6.300255,5.038959,5.7777658,2.7454019,4.445625,5.2632937,3.7238336,5.833157,4.5177517,5.2388434,5.484722,6.2404027,4.576652,5.243476,6.5258994,6.1743503,3.2067075,5.6277733,4.0904465,3.8415246,6.029677,4.6635914,4.98633,4.927276,6.4265065,5.305878,3.659183,6.290591,5.036166,3.425177,5.2076025,4.389345,5.505311,5.6391644,6.2076488,5.3676186,2.4378,5.309297,4.2109437,4.905909,5.275467,4.834231,6.148612,5.4961963,4.4021616,4.7960773,5.513037,4.892256,5.6703334,5.143243,5.2656565,5.398541,4.2719674,4.739597,4.950879,6.296974,5.848404,5.278876,5.0888157,5.4322896,4.688334,6.181503,4.769353,4.98276,5.0637703,5.219103,4.538931,5.550639,4.3807745,5.2971463
TCGA-55-6978-01,3.5490925,2.2425365,4.2409863,5.7515445,5.484509,3.7892227,5.015398,4.7394905,5.29705,5.3171797,4.815609,5.5074673,6.1179156,5.34826,5.0695996,3.6627312,3.6106853,4.6371727,6.046513,5.282706,5.94405,4.3948455,6.2993445,2.6225817,6.4935803,4.565613,4.9506764,4.775284,5.6280584,4.3653417,4.66367,3.3949604,5.155726,3.9627724,5.4459047,5.3477664,5.4188886,5.7461686,6.4040995,6.644744,4.653677,7.0113277,5.8215795,4.1187706,5.829441,5.5670652,6.0493813,5.5901346,5.2275476,6.126524,5.1744094,5.199352,4.832268,5.8613806,4.9421263,2.390311,5.584684,5.872402,6.8763776,5.119384,5.3671355,3.430043,3.9955873,4.9279566,3.6490927,5.7546525,4.385003,5.2880607,5.503547,6.552554,4.8859186,4.711684,6.4982414,5.8571157,3.0849447,5.69865,3.9089897,3.5441186,5.7064443,4.6543446,4.6093383,5.1523113,6.1785197,5.443273,3.4347706,6.174208,5.364498,3.4246786,5.430311,4.582423,5.2275715,5.5092764,6.215157,6.0010343,2.567556,5.2103405,4.5460887,4.6467576,5.0851607,5.2698994,6.0645432,5.5196843,4.336755,4.7857814,5.3840137,4.6058826,5.435581,5.2141337,5.6870046,5.164332,4.783405,4.5823064,5.1624985,6.315038,6.1790876,5.042903,4.9575534,5.6172442,4.998661,6.0843706,4.6864963,5.368996,4.910064,4.860394,4.6552663,5.5384116,4.2882094,5.59363
TCGA-97-7938-01,4.5289273,2.1789365,4.3543134,5.5730486,5.4864326,4.0376067,4.7854257,4.8268366,5.20463,5.144895,4.493157,5.508544,6.0513,5.338493,5.1920323,3.596442,3.4958687,4.760596,6.580318,5.4739537,6.1628747,4.6724577,5.7494173,2.3667817,6.92686,4.774076,4.8546414,4.9172034,5.2991624,4.3525476,5.05201,3.3231483,4.750564,4.1387005,5.086792,5.492565,5.3887625,5.7775717,6.2499986,6.031311,5.1371365,6.548143,5.4284854,3.758555,5.7605143,5.2894,5.151762,5.996126,5.1096315,5.927156,5.333677,5.0418673,4.4081903,5.5121493,4.866405,2.18648,5.7073064,5.5181794,6.420861,5.197704,5.644545,2.9614005,4.314513,5.174303,3.7171154,5.7945447,4.672796,5.219179,5.463506,6.3234158,4.612895,5.037502,6.4026394,6.1703486,3.1607413,5.6730323,4.021556,3.767226,5.8881903,4.6362057,4.8279743,5.0508275,6.3734226,5.341808,3.5967555,6.300925,5.175614,3.4808133,5.2363462,4.4584846,5.375032,5.6442323,6.1588917,5.5618696,2.499363,5.282867,4.3477626,4.871289,5.2006907,4.9263997,6.133486,5.4865,4.370312,4.857794,5.4674544,4.7375154,5.546707,5.0983706,5.374992,5.3012,4.461788,4.725766,4.98844,6.3101153,5.9291754,5.213271,4.990331,5.4504457,4.7930045,6.1407127,4.7467628,5.140571,5.066847,5.0823364,4.529619,5.529411,4.3316455,5.388422
