run,k,silhouette,davies_bouldin,db_custom,calinski_harabasz,dunn,method,dim,entropy
9,7,0.279995544227927,1.1283856451680336,1.2348431773128958,1507.2775350143302,0.017181719785717024,UMAP_KNN_Leiden,16,0.9680207408168707
0,8,0.18747325131640194,1.3142393538345827,1.0080295789323128,903.1290228300772,0.0004449104030684396,POME_KNN_Leiden,32,0.9848499577933958
0,8,0.2673713713539254,1.2026444664385056,1.2112645719206685,1518.5103574304576,0.02232404138564048,UMAP_KNN_Leiden,32,0.9754458462429725
1,10,0.40109076074710454,0.9545749136745126,0.5557816453120744,2403.699871200647,4.9163550751191726e-05,POME_KNN_Leiden,32,0.9914846274294061
1,7,0.27881711406484544,1.1288661612592532,1.1777503050319642,1502.7565222378457,0.018485821558554917,UMAP_KNN_Leiden,32,0.9677969631004835
2,8,0.24883348384923976,1.5849537424924451,1.3692582627848435,747.9800176229471,0.0005176144539248895,POME_KNN_Leiden,32,0.9781785100476551
2,8,0.26766176355773375,1.2316423565809478,1.166358552665047,1554.3956808873875,0.014801417919034252,UMAP_KNN_Leiden,32,0.9824657969362665
3,7,0.21846764173999578,1.4057033305041544,1.1941077539657121,795.1449269831907,0.0007788862774714653,POME_KNN_Leiden,32,0.9970278239324925
3,8,0.260837407991701,1.1912650543360201,1.1899481490316965,1520.1391943331848,0.020048984461379257,UMAP_KNN_Leiden,32,0.9746587500451376
4,8,0.3547898612779172,1.246691999631134,0.8965012060938864,1390.0674398385104,0.00018721479932673596,POME_KNN_Leiden,32,0.9845830764449028
4,8,0.25906492147249865,1.1985916936806593,1.2977768255100277,1571.4269829465102,0.01101591983123827,UMAP_KNN_Leiden,32,0.9748078321822402
5,8,0.31980423623801507,1.3416238868643258,1.0559752503202875,2267.559453504742,0.0001432613287479862,POME_KNN_Leiden,32,0.9722264992023438
5,7,0.2756926452481238,1.147520037016298,1.2470952493989,1441.3769828069333,0.01652475792122161,UMAP_KNN_Leiden,32,0.9695052605457004
6,8,0.35676972265894175,1.257231101354987,0.926090346328057,2421.9505510771287,3.9748272635555434e-05,POME_KNN_Leiden,32,0.991118326443664
6,8,0.2705656317797697,1.2232224654651764,1.2022100831467029,1523.026891870671,0.01041240521790314,UMAP_KNN_Leiden,32,0.9804980408919137
7,8,0.2555384288693376,1.4519217058969893,1.196021514170035,873.4073160005444,0.0008104132331013442,POME_KNN_Leiden,32,0.9751579767733791
7,8,0.27375347025998126,1.2042705048462925,1.1293104986046063,1577.2988339553722,0.019831845624736853,UMAP_KNN_Leiden,32,0.9785254144958021
8,8,0.2580170497618675,1.5452898452751016,1.2964702632333436,677.7254373988806,0.0018046042049321726,POME_KNN_Leiden,32,0.9820918356374327
8,8,0.26570018283715385,1.1910223668994164,1.1905182399927772,1471.1138286982266,0.01279607837849193,UMAP_KNN_Leiden,32,0.9773606711734637
9,7,0.22196766104380505,1.337886682951845,0.998958732971686,879.5719527358588,0.0008000145561762574,POME_KNN_Leiden,32,0.9775894764952451
9,7,0.27755006185403863,1.1363247799119518,1.1215559609038865,1581.7730414381938,0.02911771563483616,UMAP_KNN_Leiden,32,0.9692190375766631
0,6,0.1818419686437314,2.0333357725996826,2.1846027626243387,437.5060313608253,0.0039409398462645654,POME_KNN_Leiden,64,0.9815621846102088
0,7,0.29155300812305684,1.1524771863912233,1.133184176171903,1609.3892377139277,0.018104454973942384,UMAP_KNN_Leiden,64,0.9782674962711769
1,6,0.28008919676083505,1.5437014582243587,1.284562571137455,901.0068105090943,0.0015616731888886707,POME_KNN_Leiden,64,0.9920735594173347
1,7,0.2789853346732938,1.1363441281510827,1.187457879577687,1510.4337431724716,0.01242457293893749,UMAP_KNN_Leiden,64,0.9698578072309147
2,6,0.18600385540308043,2.047778765663882,2.24057256490971,446.2684977654174,0.0039439922458866595,POME_KNN_Leiden,64,0.9721416330491631
2,8,0.26830149201938885,1.1769932538184924,1.1727292048597158,1524.2715469806114,0.01667336164137345,UMAP_KNN_Leiden,64,0.979143527043293
3,9,0.17221065897992208,1.9615923095913455,1.996204712364319,294.7453951879428,0.009902850621911409,POME_KNN_Leiden,64,0.9641191158008443
3,7,0.27410170024263397,1.1336579042942099,1.1766510170917162,1518.0363047393232,0.007906005127853678,UMAP_KNN_Leiden,64,0.9664961483448974
4,8,0.18164541888177266,2.1183315730887324,2.3614915840494017,319.54384793570676,0.006915420672968291,POME_KNN_Leiden,64,0.9718793719639736
4,8,0.26408328098511963,1.186297154176866,1.1821265333364295,1516.2470644797588,0.022243107669540865,UMAP_KNN_Leiden,64,0.9736152361176144
5,7,0.20904055152103063,1.9027910915405355,1.972162969408231,467.1081609957259,0.0029468220700732185,POME_KNN_Leiden,64,0.9874030076902143
5,7,0.2754451076482292,1.1411982865451,1.1895265287314023,1498.1189766122538,0.013925765488921665,UMAP_KNN_Leiden,64,0.9682336371617656
6,7,0.13462999761873898,2.068702221702137,2.273875657039772,374.7115857017073,0.004744427467541336,POME_KNN_Leiden,64,0.9855260222528461
6,8,0.26215614365579,1.1974011569972491,1.1878480653201187,1462.278378704826,0.022699407633666416,UMAP_KNN_Leiden,64,0.9762462339766058
7,8,0.15120706288420763,1.8484635245972592,1.8442260805533044,409.1015095877336,0.0072198848509906184,POME_KNN_Leiden,64,0.9863573437083155
7,8,0.266723913810682,1.1930460926074327,1.1953984936366142,1498.4555013714628,0.013064216681002775,UMAP_KNN_Leiden,64,0.9756471822052981
8,6,0.2067617689487165,1.793031799752546,1.7270623193682495,618.6036081965553,0.002129874992349446,POME_KNN_Leiden,64,0.994960701705089
8,8,0.2682622094453614,1.2273482260816864,1.1854345729942122,1474.1606351297012,0.02310027211268901,UMAP_KNN_Leiden,64,0.9804058151194363
9,7,0.2731044274035262,1.6093444748824346,1.3811707337632184,593.0314931207016,0.0033702595253541617,POME_KNN_Leiden,64,0.9645026204266879
9,8,0.26440835348279046,1.186026071781539,1.1879787624839673,1517.777277330327,0.014979850856643348,UMAP_KNN_Leiden,64,0.9722547374348488
