run,dim,method,silhouette,davies_bouldin,dataset
1,16,PCA,0.43171867449993956,0.6746721092822272,MIMIC
1,16,tSNE,0.3188710468181125,1.0036515510382154,MIMIC
2,16,UMAP,0.23925811961666185,1.4256598537176144,MIMIC
2,16,PCA,0.16324443154853613,1.7635071179178061,MIMIC
2,16,tSNE,0.1923663215677318,1.8572574919709057,MIMIC
3,16,UMAP,0.1631608909917995,3.3493113039299294,MIMIC
3,16,PCA,0.3225658106839289,1.8543283027179946,MIMIC
3,16,tSNE,0.3240800927067196,0.8431135997080776,MIMIC
4,16,UMAP,0.29995495319913057,1.1302083610881217,MIMIC
4,16,PCA,0.14575306810205407,1.6532001486740315,MIMIC
4,16,tSNE,0.29853396660908305,1.1677961858443457,MIMIC
5,16,UMAP,0.38458694935964,0.8035355320174765,MIMIC
5,16,PCA,0.3490986198629752,0.7772380901713534,MIMIC
5,16,tSNE,0.36036008946372805,0.8335333510189011,MIMIC
6,16,UMAP,0.40817649659656763,0.7746706211802483,MIMIC
6,16,PCA,0.45513955280585,0.5951164446032883,MIMIC
6,16,tSNE,0.3411720297318263,0.9457860429958233,MIMIC
7,16,UMAP,0.3179807452246181,0.8835547874362567,MIMIC
7,16,PCA,0.279451143741675,1.008032324842095,MIMIC
7,16,tSNE,0.30357938848676463,0.9043952110436587,MIMIC
8,16,UMAP,0.2045201003255553,1.551390773006648,MIMIC
8,16,PCA,0.0544333250344248,2.248647494025155,MIMIC
8,16,tSNE,0.17479008287815356,1.5557802793170161,MIMIC
9,16,UMAP,0.25900038272317294,1.4458095690498238,MIMIC
9,16,PCA,0.1138094921457011,1.8703547951443673,MIMIC
9,16,tSNE,0.249914781247988,1.5123853245703496,MIMIC
0,32,UMAP,0.12006821684977571,2.141377837597978,MIMIC
0,32,PCA,0.006657353443150792,2.1760673723663357,MIMIC
0,32,tSNE,0.132383799995442,1.8234436756683658,MIMIC
1,32,UMAP,0.22421316934996718,3.5659942023592635,MIMIC
1,32,PCA,0.2698904742581134,0.973877594244026,MIMIC
1,32,tSNE,0.31293237801797524,1.0474993677368762,MIMIC
2,32,UMAP,0.17437892380231973,1.6981884489388537,MIMIC
2,32,PCA,0.016140450934798965,2.7352743528281076,MIMIC
2,32,tSNE,0.1641331341997147,1.803868752900026,MIMIC
3,32,UMAP,0.16752943549122679,1.6728360587719762,MIMIC
3,32,PCA,-0.0475691817095506,6.132845145721398,MIMIC
3,32,tSNE,0.1626391792777405,1.6539553056036271,MIMIC
4,32,UMAP,0.20116939995550875,1.385000880450018,MIMIC
4,32,PCA,0.23335292011793107,1.544622618476038,MIMIC
4,32,tSNE,0.20862897474726913,1.9163755120830337,MIMIC
5,32,UMAP,0.04688975513322124,3.9105487264607826,MIMIC
5,32,PCA,0.10310077120189588,1.6028063995001713,MIMIC
5,32,tSNE,0.2621183801863347,1.0048579677645448,MIMIC
6,32,UMAP,0.2880225603034162,1.083545572947667,MIMIC
6,32,PCA,0.1982749469835404,1.6307421246192866,MIMIC
6,32,tSNE,0.2594944270581954,1.4835179792593924,MIMIC
7,32,UMAP,0.2735905635100512,1.4519691543026703,MIMIC
7,32,PCA,0.030064776299466394,3.0094990164499977,MIMIC
7,32,tSNE,0.26286371061454106,1.2893733720652878,MIMIC
8,32,UMAP,0.13013552531750303,2.733511820890162,MIMIC
8,32,PCA,-0.03031267223453662,3.5221408915834544,MIMIC
8,32,tSNE,0.11539134244924694,8.288399473737552,MIMIC
9,32,UMAP,0.19241805211924035,1.8440901493599018,MIMIC
9,32,PCA,-0.002974627620493596,2.3891225425145928,MIMIC
9,32,tSNE,0.2004073138897051,1.540400447618924,MIMIC
0,64,UMAP,0.18130650738554366,2.255216297980003,MIMIC
0,64,PCA,0.014185051758048291,2.5047432971133357,MIMIC
0,64,tSNE,0.12423984876631482,3.6630872847535465,MIMIC
1,64,UMAP,0.2699055552805035,1.408551571394053,MIMIC
1,64,PCA,-0.016666856192383662,4.74351326535246,MIMIC
1,64,tSNE,0.23599882642121003,1.6552983164362896,MIMIC
2,64,UMAP,0.1771047023003025,1.4372684412984817,MIMIC
2,64,PCA,0.005547850282334013,2.0920451764877463,MIMIC
2,64,tSNE,0.1413022760065554,1.9939539640047326,MIMIC
3,64,UMAP,0.12100669639914247,2.2505438507640623,MIMIC
3,64,PCA,-0.016056267599665542,4.338573084362808,MIMIC
3,64,tSNE,0.11875597443377174,2.1730509985106368,MIMIC
4,64,UMAP,0.18474382718717716,2.8684588698228772,MIMIC
4,64,PCA,-0.005135610950302685,5.169639143538792,MIMIC
4,64,tSNE,0.13270981915793367,4.838141398296941,MIMIC
5,64,UMAP,0.16935188893048742,2.5513155447775726,MIMIC
5,64,PCA,0.008365346785564779,11.758682542526818,MIMIC
5,64,tSNE,0.1009687347699836,4.488670635042776,MIMIC
6,64,UMAP,0.13205121296925934,2.116258777214665,MIMIC
6,64,PCA,-0.059756952421534906,4.567106956052737,MIMIC
6,64,tSNE,0.11831103966639286,4.777461875015169,MIMIC
7,64,UMAP,0.15275308915315639,1.7477411847498923,MIMIC
7,64,PCA,-0.018519637713148154,3.1909476088303146,MIMIC
7,64,tSNE,0.11893564224947582,2.2297977193517524,MIMIC
8,64,UMAP,0.19045873654287912,2.2674714967447804,MIMIC
8,64,PCA,0.017190066605257973,2.2164645411950015,MIMIC
8,64,tSNE,0.2203715435947859,1.2770218016881898,MIMIC
9,64,UMAP,0.2812866928373431,1.4087859302938217,MIMIC
9,64,PCA,0.0732017679719447,3.915529614923255,MIMIC
9,64,tSNE,0.22638078818923701,1.5878342734981705,MIMIC
0,16,UMAP,0.5550777135239674,0.763730129719436,TCGA_LUAD
0,16,PCA,0.44215332180752975,0.7647239641227852,TCGA_LUAD
0,16,tSNE,0.569063864263139,0.5900425954071242,TCGA_LUAD
1,16,UMAP,0.4406438726228017,0.886205711918922,TCGA_LUAD
1,16,PCA,0.17182409325748937,1.5393436985078324,TCGA_LUAD
1,16,tSNE,0.4525733562397585,0.7317837883689883,TCGA_LUAD
2,16,UMAP,0.4421007339744195,0.7964479850746967,TCGA_LUAD
2,16,PCA,0.23476780748221435,1.3336244212275936,TCGA_LUAD
2,16,tSNE,0.4555665789142188,0.7355200224132445,TCGA_LUAD
3,16,UMAP,0.4306356266009017,0.7775437261158965,TCGA_LUAD
3,16,PCA,0.15997281847520312,5.675352691025884,TCGA_LUAD
3,16,tSNE,0.44150532728901937,0.756309119596627,TCGA_LUAD
4,16,UMAP,0.33745558676077725,0.9248393647755879,TCGA_LUAD
4,16,PCA,0.0846037597122247,2.097977207121498,TCGA_LUAD
4,16,tSNE,0.36134278008497966,0.9249741993185949,TCGA_LUAD
5,16,UMAP,0.4434599026929518,0.9230615895966816,TCGA_LUAD
5,16,PCA,0.293995541093354,2.393417006048975,TCGA_LUAD
5,16,tSNE,0.4928318587966429,0.8621522406859453,TCGA_LUAD
6,16,UMAP,0.3214011100545846,1.0636700483829267,TCGA_LUAD
6,16,PCA,0.22410447557046437,1.6888894369037686,TCGA_LUAD
6,16,tSNE,0.35488783598828144,1.055466699552041,TCGA_LUAD
7,16,UMAP,0.41682851472497356,0.8779083400749389,TCGA_LUAD
7,16,PCA,0.24816269723298695,1.3586588485179996,TCGA_LUAD
7,16,tSNE,0.45241222578684565,0.790012234735519,TCGA_LUAD
8,16,UMAP,0.3738542827221498,0.8331472645109349,TCGA_LUAD
8,16,PCA,0.11202464582408611,3.2551718519800352,TCGA_LUAD
8,16,tSNE,0.43735914253708785,0.7307449184202829,TCGA_LUAD
9,16,UMAP,0.42259914286513894,0.8655181611636081,TCGA_LUAD
9,16,PCA,0.15796209704806652,2.1685093233626302,TCGA_LUAD
9,16,tSNE,0.43190196915723805,0.8620215056853008,TCGA_LUAD
0,32,UMAP,0.37818572228128,0.7565341980410629,TCGA_LUAD
0,32,PCA,0.10147057667395067,2.248999668674782,TCGA_LUAD
0,32,tSNE,0.3816938337044491,0.80192676381919,TCGA_LUAD
1,32,UMAP,0.2970973842349298,1.0934143171700386,TCGA_LUAD
1,32,PCA,-0.007994565817341318,3.2620681707215566,TCGA_LUAD
1,32,tSNE,0.3116382544812456,1.1899104955203208,TCGA_LUAD
2,32,UMAP,0.4735074555476907,0.750384851872756,TCGA_LUAD
2,32,PCA,0.39471012143655365,0.7956164764514497,TCGA_LUAD
2,32,tSNE,0.4896954137366287,0.6540779884725857,TCGA_LUAD
3,32,UMAP,0.31167728304805803,2.3685898366376947,TCGA_LUAD
3,32,PCA,0.3472959724659428,0.8914794183449202,TCGA_LUAD
3,32,tSNE,0.34122989315755575,1.0975567983729633,TCGA_LUAD
4,32,UMAP,0.3897358518105502,0.9492237695954918,TCGA_LUAD
4,32,PCA,0.28732249121880693,1.02871378256316,TCGA_LUAD
4,32,tSNE,0.4295959866593233,0.877741384136375,TCGA_LUAD
5,32,UMAP,0.29480909537370203,1.158889413946516,TCGA_LUAD
5,32,PCA,0.1694421276114703,1.8562901129562235,TCGA_LUAD
5,32,tSNE,0.3701986881174928,1.0197282706924016,TCGA_LUAD
6,32,UMAP,0.4832933685842921,0.9157884163200477,TCGA_LUAD
6,32,PCA,0.27257871865566213,1.5023182802636879,TCGA_LUAD
6,32,tSNE,0.49084889707419854,0.7411763979405439,TCGA_LUAD
7,32,UMAP,0.4497701327404835,0.6983281719785488,TCGA_LUAD
7,32,PCA,0.2853924783274759,1.2170053216527694,TCGA_LUAD
7,32,tSNE,0.4623576006934674,0.6821974948374439,TCGA_LUAD
8,32,UMAP,0.2989702414298268,1.0195985673962904,TCGA_LUAD
8,32,PCA,0.04074999573221214,3.5578824563923384,TCGA_LUAD
8,32,tSNE,0.2001378934559536,10.02827204759836,TCGA_LUAD
9,32,UMAP,0.4374917661245905,0.7620346176890691,TCGA_LUAD
9,32,PCA,0.23699883656851287,1.2631268892532073,TCGA_LUAD
9,32,tSNE,0.4795370179303378,0.6805187915155356,TCGA_LUAD
0,64,UMAP,0.3442195553973014,0.8873320856541607,TCGA_LUAD
0,64,PCA,0.12688281383633002,2.066938616310137,TCGA_LUAD
0,64,tSNE,0.3678297854076477,0.9783262825357981,TCGA_LUAD
1,64,UMAP,0.23513162987106223,3.5711596130006695,TCGA_LUAD
1,64,PCA,0.07375530851891611,4.404940185088873,TCGA_LUAD
1,64,tSNE,0.20299952549160669,2.4809932175383063,TCGA_LUAD
2,64,UMAP,0.15488220502352565,1.638115891657032,TCGA_LUAD
2,64,PCA,0.008852665671555727,3.020722886224154,TCGA_LUAD
2,64,tSNE,0.20230660028777875,2.010468971169595,TCGA_LUAD
3,64,UMAP,0.3559738222109085,1.0597096248400064,TCGA_LUAD
3,64,PCA,0.1731004301510819,4.845454939404433,TCGA_LUAD
3,64,tSNE,0.3388108831392489,1.0585491735831627,TCGA_LUAD
4,64,UMAP,0.17175320246233966,1.5771725304991537,TCGA_LUAD
4,64,PCA,-0.03666874218892029,6.812321095032162,TCGA_LUAD
4,64,tSNE,0.12782908542673058,3.2163057090470346,TCGA_LUAD
5,64,UMAP,0.2266104006991757,1.267772806280302,TCGA_LUAD
5,64,PCA,0.15317175471385286,1.1679799901188805,TCGA_LUAD
5,64,tSNE,0.23462168748229223,1.2224221652579232,TCGA_LUAD
6,64,UMAP,0.2063191989745419,2.522710854299152,TCGA_LUAD
6,64,PCA,0.1338523450600466,1.6275154329051078,TCGA_LUAD
6,64,tSNE,0.32482437240679707,1.5046869799815437,TCGA_LUAD
7,64,UMAP,0.27653506900216834,5.47939834497337,TCGA_LUAD
7,64,PCA,0.09621985119482117,1.8584507223034112,TCGA_LUAD
7,64,tSNE,0.3202195329453787,3.0598043155606587,TCGA_LUAD
8,64,UMAP,0.28968926489645797,1.6084754612871988,TCGA_LUAD
8,64,PCA,0.09365367566496913,2.7067844019214578,TCGA_LUAD
8,64,tSNE,0.26224484893894956,1.5960445458637034,TCGA_LUAD
9,64,UMAP,0.40939894964376455,0.753036995428621,TCGA_LUAD
9,64,PCA,0.12672912474589057,2.246098025716957,TCGA_LUAD
9,64,tSNE,0.463031240173326,0.7073652152393765,TCGA_LUAD
