run,k,silhouette,davies_bouldin,db_custom,calinski_harabasz,dunn,method,dim,entropy
0,7,0.33123042535535496,1.0909871457380003,0.7395386893468949,378.842638169421,0.0003871476103109099,POME_KNN_Leiden,16,0.9905106982413141
0,10,0.4858423735613378,0.7606900972174446,0.7583285745490191,1896.6604109332216,0.08703974778254261,UMAP_KNN_Leiden,16,0.9730797586394696
1,7,0.30257659832582134,1.1507381376599628,0.888368684774657,451.7377230736731,0.00038124865271071387,POME_KNN_Leiden,16,0.9910511889654756
1,9,0.5183012798154352,0.7308217727615386,0.718326495388438,2104.5178600208633,0.07711667923985696,UMAP_KNN_Leiden,16,0.9747822633996617
2,8,0.2681139869985916,1.0957272912764737,0.8088116398612313,380.7269154114738,0.0002516671690339258,POME_KNN_Leiden,16,0.9853091775877468
2,9,0.5227935430320793,0.7443278295978141,0.7475975436294579,2170.92973158558,0.056098263159253765,UMAP_KNN_Leiden,16,0.9766039933743044
3,7,0.23789175114587333,1.2326201385726256,0.9191673476931347,300.5311473960691,0.0002176663961783276,POME_KNN_Leiden,16,0.9776488344231571
3,9,0.5051779953942229,0.7182469410144994,0.7099427409871613,2050.661268056927,0.05177325378578971,UMAP_KNN_Leiden,16,0.9697844088605226
4,8,0.23996687358427415,1.022621154146933,1.0937761476874934,378.2142599706311,2.7942892954008244e-06,POME_KNN_Leiden,16,0.9901744270450751
4,10,0.47685956651294487,0.7613684375632709,0.7579228451974973,1915.5289320639763,0.07757405411732245,UMAP_KNN_Leiden,16,0.9689343140323696
5,8,0.26455594127001475,0.9916319707482507,0.8887794214819877,215.14242791363662,1.7619435922454857e-05,POME_KNN_Leiden,16,0.9761709381360679
5,9,0.524275193132714,0.7296307820165339,0.7200037869409457,2211.4503336517737,0.10635560924173083,UMAP_KNN_Leiden,16,0.9752208831476737
6,7,0.2921282613936181,1.1426116290550083,0.8172264857394644,334.47868396083754,0.00028221922310417863,POME_KNN_Leiden,16,0.9772862748399602
6,10,0.4805931032488741,0.7887726749738282,0.7790115611380664,2277.366539658349,0.08391047841229012,UMAP_KNN_Leiden,16,0.9769142799743578
7,7,0.18860656521091762,1.1679811181081339,0.8774165244204509,208.12661684358974,0.00022452594965472017,POME_KNN_Leiden,16,0.9796926061835175
7,10,0.4874563086684672,0.750622234124555,0.7543253740566278,2006.82073268323,0.059803734891364244,UMAP_KNN_Leiden,16,0.9719894367260682
8,7,0.291759058918262,1.2460880036177946,0.9665852038185162,335.43926149750763,0.0007309207179798872,POME_KNN_Leiden,16,0.986103113771822
8,9,0.5099360801742281,0.7128724741808944,0.7376044214957898,2041.6558757668106,0.06773708868013908,UMAP_KNN_Leiden,16,0.9693044176655693
9,7,0.29899474443602453,1.141127345902478,0.8443884886335107,396.26526444792074,0.0003521970746789208,POME_KNN_Leiden,16,0.9898243373420392
9,9,0.5165722886122617,0.7476802277975925,0.7521434954935243,2100.301551083494,0.07416985731738311,UMAP_KNN_Leiden,16,0.9753388571750937
0,8,0.24972400620953972,1.1721234950402442,0.8288099890565066,350.11906666483816,0.0009219428377988596,POME_KNN_Leiden,32,0.9830400074711692
0,10,0.5045442824171426,0.7172994261124216,0.719382272846078,2013.6041446781767,0.04544845478719719,UMAP_KNN_Leiden,32,0.9635373874173269
1,6,0.47411790193841635,1.1083131509035702,0.8544719105647456,573.021860215265,0.0005717571555547286,POME_KNN_Leiden,32,0.9783992661853879
1,9,0.5168485289013685,0.7431104876877226,0.7363681236289606,2163.909835011494,0.04866124105011896,UMAP_KNN_Leiden,32,0.9762592882722855
2,8,0.36483312475595875,1.2347220616798937,0.9247162572150845,287.49475465090694,0.0025341858666856703,POME_KNN_Leiden,32,0.983243087253687
2,9,0.517841943904062,0.7353570175150811,0.7138885951377971,1867.1888885860344,0.07237643497034413,UMAP_KNN_Leiden,32,0.9766370620754581
3,8,0.42756558715177057,1.090476579807191,0.717085704837388,345.48634163679606,0.0027336825458742046,POME_KNN_Leiden,32,0.9895323976059721
3,9,0.5201507772258088,0.7370469826322592,0.7423842750767823,2149.2794825782994,0.06958123539052459,UMAP_KNN_Leiden,32,0.9723803974395907
4,8,0.2588361527060576,1.4396498647635079,1.315981935286732,183.34501900325978,0.003591655008569794,POME_KNN_Leiden,32,0.9800938243025793
4,9,0.5287132575625789,0.732888302895543,0.7272187233559092,2335.832187895668,0.06263412106373664,UMAP_KNN_Leiden,32,0.9765637816542388
5,8,0.4766092753582593,0.8881743195301026,0.560390188195279,572.0247164538356,0.0002601989081323135,POME_KNN_Leiden,32,0.969586311736027
5,9,0.5231072540934812,0.7359484692562686,0.7315466651537634,2281.700922783302,0.07696078046226441,UMAP_KNN_Leiden,32,0.9762577530760219
6,7,0.3680869622259161,1.0170830649023308,0.6553945495991753,677.6774809352096,0.00046527540150261503,POME_KNN_Leiden,32,0.9764231205856176
