run,k,silhouette,davies_bouldin,db_custom,calinski_harabasz,dunn,method,dim,entropy
6,9,0.517325903425942,0.7523267896456076,0.7509146360180352,2297.4634221384035,0.06844453841493324,UMAP_KNN_Leiden,32,0.976801777841263
7,7,0.35553759022803194,1.3345221160598484,1.0559075305795103,259.86291920915284,0.004155413533612154,POME_KNN_Leiden,32,0.9725445646428122
7,9,0.5196069194788531,0.7482619539342515,0.7383934057837606,2090.711949901259,0.1326605532811368,UMAP_KNN_Leiden,32,0.9753867549574778
8,8,0.34082609342633263,1.0326024868772221,0.667819057606817,524.8637855633755,0.0012048409080331385,POME_KNN_Leiden,32,0.9829974006605422
8,9,0.5163954202746789,0.7005931180633662,0.7054302031558563,2048.443440046767,0.08235296535487935,UMAP_KNN_Leiden,32,0.968797814300272
9,8,0.44046597454412306,1.0870481440225044,0.8291299644632273,1434.6971789804024,0.00148551006379994,POME_KNN_Leiden,32,0.9959558069961726
9,9,0.5124112148657124,0.7483177116076638,0.7469360918551163,2087.5332079449336,0.044146199556528806,UMAP_KNN_Leiden,32,0.974744250971647
0,8,0.21626365288105617,1.8188212055559774,1.8030733206404255,82.58269126285074,0.015053877839983692,POME_KNN_Leiden,64,0.9846796259911664
0,9,0.5254031319643053,0.7246360993070308,0.7354214426739378,2632.493792898956,0.0652175746481136,UMAP_KNN_Leiden,64,0.9761791090926141
1,9,0.2751548266215901,1.6224409157791353,1.4089369671651348,97.11445262880787,0.024568504433383254,POME_KNN_Leiden,64,0.976757785894987
1,9,0.5176231177395282,0.7455122201368501,0.7471625657330788,2177.07483011233,0.08886855541382899,UMAP_KNN_Leiden,64,0.9762088754040805
2,8,0.297080483436942,1.4619163817722334,1.1759744422200864,130.3646430251837,0.01932481946174574,POME_KNN_Leiden,64,0.9636747953692724
2,9,0.5229485358044249,0.713682227019475,0.7163676118520105,2164.0636537829487,0.09100470883843385,UMAP_KNN_Leiden,64,0.9722942240705207
3,8,0.305670609147564,1.489427942476238,1.187003209106151,122.60422429010724,0.012580893438161968,POME_KNN_Leiden,64,0.9904232919874292
3,9,0.5086474271688153,0.7114609419098241,0.7092177905819133,2075.1076301722237,0.0640344169934635,UMAP_KNN_Leiden,64,0.9681603129089303
4,8,0.2947567941694825,1.8114159343944043,1.7507120878407123,97.47424657793029,0.02384978839911665,POME_KNN_Leiden,64,0.9879677409400319
4,9,0.5248767179369611,0.7312722461341696,0.7330782518848917,2177.3518830147223,0.079253917641308,UMAP_KNN_Leiden,64,0.9762131627263881
5,8,0.24744417468682664,1.6654605982194015,1.4916044020526766,101.52051997370019,0.008213382853753275,POME_KNN_Leiden,64,0.9856019109259643
5,9,0.5101287428675236,0.7368778179940091,0.7360756288376558,2060.783457155423,0.06997850325084108,UMAP_KNN_Leiden,64,0.9729202324720965
6,9,0.3459774595298568,1.3481581811641037,1.006709312165289,137.8813684280739,0.004423763055608012,POME_KNN_Leiden,64,0.987802938525306
6,9,0.5243362843848709,0.7193619615131094,0.7304020563002025,2148.1986186697354,0.08550584801899014,UMAP_KNN_Leiden,64,0.973243611018315
7,8,0.2573242859870727,1.6594878830285618,1.4845243132723902,98.30053597367542,0.012202837778415743,POME_KNN_Leiden,64,0.9847140223757854
7,9,0.5185658976585785,0.7387606627363332,0.7376271339791293,2211.4461386205935,0.11519816685101396,UMAP_KNN_Leiden,64,0.9757658723272451
8,9,0.22891770041237403,1.7817835148792496,1.7298841697019915,83.84798872759612,0.01721795492608264,POME_KNN_Leiden,64,0.9704370509634934
8,9,0.5066811524374547,0.7115215924146701,0.7097999276319412,2039.1492281253056,0.0833275944666475,UMAP_KNN_Leiden,64,0.9688160543525818
9,8,0.21810091223236852,1.5440094773799298,1.3754554714854832,137.81314906403563,0.009755240528403925,POME_KNN_Leiden,64,0.9592776734247123
9,9,0.515481792217265,0.7428317208751589,0.743763305626097,2044.5724703200724,0.06071377487460447,UMAP_KNN_Leiden,64,0.9759969919412891
