run,k,silhouette,davies_bouldin,db_custom,calinski_harabasz,dunn,method,dim,entropy
0,6,0.42775813850301014,0.8939929564010116,0.9126961712890497,21720.217366914585,0.1143787514410179,UMAP_KNN_Leiden,32,0.9653312829771529
1,8,0.2858702753571023,1.4892364392640807,1.2285954268004213,95.60298475305362,0.01829611561674096,POME_KNN_Leiden,32,0.9924327793199124
1,6,0.4153398548169886,0.9016913842508819,0.992604182614977,17430.337349798643,0.10895610023986343,UMAP_KNN_Leiden,32,0.9642969844568199
2,5,0.42412324830830483,1.2843908856857351,0.9051046155933659,199.3603641605087,0.03153806572058254,POME_KNN_Leiden,32,0.9688247942463502
2,6,0.4222864175395135,0.882373279043711,0.9048281523750256,21064.997113385438,0.10586759529122497,UMAP_KNN_Leiden,32,0.9645743457633259
3,7,0.307975978647126,1.7290948210658983,1.6705124505542064,96.5600499027977,0.024809746353174334,POME_KNN_Leiden,32,0.9772210191609785
3,6,0.41466299996664974,0.9184190216766831,0.9065347306196051,15816.953708810566,0.1288757552977849,UMAP_KNN_Leiden,32,0.9679042006471624
4,6,0.3952550137460859,1.3862449326804018,1.0996135819353616,190.51212766379487,0.015619586449355684,POME_KNN_Leiden,32,0.9872625782912295
4,6,0.41833673631231943,0.8983199768581726,1.0180454756970512,19047.924768834167,0.09206987976326435,UMAP_KNN_Leiden,32,0.9671521910419737
5,7,0.3182542954604405,1.640254044945568,1.4718451245912585,96.69245269544095,0.02817057415736033,POME_KNN_Leiden,32,0.9749522380106403
5,6,0.41725110749784156,0.9232787968399482,1.0519059876597547,14231.454203210447,0.0812132496689042,UMAP_KNN_Leiden,32,0.9663895215797055
6,7,0.40414088500646284,1.4333932922815087,1.208192400498455,158.97707481817255,0.013308433826868117,POME_KNN_Leiden,32,0.9751089933389443
6,7,0.42043298272830937,0.9353234175349449,0.9237273113828229,14491.17139153356,0.08817884651220269,UMAP_KNN_Leiden,32,0.9500083513705143
7,8,0.28458320780330815,1.437864751916982,1.1892646271560503,133.32294415816537,0.019102115535290416,POME_KNN_Leiden,32,0.9694380013018431
7,6,0.4170626781267695,0.8970955643557744,1.0257065820792344,17397.07907112286,0.0922145196094457,UMAP_KNN_Leiden,32,0.9657039747677937
8,8,0.25644803308051617,1.6273885221134807,1.4554343324124033,84.44002320794284,0.035726128571989244,POME_KNN_Leiden,32,0.9618395262001987
8,6,0.42063321948170135,0.8173418374787781,1.0326867552802461,20432.786327624148,0.0774429596224529,UMAP_KNN_Leiden,32,0.9394745574790253
9,7,0.3975363342828442,1.2070072159641505,0.8965108679957223,225.1672740329107,0.0061973838614852944,POME_KNN_Leiden,32,0.9654577957523431
9,6,0.41674004887497446,0.9172231499743552,0.9136414595165916,19144.901415986762,0.12945606123402198,UMAP_KNN_Leiden,32,0.9675846132889303
0,5,0.22272375259602298,2.214729507844862,2.660856391085063,58.21171263085799,0.09982622282462908,POME_KNN_Leiden,64,0.9514940836188842
0,6,0.3949087316199618,1.0185822405072211,1.0214360926516124,16040.831832133783,0.08528639158822379,UMAP_KNN_Leiden,64,0.9774908232071636
1,7,0.2235106424931338,2.0645310396741716,2.361803990076873,62.97923040492975,0.051581722321439184,POME_KNN_Leiden,64,0.9705722441924645
1,7,0.37605781604523963,1.0589453049863875,1.057044493283836,17211.66250063976,0.10289176246137317,UMAP_KNN_Leiden,64,0.9640079456887871
2,6,0.19330089300613548,2.367642869988865,3.051118709397956,53.62095073622226,0.06252832013825074,POME_KNN_Leiden,64,0.9547365982479915
2,7,0.32689332783982933,1.1510990139177295,1.0544586663778575,17624.495190528774,0.07820181340681269,UMAP_KNN_Leiden,64,0.9734987998162082
3,7,0.24021722524119812,1.926863008074403,2.0091194618047292,62.08449175261789,0.06647063550369757,POME_KNN_Leiden,64,0.9348702439374217
3,6,0.39255137594215583,1.0468034763913139,1.0445497640715278,19323.486457917395,0.05808889585170101,UMAP_KNN_Leiden,64,0.976387262251307
4,8,0.19871568155415267,2.2571789290653514,2.712292767144165,46.07293982478341,0.05688189280424526,POME_KNN_Leiden,64,0.9501890124910108
4,7,0.4059621742240232,0.9883949640226125,0.9877713857059113,14409.50726715396,0.08562985872229466,UMAP_KNN_Leiden,64,0.9560049905757494
5,5,0.22504521689320023,2.3617255557895622,3.1196331947848677,77.88964477200052,0.05754207026919107,POME_KNN_Leiden,64,0.9671038698656435
5,6,0.39459525441056875,1.0934143040910607,1.055485991836418,16749.474816618756,0.08723172648252156,UMAP_KNN_Leiden,64,0.980125004835458
6,6,0.26334940640401544,1.9004155323265879,2.025319480967956,82.79292737519808,0.06967123555753273,POME_KNN_Leiden,64,0.9741829839285192
6,6,0.39079262965078004,0.9956450949722665,0.9862824717812319,13626.892952068754,0.07794221661290751,UMAP_KNN_Leiden,64,0.9674965430318425
7,5,0.28393085569898685,1.8115964723495146,1.79711010876779,89.025036097252,0.04711611275567621,POME_KNN_Leiden,64,0.9710360589483665
7,6,0.3985775381593007,1.0511826588874804,1.0349818901564505,17224.613010112003,0.0548918533341511,UMAP_KNN_Leiden,64,0.9759094181969881
8,7,0.24513967557221042,2.063868821678912,2.3567307814665988,67.16061625836457,0.06730752315779925,POME_KNN_Leiden,64,0.9903094352704115
8,7,0.4018923115500921,1.0572403433926991,1.1190544921023984,13140.351511957651,0.08905055040762794,UMAP_KNN_Leiden,64,0.9706499517063818
9,7,0.44785498648419747,1.1640308739464893,0.868975213053634,328.7487125584123,0.0025346400236908534,POME_KNN_Leiden,64,0.9879081171917186
9,7,0.3812405344742631,1.0542732116423152,1.0525683912574109,13159.906290228515,0.09609259465127389,UMAP_KNN_Leiden,64,0.9651294117602903
