run,k,silhouette,davies_bouldin,db_custom,calinski_harabasz,dunn,method,dim,entropy
0,5,0.5473583319198917,0.9543794147493705,0.6259798608741545,517.3622950072908,0.0027889684142766,POME_KNN_Leiden,16,0.9679236235769577
0,7,0.34145934016959656,1.1918649530153629,1.147151461206592,24840.92240652673,0.0985677829852627,UMAP_KNN_Leiden,16,0.9812055070029508
1,6,0.3445895460292186,1.3304401291650663,1.197368852737095,191.44025856757722,0.0024214382466461746,POME_KNN_Leiden,16,0.9724124587977333
1,7,0.3341307881680222,1.2008798387979858,1.2045730178972858,25122.30250681981,0.11533006997694778,UMAP_KNN_Leiden,16,0.978996008482711
2,8,0.3392024248877966,1.0519846788008855,0.7419204080576832,350.59099559712945,0.0018011086517782542,POME_KNN_Leiden,16,0.9797733343596837
2,8,0.34357045869830094,1.1467057263469733,1.0178848721914775,13505.212143362845,0.08753335064648604,UMAP_KNN_Leiden,16,0.9829139609441615
3,7,0.3345213416617396,1.2314609684073738,0.9492042315986363,281.2980704784142,0.00434153999286889,POME_KNN_Leiden,16,0.9777210702601721
3,6,0.3915130005253825,1.073440268572128,1.0440634843048238,23305.94341552696,0.08910126532047474,UMAP_KNN_Leiden,16,0.98010133039548
4,7,0.4006192126733653,1.0301447528202767,0.715466570973394,319.1078126748708,0.0019625987507188576,POME_KNN_Leiden,16,0.9866606203352807
4,6,0.3918937824359952,1.057167405996864,1.0721748673113016,15227.865933521236,0.08734134012967003,UMAP_KNN_Leiden,16,0.9790827179885906
5,7,0.5014466765934711,1.0320690788603706,0.7759506312562043,751.9510917456209,0.0004310639876410696,POME_KNN_Leiden,16,0.9850362070383942
5,7,0.3830660556083489,1.0436084715287157,1.0376780398945065,25246.30442345971,0.0994332689752492,UMAP_KNN_Leiden,16,0.9637499705593862
6,7,0.29791584841632607,1.4977176678117894,1.3784971057315658,217.83632623773852,0.006499970705871676,POME_KNN_Leiden,16,0.9666458877679582
6,7,0.33505001631220643,1.1732698172493499,1.035380287543486,30528.940506330393,0.13197683896468385,UMAP_KNN_Leiden,16,0.9796427472515166
7,7,0.43705585164509764,1.2536764250298658,0.9890516523149403,344.68355682962886,0.005281876099241438,POME_KNN_Leiden,16,0.9844985289710632
7,7,0.3348700862931309,1.1943933644694353,1.1809750434540014,21798.263545328184,0.08904004483027168,UMAP_KNN_Leiden,16,0.9805876401540851
8,7,0.3462219118752217,1.462982694745733,1.2799648810884585,197.29327161450692,0.005753123374638524,POME_KNN_Leiden,16,0.9554887131322918
8,7,0.3366756535800812,1.177206103220423,1.1644778866242935,25559.259312752903,0.12178264551924599,UMAP_KNN_Leiden,16,0.974803531600953
9,6,0.37067346917396765,1.477755425746549,1.4461568278604198,274.19048459612435,0.0037272308080038333,POME_KNN_Leiden,16,0.9799396736978232
9,7,0.3954474894417472,0.99714559375092,1.0507322465724036,17530.20322185207,0.09903951432223335,UMAP_KNN_Leiden,16,0.9553323992854081
0,7,0.3061244431395635,1.640529951435899,1.4956335504641758,110.25616648475749,0.02106628604604111,POME_KNN_Leiden,32,0.98076547067527
