,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95
246,0.091460325,0.09950074,0.06925684,-0.07587445,-0.08448845,0.029337319,0.14141107,0.062428422,0.030842852,-0.05309942,0.07663155,0.004760227,-0.05507212,-0.24118315,0.11273038,0.14681745,0.17493387,-0.10529548,-0.0665242,-0.003538627,-0.08549007,-0.056351524,-0.052778434,0.21573922,0.031567257,-0.0068622,-0.01375065,-0.1388074,-0.044759303,-0.10035609,0.041783605,0.122728415,-0.23263124,-0.116092116,0.071157,-0.049452614,-0.13887537,0.1565912,0.079546526,0.12437154,-0.017262775,0.040988248,0.001878814,-0.012684933,0.0909763,0.12606548,-0.0010390967,0.08159705,0.08154068,0.046567224,-0.069025695,0.047905844,-0.07080136,0.066185206,0.06778436,-0.026878305,-0.053772952,-0.05993871,0.045843717,0.2885912,0.047954306,0.025007173,0.06457137,-0.032500047,-0.0133982105,-0.02856664,0.11826602,0.15706621,0.07753412,-0.018735498,-0.08507912,-0.21781948,-0.081257515,0.08376047,-0.043158997,0.04676434,0.06533954,0.08196617,0.10737848,0.106704436,0.06354587,-0.027777359,-0.112044714,0.018846828,0.04933347,-0.0680262,0.0024393753,0.04526381,-0.09423478,0.0039486173,-0.008802069,-0.04846537,-0.06819284,-0.024449276,-0.22865741,-0.35579056
318,0.012180283,-0.011905293,0.15769914,-0.10427263,0.014217082,0.18649474,0.21200754,0.0043162014,0.049840827,-0.20228949,0.006987998,0.05228555,-0.038003612,-0.05293025,0.32471997,-0.058593974,0.0020845868,-0.034928273,-0.07848522,-0.082584135,-0.12625894,-0.051266614,0.026599742,-0.069722146,-0.039761074,-0.049116716,0.060931105,-0.0510416,-0.07002305,-0.06183384,0.068652555,0.029727396,-0.08815941,0.27936628,-0.10530732,-0.07545467,0.0051977085,0.11394529,0.12362253,0.13605201,-0.11226111,0.1297673,0.0620457,-0.025125328,0.048698578,0.060678177,0.15147397,0.14054927,0.10994446,0.10175065,-0.063125364,0.067240216,-0.061073504,0.033297736,-0.01810753,-0.07800272,-0.069135614,-0.048368834,0.10571681,0.16808997,-0.030135877,-0.0890586,0.03576493,-0.09973043,-0.04223864,-0.036096167,0.007417695,0.14048173,0.07672149,-0.083436035,-0.07336538,0.103486545,0.0053116484,0.0020114076,-0.028932992,0.0038957254,-0.03000636,0.14990647,0.081826404,0.020981625,0.0050185965,-0.0092313755,0.05499625,0.003947529,0.086574,0.06956375,0.02375309,0.013797878,0.30632702,-0.10863873,0.0058050714,-0.0754154,-0.09599402,-0.14625946,0.12847917,0.25083634
625,0.105367154,0.12109112,0.13108446,-0.16608341,-0.03998108,0.17646645,0.03364999,0.030015795,0.09025899,-0.15863028,-0.034410834,-0.032102425,-0.10867616,0.12362824,0.2384817,-0.13013837,-0.10305347,-0.05216087,-0.10098562,0.12292472,-0.16913374,-0.11164597,-0.12299809,0.11015578,0.08229567,0.08537661,-0.08547927,0.08366332,-0.10866407,-0.11761332,0.057161685,0.065415114,-0.025479918,0.21146373,-0.07101193,-0.14757259,0.039873965,-0.0021003822,0.095037796,0.020421207,-0.057809766,0.012431137,-0.047085173,-0.0031861698,0.19553734,0.046838034,0.095033035,0.11162508,0.1267413,0.054823022,-0.09441909,0.11378402,-0.11264092,-0.021261862,0.06597007,-0.075527124,-0.08119263,-0.089673184,0.116194285,0.027557528,0.023432152,-0.16535723,0.050616253,-0.14002176,-0.015789777,-0.045074157,-0.043019548,0.2018315,0.12984893,0.12970814,-0.1773537,0.11533956,-0.10161531,0.07686137,-0.031772137,0.042445883,0.17186299,0.11905145,0.0011691996,0.026365178,0.042117517,-0.010338014,0.09499641,-0.093599446,0.068218015,-0.0025310875,-0.09447384,0.026269488,0.06863882,0.17860065,0.09258746,0.10145202,7.820945e-05,-0.08395627,0.04197792,-0.10385084
454,0.061524317,0.03289486,0.08503936,-0.12020768,-0.06898771,0.037070964,-0.01816641,0.109583326,0.10221989,0.08250608,0.12877491,-0.010310164,-0.08253967,-0.004898197,-0.0762323,0.012467663,-0.088225596,-0.055779837,-0.084449425,0.11348999,-0.10770773,-0.0723869,0.033266343,0.07044323,0.04111969,-0.12415698,-0.11913208,-0.20865749,-0.10683263,-0.10317606,0.04991385,0.05092095,-0.111519165,0.076589085,-0.193246,-0.11918438,0.03679505,0.1199617,0.07338059,-0.19892405,-0.09001601,-0.09488914,0.02632414,-0.03965246,-0.095972136,0.120995454,0.216659,0.095515095,0.036544602,0.06747097,-0.073328696,0.14154892,-0.054482285,-0.12612298,-0.14898653,-0.120621875,-0.049133465,-0.081960425,0.12563147,-0.032488856,0.026224671,-0.10774622,0.14195919,-0.14819388,0.020691562,-0.028291142,0.043771673,-0.07872061,0.1121826,0.14527796,-0.15427685,-0.0918427,-0.04953022,-0.002638597,-0.09335997,0.09775798,0.013370462,0.07151792,-0.004880713,0.09849746,0.075308345,-0.055141855,0.17082727,-0.025658714,0.056578252,-0.23243311,-0.037232462,-0.08502442,0.02616589,-0.12827282,0.05449062,-0.019754224,-0.31635132,-0.13383122,0.03424427,0.014747363
497,0.071835734,0.122299775,0.112177454,-0.09977412,-0.10358142,-0.020080207,-0.012987334,0.1563134,0.0856117,0.057245415,-0.01745117,0.112350225,-0.06887934,-0.04271652,0.11087637,0.031079518,0.088257045,0.01962837,-0.06443916,-0.0026549902,-0.13226844,-0.15714455,0.051335458,0.048485674,-0.07214217,0.18615757,0.08282308,0.11959079,-0.13253942,-0.053079054,0.095276184,0.053307768,-0.05985929,-0.15901816,-0.0642357,-0.11286661,-0.003110222,-0.021706518,0.05031791,-0.28147882,-0.06744497,-0.07237749,0.15168838,-0.07182514,-0.15773983,0.12853308,-0.02195111,-0.13868655,-0.03979259,0.044440597,-0.02349165,0.17007549,0.035772156,0.06503594,0.09289508,-0.060398094,-0.08038476,-0.16131894,0.12701596,0.080282465,0.0993388,-0.011990643,0.07624061,-0.119432785,0.060886543,0.1251859,-0.044765327,-0.119206086,0.0948353,0.1473097,-0.055679645,-0.011428242,-0.08392123,0.08907352,-0.123540334,0.117545515,0.104893886,-0.11529761,-0.21317169,0.100067765,0.09929281,-0.13185221,0.055587556,-0.061616346,0.106579304,0.018438952,0.015047195,-0.15299325,-0.1533157,-0.029425459,0.02794551,0.16658133,-0.04160048,-0.09795065,0.07847682,-0.17091462
127,0.03942416,-0.008012915,0.11917028,-0.05445911,-0.024327204,0.18489432,-0.0736559,-0.026645899,0.07618464,0.01856636,-0.07817006,0.024103668,-0.022788864,-0.01957584,-0.024195528,-0.09907801,-0.010713236,-0.19286251,-0.051982008,0.10234832,-0.08413515,-0.07454812,-0.17828621,0.06856889,-0.09486693,-0.06532363,-0.076001115,0.0034165184,-0.057824768,-0.016688762,0.18088181,0.0017801445,0.0383667,0.21683379,-0.01526634,-0.053603485,-0.057404965,0.06488319,0.07183144,0.024547786,-0.10039425,0.21000905,-0.17674394,0.023024352,0.18374805,0.098127335,-0.014731405,0.11517173,0.24175912,0.017952723,0.020207843,0.071050934,-0.16497065,0.129184,-0.12965924,-0.085747965,-0.06364465,-0.037021026,0.069288105,0.025314113,-0.02056666,-0.023177575,0.027397182,-0.17217149,-0.03400101,-0.14051177,0.026598807,0.28574783,0.112813264,0.1306827,-0.22790657,0.061087094,-0.103219345,-0.027317131,-0.057642903,0.008249097,-0.04862894,0.12588502,-0.04506534,-0.016479122,0.07590417,-0.049877804,-0.046488594,0.013568712,0.05955669,0.021273255,0.09997907,-0.066631235,0.20209734,0.035618868,0.0070514646,0.052600183,0.009055508,-0.100224346,0.032773815,0.26409423
712,0.034902606,0.16023295,0.109654225,-0.17775396,-0.055822648,-0.010942975,0.025300754,0.083650894,0.07954863,-0.13271707,-0.018238664,0.022765277,-0.11662097,0.081915304,0.11171098,-0.037719533,-0.1472153,-0.036851164,-0.1291631,-0.005812634,-0.13663821,-0.103541955,0.018953277,0.023161752,0.083183475,0.06561488,-0.016560014,-0.0385119,-0.11374254,-0.13465853,0.078715585,0.09863796,-0.07774761,-0.052881062,-0.13534507,-0.13572508,0.100721635,-0.012430391,0.06403341,-0.13947684,0.023034422,-0.13967389,0.13345681,-0.04027698,0.086451195,0.07227174,0.16916041,0.034050915,0.03016758,0.08770112,-0.074324064,0.11888211,0.06256064,-0.07894081,0.109359905,-0.09950707,-0.06977554,-0.099612884,0.14893371,-0.09961528,0.05637623,-0.128506,0.09524536,-0.03715113,0.11263547,0.15805289,-0.08223891,-0.019609433,0.10923558,0.08166911,-0.15430139,-0.07422882,-0.0217722,0.13955829,-0.080038495,0.03092736,0.10540405,-0.048031658,-0.08431075,0.071038835,0.064817294,-0.07587491,0.1418587,-0.12809171,0.06514041,-0.11024215,-0.13615677,0.016152661,-0.1918974,0.0054908213,0.07942745,0.11435338,-0.08879883,-0.11223193,0.06369406,-0.3504668
52,0.008262414,0.15748054,0.032304753,-0.103078075,-0.041887365,-0.124576844,-0.034389064,0.0804696,0.080590114,-0.029573081,0.06270564,-0.09371169,-0.0837783,0.06752782,0.13629788,-0.010494664,-0.09868794,-0.010299532,-0.110281676,0.10687817,-0.109156005,-0.017017374,-0.058952138,0.13299985,0.043335177,-0.11141425,-0.17871389,-0.043587524,-0.05687907,-0.14627565,-0.08573922,0.09983717,-0.070299104,-0.12033211,-0.10911836,-0.08340521,-0.090602085,0.047589175,0.05981896,-0.06882728,0.06728135,0.066995345,0.24140082,-0.053956706,-0.010121918,0.16987634,0.0690262,-0.11714301,-0.012175966,0.042609416,-0.09778516,0.11645697,0.06942582,-0.18289995,0.12167139,-0.055062428,0.015316425,-0.07826319,0.098209046,-0.038186345,0.055372395,-0.094273925,0.1369749,-0.17058757,0.102074236,-0.11563524,0.1507739,0.062824026,0.1122506,0.16301931,-0.09443511,0.0065682875,-0.021276593,0.22973788,-0.04215767,0.12932658,0.04567365,-0.12968045,0.07598201,0.053801477,0.043730214,-0.0723967,0.06486131,-0.085013606,0.056910533,-0.096164204,-0.11935183,0.017452847,-0.21246946,0.01887133,0.0882736,0.06559026,-0.16448867,-0.06323,0.009846908,-0.25656074
448,-0.1500467,0.021929404,0.093562834,-0.04424945,-0.064986154,-0.09442529,-0.040182497,0.11488367,0.05256236,0.05634822,-0.04448282,0.09152146,-0.045819193,-0.1917213,-0.045724813,0.076061614,-0.04397884,-0.110171184,-0.04962705,-0.23426008,-0.06819869,-0.10018049,-0.018362215,0.01684826,-0.22489622,-0.059716627,0.06680123,-0.039175525,-0.09278067,-0.0560115,0.08986115,-0.018321777,-0.024582189,-0.097604364,-0.17346218,-0.058670312,-0.096388705,0.05753461,0.059535924,-0.1969161,-0.01664685,0.0034768092,0.17189327,-0.031590525,0.04396797,0.023113182,0.16479144,-0.1769905,-0.086752824,0.039097987,-0.03457785,0.09148756,0.04036961,-0.1141828,-0.10420702,-0.082588606,-0.010249966,-0.05315443,0.07339887,-0.005972948,0.057367805,0.077212974,0.042027988,-0.09788693,0.08715998,0.15011513,0.06519759,-0.13500106,0.009185475,0.016401937,0.043025356,-0.08001074,0.044685237,0.14695437,-0.14657906,-0.05698528,-0.20978057,-0.065722995,-0.17116867,0.054124076,0.0923673,-0.10019877,0.14179133,-0.17509824,0.055361174,0.009121641,0.06322118,-0.071272284,-0.10568065,-0.14628682,-0.02431705,0.027919224,-0.14842893,-0.109164886,0.26785117,0.16346578
577,0.016836092,0.018711803,0.06698838,-0.08346118,-0.043786097,0.08708686,0.11125324,0.08421643,0.08973107,0.033779357,0.17254779,0.0013845204,-0.05534485,-0.13842054,0.033976868,0.020811373,-0.04149508,-0.16008657,-0.090371504,0.0034873376,-0.10639977,-0.05881325,-0.12804434,0.123224415,-0.08343613,-0.1566124,-0.031180467,-0.15458357,-0.05010642,-0.07756267,0.004392121,0.04474729,-0.117604055,0.17746916,-0.13527238,-0.0907097,0.05842269,0.12624009,0.044137545,-0.052247133,-0.045548372,0.08108342,0.10680721,-0.0017540511,-0.01293407,0.11262215,0.10473451,0.060933415,-0.07384544,0.057324402,-0.13658912,0.12001458,-0.12576947,-0.17824359,-0.13398835,-0.100221604,-0.03096718,-0.07508731,0.072281525,0.11045917,0.052879628,-0.07229075,0.17369838,-0.12009163,-0.013425233,-0.045841593,0.24152648,-0.053401534,0.061319068,-0.01808582,-0.03137247,-0.020941416,-0.02371603,0.08307683,-0.05544731,0.050904285,-0.13362044,0.12601264,0.035255283,0.06684362,0.016108267,-0.03756554,0.1330754,-0.08730752,0.022220941,-0.12041174,-0.0040225284,-0.12886988,0.15431064,-0.11890581,0.056683183,-0.10083058,-0.27077192,-0.112883724,0.03414053,0.30190283
