Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-71-6725-01,1.2483343,19.35355,5.135249,-3.885967,10.526872,10.567273,1.0564686,5.8909755,8.770054,2.127628,9.014099,2.9349368,2.8367891,8.719388,14.358143,14.262594
TCGA-69-7973-01,1.8818232,18.535185,4.953913,-3.6914797,10.148424,10.252484,1.4062138,6.017765,8.586526,1.6150267,8.566579,2.9829237,3.018969,8.188636,13.436129,14.36076
TCGA-50-8457-01,1.4943492,18.44364,6.465691,-3.538404,10.010653,10.362807,1.6959502,5.4473047,7.9542384,1.0884372,8.463959,2.286028,2.491596,8.271813,14.23779,13.864696
TCGA-64-1676-01,1.6437598,18.698664,5.327394,-3.1620893,10.056046,10.417722,1.1178654,5.4078813,8.398045,1.8193612,8.187687,2.85646,3.6571155,8.55367,13.676999,14.323852
TCGA-62-8399-01,2.189102,18.415436,5.780021,-3.1308203,9.576787,10.1317425,1.4259228,5.06897,7.850856,1.388654,7.731478,2.9304388,3.588717,8.122714,13.522131,14.320514
TCGA-55-8514-01,1.038225,19.085176,5.250373,-3.8479307,10.510954,10.810278,1.0623004,5.942493,8.720226,1.6460341,9.1551485,2.823299,2.394343,9.112622,14.576115,14.147833
TCGA-44-6146-01,1.3529108,18.33998,6.923529,-3.298113,9.855035,10.377653,1.6636578,5.161602,7.6285176,1.070016,8.133702,2.0587728,2.668297,8.235662,14.436395,13.749736
TCGA-97-7941-01,1.298756,18.377165,6.5991783,-3.4413745,9.929179,10.455778,1.6009114,5.442614,7.8710155,1.1613992,8.385286,2.2145472,2.6032956,8.296178,14.401805,13.89
TCGA-97-A4M0-01,1.3373886,18.626022,5.1293464,-3.851117,10.29712,10.501863,1.161886,6.2627378,8.381964,1.7303582,8.95051,2.359747,2.405934,8.203667,14.117009,14.101606
TCGA-62-8395-01,2.0468009,18.469095,6.0847607,-3.3360696,9.69004,9.904563,1.6025409,5.28797,7.717032,1.5346116,7.8919168,2.6226306,3.3808353,7.6529603,13.619154,14.164186
TCGA-86-7711-01,1.2093219,18.849674,4.9725504,-3.8449416,10.448127,10.8277,1.1887671,6.2459636,9.051499,1.94194,9.227763,2.5603044,2.5730765,8.620781,13.976548,14.380775
TCGA-J2-A4AD-01,1.1911058,18.943367,5.929514,-3.7626839,10.236321,10.486324,1.4278984,5.688255,8.377774,1.6821452,8.96317,2.4441552,2.6242452,8.510664,14.376457,14.207475
TCGA-17-Z042-01,1.3252393,19.037138,4.7647333,-2.3425257,10.2289295,10.795516,-0.10445271,4.0690856,8.065446,1.6641765,7.970331,3.362666,4.8257465,10.831978,14.180799,14.988689
TCGA-78-7220-01,1.770199,19.323105,4.3782763,-3.8178751,10.368779,10.218804,0.9775755,6.0833607,8.773698,2.504263,8.817317,3.2616985,3.4302056,8.101816,13.545749,14.589419
TCGA-17-Z017-01,1.4144374,19.055248,4.6424165,-2.3947537,10.204354,10.924905,-0.04103022,4.079023,8.104225,1.6601578,7.9805355,3.3765483,4.770503,10.791983,14.226626,15.02718
TCGA-86-8279-01,1.2457545,19.163086,4.806795,-3.9536648,10.608918,10.707709,1.0798364,6.2729373,9.060646,2.1465826,9.276618,2.734726,2.6250713,8.543856,14.05762,14.336373
TCGA-05-4430-01,2.0833664,18.408936,4.4305935,-3.516827,9.977538,10.160402,0.9919973,5.9262257,8.51801,1.9146943,8.02189,3.4050596,3.5645084,8.316727,13.337699,14.5229645
TCGA-99-8028-01,1.7984613,18.560135,6.0891876,-3.4671586,9.839072,10.287258,1.6700188,5.355862,8.0041895,1.2118188,8.370407,2.5468512,2.927093,8.15126,13.834231,14.2086935
TCGA-05-5425-01,2.1168227,18.490536,6.1678796,-3.1007202,9.497028,10.070035,1.469093,4.919903,7.6746216,1.5115714,7.685244,2.7814174,3.6180413,7.8978567,13.67681,14.300895
TCGA-44-6776-01,1.9146119,18.689848,6.3050957,-3.4413857,9.7055855,10.08343,1.7664642,5.046111,7.743958,1.1635319,8.201571,2.7616093,3.1526144,8.186713,13.834814,14.263884
TCGA-62-A46S-01,2.3208423,18.368595,5.468467,-3.2695212,9.794857,9.805476,1.5991362,5.531944,8.006664,1.5425348,7.8358397,2.9975216,3.6288407,7.7278576,13.123469,14.262441
TCGA-95-7947-01,1.4643604,18.26968,6.2413135,-3.5178516,10.000759,10.499713,1.5800467,5.671587,8.018593,1.1861633,8.569115,2.0281453,2.3964024,8.169627,14.217236,13.913431
TCGA-17-Z048-01,1.3950022,18.987309,4.720302,-2.3470361,10.33789,10.843351,0.00293592,4.1344295,8.14925,1.5792366,8.048213,3.421841,4.704105,10.73377,14.126131,15.082375
TCGA-17-Z030-01,1.3345764,18.983067,4.77229,-2.406879,10.294185,10.80999,-0.057670254,4.14564,8.095159,1.6499882,7.9611597,3.348926,4.711852,10.836238,14.176099,15.038061
TCGA-78-7147-01,1.9541864,19.521854,4.5704184,-3.7743437,10.457379,10.330745,1.1037409,5.742131,8.8373785,2.1203995,8.844273,3.35236,3.4047098,8.34981,13.481997,14.570788
TCGA-55-8616-01,1.1047872,19.123465,5.2129993,-3.9177966,10.584241,10.764691,1.131022,6.0920067,8.969575,1.9131563,9.133624,2.861195,2.5553963,8.871463,14.401841,14.1810465
TCGA-44-2656-01,1.4095517,19.382622,5.048265,-3.7955384,10.65695,10.575707,1.0461906,5.846171,8.905259,2.148269,8.883882,2.999698,2.9180195,8.692184,14.223616,14.138384
TCGA-50-5932-01,1.9457388,18.96861,5.728407,-3.355008,9.979978,10.008515,1.4132061,5.229547,8.097483,1.9414979,8.16858,2.747311,3.6157286,7.905611,13.616373,14.305431
TCGA-86-8668-01,1.2036929,18.414831,6.458306,-3.4726603,9.985258,10.604095,1.4901967,5.493484,7.9749956,1.1301894,8.504521,2.2196548,2.4750683,8.564729,14.549904,13.892743
TCGA-99-AA5R-01,1.3886354,18.305428,6.676771,-3.2741375,9.821387,10.450128,1.5896181,5.227094,7.745167,1.1259296,8.159822,2.1490688,2.7798164,8.298666,14.330692,13.882339
TCGA-73-A9RS-01,1.7124245,19.28123,4.4526753,-3.882011,10.410998,10.302647,1.0808433,6.138442,8.884789,2.329356,8.955733,3.2402933,3.255551,8.217433,13.555927,14.590099
TCGA-44-6774-01,1.4019555,18.438423,6.8626385,-3.3383837,9.837622,10.3992195,1.6713053,5.0663867,7.7085223,1.0138369,8.195706,2.285083,2.705172,8.424311,14.390584,13.847109
TCGA-97-7546-01,1.9583119,18.572926,6.2311006,-3.4329765,9.732052,10.035344,1.7660509,5.185002,7.7765822,1.1729416,8.164071,2.7499626,3.1386585,8.054525,13.745106,14.21495
TCGA-55-7724-01,0.9516429,18.805943,5.996158,-3.6947849,10.324768,10.769175,1.3364366,5.7025785,8.515039,1.4232833,9.011557,2.463662,2.4021418,8.948329,14.651039,14.07841
TCGA-86-8076-01,1.3806307,18.424881,6.626211,-3.5096667,9.89496,10.2559395,1.7033552,5.4219613,7.7740297,1.2098789,8.412405,2.1765187,2.6300156,8.150875,14.316568,13.925503
