	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31	dim_32	dim_33	dim_34	dim_35	dim_36	dim_37	dim_38	dim_39	dim_40	dim_41	dim_42	dim_43	dim_44	dim_45	dim_46	dim_47	dim_48	dim_49	dim_50	dim_51	dim_52	dim_53	dim_54	dim_55	dim_56	dim_57	dim_58	dim_59	dim_60	dim_61	dim_62	dim_63	dim_64	dim_65	dim_66	dim_67	dim_68	dim_69	dim_70	dim_71	dim_72	dim_73	dim_74	dim_75	dim_76	dim_77	dim_78	dim_79	dim_80	dim_81	dim_82	dim_83	dim_84	dim_85	dim_86	dim_87	dim_88	dim_89	dim_90	dim_91	dim_92	dim_93	dim_94	dim_95	dim_96	dim_97	dim_98	dim_99	dim_100	dim_101	dim_102	dim_103	dim_104	dim_105	dim_106	dim_107	dim_108	dim_109	dim_110	dim_111	dim_112	dim_113	dim_114	dim_115	dim_116	dim_117	dim_118	dim_119	dim_120	dim_121	dim_122	dim_123	dim_124	dim_125	dim_126	dim_127
bin_0	0.15467644	-0.06813488	0.053426716	-0.032601748	-0.14844227	0.16112709	0.05415435	-0.035571862	-0.053074945	-0.082999304	0.114010155	0.027873483	0.15497789	0.063011095	0.08062115	-0.153439	0.0097076595	0.0348664	0.014319208	-0.14399928	0.09873397	-0.013924774	-0.106258295	-0.16228566	0.008009253	0.088051826	-0.027964346	0.040411185	-0.018399447	-0.097721	-0.027565919	-0.054584708	0.1280353	-0.122907005	0.017161455	0.10242563	0.07880213	0.122684516	0.12663107	0.020156918	0.01848266	-0.0068861935	-0.033650268	0.13899544	-0.08452681	0.058563452	0.056297313	-0.0434564	0.12547518	0.115792364	0.0010206358	-0.07450363	-0.07242332	-0.1157932	0.0536371	0.14113282	0.115226485	-0.12780583	-0.08247876	0.06563829	0.08980021	0.10155642	0.12725714	-0.14501956	-0.02027683	0.032982837	0.025983764	-0.06989559	0.1392348	-0.040253572	-0.13915077	0.06949548	-0.029948974	-0.069719374	0.036394622	-0.03306679	0.0076017273	0.14249885	-0.08469668	0.045997903	0.012750938	0.053640023	-0.06989171	-0.039935786	-0.016579969	0.0028525672	-0.13544469	0.12046464	-0.112909995	-0.07660309	-0.101076804	0.123439305	-0.0007334077	-0.009472602	-0.14554107	-0.012762287	0.09367337	-0.056851726	0.0075266855	0.09348561	0.12383657	0.015430048	-0.066629216	-0.13122885	0.056006268	-0.09860035	-0.056548793	-0.017882662	-0.08437494	-0.11170703	-0.10839285	-0.03542339	-0.07382125	-0.12852785	-0.065818116	0.10710562	0.16101284	-0.030564269	0.05820276	-0.13146362	-0.032767262	0.060158893	0.12340266	-0.06686183	-0.080640845	0.07184994	-0.15283206	-0.034700688
bin_1	-0.8167308	-1.4168196	-0.11201843	-0.009952158	-0.6692358	-0.58470917	-0.03505876	0.56555456	0.41112134	-0.075961605	0.14538595	-0.6409494	-0.3771446	-0.21845336	-0.018996537	0.066720195	0.044956252	-0.8391642	-0.45843437	0.8107414	-0.27325737	-0.963882	-0.10045939	1.3773909	-0.05005121	-0.36041197	-0.23093478	0.09408169	1.3840048	-0.106146604	-0.04482485	-0.11974958	1.697316	-0.07916644	0.25634974	-1.3047792	0.21751978	0.62814045	-0.8532105	-0.85810053	0.82233506	-0.09247401	0.6447441	0.82857263	-0.6473009	-0.9254229	-0.27671677	0.25893462	-0.072918534	0.43147975	-0.2577862	-0.45231345	0.05860696	0.70119137	0.39833236	-0.26159042	0.82860816	-0.15851979	0.90572405	-0.5345437	-1.3101964	-0.8997896	0.7488565	0.22416842	-0.34854808	-0.7674353	0.34045795	-0.85387063	1.8421814	1.154264	0.47560808	-0.7220516	0.26174706	0.01781269	0.21056733	0.62240636	0.19736816	0.9274919	0.50508827	-0.33531642	0.31152427	0.22346835	-0.2957627	-1.0825456	-0.1544544	0.6550506	-0.99924767	-1.1108315	-0.1917239	0.31224218	-0.37495813	0.4913443	-0.70269585	-0.070236444	0.35732535	0.1489069	-0.6458685	-0.055643335	-0.091198996	-0.2308924	0.24799342	0.017185932	0.732389	0.3127576	-0.3490405	-0.46307254	-0.08088841	0.08555351	-0.6076762	-0.61067086	-0.29327488	-0.6429828	0.43141827	0.64171416	-0.22028102	1.704913	-0.39567345	-0.98922306	0.20696339	0.24099047	-0.5227811	0.60554016	0.5586186	1.3110328	-0.3105439	0.23686393	-1.1179738	0.5626044
bin_2	-0.8319159	0.21408506	-0.20169729	0.00010644752	-0.032650203	1.0009025	-0.43231383	1.1534636	-0.363533	-0.53085846	0.41347125	-0.667634	0.77408	0.5765776	0.46214148	1.0534216	0.45920092	-0.20942456	1.1176207	-0.073479496	-1.0093255	-0.07245435	0.43488404	-0.052565053	0.5723074	-0.36494634	0.90403736	-0.8546564	0.5096569	-0.19297089	-0.19473779	0.42645064	0.82948816	0.28573558	-0.36208966	-1.1118056	0.17128249	0.3554823	0.09861467	-0.23933902	-0.47030005	-1.1224934	0.0893486	0.15544653	-0.7461224	-1.6398684	0.12186508	0.07498109	-0.13490662	0.62776935	0.0375096	0.9024424	-1.3109112	-0.40986222	-0.50449467	-0.37093908	0.919508	-0.055699624	0.26006764	-0.20154871	0.22351477	-0.2603601	1.2285885	0.38764548	-0.082873695	-0.42328733	-0.011461878	0.27427757	0.3129037	-0.0011546748	-0.17320992	-0.40458593	1.3543243	0.08456847	0.043853555	0.0019891663	0.466817	0.22958852	-0.50240904	0.284704	-0.26696754	0.55536145	0.017984582	0.3880872	-0.79253525	0.010126354	-0.7480417	-1.1750182	0.43862393	0.34487528	-0.2966185	0.743564	0.16158508	-0.00547507	-0.654296	-1.0106359	-0.06819965	0.2826704	0.7622945	0.85639066	-1.0143367	-0.1758902	0.16492046	0.569011	0.4003818	0.26307106	-0.37345362	-0.31188112	-0.7636087	0.0029971781	0.27834046	-0.7365373	0.013026337	-0.5404752	0.4980117	0.9147413	-0.43963102	0.7314183	-0.5308001	-0.18650688	-0.67784536	0.9734157	0.017977206	0.49895602	-0.9353908	0.5841735	0.2876211	0.43362182
bin_3	-0.053901255	0.057314187	-0.0015710804	-0.4189061	-0.15358801	-0.24969691	0.23925404	-0.17013933	0.20905347	0.015747888	0.092632614	0.0873256	-0.18474792	0.14098325	-0.3463369	-0.469261	0.4787161	-0.63717574	-0.12141202	-0.17475559	-0.4772736	0.15027711	-0.27883556	0.11198679	-0.24120925	-0.36134896	-0.032779474	-0.91431826	-0.76032317	0.24356508	0.004619053	-0.5773618	0.5087008	-0.122251295	-0.14278932	-0.034852736	-0.11272234	0.35502142	-0.3132336	-0.04742855	-0.27199695	-0.02205637	-0.06954718	0.15893818	0.049400616	-0.25334647	0.05219093	0.024497978	0.23720837	-0.1668798	0.61118096	-0.08587701	-0.40615308	-0.20791315	-0.49724045	-0.22831966	0.023239894	-0.85477966	-0.4284739	-0.14635023	-0.24202727	0.5667044	0.11263241	-0.36981446	-1.1795846	0.115164064	0.5374075	0.5230707	-0.13174286	0.18105836	0.2617342	0.02375475	0.3160359	-0.07096254	-0.56182754	0.52347577	-0.578961	0.16128188	-0.9526108	0.8066932	0.0055512395	0.37068254	-0.7472999	-0.5824058	0.39160052	0.9245604	0.23246114	-0.8329684	-0.48011267	-0.12746602	-0.010089333	0.0581366	0.14826699	-0.01701777	0.36838415	0.59859806	0.0035987839	0.07949148	0.5709161	1.0448674	-0.24434604	0.06626413	-0.27862507	-0.27116698	0.051204838	0.95851415	0.19461277	-0.2419566	-0.30982482	0.24671063	0.32866156	-0.2509838	0.10066506	0.21892576	-0.06622841	-0.18187898	-0.14326054	0.86100036	-0.23352624	-0.3117892	0.98596096	0.38239953	-0.2274518	0.090871416	-0.30148903	0.7861647	-0.49987254	-0.6854406
bin_4	-0.41305012	0.3884176	0.13930543	0.3283152	-0.28201	0.19354342	-0.1765376	-0.03675204	0.32078174	-0.39765608	0.48197317	0.28068134	0.7590998	0.63984483	0.22823058	-0.38472673	0.51404303	-0.16076684	0.04556876	0.32020894	-0.19935197	-0.09372013	-0.3987191	0.18871416	0.3758167	0.4103453	0.43962932	-0.49390486	-0.2833812	-0.3493483	-0.019790513	0.47731882	0.71493566	-0.10426616	0.21868186	0.12275381	-0.14681926	-0.20821749	-0.04743031	-0.057675306	0.15786627	0.17210495	0.051793206	0.333676	-0.35506833	-0.59376	-0.2649773	0.031789675	0.092960104	0.44247386	-0.16543177	0.25871113	-0.059620615	0.6468678	-0.6874849	-0.14345327	0.054264158	-0.1739861	-0.232639	-0.14148319	-0.3069027	0.19550802	0.0883506	0.013964867	0.059704036	-0.42601895	-0.040526345	-0.16555133	0.06080724	0.20411985	0.67736864	-0.3626566	0.18909247	0.004806048	-0.06284269	0.3101325	0.1331135	0.5234394	-0.79457515	-0.11740838	0.2980935	0.17683642	0.10187145	-0.030545143	-0.1079848	-0.1560819	0.22282249	0.060453266	0.40036854	0.92851645	-0.10803404	-0.2877153	0.60058117	-0.368513	0.061636098	-0.4496889	-0.49694872	-0.00910007	-0.2753093	0.9004452	0.12232969	0.15129586	0.006588682	0.0027184545	-0.12364587	0.0046600434	0.25543886	0.29589596	-0.10644878	-0.10751129	-0.23543511	-0.012636144	0.122104324	0.16242473	0.037320137	0.43077517	-0.5500711	0.22079997	-0.38973904	0.02830019	0.5228801	0.39934596	-0.7527486	0.25560692	-0.6160526	-0.1817271	-0.42022523	0.9026049
bin_5	0.4781863	0.83755386	0.08000889	0.19763584	0.09935253	0.32118875	-0.061579306	-0.07729119	0.1373519	-0.09512912	0.041339193	0.0441195	-0.0030204402	-0.14221919	0.04780174	-0.18354568	0.0726924	0.07323111	-0.0785427	0.0047304477	0.19898655	-0.27075768	0.14358139	-0.19991177	0.81669146	0.10619687	0.596294	-0.3802984	0.120460235	-0.49690297	-0.041113175	0.34916958	0.053756263	-0.04802012	0.18161163	-0.19231005	0.0846473	-0.081321016	0.2042759	0.029120725	-0.54437894	0.08254344	-0.19316737	-0.092239626	-0.25039953	0.28975266	-0.046413343	0.05073566	0.12306644	0.12092911	-0.14867648	0.09982224	0.00046989153	0.15519689	-0.075587586	-0.07848307	-0.19977751	0.2039188	-0.21954992	-0.08217916	-0.042395916	0.23746686	0.7387437	0.03361096	-0.04962996	-0.0043450436	-0.625399	0.30218053	-0.02184944	-0.17839992	-0.044230383	-0.81133044	0.03179878	-0.29924393	-0.084517874	-0.10436737	-0.015011547	0.6002062	-0.3491012	-0.34657148	0.29990852	-0.051299617	0.26786363	0.09714067	-0.4731616	0.19814229	-0.16344824	0.12016533	0.3621571	-0.06550727	0.19741736	-0.287255	0.04782415	-0.21748218	-0.07966557	0.00729767	-0.235336	-0.23495199	-0.090736225	0.20994613	-0.0655269	-0.049330983	0.23554353	0.091007896	0.13082893	0.024259392	-0.27162135	-0.021413052	-0.16683921	0.09677914	-0.19604567	0.018365813	0.13742447	0.35824275	0.18976295	0.06689274	0.34018356	0.1434739	0.022824874	0.21841791	-0.1311433	0.0075229285	-0.078060634	-0.22400168	-0.011517469	-0.033238623	0.2718422	-0.13010946
bin_6	-0.024298895	-0.12444242	0.14098176	-0.1581941	0.20222063	0.040141653	-0.082671426	0.17153087	0.081888795	0.018505137	-0.43467063	0.10560835	-0.1117851	0.05343706	-0.011709979	-0.04349575	-0.034455445	0.10755723	0.0732969	-0.031198382	0.083517134	-0.27073985	0.24334446	0.048876338	-0.040477548	-0.2062809	-0.29050797	0.022498786	-0.11731676	0.38728127	0.060342308	0.09952192	-0.1819128	-0.14885008	0.11199667	0.26827452	-0.16533141	0.2209199	-0.010704667	0.13850494	0.03611849	0.14721082	-0.16247486	-0.22237708	-0.052654803	0.0013796443	0.15430743	0.032544922	-0.07879996	-0.05762485	-0.18318011	-0.113292694	0.029705303	0.35753638	0.13472703	-0.2252032	-0.029351713	-0.42478478	-0.1895301	-0.14711152	-0.07213609	0.02185074	-0.09874258	-0.26743186	0.13050911	0.03536998	0.12377365	0.15024985	-0.11688746	-0.227838	0.22915162	0.11171042	-0.26041496	0.042240802	-0.38366592	-0.108577155	0.112775266	0.051041666	0.078135744	0.15354848	0.008858262	-0.089034654	-0.17296703	-0.023901308	0.079866014	0.1811723	0.33459038	-0.19357961	-0.3975865	0.3498115	-0.06394208	-0.03623784	-0.04091936	-0.08049752	0.4285458	-0.101244554	0.09443509	0.060527205	0.20551266	-0.16128477	0.25050128	-0.12528437	0.15920813	0.08813169	0.018477814	-0.18708855	0.13700955	-0.00801329	0.15737522	0.08991793	0.20885843	-0.08258307	0.27260083	-0.15785481	0.14533742	0.072732165	0.22325236	-0.14861937	-0.112383135	0.04111737	-0.11084772	0.17209381	0.21061864	-0.24872968	-0.120135486	-0.25362515	0.318498	-0.30264875
bin_7	0.068229325	0.3272796	0.40339246	0.017283382	0.3533976	-0.002974971	0.06017735	0.28270438	0.025403652	0.02566578	-0.14638345	-0.14394717	-0.08540227	-0.095350035	-0.018910427	-0.08544941	0.0056819185	0.46775112	-0.24961337	-0.026874345	-0.13113694	0.17106871	0.081170924	0.033966757	-0.12052003	0.10227595	-0.08455761	0.14095886	-0.021112194	0.027101599	0.22522354	-0.050496504	-0.28543067	-0.23623036	-0.05220139	0.13261555	0.18946318	-0.029947741	-0.035821073	0.29409736	-0.34480008	0.1027914	-0.33185738	-0.39347544	0.035631042	0.020760853	0.04001209	-0.047599137	0.026917264	-0.3052863	-0.21641997	0.13843691	0.14970517	0.030916676	0.1255601	0.024663901	-0.1794144	0.18881819	0.08586943	0.13203827	0.19291808	0.09557379	0.38327503	-0.10786129	-0.12227814	0.25119373	-0.4015	0.043594413	-0.23702648	0.05998006	-0.210166	0.05475145	0.11527775	-0.3994637	-0.051695377	0.057264376	0.047529407	-0.074474975	0.06125473	0.059841223	-0.19838469	-0.15228574	0.10913813	0.52068967	-0.057474524	-0.12821	-0.09110957	-0.040115554	-0.12649791	-0.0695884	0.11437776	-0.04197611	0.06498379	0.43937814	-0.01005927	-0.06532099	0.085248135	0.08846435	-0.19012198	0.086772755	0.085278034	0.04728968	-0.1660966	-0.061959554	0.28894502	0.09247629	-0.042135324	-0.38885564	0.08588176	0.13251288	0.13670687	-0.17591512	0.09400592	0.10820109	0.023272384	-0.3732776	0.084658146	0.047201883	-0.05169231	0.14439692	-0.0758564	-0.24450281	-0.23976025	-0.0867725	0.09375287	-0.088861085	0.14845112	0.06416461
bin_8	0.12874335	-0.05719802	0.19653524	-0.106794275	0.025845718	0.31299537	-0.33066648	0.065512285	-0.12698582	-0.22235227	0.3420369	-0.19871598	0.19309212	0.10216468	0.14635971	-0.37228483	-0.17570795	0.17602545	-0.122880094	-0.04881222	0.2175295	0.10547599	0.2715364	-0.16150106	-0.5210875	-0.16381513	-0.32940552	0.56137156	-0.11196059	-0.07627559	-0.10201564	0.84834117	-0.18607469	-0.094752684	-0.02760645	-0.06428152	-0.15446448	-0.42473266	0.28324503	0.10574949	0.10103268	-0.007767445	0.060903776	-0.04550455	-0.26206648	0.0630961	-0.0922075	0.02946388	0.0069028228	-0.119167276	-0.4812703	0.16753301	0.011328094	0.4047677	-0.13207006	0.49389258	-0.15658647	-0.2544052	0.2123519	-0.035209395	0.31787387	-0.013594788	0.12227936	-0.1588097	0.0059026475	0.020638581	-0.1439581	0.26277816	0.05258825	0.090320796	-0.06896806	0.17019479	-0.051687263	-0.2920352	-0.51490486	-0.19358212	-0.05350161	-0.39385632	0.2802279	-0.050421454	-0.020769777	0.42389092	0.013685735	0.10285542	0.054610223	-0.23472166	0.37235683	0.4466281	-0.107410505	-0.0816341	0.05722216	0.03700046	-0.027290069	0.20657575	-0.21077713	-0.29255477	-0.40327147	0.062187005	-0.3140264	-0.2209687	0.00848203	-0.26096997	-0.05163301	0.19939734	0.042653218	-0.032778576	0.17204942	-0.035007354	0.16597223	0.20988284	-0.47778967	0.03073121	-0.07262899	-0.4290065	0.18513975	-0.15595129	0.584507	0.3282293	0.20355329	0.30656776	0.01215795	-0.025505936	-0.026548112	-0.01868111	-0.21332671	-0.112521574	0.48850378	0.37703907
bin_9	0.46070948	0.09201195	-0.148979	0.12409193	0.24219677	0.07456064	0.064682186	0.24174817	0.2153019	-0.16624275	-0.50808007	-0.047413047	-0.16853233	0.00042118027	-0.015203438	0.10745203	0.72480047	0.20779938	-0.016715309	-0.6042817	-0.3616388	-0.010686594	0.034314275	-0.549241	0.69979304	0.29959422	-0.16088763	0.11591475	0.523436	-0.25606993	-0.12654461	0.24476598	-0.27904284	-0.21719493	0.039430134	0.07760423	0.02677685	-0.32478905	0.7631117	-0.17980568	-0.32653564	-0.17557003	-0.08387731	-0.49024028	-0.20069778	-0.17689915	-0.11012353	0.49658194	0.22402222	0.2684801	0.2467374	0.4694938	-0.08112036	-0.06275543	0.097062595	-0.82633775	-0.01791573	0.72846	0.75407094	0.33722162	-0.17803223	0.539741	0.09359634	0.06324258	0.4750889	0.4957898	-0.2997706	0.14906758	0.013911527	0.3151964	-0.21935005	-0.60074764	0.19699982	-0.010990072	-0.43742162	-0.44164535	0.090363644	-0.29529896	-0.75903165	-0.5156887	-0.101316124	0.41194668	0.62838614	-0.08655178	-0.09420726	0.09976746	-0.23896979	-0.028881012	-0.5430304	0.07749213	0.11131113	-0.37548584	-0.4765997	-0.00091395614	0.0764668	0.35924345	0.02370124	-0.02876322	0.025602885	-0.1436488	-0.13212731	-0.2020169	-0.26622888	-0.09338336	-0.17616439	-0.30563673	-0.5936242	0.03372518	0.62054926	-0.2043287	0.06654056	-0.07453926	-0.034425534	0.053786475	0.10166118	-0.11640043	0.5394872	-0.4150965	-0.04254033	0.6884442	-0.3522459	0.028179573	0.30655536	0.026931886	0.3323205	-0.008452336	-0.41794607	-0.9122329
