Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-05-4244-01,15.870939,3.4402683,4.2017317,4.3170257,3.699835,4.32083,2.5499835,3.0541425,5.4345126,5.6493144,4.9608335,5.0007534,4.6817923,5.013235,7.168201,3.986693,5.425143,2.7240613,6.8531184,5.8824615,3.8793912,3.9205728,3.6016839,5.795977,6.6383767,2.445823,5.1802425,6.6603465,4.1394334,3.723219,3.8168156,4.7501607,3.6919682,1.5800475,5.1757207,4.8214827,3.8349018,4.8616185,3.196668,1.6770821,3.822794,6.561157,2.1607037,3.4847493,6.1436152,3.590779,6.7937784,3.325805,6.3439336,6.263123,3.2044592,4.537743,6.549825,5.348525,4.737805,5.3682113,4.9900413,4.722527,4.9975386,4.9675307,5.7823415,3.9244666,5.06029,3.3503888
TCGA-05-4249-01,15.640571,3.310645,4.198418,4.333499,3.6595783,4.091208,2.5610592,3.1474698,5.5615373,5.8916698,4.828496,4.8638673,4.6835504,5.1031566,7.132049,4.050266,5.351264,2.7497933,6.960623,5.879007,3.993525,3.7698245,3.6713371,5.821868,6.7126718,2.5041738,5.2957516,6.5165915,4.1576304,3.7123058,3.8375778,4.922162,3.6318638,1.7067336,5.1841593,4.699401,3.8472033,4.757765,3.161042,1.7019867,3.8863065,6.5727906,2.041664,3.6093793,6.1290793,3.4911525,6.7092094,3.2860467,6.422261,6.2389555,3.0421293,4.60359,6.458427,5.297599,4.7972026,5.3122163,5.0161676,4.711901,5.0821266,4.917636,6.003722,3.9861448,4.9008646,3.3961236
TCGA-05-4250-01,15.825834,3.3969865,4.198792,4.3207536,3.6692753,4.06401,2.5949633,3.0342655,5.522463,5.9292784,4.7914524,4.8723164,4.75362,5.088613,7.0771217,4.0637207,5.428216,2.6858754,7.020767,5.8714843,3.983239,3.7767973,3.6971152,5.77849,6.747639,2.5192308,5.328916,6.531743,4.1181,3.688202,3.805916,4.927047,3.6563945,1.5378804,5.1339345,4.6985903,3.852586,4.76077,3.2045264,1.6914376,3.8575957,6.569169,2.0043004,3.5799396,6.1078534,3.3952122,6.70858,3.2678232,6.3520064,6.2363462,3.0433702,4.569684,6.4901276,5.297951,4.799525,5.3227143,4.9750586,4.663924,5.0838947,4.935425,6.0127378,3.949717,4.880809,3.425868
TCGA-05-4382-01,15.70424,3.4403367,4.180586,4.4059134,3.6293416,4.117721,2.495156,3.1833827,5.6397505,5.786533,4.8369336,4.79395,4.5362625,5.1183767,7.1744046,4.059718,5.362726,2.805131,6.863639,5.852126,3.9529102,3.8465393,3.7060447,5.8304157,6.6221523,2.5400157,5.190974,6.464519,4.149816,3.745859,3.8569286,4.811885,3.7547023,1.8441598,5.1711025,4.681707,3.9160926,4.7646384,3.181694,1.7253426,3.875021,6.513738,2.1330354,3.621302,6.077081,3.5614583,6.6624885,3.2747931,6.438681,6.223106,3.1712792,4.667826,6.4448633,5.3301253,4.7453237,5.294416,5.042249,4.7918406,5.0486054,4.8958845,5.981652,4.0429826,4.8640785,3.3853648
TCGA-05-4384-01,16.293022,3.5166097,4.1226535,4.279413,3.737708,4.1390862,2.8100004,2.704725,5.388878,5.773749,4.739356,5.104381,4.9472156,5.0178685,7.095434,3.9450939,5.6596084,2.613177,7.0828586,5.905271,3.9294503,3.7928374,3.5206814,5.7511578,6.854044,2.5211022,5.277462,6.594296,4.1211953,3.7298772,3.6249263,4.7877812,3.613785,1.0813428,5.0373383,4.7468576,3.697448,4.8489633,3.2567194,1.7154903,3.695862,6.548095,2.1666934,3.4786441,6.026783,3.2533343,6.794088,3.1751258,6.1705284,6.2666874,3.1446326,4.427666,6.6945834,5.2664795,4.7867894,5.3992367,4.892333,4.5208564,5.1161084,4.98069,5.8304725,3.8344963,4.9878016,3.5104969
TCGA-05-4389-01,15.792733,3.5768733,4.1727376,4.4210396,3.6228018,4.2315044,2.435229,3.1937637,5.6523175,5.627267,4.901321,4.802698,4.4352493,5.1006155,7.2216377,4.059715,5.4020824,2.834203,6.745404,5.8311605,3.882249,3.958114,3.6694567,5.830638,6.4720244,2.5305078,5.0812726,6.450972,4.153443,3.757588,3.8515377,4.6804805,3.8469563,1.9058638,5.1467857,4.730585,3.9430337,4.8102927,3.2074366,1.7720686,3.8875182,6.471102,2.2381968,3.5992248,6.0480213,3.6832767,6.649926,3.2855718,6.436977,6.208618,3.3249996,4.676004,6.4519477,5.3813405,4.6875963,5.294066,5.0378447,4.844502,4.994899,4.916286,5.859772,4.0649157,4.899137,3.3771691
TCGA-05-4390-01,15.593674,3.3383815,4.181548,4.4533796,3.554393,4.185168,2.5043662,3.275098,5.7093296,5.6702294,4.9029794,4.8468776,4.333692,5.1607604,7.2777867,3.988754,5.3252077,2.9015453,6.71197,5.8376117,3.991236,3.8475716,3.7185001,5.910937,6.595539,2.5384667,5.0843515,6.4317737,4.2324376,3.8255248,3.9086404,4.807192,3.731493,1.9567138,5.209634,4.7094407,3.9039512,4.8005366,3.0818477,1.7652336,3.8340409,6.511694,2.209743,3.70722,6.052282,3.7091622,6.657747,3.2586994,6.524905,6.193163,3.1881335,4.676663,6.3864264,5.323988,4.71826,5.2483444,5.084324,4.897483,5.026385,4.834318,5.883906,4.130712,4.941675,3.345336
TCGA-05-4395-01,15.750581,3.5152845,4.198868,4.448716,3.5981658,4.2423263,2.4224253,3.2401628,5.6814203,5.6153207,4.934132,4.790908,4.361444,5.133773,7.233541,4.0499825,5.354572,2.8527114,6.6944814,5.8106804,3.915791,3.946581,3.7369323,5.8550367,6.490613,2.5371094,5.0458894,6.4441233,4.175053,3.7628784,3.9174645,4.7451363,3.8414798,1.9458785,5.165608,4.7353673,3.966635,4.811898,3.1639857,1.7697473,3.8951871,6.4835887,2.1886148,3.6409671,6.0573583,3.7317202,6.635176,3.2981842,6.486994,6.188953,3.282574,4.685515,6.3902116,5.3832917,4.6884365,5.2592516,5.062338,4.9047823,4.977094,4.877543,5.85784,4.101714,4.919533,3.3306916
TCGA-05-4396-01,16.175648,3.4747584,4.1064935,4.308245,3.7057517,4.0545745,2.7680554,2.7728474,5.4728703,5.8502116,4.6813083,5.0190907,4.8716764,5.0506177,7.108917,3.9501321,5.6143913,2.6644258,7.096387,5.9131083,3.9595997,3.7536888,3.5538032,5.7767396,6.8577886,2.53906,5.3191757,6.5336633,4.1245766,3.7589107,3.6371036,4.8010244,3.6094923,1.2254771,5.070815,4.680879,3.7327437,4.8015285,3.2358627,1.7020127,3.6826093,6.5357633,2.1695578,3.5305426,6.0094223,3.2494895,6.750525,3.1559577,6.2148128,6.2594237,3.1263433,4.498017,6.6614227,5.2437434,4.7911034,5.3762975,4.921985,4.5466394,5.1367445,4.9580727,5.9325185,3.8921638,4.911481,3.531801
TCGA-05-4397-01,16.135098,3.4549704,4.1093516,4.2859793,3.692222,4.0625153,2.75845,2.7914014,5.4611945,5.8548365,4.6969357,5.009309,4.8620434,5.046919,7.11433,3.9435756,5.60265,2.666251,7.0991416,5.9159665,3.9591951,3.7605731,3.5364163,5.774117,6.8396325,2.5116274,5.3360643,6.538142,4.127277,3.7673337,3.6327436,4.788987,3.6077669,1.2424965,5.085054,4.6904993,3.7236903,4.7976947,3.2320957,1.6852505,3.6701298,6.5337896,2.1506672,3.5302646,6.024812,3.2625597,6.752458,3.1737742,6.225736,6.264588,3.1130476,4.499457,6.649736,5.2450843,4.799877,5.3826423,4.924648,4.540118,5.1379642,4.967217,5.9316916,3.8792326,4.9294386,3.5144725
