,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,4.0478845,7.5687685,5.7815437,6.3122096,5.239788,6.1904373,4.9239087,5.1717267,3.874102,4.4361095,5.1190906,4.9542394,4.409795,4.9162555,5.8687816,4.5521526
TCGA-05-4249-01,2.4990907,8.583972,6.366108,6.3648653,5.633685,6.458246,5.4663715,5.3310003,4.2563486,4.4614863,5.5029182,4.7899513,3.9864347,4.9848237,6.614939,4.502857
TCGA-05-4250-01,2.3348405,8.631114,6.5007114,6.324713,5.592498,6.3180633,5.50986,5.44204,4.193052,4.4675307,5.529816,4.7107916,3.877596,4.985779,6.796542,4.5611124
TCGA-05-4382-01,-0.1848286,9.253956,7.2317243,5.7456985,5.391553,5.8614993,6.4153004,6.1807895,4.6645193,4.2428155,6.6812205,4.3123302,2.8050456,5.196319,7.8522587,5.164938
TCGA-05-4384-01,6.8051753,5.818981,4.787415,6.1890984,4.7745624,5.63923,4.1985774,4.878088,3.688254,4.2949467,5.3976765,4.60091,4.8885555,4.606703,4.9107018,4.6053023
TCGA-05-4389-01,3.6440234,7.9476576,5.942444,6.3396955,5.231223,6.2122316,5.039108,5.1758637,3.7419796,4.5265183,5.1233497,4.956265,4.3823338,4.9597764,6.0114374,4.5383906
TCGA-05-4390-01,0.78186184,9.309411,7.045275,6.4250774,6.023385,6.3988557,6.380455,5.565504,4.880679,4.3735557,6.023438,4.407752,3.149899,5.0042644,7.5744696,4.418023
TCGA-05-4395-01,3.1752925,8.2212515,6.095806,6.35984,5.4002,6.410521,5.2217193,5.364641,4.0090036,4.4547024,5.305076,4.8737106,4.2347255,5.006164,6.2855253,4.5762315
TCGA-05-4396-01,-0.28016728,9.4254,7.1675687,5.7292366,5.345993,5.980851,6.404038,6.1036587,4.641004,4.3552155,6.6540394,4.5640893,2.8284554,5.291057,7.835161,5.28304
TCGA-05-4397-01,0.059192255,9.448438,7.1722145,6.063462,5.764521,6.2524076,6.5071726,5.813596,4.8504333,4.401999,6.476551,4.481163,2.8747385,5.2346616,7.9216895,4.796222
TCGA-05-4398-01,0.5010497,9.350689,7.064676,6.234939,5.9091864,6.3852105,6.3779206,5.6050234,4.822962,4.493219,6.164119,4.5175543,3.031855,5.1425033,7.7460556,4.6060505
TCGA-05-4402-01,6.388457,6.033876,4.9409146,6.200043,4.862049,5.698342,4.3564434,4.8931437,3.7521951,4.3027506,5.3279095,4.591463,4.841036,4.650452,4.971364,4.688639
TCGA-05-4403-01,6.441468,5.9089823,4.8477974,6.2070427,4.837772,5.5488563,4.14981,4.809431,3.6292133,4.524964,5.309438,4.789469,4.8814178,4.6748624,5.03421,4.5580006
TCGA-05-4405-01,1.8089194,8.929069,6.7961736,6.420433,5.7351265,6.4092445,5.887543,5.355207,4.476721,4.610906,5.572366,4.785245,3.573444,5.0127816,7.171246,4.549596
TCGA-05-4410-01,-0.07774778,9.323531,7.236378,5.8622994,5.5949163,5.9545016,6.4900546,6.074021,4.791401,4.288501,6.6211743,4.3493795,2.7833319,5.1702676,7.89553,4.974222
TCGA-05-4415-01,4.12063,7.5257754,5.664272,6.2911158,5.188311,6.2094417,4.853143,5.1847405,3.826999,4.333644,5.0484405,4.9844384,4.4975176,4.9322414,5.7846,4.5544705
TCGA-05-4417-01,2.6859124,8.404813,6.2411857,6.3753796,5.594853,6.3640876,5.317163,5.37352,4.061188,4.5500197,5.5116405,4.793792,4.043102,4.988198,6.480433,4.588337
TCGA-05-4418-01,2.9613004,8.413073,6.122744,6.32563,5.3665466,6.3594117,5.341909,5.3190765,4.1110787,4.481208,5.351344,4.9417944,4.2518606,5.100347,6.3250694,4.645095
TCGA-05-4420-01,2.9272847,8.350918,6.2357125,6.324863,5.459211,6.3892403,5.3016505,5.3016624,4.0820622,4.490582,5.332743,4.8674974,4.158729,4.9889684,6.4073677,4.501884
TCGA-05-4422-01,9.779388,4.3742085,4.09656,5.864204,4.5956655,5.3533826,3.3909137,4.911876,3.5316565,4.093951,5.928277,3.8555725,5.170634,4.072192,4.4881244,4.61822
TCGA-05-4424-01,0.19628096,9.51771,7.090572,6.088811,5.7630677,6.381551,6.4219747,5.6502957,4.822342,4.508533,6.323362,4.635186,2.9983368,5.255786,7.818048,4.8436294
TCGA-05-4425-01,9.575803,4.4691653,4.054876,5.913513,4.607101,5.375605,3.4630952,5.062618,3.5759358,4.131614,5.9642467,3.834416,5.253276,4.0469804,4.4963202,4.599797
TCGA-05-4426-01,9.564499,4.4804764,4.030325,5.959252,4.5794563,5.3802767,3.3787508,4.890349,3.5039692,4.153385,5.9535327,3.875792,5.1853056,4.2063165,4.5441465,4.6174874
TCGA-05-4427-01,-0.08471421,9.404374,7.179404,5.8622994,5.5647116,5.9815526,6.480305,6.0372343,4.7643657,4.3487687,6.560941,4.4655957,2.7954373,5.205639,7.8602858,5.0200157
TCGA-05-4430-01,2.8666673,8.46465,6.167519,6.263844,5.5047073,6.414679,5.277739,5.36235,4.0353103,4.506456,5.410723,4.931195,4.1275797,5.0427413,6.4243317,4.516747
TCGA-05-4432-01,0.5989038,9.411962,7.0882397,6.279761,5.9680176,6.480046,6.3953447,5.489369,4.815685,4.520934,6.079731,4.643943,3.1395555,5.180954,7.7232146,4.568877
TCGA-05-4433-01,9.9354725,4.3066363,4.0643096,5.775495,4.5982537,5.4219365,3.4471545,5.0133247,3.6374285,4.141068,5.952137,3.7086263,5.2241187,3.9952831,4.438991,4.6335645
TCGA-05-4434-01,9.482515,4.4361386,4.0676045,5.9175386,4.654983,5.3563223,3.5074906,5.0477633,3.5695438,4.111683,5.9284897,3.8725293,5.167763,4.1881514,4.513779,4.641975
TCGA-05-5423-01,5.5487714,6.630082,5.220368,6.2435427,4.9171906,5.914426,4.505883,4.952303,3.6994526,4.409554,5.2011323,4.8536515,4.6399765,4.779451,5.305082,4.541406
TCGA-05-5425-01,0.6395337,9.364829,7.032735,6.3673525,6.074713,6.416898,6.409101,5.538059,4.933463,4.436795,6.135632,4.4498277,3.054066,5.1203365,7.7281413,4.4019322
TCGA-05-5428-01,1.8778094,8.940291,6.7735777,6.488824,5.952956,6.4081736,5.947767,5.3248687,4.5970316,4.6545653,5.461286,4.6642995,3.56514,4.9085894,7.0231485,4.3456078
TCGA-05-5429-01,9.634587,4.4026017,4.057702,5.759987,4.4535832,5.4207773,3.351468,5.0668316,3.4473186,4.1792226,5.9943814,3.8248985,5.3146186,4.043408,4.4459777,4.6666756
TCGA-05-5715-01,7.130913,5.610502,4.6672077,6.154824,4.701472,5.5607576,4.1369457,4.8298764,3.6582754,4.302735,5.491246,4.4900866,4.9680514,4.5493975,4.808627,4.6007805
TCGA-17-Z000-01,6.804387,5.8622656,4.772395,6.158004,4.8284082,5.5999403,4.201427,4.873322,3.7207398,4.2954865,5.3447304,4.668417,4.9331174,4.6227827,4.9722466,4.6207733
TCGA-17-Z001-01,3.881448,7.7874217,5.8053555,6.3316875,5.181858,6.2688,4.953581,5.2025065,3.814058,4.4503956,5.1228433,4.9848566,4.4584827,4.980123,5.9373975,4.552902
