Sample ID,dim_0,dim_1
TCGA-05-4244-01,14.304325,17.479937
TCGA-05-4249-01,14.749854,17.25132
TCGA-05-4250-01,15.07788,17.579443
TCGA-05-4382-01,14.364072,16.99663
TCGA-05-4384-01,14.606285,18.927156
TCGA-05-4389-01,13.898414,16.988934
TCGA-05-4390-01,14.194128,16.598661
TCGA-05-4395-01,13.915841,16.645487
TCGA-05-4396-01,14.740749,18.725952
TCGA-05-4397-01,14.785376,18.522032
TCGA-05-4398-01,13.933037,16.677052
TCGA-05-4402-01,14.027872,16.701878
TCGA-05-4403-01,14.739455,18.614986
TCGA-05-4405-01,13.808146,16.80562
TCGA-05-4410-01,14.039202,17.418104
TCGA-05-4415-01,14.819165,18.316206
TCGA-05-4417-01,14.566595,16.826796
TCGA-05-4418-01,14.808861,18.70586
TCGA-05-4420-01,13.846801,16.877268
TCGA-05-4422-01,15.00575,18.775206
TCGA-05-4424-01,13.935743,17.350542
TCGA-05-4425-01,14.897245,18.720589
TCGA-05-4426-01,15.095099,18.502981
TCGA-05-4427-01,14.223207,16.838825
TCGA-05-4430-01,14.00627,17.27475
TCGA-05-4432-01,14.350186,17.520008
TCGA-05-4433-01,14.952927,18.657911
TCGA-05-4434-01,14.464821,18.78036
TCGA-05-5423-01,13.153549,17.40604
TCGA-05-5425-01,14.575383,18.88951
TCGA-05-5428-01,13.594743,16.00635
TCGA-05-5429-01,14.809451,18.401215
TCGA-05-5715-01,14.995671,18.367207
TCGA-17-Z000-01,-19.133991,9.073261
TCGA-17-Z001-01,-19.260757,9.107517
TCGA-17-Z002-01,-19.427599,9.134755
TCGA-17-Z003-01,-19.126259,9.128693
TCGA-17-Z004-01,-19.314491,9.088784
TCGA-17-Z005-01,-19.301397,9.040613
TCGA-17-Z007-01,-19.068108,9.235578
TCGA-17-Z009-01,-19.351244,9.199119
TCGA-17-Z010-01,-19.295504,8.975999
TCGA-17-Z011-01,-19.346134,9.183504
TCGA-17-Z013-01,-19.340488,9.131024
TCGA-17-Z014-01,-19.096235,9.159592
TCGA-17-Z015-01,-19.268702,8.92211
TCGA-17-Z016-01,-19.219137,9.201233
TCGA-17-Z017-01,-19.185081,9.107873
TCGA-17-Z018-01,-19.577,9.235875
TCGA-17-Z019-01,-19.240463,9.315205
TCGA-17-Z020-01,-19.527685,9.166024
TCGA-17-Z021-01,-19.493496,9.293667
TCGA-17-Z022-01,-19.498358,9.297291
TCGA-17-Z023-01,-19.024513,9.185161
TCGA-17-Z025-01,-19.106476,9.105802
TCGA-17-Z026-01,-19.43171,9.425725
TCGA-17-Z027-01,-19.26142,9.040803
TCGA-17-Z028-01,-19.187288,9.336551
TCGA-17-Z030-01,-19.246994,9.26114
TCGA-17-Z031-01,-19.388306,8.911455
TCGA-17-Z032-01,-19.447289,9.213219
TCGA-17-Z033-01,-19.011698,8.980271
TCGA-17-Z036-01,-19.241478,9.365893
TCGA-17-Z037-01,-19.465588,8.93031
TCGA-17-Z041-01,-19.150126,9.368141
TCGA-17-Z042-01,-19.127277,9.344779
TCGA-17-Z043-01,-19.1008,9.095028
TCGA-17-Z044-01,-19.228756,9.396748
TCGA-17-Z045-01,-19.42732,9.173255
