	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
TCGA-05-4244-01	0.09408607	-0.13492867	0.10162393	0.22313428	-0.5664887	-0.06920581	0.19592792	0.19631328	-0.076912165	0.31708062	0.13401695	-0.03624539	-0.0075122686	-0.038178436	0.0027248221	-0.07533547	-0.32879514	0.22940868	0.07317654	0.23894902	0.009305261	0.02614418	0.102219634	0.044553734	0.06043207	0.026197478	0.2489642	-0.16630213	0.12785019	0.025995467	0.0034759997	0.17283505
TCGA-05-4249-01	0.29262114	-0.18909653	0.16586821	0.23223545	-0.33882904	-0.08167482	0.2501897	0.2105073	-0.025043381	0.2652511	0.16565175	0.10481312	-0.10439468	0.04015855	-0.054553077	-0.15508899	-0.2706005	0.25586733	0.07450943	0.26950088	0.011933165	0.103004456	0.16179599	0.006031762	-0.046834722	-0.1527842	0.15766649	-0.21499108	0.063359655	0.0028418326	0.057505757	0.24909222
TCGA-05-4250-01	0.13592456	-0.12583908	0.15423326	0.16277052	-0.52216846	-0.065334626	0.19421992	0.21795249	-0.17208962	0.30119294	0.12887941	0.006155237	-0.06023143	-0.114937104	0.024074266	0.025195	-0.3843787	0.21794796	0.08558442	0.15906541	-0.024759408	0.06111243	0.10272154	0.10645615	0.09266529	0.0059774993	0.24608555	-0.12899552	0.09214937	0.036630373	-0.0018021031	0.22012909
TCGA-05-4382-01	0.18399443	-0.040327862	0.1665068	0.1506609	-0.13894504	-0.22870219	0.22663046	0.197071	0.10963481	0.31109485	0.08821306	0.08947098	0.075842805	-0.0005755858	-0.039708503	0.0395429	-0.1765214	0.1837285	0.10281987	0.22168967	0.20493224	0.1640481	-0.073588036	0.10875167	0.18893832	-0.48847833	0.16600122	-0.084412284	-0.054507043	-0.0205321	0.09119	0.2955068
TCGA-05-4384-01	0.0007125259	-0.05294852	0.059654128	0.1833789	-0.31891084	-0.14968738	-0.012307568	0.32862124	-0.3407128	0.12350755	0.15316564	-0.12553088	0.29183155	0.099037744	0.06309754	0.17436013	0.009999946	0.09222341	0.13988818	0.11843036	0.10197477	0.078769535	0.04165627	0.3720435	0.22430594	0.14630587	0.25026447	-0.14904137	0.20646277	-0.04703783	0.14565642	0.079168364
TCGA-05-4389-01	0.012701213	-0.20056348	0.1311236	0.18213134	-0.5555116	-0.02573291	0.27451697	0.040047776	0.07646143	0.3415767	0.11468599	0.052053697	-0.013109446	0.15060063	-0.016603332	0.022911653	-0.29950202	0.2172606	0.06306917	0.30418226	0.02501542	0.11311578	0.093554355	-0.09503308	0.08897839	-0.12613797	0.15833782	-0.14649017	-0.00052787183	0.06117929	-0.01252041	0.1487333
TCGA-05-4390-01	0.10674389	-0.056000657	0.18644036	0.2068892	-0.22253877	-0.1294344	0.26994097	0.123931795	-0.0050189192	0.41133592	0.089333795	0.14005466	0.073243804	-0.07594462	-0.038198385	0.08583993	-0.3151298	0.18384282	0.13396284	0.24739315	0.2011593	0.111772165	-0.022876017	0.07735502	0.12564787	-0.37094945	0.18351251	-0.05765865	-0.025650939	-0.06027052	0.05523442	0.25917438
TCGA-05-4395-01	-0.035957873	-0.14560723	0.06693211	0.089920424	-0.6745407	-0.09284201	0.18055643	0.018927213	0.11507586	0.30945906	0.077985495	-0.11046174	-0.020201763	0.12872379	0.033269353	-0.024999138	-0.29324234	0.21898592	0.050274275	0.23742747	-0.026409412	0.06633883	0.08281652	-0.06260401	0.21011229	0.003793678	0.17666917	-0.13841273	0.03037036	0.11488977	-0.022391811	0.06692702
TCGA-05-4396-01	0.015442789	-0.006748662	0.014880302	0.383825	-0.146951	-0.18109784	0.16098376	0.2593182	-0.00038163067	0.2567604	0.16352665	-0.03794084	0.2404539	0.13375668	-0.043744855	-0.09786581	0.07728977	0.1398063	0.0070752883	0.35879746	0.34900942	0.08102008	0.022671344	0.08348253	0.17474015	-0.119169876	0.08326701	-0.07054157	0.11337471	-0.1012441	0.34624627	0.18307735
TCGA-05-4397-01	-0.042621344	0.0059508127	0.13210575	0.25982055	-0.11589413	-0.12233732	0.20153646	0.18229792	0.20416602	0.38720486	0.124275416	0.03632783	0.28680715	0.08426342	-0.009646838	0.08945346	-0.15215275	0.12223886	0.1474699	0.26993385	0.2427266	0.1195549	-0.14047597	0.15770775	0.28444755	-0.30407995	0.16756815	-0.026073884	0.049745042	-0.13219336	0.002786069	0.18028389
TCGA-05-4398-01	-0.15421003	-0.064576186	0.033543933	0.25895184	-0.22449623	-0.07169029	0.20745791	0.028149316	0.35858658	0.39456302	0.12415165	-0.044787504	0.07892315	0.16055864	0.05127021	-0.08991197	-0.08780434	0.13450468	0.057264503	0.38809606	0.19014521	0.10769534	-0.10398597	-0.052852225	0.32371342	-0.25404096	0.1359735	-0.04310789	0.005382492	0.047608048	0.08264577	0.14225045
TCGA-05-4402-01	-0.09255455	-0.09471054	0.17821251	0.008161911	-0.03049605	-0.15587391	0.17466782	0.08001587	0.0693154	0.26312235	0.11221306	0.18628134	-0.0143294735	-0.16150291	0.025073588	0.22535811	-0.2088996	0.15364553	0.107061855	0.1283517	0.17342916	0.24544515	-0.3394536	0.06329625	0.118279874	-0.46485215	0.16503888	-0.018665679	-0.117936626	0.12502442	-0.07948321	0.3020015
TCGA-05-4403-01	0.093068905	-0.009077826	-0.014779684	0.25563058	-0.11194355	-0.20872994	0.04439855	0.3729407	-0.3759388	0.11542798	0.18203999	-0.12737402	0.17835009	-0.071719155	0.0006875356	-0.008780217	0.076230064	0.10162507	0.12094291	0.19664983	0.22829565	0.08684368	0.0019340726	0.3229354	0.07212304	0.09885705	0.24198128	-0.17723395	0.25133896	-0.04185147	0.21941641	0.18997912
TCGA-05-4405-01	-0.13697672	-0.113806255	0.047787268	0.14476311	-0.51360315	-0.10610036	0.20497625	0.025567096	0.27667361	0.29156268	0.12776427	-0.08068054	0.120252445	0.26559153	-0.0059053	0.09499192	-0.12555404	0.19028513	0.06674719	0.37007287	0.103375025	0.12559715	-0.12390211	-0.07865975	0.17545886	-0.16474226	0.14408998	-0.14001733	-0.04825776	0.052453283	-0.009731625	0.06351663
TCGA-05-4410-01	-0.0034476968	-0.093584545	0.18471327	0.23578654	-0.26219204	-0.13761781	0.2349425	0.21328488	-0.2130831	0.32597548	0.1055876	0.14890212	0.14723036	-0.025142753	0.022687392	0.24385859	-0.22259553	0.14023659	0.08277417	0.21924497	0.20226067	0.14693406	-0.031761546	0.09551984	0.09057448	-0.32946107	0.14835379	-0.049524926	-0.0759009	-0.063609175	0.13188955	0.28405926
TCGA-05-4415-01	0.2646551	-0.029118175	-0.018208241	0.28491813	-0.24471755	-0.15259664	0.16943958	0.2330707	0.09413137	0.1455178	0.19091716	-0.1018717	0.0056717317	0.18193348	-0.10210505	-0.15723519	0.16255316	0.14136201	0.0043905904	0.422139	0.22859034	0.05911833	0.08805031	0.007971213	0.042187538	-0.17211331	0.062459555	-0.15437494	0.06861556	-0.02323385	0.3987809	0.15700376
TCGA-05-4417-01	0.1579383	-0.14105056	0.14203931	0.16688086	-0.48013163	-0.037727326	0.21395808	0.11636246	-0.09685248	0.34139693	0.103196	0.022933217	-0.107849784	-0.11169616	-0.021123545	-0.12584984	-0.41435966	0.24038883	0.095208555	0.17804544	-0.0154359285	0.044585437	0.15680687	0.04308147	0.07084634	0.012348097	0.24116531	-0.1551381	0.12898925	0.03962054	-0.032311834	0.18110728
TCGA-05-4418-01	0.13013947	-0.07050587	0.019762881	0.100334466	-0.45354176	-0.32347095	0.0449456	0.29265127	-0.34207729	0.09577212	0.14156161	-0.1780965	0.15260953	0.10975046	0.02673358	0.056714065	0.01619373	0.13652252	0.046722893	0.18654959	0.17111742	0.053494737	0.07250628	0.22744896	0.13246848	0.0031089028	0.1778781	-0.16502029	0.11019707	0.043041013	0.30914387	0.14632262
TCGA-05-4420-01	-0.013029808	-0.11972574	0.20940128	-0.015955064	-0.20958237	-0.09099179	0.22253089	-0.002213198	-0.002232822	0.32877794	0.078765705	0.19362856	-0.056134947	-0.15314662	-0.001042693	0.2663806	-0.3632994	0.18445255	0.11734975	0.09334975	0.10764987	0.18703559	-0.21934009	0.051641893	0.10043262	-0.391443	0.18010065	-0.020989532	-0.112293534	0.109916165	-0.11756285	0.2641153
TCGA-05-4422-01	0.04606892	-0.10032761	0.06281298	0.20084468	-0.5824242	-0.11252449	0.0759296	0.31615365	-0.09900294	0.1893991	0.17382334	-0.1608009	0.08653364	0.088872746	0.051747464	0.05666887	-0.09720516	0.1898606	0.089929715	0.23030832	0.002781049	0.089894	0.037441373	0.18476146	0.19059388	0.096814215	0.26701874	-0.21259522	0.1479381	0.04000948	0.11901952	0.113180675
TCGA-05-4424-01	0.00095670857	-0.10683363	0.11011794	-0.05232321	-0.29852113	-0.14506297	-0.12419853	0.48132744	-0.18949158	-0.058695965	0.18499506	-0.10873229	-0.007224976	-0.15527818	0.17658418	0.22784762	0.0024065175	0.102997884	0.07646905	-0.082161605	-0.12875925	0.2089604	-0.1593804	0.33398134	0.23360008	0.04397735	0.23588683	-0.13441229	0.08671006	0.18500692	-0.016975451	0.17651126
TCGA-05-4425-01	0.02906286	-0.078592606	0.21443518	-0.028267438	-0.30252817	-0.010280044	0.26565892	-0.080980204	0.056622766	0.3763325	0.0831962	0.098667674	-0.083004795	-0.055367842	-0.07848187	0.3041817	-0.41104943	0.17438197	0.14865667	0.17256445	0.049576346	0.12570919	-0.14969379	0.053673048	0.15700738	-0.2935803	0.20950529	-0.07196748	-0.07837524	0.055618588	-0.13999465	0.15414423
TCGA-05-4426-01	0.14117049	-0.06664261	0.084655955	0.38272005	-0.20096217	-0.063399404	0.2382626	0.20791286	-0.15877914	0.33250707	0.17495902	0.08500324	0.20554715	0.047768384	-0.09152299	-0.059996016	-0.14179242	0.13849352	0.15891209	0.36996746	0.23342489	0.046190597	0.119475625	0.10680459	-0.03530711	-0.1059766	0.17654847	-0.15514508	0.14558099	-0.18389359	0.12038066	0.1628951
TCGA-05-4427-01	0.13666353	-0.049185876	0.18017527	0.15110627	0.006616864	-0.16908784	0.2510045	0.1454317	0.18017004	0.33939198	0.10879109	0.168289	0.0443286	-0.028831052	-0.05303842	-0.020832362	-0.2061384	0.16455162	0.065572605	0.21300642	0.23877051	0.16725141	-0.11288155	0.04447974	0.18530448	-0.50122654	0.10869564	-0.012875236	-0.035817757	-0.018942678	0.065322585	0.30752134
TCGA-05-4430-01	0.035105467	-0.18989064	0.21040909	0.10516351	-0.34249604	-0.044857133	0.2180162	0.21216224	-0.15827909	0.24033381	0.20121232	0.16243993	-0.07303051	-0.15554231	-0.005165693	0.20928816	-0.34315702	0.22669426	0.099653006	0.14742018	0.005477746	0.18682364	-0.17432795	0.07919744	-0.06955327	-0.12780367	0.22157928	-0.14824238	0.018133938	0.08534364	-0.13744633	0.28517184
TCGA-05-4432-01	0.0066803596	-0.1258162	0.10096615	0.018501826	-0.6492499	-0.099465914	0.18926235	-0.06946776	0.13704985	0.32488373	0.045258522	-0.09035217	-0.0048615355	0.1791039	-0.00201159	0.007966455	-0.33987883	0.19511397	0.064513154	0.20185712	-0.021376546	0.054596182	0.07242824	-0.03900969	0.24648453	-0.08783435	0.16730295	-0.124415725	-0.009007984	0.10772956	-0.04126209	0.02796246
TCGA-05-4433-01	0.071785964	-0.03170395	0.032767206	0.4104933	-0.15116309	-0.038684405	0.254016	0.08499651	-0.06262014	0.38629895	0.15331072	0.08238709	0.21054047	0.11239247	-0.0843919	-0.0848933	-0.05852944	0.11536937	0.10500778	0.4045297	0.3312261	0.033093307	0.092472345	0.059230603	0.06959706	-0.117616005	0.12447949	-0.08641001	0.13565749	-0.15650378	0.23932482	0.1317413
TCGA-05-4434-01	-0.26887184	0.038861368	-0.060467605	-0.01223614	0.14868397	-0.12178513	-0.11076523	-0.0462036	0.19520754	0.091555774	0.1632667	-0.15085933	0.17318812	0.09257264	0.015996367	-0.20425391	0.14026977	0.0062667024	0.109759435	0.06621206	0.16412638	0.07505413	-0.33100998	0.2857788	0.36751992	0.24933587	0.21778992	-0.062869325	0.36987078	0.17557082	-0.049745627	-0.12619384
TCGA-05-5423-01	-0.044712022	-0.17497203	0.17229263	0.021547735	-0.55385876	-0.10261817	0.15778139	0.17708045	0.042098183	0.19573839	0.17749093	0.00065180665	0.02085092	0.07622793	0.033626024	0.27888745	-0.26481682	0.21161291	0.111021556	0.17988543	-0.058571603	0.19192596	-0.19636874	0.08946508	0.08184294	-0.11393577	0.22388312	-0.17346571	-0.037436176	0.123811275	-0.15207753	0.14413613
TCGA-05-5425-01	0.1068964	-0.06905309	0.09687204	0.07882604	-0.42625275	-0.08815538	0.08303828	0.23225766	0.010799013	0.14091642	0.19402015	-0.10393467	0.31538773	0.36765382	-0.055822875	0.2384873	-0.056083288	0.12710373	0.21516392	0.23306729	-0.0065013133	0.09820885	-0.07388412	0.24125616	0.12381604	0.074675485	0.19828686	-0.2272227	0.10084331	-0.14443395	-0.09950421	-0.09381088
