	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	-0.3465961	-0.25133696	0.050359428	0.07674614	0.35466328	-0.29874268	0.33109745	-0.42332163	0.18447146	-0.26097456	-0.10656765	0.08732905	-0.16472927	-0.36402825	0.4979032	0.06532859
Aneuploidy Score	0.07694647	0.029229628	0.28883615	-0.14429593	0.0608562	-0.136	-0.4440071	-0.068677805	0.12511393	0.3682799	-0.19602965	-0.07847884	-0.5090683	-0.2417631	0.019701304	-0.6293
Last Communication Contact from Initial Pathologic Diagnosis Date	0.12263158	0.3987212	0.28446075	-0.12587106	0.053459924	-0.20640303	0.1724681	-0.4753136	0.23268373	-0.21406482	-0.16971211	0.13864964	0.07974749	-0.25791314	0.48553854	0.19878341
Birth from Initial Pathologic Diagnosis Date	-0.05012386	-0.50188065	0.218893	0.33668888	0.24247992	0.29598284	-0.18115912	0.2942291	0.5563022	0.18746269	0.2871807	0.10078602	0.13322279	-0.22142258	-0.2930648	-0.074570365
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	-0.56751883	0.25311664	-0.9184602	-0.12731963	0.18984301	0.1470243	0.5369425	0.25251612	0.26217684	0.1987277	0.14380075	-0.26333606	0.0961661	-0.13021106	0.11195556	0.142572
Fraction Genome Altered	-0.32699183	0.26909518	0.38397172	0.33163953	-0.48851377	0.3559213	0.2914476	-0.17771234	-0.07943348	0.45759	-0.447459	0.21520914	0.030248178	0.0006800823	-0.46363607	0.06822388
Mutation Count	-0.3591532	-0.45874786	-0.37601492	-0.037129816	0.38782683	-0.44589594	-0.05396181	0.31263316	-0.034088273	-0.61735296	0.14695674	-0.21447119	-0.047525726	-0.55234146	0.31790128	0.30004534
cigarettes_per_day.exposures	0.021846846	0.12262806	0.05317727	-0.18849933	0.23864217	-0.31977272	-0.23834275	0.09514254	0.41138807	-0.8069363	-0.18663783	0.14372317	-0.26337054	-0.3334688	0.5251201	0.0872097
pack_years_smoked.exposures	-0.2078936	0.13618076	-0.44413114	0.12260484	0.627424	0.37893546	-0.13265252	-0.30953428	-0.043471497	-0.031118885	0.14333306	-0.108029336	-0.13252151	-0.47735706	0.21607493	0.548905
years_smoked.exposures	0.26578683	0.5682303	0.119368784	-0.38206267	-0.12416449	0.22332473	-0.061938986	-0.05907987	0.03509142	0.13425446	0.039701384	-0.45497516	-0.053111307	0.02638256	0.24905194	0.30014816
