	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
TCGA-05-4244-01	0.2788079	0.10503039	0.30241898	-0.2042582	0.07324763	-0.02465311	-0.19600785	0.13891527	-0.31620523	-0.057393473	0.31335664	-0.25365037	-0.6219974	-0.017757673	-0.15166189	0.19585338
TCGA-05-4249-01	0.26368287	0.017959787	-0.0422154	-0.22499749	0.008178759	0.068381004	-0.3732229	0.008078628	-0.3293832	0.003235079	0.27195576	-0.1697311	-0.6191084	-0.124433525	-0.3176847	0.15054724
TCGA-05-4250-01	0.34589735	-0.0008418249	0.0697876	-0.17665255	0.14655866	0.054555777	-0.35639384	0.06777879	-0.320695	0.021622436	0.2966089	-0.20468959	-0.6089647	-0.049240496	-0.20139347	0.20298299
TCGA-05-4382-01	0.17401631	0.15670055	0.2694956	-0.30740836	0.09604303	-0.017053757	-0.13110131	0.17554264	-0.31785193	-0.07478473	0.28200832	-0.27273738	-0.6059745	-0.08378629	-0.16458799	0.2422109
TCGA-05-4384-01	0.34338322	0.0018161827	0.4849419	0.0858563	0.34856898	-0.03345932	-0.25128284	0.08943249	-0.20883514	-0.072500356	0.24142627	-0.18569975	-0.42276207	0.21298426	0.1554933	0.23638105
TCGA-05-4389-01	0.18032885	0.07769218	0.12210375	-0.35695532	-0.02511642	0.060407188	-0.3049646	0.02189372	-0.33347705	-0.051400047	0.27699402	-0.17740682	-0.61394006	-0.0780252	-0.28869808	0.18152612
TCGA-05-4390-01	0.2632344	0.07844033	0.13060671	-0.27505702	0.08141744	0.040109355	-0.3028925	0.063792594	-0.33341107	-0.024801087	0.30580726	-0.19585091	-0.624094	-0.06291547	-0.22145176	0.20406656
TCGA-05-4395-01	0.15941101	0.1445584	0.33103323	-0.3499811	0.039378896	-0.024461923	-0.17838344	0.13048281	-0.30840352	-0.10764619	0.27328938	-0.2348992	-0.5875503	-0.020617342	-0.18558203	0.23233496
TCGA-05-4396-01	0.23350881	0.032116726	0.3308521	-0.31606516	0.18110406	0.12708901	-0.30057845	0.088961355	-0.34192622	-0.100879215	0.28067625	-0.09248665	-0.5316956	0.18736275	-0.04725062	0.2311045
TCGA-05-4397-01	0.4197583	-0.02267077	0.2787158	-0.044262424	0.108438484	-0.027161896	-0.29900235	0.08041925	-0.2861164	0.027030371	0.3187888	-0.26402345	-0.568324	0.043640956	-0.10929648	0.21097536
TCGA-05-4398-01	0.18078882	0.12184785	0.31607503	-0.28314862	0.012051095	0.048240982	-0.19856164	0.094145365	-0.34780407	-0.11574291	0.2785559	-0.2037488	-0.61870444	-0.020912511	-0.22516088	0.18500926
TCGA-05-4402-01	0.0700103	0.08984833	0.19763884	-0.46591246	-0.018662786	0.09089253	-0.271291	0.041056965	-0.32472584	-0.10743304	0.24573824	-0.15616837	-0.5829665	-0.028442843	-0.25206438	0.20257361
TCGA-05-4403-01	0.32170594	0.022801919	0.45966518	-0.109141275	0.21935686	-0.041608695	-0.3807326	-0.039932866	-0.17161962	-0.016953878	0.38489133	-0.09035506	-0.44817	0.21463172	0.121020205	0.1696043
TCGA-05-4405-01	0.09062151	0.15954924	0.24666563	-0.38495916	0.05000649	0.15178509	-0.25221705	0.018832693	-0.36281568	-0.14847046	0.28597963	-0.08884711	-0.5978412	-0.015273481	-0.20704877	0.15463987
TCGA-05-4410-01	0.27158758	0.09573969	0.106580675	-0.21123902	0.06514672	0.11664823	-0.2596405	0.077824056	-0.3825364	-0.049231656	0.31557575	-0.15035135	-0.6386961	-0.07302435	-0.2521943	0.14816701
TCGA-05-4415-01	0.38688892	-0.057786785	0.18861386	-0.037500136	0.18025321	0.01777298	-0.32364044	0.11107663	-0.2888923	0.013525273	0.20803009	-0.3256345	-0.54853785	-0.04199906	-0.19600907	0.2933849
TCGA-05-4417-01	0.31297213	0.04977096	-0.009281607	-0.17484629	0.06451389	0.11655463	-0.3100251	0.055939365	-0.3721065	0.0006807171	0.31480536	-0.13898467	-0.6344918	-0.089416504	-0.26059142	0.12867102
TCGA-05-4418-01	0.407707	0.033202026	0.1354982	-0.07767156	0.20230524	0.1098074	-0.33172017	0.06692888	-0.33465976	0.012843089	0.3623501	-0.115760185	-0.59776586	0.040114537	-0.08295414	0.13454553
TCGA-05-4420-01	0.21558407	0.026917238	0.004385814	-0.32548612	-0.016232202	0.055027176	-0.37735838	-0.011829079	-0.31584927	-0.007698608	0.2588313	-0.16750307	-0.59619486	-0.10093112	-0.32235172	0.1912871
TCGA-05-4422-01	0.36740088	0.044278406	0.4513396	-0.032983117	0.08609181	0.01622901	-0.21485512	0.10746513	-0.30878952	-0.06642898	0.31426543	-0.22447789	-0.5356735	0.095133856	-0.099166974	0.19526027
TCGA-05-4424-01	0.33592913	-0.04539008	0.13313489	-0.21453454	0.15281774	-0.03143956	-0.3725514	0.0696872	-0.27454042	0.032457028	0.2246615	-0.27490473	-0.5410995	-0.023414781	-0.21927974	0.33084297
TCGA-05-4425-01	0.31608278	0.09706083	0.3237604	-0.18156031	0.16013472	0.045996033	-0.26772305	0.08984374	-0.31657892	-0.055030793	0.34866643	-0.16936392	-0.58915234	0.05624373	-0.07601525	0.18930003
TCGA-05-4426-01	0.4290079	0.0064608054	0.12464811	-0.061512988	0.25784004	0.09177619	-0.4288777	0.0026239904	-0.28286934	0.037729137	0.37598908	-0.064533666	-0.5269717	0.08334557	-0.03149267	0.15853629
TCGA-05-4427-01	0.21062346	0.056904703	0.11912193	-0.28790608	0.04062258	0.15716691	-0.29690552	0.056921933	-0.38738558	-0.0707448	0.29242858	-0.14152622	-0.6308205	-0.025412377	-0.2312512	0.15780054
TCGA-05-4430-01	0.20831789	0.11372911	0.052081153	-0.2986528	0.061322372	0.1334154	-0.3052866	0.020027148	-0.36247545	-0.04672378	0.32274604	-0.09711041	-0.63925016	-0.078761905	-0.23902985	0.13212053
TCGA-05-4432-01	0.30229622	0.02835403	0.06890532	-0.15661174	-0.006376099	0.05975506	-0.27288318	0.082481	-0.35389534	-0.006181078	0.2829163	-0.24436653	-0.638196	-0.11519575	-0.28877193	0.15706043
TCGA-05-4433-01	0.24524306	-0.17759924	0.70708126	0.03732103	-0.050763782	0.024165794	-0.2329575	-0.06725637	-0.16615944	-0.060524754	0.21997431	-0.17545055	-0.25781447	0.36585084	0.10838398	0.14999309
TCGA-05-4434-01	0.27412954	0.058842637	0.35619426	-0.20053811	0.3018772	0.1417329	-0.35396907	0.03321295	-0.2859899	-0.09640153	0.3164223	-0.00583544	-0.49342036	0.21329671	0.042599075	0.18620124
TCGA-05-5423-01	0.28264776	-0.012180045	0.48031807	-0.071752734	0.18538994	-0.04833226	-0.18442377	0.19096737	-0.24778317	-0.08848615	0.17252824	-0.3665134	-0.48595917	0.072250806	-0.06539709	0.3129605
TCGA-05-5425-01	0.36104771	0.02031018	0.50482506	0.034441363	0.14340831	-0.011634024	-0.17005983	0.1547602	-0.27491203	-0.068971366	0.28175065	-0.2733085	-0.49109504	0.13276525	0.008295912	0.21526921
TCGA-05-5428-01	0.24555442	0.092051744	0.3752006	-0.11546253	0.015691703	-0.009886946	-0.09095478	0.18685357	-0.33352253	-0.086058296	0.26785234	-0.32962835	-0.603795	-0.0461984	-0.17128727	0.19622995
TCGA-05-5429-01	0.3747776	-0.046677675	0.3490211	-0.006452886	0.11393327	0.09054205	-0.23251714	0.12862968	-0.32785335	-0.005664032	0.33404762	-0.25455126	-0.5622209	0.074727684	-0.07288295	0.18117532
