Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,3.7670398,6.537235,3.5838654,6.234685,4.6187563,4.5228043,3.4116218,5.5705347,3.2845109,7.275835,6.807052,3.5517757,6.185915,-0.6413381,2.224536,4.863655
TCGA-05-4249-01,3.5956647,6.7320547,3.5745974,6.257461,4.653376,4.3582644,3.661167,5.37892,3.455954,7.0415516,6.7030954,3.49809,6.0250874,-0.6197405,2.1004047,5.039697
TCGA-05-4250-01,3.5435836,6.9380713,3.557981,6.1387563,4.6267586,4.363424,3.824357,5.2777643,3.5537481,6.9465737,6.6732345,3.4604688,6.0214477,-0.43686777,2.2098026,5.143749
TCGA-05-4382-01,4.0120363,6.729483,2.4186366,6.2585797,5.516994,4.3297906,3.4463708,4.831464,3.6434414,7.009468,6.6582804,3.9483657,6.794268,-0.691704,2.202442,5.023149
TCGA-05-4384-01,4.3771386,7.2443714,3.1230693,6.426805,4.5283,4.0797954,3.7091208,5.3463135,2.6798732,7.648948,6.2367606,4.1511617,6.529388,-0.28941756,2.5117962,4.3806057
TCGA-05-4389-01,4.054991,6.7221475,3.8256361,6.3576818,4.8331666,4.6007485,3.4993117,5.4627786,3.1965387,7.611979,6.761453,3.3322036,6.11829,-0.9226639,1.8988781,4.7270684
TCGA-05-4390-01,3.7602549,6.610737,2.5957901,6.107623,5.192616,4.241444,3.4017155,4.9938035,3.6106868,6.947214,6.798468,3.9184244,6.695001,-0.67397225,2.3868606,4.958356
TCGA-05-4395-01,4.0111413,6.750025,3.8708131,6.3351774,4.7603784,4.5503206,3.4446206,5.4928145,3.0990455,7.5255437,6.731721,3.3260772,6.140276,-1.0478321,1.9494436,4.7115035
TCGA-05-4396-01,4.0882797,7.377354,2.8383818,6.188933,4.4782457,3.8910835,3.8350613,5.2995934,2.7823565,7.5892353,6.206304,4.294405,6.6079845,-0.24204935,2.7680457,4.4579363
TCGA-05-4397-01,4.132813,6.826013,2.733141,6.0998764,5.0903335,4.288823,3.2899635,5.238145,3.330535,7.4323134,6.5374894,4.130221,6.830362,-0.472339,2.585542,4.5864997
TCGA-05-4398-01,3.896999,6.616438,2.8866062,6.0017743,5.1434393,4.511242,2.9945757,5.216457,3.6349103,7.2372065,6.680227,3.7632194,6.644302,-0.645791,2.4784536,4.6436872
