	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	-0.41703078	-0.47234556	-0.012602358	-0.46007553	-0.04972251	-0.4027821	-0.48122057	-0.21289913	-0.29276708	-0.31553942	-0.24428022	0.34148467	-0.030647283	0.39483288	-0.1308512	0.011436518
Aneuploidy Score	0.04013545	0.50389373	-0.058667768	0.53575313	0.45566973	0.021359073	0.11529256	-0.2614976	0.4552888	0.15609974	-0.19722569	-0.24795657	-0.29383367	0.27461034	0.34995604	-0.14133225
Last Communication Contact from Initial Pathologic Diagnosis Date	0.111505754	0.49873167	-0.08586074	-0.025881618	-0.16699184	0.25501174	-0.3232829	0.6231608	-0.070447564	0.017511263	-0.18761982	0.08677231	0.458528	0.5340735	0.3916463	0.19725195
Birth from Initial Pathologic Diagnosis Date	-0.50582236	-0.04306707	0.03590354	0.050599005	-0.4792492	-0.29278237	-0.4907269	0.35587096	0.11908754	-0.3495056	-0.13204396	-0.0061809565	-0.22926103	-0.029306078	-0.43113402	-0.15573844
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	-0.029378958	0.11547124	-0.20798053	-0.38448602	-0.49036437	0.0746942	0.36474976	0.16018195	-0.33818322	0.08815058	-0.4950336	-0.5626263	-0.20592329	-0.29999176	0.30408967	0.080792494
Fraction Genome Altered	0.13810651	-0.3311976	0.25759378	-0.4137555	0.44733477	0.3767541	-0.29907137	0.20986477	0.49567938	-0.20218071	-0.1453935	-0.40374115	-0.09861629	0.47894898	0.088734135	-0.40213543
Mutation Count	0.02113481	-0.015650995	-0.64572805	-0.057846077	0.21779133	-0.13104199	-0.4340329	-0.27057144	0.39131278	0.12278083	0.17227414	0.14128034	0.31708667	-0.2707622	-0.531502	0.2527877
cigarettes_per_day.exposures	-0.22932751	0.24270952	0.061914343	-0.077028856	-0.44892192	0.042230777	-0.28220287	0.29412773	-0.117234185	-0.32492977	-0.33581993	-0.18081145	0.21049105	-0.4775668	-0.36644498	0.06886172
pack_years_smoked.exposures	-0.56788105	-0.27470586	0.02348162	-0.43574482	-0.4888431	0.12474111	-0.0052895066	0.52876955	0.038122166	-0.1909786	0.30713868	0.004215073	0.33741957	-0.38288987	-0.08854318	-0.017582618
years_smoked.exposures	-0.43703383	-0.032787304	-0.19615006	-0.2770162	0.024060842	0.25918508	0.1366384	0.3262118	0.44642192	-0.16717714	-0.6111907	-0.60306346	0.0022386725	0.24037935	0.39735058	-0.028857818
