	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
TCGA-05-4244-01	-0.17608836	0.31044978	0.23267336	-0.12034593	-0.2530082	0.26970023	-0.13315736	0.13253531	0.20323263	0.13618205	0.18912229	-0.6204107	-0.084016554	0.29258585	-0.05579311	-0.23588584
TCGA-05-4249-01	-0.16429913	0.32040602	0.11417637	-0.27224344	-0.21563508	0.26751757	-0.091247365	0.05480283	0.2876232	0.053711995	0.10348811	-0.61768067	-0.067559294	0.2907486	-0.18039949	-0.2330347
TCGA-05-4250-01	-0.18176608	0.31918606	0.21093722	-0.15104929	-0.22545166	0.26364318	-0.18071593	0.10470704	0.16921823	0.109364435	0.21542498	-0.6508404	-0.044527277	0.24165343	-0.06308069	-0.242607
TCGA-05-4382-01	-0.21275023	0.31486997	0.1933659	-0.112987824	-0.30261344	0.25074336	-0.080597006	0.16145964	0.28765047	0.166287	0.088755555	-0.5602208	-0.11136424	0.3540433	-0.05506704	-0.21336675
TCGA-05-4384-01	0.043329787	0.17973924	0.32446116	0.0061674626	-0.011203981	0.31934032	-0.37544173	-0.04960836	-0.06861361	0.20694658	0.44075006	-0.5280888	0.004538293	0.030229677	0.014772072	-0.30521512
TCGA-05-4389-01	-0.17580643	0.31605905	0.21042924	-0.17540431	-0.31529263	0.24124275	-0.034292303	0.19620596	0.2172648	0.06812444	0.07664466	-0.5957686	-0.0664211	0.37853998	0.02279219	-0.18970512
TCGA-05-4390-01	-0.19135247	0.29166824	0.07811783	-0.18552183	-0.2738019	0.23315962	-0.084224634	0.12194495	0.34574485	0.1804383	0.08884489	-0.5528546	-0.09536061	0.32572964	-0.2097475	-0.24833724
TCGA-05-4395-01	-0.23646034	0.3755146	0.2786882	-0.057214245	-0.23377246	0.2818019	-0.093391344	0.0868427	0.21120429	0.101834446	0.124401025	-0.5944568	-0.16611874	0.28316864	-0.11078456	-0.16710518
TCGA-05-4396-01	-0.14927503	0.2475274	0.10897519	-0.14441846	-0.07633382	0.24819133	-0.16644928	-0.111978635	0.31384885	0.22477059	0.1913009	-0.6393499	-0.046013262	0.17807527	-0.21079679	-0.32154918
TCGA-05-4397-01	-0.05368993	0.22031778	0.18234816	-0.23157997	-0.1319398	0.24903487	-0.14924973	-0.07343399	0.20358728	0.115391836	0.22881454	-0.69992685	-0.019436043	0.23004894	-0.1505709	-0.28568202
TCGA-05-4398-01	-0.21988095	0.31172106	0.031948447	-0.1455546	-0.18830416	0.2515438	-0.016451241	0.0024980586	0.46259302	0.22192794	-0.04241685	-0.4954672	-0.10855574	0.32022208	-0.19358982	-0.26632884
