,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,5.090128,7.039569,5.6248775,5.1287346,3.7738507,5.2988596,3.879497,4.1103463,4.7706194,4.005415,5.006847,3.9122326,5.579427,5.268181,5.932224,5.3958344
TCGA-05-4249-01,3.582613,8.072064,5.8580894,5.588584,3.5911472,4.745156,3.8714979,4.007517,5.1195345,4.444434,4.394666,4.1758184,5.320405,5.086176,5.5334916,5.415693
TCGA-05-4250-01,3.4298453,8.206413,5.8842344,5.687962,3.5448356,4.587891,3.9649649,3.9357831,5.1936765,4.426745,4.3523507,4.284775,5.1945634,5.0320187,5.52295,5.4203944
TCGA-05-4382-01,1.0384644,9.174548,6.3237486,5.565215,3.5933475,4.0872884,4.6556025,4.1837435,5.7355776,4.4331946,3.2243888,4.2948413,3.596098,3.8675709,5.4792233,5.769984
TCGA-05-4384-01,7.6825986,5.5223966,5.678298,5.5193205,4.1716995,5.7198253,4.643466,4.1914845,4.254691,3.4046373,5.744208,3.7956147,5.6613092,5.3145657,5.8615475,5.1185174
TCGA-05-4389-01,4.7491946,7.3022923,5.656607,5.370231,3.713171,5.191838,3.8643312,4.0115666,4.9126253,4.119875,4.8930445,3.9676874,5.4460177,5.2336783,5.8160605,5.325328
TCGA-05-4390-01,1.9337206,9.116886,6.082774,6.046102,3.591091,3.752478,4.3439884,3.9580724,5.484722,4.703425,3.5452619,4.58906,4.7215333,4.57061,5.165393,5.5284624
TCGA-05-4395-01,4.245829,7.5888743,5.714844,5.3654866,3.7225006,5.022353,3.777596,3.9444816,5.043888,4.203568,4.669616,3.9975548,5.337983,5.1028233,5.697079,5.4067426
TCGA-05-4396-01,0.976583,9.130595,6.517531,5.6912055,3.7724895,3.9518206,4.71024,4.0969663,5.8355613,4.5493317,3.2539775,4.4191103,3.687805,3.829369,5.615704,5.793889
TCGA-05-4397-01,1.2976408,9.318571,6.341986,6.016406,3.6185606,3.563706,4.6577806,4.1604867,5.7733335,4.783202,3.3126326,4.6199865,4.2207656,4.1037006,5.231637,5.7042236
TCGA-05-4398-01,1.7102408,9.309237,6.1891065,5.9735684,3.4836712,3.655678,4.441666,4.013249,5.7074504,4.823193,3.3386703,4.622797,4.5866995,4.4021897,5.1532493,5.661464
TCGA-05-4402-01,7.541513,5.643186,5.6995816,5.505921,4.1000648,5.694676,4.5650473,4.1079297,4.2695446,3.425478,5.6961074,3.8615499,5.617121,5.2505493,5.789541,5.0993485
TCGA-05-4403-01,7.5414276,5.6184196,5.64354,5.503537,4.135836,5.725228,4.536285,4.1412683,4.2345967,3.459146,5.7314267,3.813732,5.700231,5.3100905,5.8489676,5.172996
TCGA-05-4405-01,2.8908548,8.584829,5.966309,5.734456,3.4947405,4.265118,4.0976863,3.8755465,5.2899446,4.641798,4.046412,4.429413,5.124996,4.9184732,5.3593025,5.578084
TCGA-05-4410-01,1.1594849,9.3251505,6.2527137,5.7470226,3.5234704,3.8739448,4.6608086,4.204623,5.7473717,4.5653477,3.166286,4.386663,3.8888397,4.0524826,5.310594,5.7425985
TCGA-05-4415-01,5.3885317,6.899457,5.669558,5.3037314,3.793628,5.334081,3.955161,4.0238953,4.7499013,4.0009365,5.046447,3.9249568,5.59357,5.312208,5.920484,5.2542243
TCGA-05-4417-01,3.8461158,7.931364,5.729428,5.5358157,3.621838,4.8224397,3.8199697,4.143012,5.0669966,4.2654357,4.4912844,4.200975,5.3153067,5.115635,5.503766,5.2850294
