,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
TCGA-05-4244-01,5.183973,6.9962974,5.949316,6.0879345,4.8358264,4.360158,4.4823756,5.584945,3.9046588,4.718593,4.372238,6.530457,5.518492,3.7225423,5.708656,4.610983,4.529713,4.568008,5.502068,4.476172,4.4163933,2.9578722,2.2104495,6.0053105,7.778561,6.726076,3.856506,4.9177275,5.478798,8.592451,5.834606,5.206647
TCGA-05-4249-01,3.3476577,7.602124,6.330462,6.2373195,4.1544285,4.519365,4.4130454,5.4647784,3.9612868,5.208061,4.5820785,6.461966,5.834519,4.0014415,5.400405,4.7427106,4.592789,4.604442,6.021525,4.501997,4.0885324,2.951994,1.9606432,6.278103,7.7945347,6.7205095,3.9752252,4.7923226,5.329495,8.877057,5.830792,5.1667233
TCGA-05-4250-01,3.2469964,7.7353826,6.4210677,6.348211,4.2014923,4.534813,4.4042797,5.4559,3.813256,5.1461535,4.6296654,6.497614,5.900796,4.0011144,5.4532137,4.8185444,4.5841117,4.6475077,5.9453826,4.4046674,4.075451,2.8231757,1.9535812,6.2264237,7.8237963,6.794745,4.080647,4.8674436,5.4272842,8.951652,5.7992606,5.278749
TCGA-05-4382-01,0.40762612,8.16173,6.6528068,6.576685,3.3189008,5.3839197,4.10559,5.49678,4.3247547,5.8583527,4.9719086,6.681443,5.617534,3.9658127,5.235586,4.886411,4.905769,5.1963177,6.136726,4.9202943,3.1366255,2.862671,2.1095722,6.603735,7.1414776,7.032901,3.9508352,4.240934,4.7600946,9.345725,5.997415,6.009372
TCGA-05-4384-01,7.774746,6.005835,5.2619376,5.5704956,5.7473807,4.428696,4.561306,5.6706953,4.089788,4.579475,4.2823615,6.7065325,4.879339,3.5134647,6.083224,4.7411733,4.578348,4.510333,4.6030283,4.614465,4.590719,3.1973906,2.4666488,5.6672444,6.9632034,6.7416863,3.7100122,4.9197083,5.628011,8.512421,5.977487,5.484667
TCGA-05-4389-01,4.8677235,7.129307,6.0375896,6.1700935,4.700221,4.376841,4.4848886,5.5667496,3.8888228,4.7906566,4.406665,6.529368,5.577852,3.7723298,5.673411,4.6355653,4.529393,4.5992393,5.585866,4.472294,4.359291,2.9175794,2.1685326,6.0685015,7.787369,6.730434,3.8966866,4.8974423,5.456877,8.668671,5.802647,5.216992
TCGA-05-4390-01,1.1494122,8.42175,6.7538047,6.5259714,3.482066,4.740924,4.3699393,5.419524,4.0502806,5.603918,5.0198903,6.697894,6.2768598,4.1502476,5.1555457,5.1066737,4.6491604,4.7379007,6.319043,4.3056836,3.4614215,2.7035224,1.7364401,6.480003,7.6615863,6.7948146,4.247035,4.8049803,5.270231,9.434985,5.823209,5.3791246
TCGA-05-4395-01,4.2606745,7.402541,6.1317906,6.1868954,4.4617367,4.4221005,4.5123796,5.574274,3.8610814,4.9572916,4.4968057,6.5699,5.712131,3.8459895,5.547797,4.675148,4.5211663,4.5137854,5.8332396,4.401957,4.275152,2.909248,2.0643563,6.158414,7.825546,6.687755,3.930009,4.9205823,5.3891654,8.748272,5.8341093,5.1127367
TCGA-05-4396-01,0.19375268,8.234115,6.6180816,6.5231194,3.3023827,5.353592,4.0568943,5.4067426,4.2397447,5.695711,4.8911057,6.583611,5.6028566,4.0644803,5.234152,4.9926834,4.8702803,5.1639876,6.1832004,4.8616266,3.2919064,2.7859175,2.053011,6.6621146,7.245933,7.030651,4.0249386,4.255136,4.8901224,9.207949,6.0181756,5.9466705
TCGA-05-4397-01,0.37043002,8.406723,6.729069,6.4880824,3.2758358,5.196057,4.1556435,5.399673,4.2200565,5.641401,5.052811,6.621501,5.968986,4.1957912,5.135143,5.128483,4.7727313,4.9765434,6.3291893,4.6547117,3.34281,2.7244084,1.8031087,6.6068773,7.4333262,6.868893,4.162223,4.5403314,5.1364527,9.464734,5.9223647,5.7267685
TCGA-05-4398-01,0.8109959,8.386674,6.705421,6.5122876,3.4079623,4.8836985,4.2942758,5.4383388,4.108707,5.6136045,4.9930205,6.648706,6.167492,4.1400204,5.18456,5.074472,4.717411,4.8148546,6.3189883,4.43659,3.4292622,2.7059603,1.7738578,6.548165,7.56207,6.8349047,4.1837153,4.7240157,5.1685314,9.411653,5.864173,5.493764
TCGA-05-4402-01,7.7256336,5.945365,5.249716,5.540906,5.82851,4.433491,4.4817796,5.7032385,4.064839,4.5053515,4.2193375,6.603823,4.818456,3.5352824,6.0630875,4.758728,4.6392994,4.5838675,4.5568175,4.6988764,4.5438943,3.1918182,2.5375733,5.665974,7.030305,6.799643,3.7536936,4.831768,5.62331,8.421664,5.9855247,5.558224
TCGA-05-4403-01,7.567942,6.013204,5.320558,5.6108785,5.731897,4.457034,4.540976,5.71951,4.072281,4.5641646,4.2969794,6.636766,4.888274,3.586582,6.002043,4.6772447,4.6303782,4.541514,4.6450768,4.659654,4.559554,3.1774054,2.4728582,5.719769,7.0691876,6.777583,3.7509127,4.8640413,5.581572,8.488276,5.9563694,5.5187063
TCGA-05-4405-01,2.5121994,7.9837093,6.5036855,6.390672,3.8992283,4.586013,4.438273,5.4781213,3.9249465,5.375842,4.7424407,6.588908,6.063271,4.035494,5.3361397,4.910636,4.60745,4.594062,6.122696,4.3561244,3.9185877,2.7991326,1.8130803,6.359593,7.7893176,6.7549667,4.1529093,4.9081793,5.348455,9.166857,5.7991734,5.218673
TCGA-05-4410-01,0.3796541,8.235546,6.7139554,6.5350475,3.247344,5.3111944,4.133587,5.4677563,4.329294,5.8567386,5.0536327,6.678574,5.804379,4.1102076,5.1752763,4.9912357,4.8312955,5.100182,6.271229,4.8634663,3.1209507,2.8508449,1.9632593,6.6118445,7.171386,6.915199,4.0164547,4.3861547,4.832618,9.494809,5.944803,5.9542212
TCGA-05-4415-01,5.4311547,6.8942695,5.878164,6.0354896,4.941646,4.3677998,4.498492,5.594241,3.9229648,4.700016,4.392443,6.545657,5.4227314,3.690809,5.7204323,4.6725764,4.550882,4.5931444,5.381812,4.4951167,4.4190106,3.0095363,2.2433996,5.9941893,7.672526,6.769195,3.849384,4.9523954,5.44682,8.614994,5.8645096,5.1875477
TCGA-05-4417-01,3.62654,7.6038055,6.3464026,6.217933,4.393897,4.4039555,4.526834,5.482668,3.8084326,5.1738644,4.6789465,6.5437565,5.827022,3.9337075,5.4681935,4.7567673,4.5966415,4.544929,5.84926,4.4063525,4.0599036,2.8643162,1.9943308,6.1079993,7.805245,6.695088,4.0597825,4.9378223,5.428419,8.929677,5.7951684,5.2709384
TCGA-05-4418-01,4.092488,7.443679,6.1671205,6.1721563,4.477117,4.43779,4.519842,5.568778,3.8061774,5.0547605,4.490115,6.4874363,5.7285895,3.8801162,5.552376,4.6913376,4.560992,4.5497475,5.7600074,4.441232,4.3114524,2.9393718,2.034752,6.1165395,7.78171,6.7107205,3.973359,4.980404,5.4150567,8.8247595,5.810211,5.1562324
TCGA-05-4420-01,3.9640908,7.469819,6.2897143,6.2798557,4.3782973,4.418623,4.453911,5.4943337,3.837553,5.0379667,4.5140333,6.473764,5.7569866,3.9092674,5.538778,4.6959653,4.567604,4.6101375,5.8566437,4.4405413,4.227603,2.9034166,2.0395498,6.1560802,7.862239,6.7583256,3.980061,4.867434,5.4065213,8.771074,5.782288,5.1966305
TCGA-05-4422-01,10.50897,4.93785,4.5840464,4.967254,6.127383,5.0345736,4.3777313,5.7895694,4.3998613,4.600266,4.201056,6.5640607,3.717768,4.060804,6.2004013,4.6781864,5.0105953,4.759749,4.062348,5.49885,4.4111986,3.452567,2.540754,5.845449,5.9390006,6.6460543,3.6132479,4.2204876,5.0174427,8.3905945,6.1238556,6.0683165
