,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
TCGA-05-4244-01,11.592256,7.8325934,2.8232946,4.6571074,6.762882,3.4028454,4.4017105,4.2416606,3.8333557,3.934189,3.7277958,6.1028185,4.036694,5.03704,3.9921377,4.4270425,6.394434,5.449085,4.440378,6.00429,4.4702835,3.7456107,5.535654,6.393783,4.5721955,5.3817163,5.8530574,4.2823973,5.4493523,5.81875,4.075689,3.5202742
TCGA-05-4249-01,11.733551,7.791578,2.7948573,4.6773596,6.783653,3.557628,4.4070363,4.2861333,3.9313924,3.948034,3.8268342,6.108471,4.0318694,4.977415,4.004684,4.463042,6.3408933,5.470081,4.3455124,6.0162287,4.4107366,3.7207766,5.573825,6.356479,4.5007734,5.3159065,5.774119,4.2861114,5.4799495,5.7670255,3.9961805,3.6223059
TCGA-05-4250-01,11.471547,7.7289844,2.9164288,4.7556005,6.6803875,3.5565875,4.534725,4.2262974,3.916355,3.952147,3.9886303,6.1090884,4.119696,5.089605,4.111106,4.4025974,6.121146,5.3587265,4.4978786,5.856104,4.542107,3.8537643,5.4825983,6.390923,4.554906,5.519859,5.948085,4.1710777,5.383209,5.7126713,3.9843647,3.5865252
TCGA-05-4382-01,12.080467,7.946985,2.6875477,4.59166,6.700918,3.457694,4.19023,4.5880666,3.8090687,4.058696,3.8781152,6.177996,4.017018,4.6931977,3.8326216,4.4371037,6.3225317,5.6403637,3.9976315,6.133287,4.2607794,3.8308647,5.5307975,6.2991586,4.6663456,5.046646,5.833912,4.331364,5.74031,5.6463385,3.9383838,3.6835253
TCGA-05-4384-01,11.31935,8.212969,2.3953602,4.72357,7.2818027,3.3032255,4.3402324,3.69205,3.8440707,3.350884,4.1387353,6.349851,3.665157,5.8619413,3.853616,4.7416797,6.219246,5.7193146,4.7741055,5.9966297,4.167821,3.3237486,5.7797875,6.9696407,4.178705,5.976752,6.336293,4.1046453,4.8912864,6.377355,4.1186304,3.832898
TCGA-05-4389-01,12.0952835,8.001157,2.6887617,4.589934,6.7330093,3.3780444,4.1594377,4.5696425,3.8107529,4.0166903,3.899842,6.1414,4.069445,4.6833262,3.7997704,4.424049,6.264715,5.6476274,3.9986646,6.18982,4.258519,3.8724842,5.5554886,6.294093,4.6700506,5.0942655,5.8350534,4.313515,5.7187705,5.7187767,3.9700294,3.6973562
TCGA-05-4390-01,12.006243,7.880266,2.730286,4.5987864,6.7024508,3.5322464,4.2508273,4.546137,3.8354568,4.090852,3.8737085,6.167667,4.0210366,4.7088833,3.8685591,4.410531,6.3045096,5.5876727,4.0408316,6.0706444,4.297795,3.8061106,5.490538,6.2801657,4.587033,5.067843,5.8308735,4.3650084,5.704206,5.5879292,3.983868,3.6528285
TCGA-05-4395-01,12.071619,7.9652386,2.7193468,4.6085134,6.693853,3.4085853,4.189263,4.584601,3.819148,4.0398083,3.9297233,6.1362147,4.0871916,4.6641207,3.830208,4.4113755,6.220862,5.620655,4.0021873,6.156287,4.2851133,3.909319,5.5325074,6.2780757,4.6752977,5.0949464,5.8351326,4.299661,5.7230883,5.672587,3.9528215,3.6975663
TCGA-05-4396-01,11.255636,8.106216,2.4177563,4.746681,7.213607,3.4110293,4.3891525,3.7475517,3.8507135,3.3852298,4.1469917,6.3666053,3.5909812,5.812469,3.9387565,4.7662935,6.160944,5.70695,4.7708426,5.9250274,4.1721015,3.329721,5.748848,6.9640446,4.0862403,5.930576,6.2918296,4.097164,4.9193687,6.243149,4.102846,3.8423755
TCGA-05-4397-01,11.376897,8.237272,2.386303,4.7089143,7.317141,3.274018,4.3249216,3.6710758,3.85774,3.3476927,4.144103,6.3335476,3.7183824,5.8224883,3.8111954,4.7116337,6.199813,5.7071457,4.7398343,6.0330453,4.158139,3.314234,5.773875,6.935014,4.159453,5.953613,6.3375993,4.132751,4.871416,6.4077773,4.161708,3.8360705
TCGA-05-4398-01,12.03757,7.927565,2.7481554,4.639202,6.650751,3.4579031,4.225666,4.5996675,3.8344073,4.054421,4.0085425,6.1405354,4.101394,4.66228,3.8746724,4.4069433,6.1354923,5.600363,4.0108414,6.1065297,4.305933,3.9564629,5.512526,6.278767,4.671553,5.1184278,5.8590693,4.2625217,5.7163477,5.619491,3.912079,3.7234175
TCGA-05-4402-01,12.061661,7.96493,2.6952171,4.5897045,6.7096276,3.4101186,4.1655025,4.579774,3.815994,3.9972494,3.8258557,6.1524863,4.0112987,4.7021766,3.8532777,4.4936037,6.388225,5.6672215,4.078159,6.1970186,4.253939,3.8403685,5.647061,6.3327703,4.73008,5.1239576,5.6978416,4.2678986,5.7655506,5.7604628,3.8477743,3.6822891
TCGA-05-4403-01,11.430581,8.232905,2.3430068,4.698028,7.320565,3.328495,4.306875,3.6993825,3.852567,3.3587947,4.1786175,6.359105,3.6584947,5.7663226,3.7902825,4.7286506,6.1560335,5.7384744,4.663058,6.0262995,4.103376,3.2861178,5.757978,6.9347525,4.069871,5.88508,6.3517966,4.1630287,4.8888593,6.333291,4.184686,3.8711028
