	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
bin_0	-0.3219964	0.007689594	0.26184875	-0.06491573	-0.36735407	0.2197345	-0.20270589	0.10760615	0.26659948	0.44280213	0.116802506	0.42902792	0.05813119	-0.19805664	-0.057673793	0.27711114
bin_1	-0.85464096	0.5718333	0.825694	0.46516588	-0.6478329	-0.6635593	0.34368187	0.3609645	0.31209144	1.7241569	0.785035	0.2506228	0.016482994	-0.35210714	-1.0294586	0.082841136
bin_2	-0.37645584	0.25023422	0.12958117	0.42654437	-0.9354159	0.194537	-0.09425733	0.44686398	-0.29743245	-0.38342664	0.065384135	0.60877705	-0.45522547	0.06387696	0.07008571	0.223282
bin_3	-0.060187753	-0.21926329	-0.010959901	-0.48203078	0.062925555	-0.6978267	0.3129481	-0.781734	0.06288057	0.15575226	-0.088015616	-0.2659758	-0.4440989	0.3485602	0.53200597	0.1281763
bin_4	-0.9214776	0.49502993	-0.077700354	0.31479007	-0.5477404	-0.020464486	-0.027137347	0.048338667	-0.2843309	-0.27148014	0.013490557	0.16883527	-0.5208761	-0.34205285	0.44430295	-0.50855464
bin_5	0.030002581	-0.26768962	-0.423627	0.254867	0.32019228	0.37533176	-0.82126397	0.37283593	-0.09560271	-0.38714376	0.0767542	-0.17362988	-0.12505807	-0.16738923	0.37004048	-0.17764647
bin_6	0.13146831	-0.49277836	-0.22558628	-0.13274603	0.07364135	0.2774334	-0.2632591	0.51841885	0.071785554	-0.26634273	-0.31869492	0.2251711	0.36844707	-0.30295455	0.5475253	-0.04840311
bin_7	0.056378487	0.44988722	-0.24085487	-0.065548845	-0.3805302	0.18458934	0.47547236	-0.35162923	-0.29290304	-0.637725	-0.23451899	-0.041056857	0.2713412	0.05845453	0.010911814	0.2894581
bin_8	0.2636911	-0.21059519	-0.048551537	-0.7069936	0.2902066	-0.09029879	-0.5346207	0.33958843	-0.2548696	0.2957495	-0.46238703	0.16329432	-0.08195819	-0.27238095	0.25076637	0.38552615
bin_9	-0.33607802	0.080901004	-0.40472385	-0.3846224	-0.22238116	0.046232708	-0.42411193	-0.032761898	0.7815786	-0.18953145	0.30130026	0.3839371	-0.1006569	-0.35050076	0.12613638	-0.041127786
bin_10	-0.6965323	0.2466298	0.2517591	-0.8491279	0.045025285	0.42207876	-0.0155152185	0.4844338	0.042844832	-0.4324142	0.36230493	0.3654587	-0.56405675	-0.19702508	-0.5819447	0.19194087
bin_11	-0.305876	-0.48096794	-0.10740377	-0.20799765	-0.44737482	-0.65854436	-0.33418107	-0.09339648	-0.06802691	-0.37854224	-0.030834809	0.24645251	-0.16938171	-0.38813514	-0.69692916	-0.14587693
bin_12	-0.2210256	0.25117102	0.33730558	0.03705613	-0.39417446	0.06922138	-0.59616816	0.6406518	-0.2883665	-0.4412681	-0.15242614	0.74741054	-0.36338428	0.30484003	-0.42905435	-0.14847504
bin_13	-0.6697935	0.5326526	-0.013212535	-0.2806314	-0.1378846	-0.45973533	-0.16344717	-0.1255635	-0.031835284	0.58598435	-0.33569574	-0.11567583	-0.021000935	0.6157245	-1.5130779	-0.16339079
bin_14	-0.60422397	-0.1411381	0.34420654	-0.16350184	0.009587496	-0.8149037	0.1942387	-0.67423385	1.0534544	-0.48908275	-0.581555	0.51365	-0.92022496	-0.029231528	0.09423249	-0.3457361
