Sample ID,dim_0,dim_1
TCGA-05-4244-01,18.201506,8.445625
TCGA-05-4249-01,18.268053,8.171283
TCGA-05-4250-01,18.11666,7.884805
TCGA-05-4382-01,18.812704,8.010886
TCGA-05-4384-01,18.155376,9.788977
TCGA-05-4389-01,18.909775,8.313563
TCGA-05-4390-01,18.360516,8.004833
TCGA-05-4395-01,19.023222,8.166152
TCGA-05-4396-01,18.37067,9.619852
TCGA-05-4397-01,18.21492,9.489476
TCGA-05-4398-01,18.885572,8.145643
TCGA-05-4402-01,18.958752,7.9340873
TCGA-05-4403-01,18.154373,9.542304
TCGA-05-4405-01,18.739473,8.287955
TCGA-05-4410-01,18.678375,8.973568
TCGA-05-4415-01,18.15563,9.025316
TCGA-05-4417-01,18.401901,8.109135
TCGA-05-4418-01,18.269424,9.704468
TCGA-05-4420-01,18.967657,8.168268
TCGA-05-4422-01,18.444525,9.585152
TCGA-05-4424-01,18.739473,8.852147
TCGA-05-4425-01,18.43983,9.564427
TCGA-05-4426-01,18.541416,9.387129
TCGA-05-4427-01,18.548613,8.184513
TCGA-05-4430-01,18.737415,8.24065
TCGA-05-4432-01,18.580313,8.514949
TCGA-05-4433-01,18.467268,9.585858
TCGA-05-4434-01,18.179867,9.812538
TCGA-05-5423-01,17.819475,9.588063
TCGA-05-5425-01,18.022013,9.825005
TCGA-05-5428-01,16.454252,7.5603523
TCGA-05-5429-01,17.56594,9.378501
TCGA-05-5715-01,18.173218,9.252418
TCGA-17-Z000-01,-13.145817,-12.429011
TCGA-17-Z001-01,-13.009218,-12.243884
TCGA-17-Z002-01,-13.068375,-12.411565
TCGA-17-Z003-01,-13.001325,-12.332285
TCGA-17-Z004-01,-13.047588,-12.30791
TCGA-17-Z005-01,-13.171571,-12.193016
TCGA-17-Z007-01,-13.249782,-12.227115
TCGA-17-Z009-01,-13.104907,-12.267981
TCGA-17-Z010-01,-12.9821,-12.395091
TCGA-17-Z011-01,-13.063697,-12.305902
TCGA-17-Z013-01,-13.222947,-12.224671
TCGA-17-Z014-01,-12.791138,-12.260894
TCGA-17-Z015-01,-13.13873,-12.246751
TCGA-17-Z016-01,-12.784779,-12.262813
TCGA-17-Z017-01,-12.853683,-12.422701
TCGA-17-Z018-01,-13.1254425,-12.348321
TCGA-17-Z019-01,-13.149492,-12.127705
TCGA-17-Z020-01,-13.294241,-12.128018
TCGA-17-Z021-01,-13.351483,-12.438645
TCGA-17-Z022-01,-13.506633,-12.374807
TCGA-17-Z023-01,-12.818156,-12.399761
TCGA-17-Z025-01,-12.955665,-12.326807
TCGA-17-Z026-01,-13.076759,-12.60378
TCGA-17-Z027-01,-12.975724,-12.297413
TCGA-17-Z028-01,-13.263324,-11.971061
TCGA-17-Z030-01,-13.271965,-12.564366
TCGA-17-Z031-01,-13.0021515,-12.0856905
TCGA-17-Z032-01,-13.006578,-12.20488
TCGA-17-Z033-01,-13.272835,-12.155175
TCGA-17-Z036-01,-13.216853,-12.555981
TCGA-17-Z037-01,-13.395957,-12.132564
TCGA-17-Z041-01,-12.935683,-12.640575
TCGA-17-Z042-01,-13.149569,-12.278358
TCGA-17-Z043-01,-13.29086,-12.1226845
