	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Diagnosis Age	0.16634943	0.25355506	-0.17722504	-0.31900242	0.015261908	0.32358018	0.22286755	0.32651496	-0.038833745	-0.036909677	-0.04208	0.1121358	-0.33165085	-0.23107411	-0.15944794	0.23910013	-0.13369709	0.16610491	-0.16771765	-0.02239387	0.24878976	0.13435914	-0.08968159	0.3144081	-0.27948356	-0.111783125	0.5443674	-0.09262268	0.12852438	0.14470255	-0.1801824	-0.273822
Aneuploidy Score	0.4222507	-0.2599659	0.35793552	0.24045643	0.11183282	-0.14266624	-0.029590696	0.037729014	-0.17413497	-0.1434062	-0.34281173	-0.32679757	-0.017307572	0.014212617	0.277868	0.173438	0.082170896	0.07466776	0.21832164	0.29051834	0.23777923	-0.070998006	-0.13551791	0.23807062	-0.35054964	0.19284694	0.2938929	-0.105332464	-0.22642754	-0.046612617	0.13433073	-0.13614945
Last Communication Contact from Initial Pathologic Diagnosis Date	0.014918981	0.21423654	0.00738483	-0.20662239	0.40495226	0.050414067	0.36565444	-0.09308229	-0.09886431	0.17269818	-0.087944485	0.26249295	0.219639	-0.15957427	0.15030798	0.022416916	-0.12961063	-0.2919446	0.19193585	0.17029704	0.29140127	0.22754422	-0.18941289	0.3082619	0.2309089	-0.20718649	-0.0003760377	-0.24629092	0.1415446	0.109570995	-0.39984125	0.16259454
Birth from Initial Pathologic Diagnosis Date	0.086210266	0.18201679	-0.04103357	-0.1827144	-0.11896885	-0.120472595	0.41734672	-0.15360577	0.2343439	-0.034762233	-0.13878377	-0.24168651	-0.08409998	0.023076953	-0.018643526	0.45076552	0.041973438	0.07320936	-0.19813867	0.29532227	-0.23579976	0.17003533	-0.01838126	0.21680404	-0.13591276	-0.07698799	0.27685878	-0.14625059	0.08680904	0.28685194	-0.15152957	-0.25746223
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.46957865	0.46821874	0.13483192	-0.21570833	-0.024208736	0.051407505	-0.010969091	-0.17208855	-0.24586134	-0.22998787	0.0068763816	0.0021196238	-0.2134232	-0.18466368	-0.1145537	0.03448451	-0.13686526	-0.28918746	-0.17768292	0.26618516	0.025062619	0.28762934	0.25961033	0.044187363	0.0603697	-0.046597473	0.27412465	0.13657542	-0.2452845	0.09185786	-0.09112232	0.07796992
Fraction Genome Altered	0.27812433	-0.30422288	-0.15073277	0.41927463	-0.12726834	0.39503592	0.15578282	-0.0707825	-0.022578958	0.13687068	-0.020301834	0.10572338	0.25431207	-0.22584267	-0.18169667	0.044892047	0.09786996	-0.3150852	0.23272288	0.28906745	-0.1788669	0.3092429	-0.006897807	-0.5723683	-0.03757345	0.05839458	-0.18398924	0.26913598	0.0007020345	-0.37000307	-0.0026075374	0.39765853
Mutation Count	-0.020967709	-0.0072459485	0.057725616	0.090428896	0.41245973	0.2405726	-0.13010547	-0.13925713	-0.17755221	-0.2382722	-0.19523999	0.29586127	0.06281101	0.18406647	-0.07005428	-0.49278203	-0.09673941	-0.2655556	0.12535688	0.27874064	0.18913537	0.5965609	-0.23255461	-0.23934424	-0.38100582	0.33397174	0.096282944	0.36247182	0.2993941	-0.23533463	0.10103564	-0.21406479
cigarettes_per_day.exposures	0.11863593	-0.11193196	-0.028730238	0.34790537	0.16053064	0.386018	0.5094961	-0.16560258	0.17470923	0.17413706	0.28803614	-0.25706282	-0.08371929	-0.28799552	0.42708746	0.068264425	-0.4140185	-0.042450473	0.03739042	0.14514875	0.07717308	0.4455793	-0.3060895	-0.03497752	-0.1577182	-0.54206824	0.07175893	-0.5019955	0.10225779	0.26530215	0.41935548	-0.10195498
pack_years_smoked.exposures	0.023196734	-0.27072287	-0.20138782	0.09093593	0.5033889	0.4409452	0.31521642	-0.08359223	0.3974672	-0.23505504	-0.26564905	-0.06258569	-0.39368847	0.26980206	0.3985624	-0.23073366	-0.1366237	0.109478466	-0.2874122	0.43603873	-0.07322203	0.41295275	-0.09050697	0.031193327	0.01870435	-0.04283947	0.16790321	-0.20571233	-0.31531063	0.4123038	0.16839522	-0.050369162
years_smoked.exposures	0.26631024	0.2812678	-0.36788124	-0.23186849	-0.03667835	0.28657842	-0.49402547	0.3966851	0.33145308	-0.24671507	-0.27678746	0.123283386	0.14428677	0.09570962	-0.24951339	0.22777647	0.28830183	-0.04442638	-0.17799534	0.40134022	0.1751325	0.049258098	0.21114834	-0.3244671	0.05058572	0.060436014	0.46560267	-0.2618458	-0.11508834	-0.13819763	0.0016429711	-0.059234068
