	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	0.12878297	-0.14763811	0.36485815	-0.2152257	-0.36627057	-0.60550267	0.18788913	0.32545584	-0.6022047	-0.30105782	-0.14512725	-0.39352214	-0.041731287	0.2539022	0.059795905	-0.15573482
Aneuploidy Score	0.17515737	-0.07587418	0.3674903	0.38802958	0.18673098	0.3715566	0.39482614	-0.1910125	0.25220573	0.5078803	-0.03621424	0.07292336	-0.3224997	0.10250913	-0.43070218	0.5563898
Last Communication Contact from Initial Pathologic Diagnosis Date	-0.2917719	-0.31754616	0.2132827	-0.4090861	-0.12041293	0.18230674	-0.047483988	0.021632534	0.29105264	-0.35852453	-0.23711096	0.13880119	0.8312345	0.09636696	0.4053332	0.32343695
Birth from Initial Pathologic Diagnosis Date	-0.23406188	-0.018359028	-0.10623658	0.092852496	0.17476289	-0.6254873	-0.56214017	-0.04043102	-0.36776876	0.24382055	-0.25194642	0.21134453	0.32486767	-0.22454509	-0.19167483	0.25181428
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.38114423	0.23281614	-0.3060577	0.07936177	-0.58396924	0.38758227	-0.41758704	0.3076537	-0.3505849	0.45991853	0.38043642	-0.37382576	0.39526296	-0.16528593	-0.013456387	0.30648747
Fraction Genome Altered	-0.50696915	0.4389111	-0.17672993	0.007567858	-0.25250557	0.0691681	0.19391856	-0.017816326	0.073212154	-0.36437276	0.10268803	-0.04531566	0.007897704	0.09084116	0.18368635	0.31515968
Mutation Count	0.07557344	-0.28904784	0.086602986	0.17753972	-0.38197732	-0.6562881	-0.5532901	-0.31619734	-0.3107276	-0.13786249	0.1477592	-0.29646626	-0.25353983	0.15800443	-0.1277992	0.26384136
cigarettes_per_day.exposures	0.33940285	0.21439497	-0.15406181	-0.15513402	0.15363583	0.09917402	-0.5913435	-0.3505212	-0.31320477	-0.76765215	0.11100904	0.5527884	-0.026172496	0.15404508	0.1223836	0.9154875
pack_years_smoked.exposures	-0.545619	0.1388426	0.25783715	-0.30084187	-0.08916691	-0.52607536	0.20506528	0.6470812	-0.42866915	-0.38999018	-0.100468576	0.6633443	0.22834486	0.20422928	-0.079541884	0.2716979
years_smoked.exposures	-0.44125837	0.5485154	0.06380548	0.101784475	-0.33640882	0.15077831	0.3260244	-0.35831603	0.16648453	0.17109424	-0.28444988	0.12932433	-0.8847717	0.43059292	0.6266683	0.20726654
