Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,4.822622,8.351829,4.8783593,4.3987284,2.2717557,7.9543796,3.2602775,6.330678,5.5651684,6.833011,6.2406936,7.233601,7.6280684,3.8981004,2.798203,4.02811
TCGA-05-4249-01,4.7820754,8.449081,4.6242194,4.4008746,2.456312,7.834912,3.3621118,6.335314,5.410491,6.860457,6.293273,7.1099367,7.4943547,3.6737158,2.966118,4.1380105
TCGA-05-4250-01,4.8224134,8.286601,4.5281587,4.36314,2.637776,7.720954,3.4276316,6.3605723,5.44769,6.960933,6.345311,7.1012754,7.411047,3.5999062,3.0514286,4.176782
TCGA-05-4382-01,4.531978,8.359212,4.5616245,3.385023,2.6756277,7.363897,2.9754698,5.951527,6.468282,6.6094837,6.833278,7.219966,7.6560807,3.2914972,3.2273664,3.516232
TCGA-05-4384-01,4.9475403,8.726983,4.521376,4.2232394,1.8933889,6.7206416,3.1532266,5.798002,5.3669033,7.0174966,6.864431,7.5295515,8.205353,3.8607223,2.2654722,4.3888793
TCGA-05-4389-01,4.6390715,8.29556,4.869564,4.2390275,2.0902083,8.03178,3.250176,6.456531,5.632651,6.730657,6.2783337,7.412364,7.8245587,3.885311,2.4007545,3.8665397
TCGA-05-4390-01,4.8847017,8.468015,4.558875,3.7366965,2.7029982,7.3494787,3.3043277,5.9465666,6.372688,6.749652,6.672105,7.1839004,7.606313,3.4161916,3.2681084,3.7192557
TCGA-05-4395-01,4.8065534,8.2162895,4.867282,4.304403,2.0875258,8.089049,3.270842,6.5116873,5.464313,6.8790236,6.193088,7.282916,7.9451284,3.8664196,2.274097,3.9180639
TCGA-05-4396-01,5.010662,8.822107,4.1888733,4.1540294,2.0465293,6.5214868,3.2860513,5.72134,5.526353,7.1879544,6.8421116,7.314972,8.310311,3.5972962,2.3730917,4.5407405
TCGA-05-4397-01,4.9039445,8.638248,4.5696864,3.8526516,2.4449668,7.2318664,3.1369882,5.709498,6.43683,6.6586614,6.9126496,7.512657,8.048449,3.6886463,2.9824705,3.8685153
TCGA-05-4398-01,4.96698,8.427326,4.791619,4.009095,2.6001227,7.5518436,3.1387565,5.851364,6.412921,6.5584855,6.6677775,7.50409,7.85825,3.7821956,3.1229122,3.7718368
TCGA-05-4402-01,4.793946,8.473172,5.011585,4.028629,1.8859134,6.972633,2.7877378,5.846047,5.513909,6.67026,6.9643707,7.8082247,7.965909,4.0817003,2.33214,3.983057
TCGA-05-4403-01,4.880248,8.68982,4.6843324,4.083084,1.889329,6.722452,2.9739213,5.701198,5.6372156,6.8802347,6.981614,7.7273273,8.082429,3.9389713,2.3667266,4.2397604
TCGA-05-4405-01,4.752382,8.108903,4.664304,4.095839,2.6258407,7.783105,3.1497416,6.2192793,5.9966607,6.7785244,6.387195,7.2884345,7.6435504,3.6437995,2.9952502,3.9422092
TCGA-05-4410-01,4.6657968,8.37797,4.592013,3.3985646,2.6262672,7.435989,3.13122,6.0195007,6.3583674,6.592695,6.88373,7.185269,7.8178473,3.3604586,3.0680733,3.4371753
TCGA-05-4415-01,4.221126,8.62879,4.6578727,4.3908567,1.9592628,7.431661,3.5101445,6.3762217,5.416825,6.582253,6.5177827,7.7742705,7.5236106,3.9670196,2.5300105,4.1291404
TCGA-05-4417-01,5.0404673,8.405802,4.8224297,4.1787367,2.3773735,7.8310018,3.26191,6.2406673,5.5740943,6.921598,6.4111924,7.0116744,7.7395186,3.7388785,2.829826,3.8781598
TCGA-05-4418-01,4.931917,8.461924,4.6878138,4.2832003,1.9601543,7.500766,3.237636,6.218951,5.3467607,7.0347743,6.439637,7.2943015,8.119318,3.831173,2.1885593,4.156978
TCGA-05-4420-01,4.963401,8.343923,4.9034204,4.2143745,2.1451247,7.862784,3.1536703,6.2902064,5.440243,6.893328,6.374185,7.151091,7.947319,3.8522124,2.4708145,3.8917816
TCGA-05-4422-01,5.0495234,8.973745,3.9541435,4.2349772,2.0962884,6.359265,3.3905685,5.6873226,5.5271235,7.427158,6.7960634,7.2488527,8.129417,3.4258125,2.4855316,4.784225
TCGA-05-4424-01,4.723038,8.355238,4.696333,3.933506,2.582264,7.7267337,3.093661,5.979112,6.471387,6.5557423,6.600483,7.468204,7.826849,3.698018,3.0961318,3.7586188
TCGA-05-4425-01,5.052016,9.054961,3.9321907,4.2840366,2.0767293,6.333863,3.4820535,5.738085,5.3345094,7.493984,6.881412,7.247218,7.973985,3.398466,2.5219202,4.7875466
TCGA-05-4426-01,5.0702624,9.035922,4.0237603,4.2245936,2.0389628,6.3984513,3.380841,5.667547,5.461538,7.3502154,6.9185877,7.3091044,8.184129,3.49526,2.4416173,4.696931
TCGA-05-4427-01,4.7458434,8.439102,4.5620265,3.50419,2.775095,7.4712973,3.2778265,6.003671,6.5076857,6.6017766,6.794517,7.164379,7.6148987,3.3390849,3.3242247,3.4862218
TCGA-05-4430-01,4.995387,8.336309,4.821055,4.1733747,2.360116,7.8115215,3.1882148,6.2321978,5.5311327,6.8650694,6.433003,7.065417,7.85643,3.7548733,2.7423203,3.8812914
TCGA-05-4432-01,4.711073,8.269781,4.672986,3.9939232,2.582498,7.7505894,3.0838203,6.0274353,6.4293995,6.6232758,6.4792976,7.4304843,7.805615,3.6792493,3.0697143,3.8334239
TCGA-05-4433-01,5.0224295,8.872689,3.982923,4.2373137,2.1473036,6.365359,3.3728158,5.7025948,5.5571356,7.3793654,6.7389483,7.2454453,8.125088,3.4442432,2.5172968,4.7754345
TCGA-05-4434-01,4.9299946,8.869378,4.3842735,4.3396726,1.8961678,6.63113,3.3056128,5.7932434,5.221467,7.0709534,6.8235893,7.4301286,8.178256,3.8155274,2.3429086,4.5186534
TCGA-05-5423-01,4.565139,8.679513,4.6513457,4.254839,1.6647209,6.462081,2.9642277,5.7869334,5.6543202,7.281096,6.799356,8.078399,7.2991357,3.9638002,2.4435148,4.6171694
TCGA-05-5425-01,4.969385,8.663166,4.5269227,4.017241,2.2528245,6.9199886,3.0695899,5.6317534,6.2583184,6.923766,6.820761,7.574581,7.9784384,3.7269046,2.831326,4.177766
TCGA-05-5428-01,4.7238197,8.032397,4.55411,3.9785597,2.8875809,7.705918,3.2795715,6.3227863,5.9942307,6.877352,6.301906,7.0864863,7.2407103,3.376715,3.3034344,3.9174886
TCGA-05-5429-01,4.948899,8.844473,4.1564794,4.3048487,2.001815,6.263593,3.3178475,5.702155,5.353295,7.2916307,6.9101334,7.5119715,7.9810386,3.649027,2.450648,4.7456837
TCGA-05-5715-01,5.151715,8.272075,4.5770698,4.507322,2.311199,6.5343184,3.3182673,5.943744,4.759573,6.8464375,6.9734335,7.540125,8.421658,3.9874477,2.2848926,4.403823
TCGA-17-Z000-01,4.935749,8.425891,4.8801928,4.1190596,1.9795301,6.659681,2.8725822,5.7566237,5.2944,6.711482,7.091276,7.8012047,8.190334,4.075082,2.2744334,4.1377835
TCGA-17-Z001-01,4.1901755,8.420652,4.8414416,4.2429338,1.9754863,7.913136,3.4105403,6.6028776,5.5067263,6.526652,6.392084,7.694395,7.4734693,3.9483988,2.4183218,3.8529916
TCGA-17-Z002-01,4.948903,8.661689,3.8453455,4.3565407,2.1016424,6.061824,3.5077856,5.7718954,5.501596,7.635676,6.5938563,7.3974953,7.8138695,3.325441,2.4106972,5.0423355
TCGA-17-Z003-01,4.8650317,8.235626,4.8829775,4.321161,1.9970424,8.026224,3.2722383,6.528654,5.2650948,6.9670596,6.224287,7.2385635,8.003595,3.886813,2.1430466,3.946799
TCGA-17-Z004-01,5.003595,8.776979,3.8457806,4.382131,1.9706893,6.0604563,3.4363275,5.7165184,5.452069,7.718371,6.6607842,7.44995,7.8583846,3.3760867,2.3073983,5.106006
TCGA-17-Z005-01,5.1172805,8.081848,4.5327363,4.6442604,2.3746405,6.2454515,3.3580997,5.903711,4.7022943,6.797042,6.930541,7.6774893,8.477968,4.0577736,2.2459803,4.5759325
