	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
bin_0	0.14961201	-0.15448344	-0.16457993	0.29849002	0.006357135	-0.19390841	0.18527837	-0.17310414	0.064155385	-0.31634265	-0.054019537	0.10822474	0.17715585	0.0670231	0.29914466	0.07759748	0.16381814	-0.31437337	-0.008939277	-0.07763679	-0.04774885	-0.06684101	0.084564805	0.20684335	0.15181863	0.29913765	0.13728198	0.24653889	0.02656133	-0.2516973	-0.16881101	-0.11071629
bin_1	-0.14064315	-0.7482271	1.0246168	0.20159213	-0.65515685	-0.42661965	-0.03863565	-0.22384356	-0.500473	1.0566473	0.035720218	-0.33817974	0.026774205	0.48906547	-0.72633606	-0.06715813	0.087690875	0.35094166	0.26346347	-0.12635984	-0.056181557	-0.74486667	0.18382296	-1.1466947	0.16044125	0.017719537	0.10738929	-0.0028897931	0.21995905	1.3730128	-1.0599331	0.16655663
bin_2	0.4921223	0.38206398	-0.057526037	-0.20545173	0.25032872	-0.28261247	-0.038226154	0.5090614	-0.24369104	0.07697995	0.28933176	0.082778394	0.55101866	0.48358813	0.2997039	-0.12146245	0.19515043	-0.007218028	0.47352025	0.25709522	0.05784668	-0.23250362	0.5248172	-0.049785864	-0.01706706	-0.111619934	0.18136299	0.52071846	0.1996521	-0.21861023	-0.1748301	-0.265347
bin_3	-0.24111457	0.4110267	0.24309295	-0.028635306	-0.60817295	-0.1291445	-0.21903692	0.46501303	-0.24904472	0.11941062	-0.106344044	-0.027703583	-0.15671696	0.7434692	0.17588316	-0.2977901	0.23871002	0.24061069	0.83627236	-0.5356132	0.10223623	-0.12281612	0.15607272	0.2530362	-0.31433743	0.08847374	0.13519046	-0.004137519	0.17275086	-0.4141246	0.43697193	-0.05510029
bin_4	0.30257666	0.42883757	0.2531894	-0.5665454	0.03446912	0.34320536	-0.37738082	0.27832383	-0.31788456	-0.03590208	-0.2625753	-0.0005938679	-0.4816168	0.15096126	0.40013123	-0.27906382	0.17845656	0.32966623	-0.04630667	0.23921302	0.008606361	-0.23408544	0.1576629	0.28844026	0.15463954	0.09411623	0.2447184	0.267113	-0.37172303	-0.3096985	-0.011886194	-0.26006597
bin_5	0.19134033	0.4966344	0.11397659	-0.04297529	0.34031147	-0.059821248	-0.01288165	-0.29289043	-0.075229004	0.14481519	-0.23617879	-0.26248032	-0.33775526	0.18708274	-0.075157985	0.045967016	0.057151947	-0.2362452	-0.10465124	0.2637838	0.10623649	-0.44944713	-0.21259287	0.1646452	-0.39187703	0.2117168	0.2506019	-0.36913085	-0.11547025	-0.5396873	-0.15468737	-0.08826829
bin_6	-0.18850225	0.2899468	0.18909433	-0.4013551	0.45108718	0.35062912	0.10210856	-0.32410273	0.43835095	-0.37101415	0.059122313	0.20488384	-0.11325044	0.26647103	-0.2345357	0.04342876	-0.36943528	-0.123726256	-0.20370165	0.40928683	-0.18925403	-0.27061284	0.035765357	-0.021226384	0.055923782	-0.22609492	0.17359817	0.19589362	0.29319593	0.062987626	-0.17700936	-0.23618813
bin_7	-0.028778333	0.18370692	-0.19278418	-0.0725373	0.28188413	-0.031973507	0.1402356	0.19186302	0.22671202	-0.5590262	0.031390104	0.14860556	-0.3373519	0.4727038	-0.18251015	-0.3030849	-0.3447208	-0.05163544	0.10545128	-0.101681545	0.35087252	0.29938522	-0.36599714	0.42608625	-0.113499366	0.2855716	-0.09434829	-0.17070855	0.14628501	-0.20070998	-0.09498478	0.08984612
bin_8	0.096137136	-0.12379813	-0.12839974	-0.4444483	-0.2928567	0.27490276	-0.23472103	-0.17365678	0.13799903	-0.19644293	-0.14373994	0.37170705	-0.1751669	-0.18182795	0.20200022	0.23133013	-0.30020946	-0.051051147	0.04767884	-0.07689367	-0.33469722	0.2683734	-0.34793773	-0.36695758	0.07188847	0.040221717	0.07498293	-0.21175621	-0.06890722	-0.09840445	-0.532605	0.025547635
bin_9	0.22366586	0.13353509	-0.2560666	-0.28204742	-0.088748805	0.15237577	-0.0074128457	0.3231173	0.3309679	-0.193577	-0.26089928	0.280938	0.105685785	0.019690808	0.4620685	0.28337926	-0.087097034	-0.023011781	-0.07524595	-0.2799383	0.2515559	-0.2822285	0.46985862	-0.2579629	-0.1612731	0.088473275	0.32759535	-0.047500215	0.28150263	-0.4269755	0.10372309	0.0002705937
bin_10	0.34758532	0.14719991	0.0970155	0.05262067	-0.028814403	0.08803646	0.17328624	-0.18042883	0.24659644	-0.2709836	-0.045473944	-0.43550915	-0.076910205	-0.09917668	-0.002067954	0.19798987	-0.10065974	-0.1105523	0.26900354	-0.14240444	-0.09234948	0.08888029	0.14580011	-0.26171562	0.047372434	-0.5430786	-0.276804	0.04245878	0.8353075	-0.57853335	-0.45576343	-0.121397026
bin_11	0.22036389	-0.19280688	-0.03941926	-0.31802127	0.13505192	0.121406354	0.088463	0.28511336	-0.19040944	0.11263298	-0.41073966	0.21133688	0.14303938	0.14650363	0.357483	-0.22390878	0.09353726	-0.2535812	-0.06792267	0.025178786	0.48822564	-0.05487177	0.23722921	0.31137764	0.17004456	-0.3142568	0.09207253	0.09713954	0.2871205	-0.24905127	-0.0013716896	0.012980233
bin_12	-0.23537149	-0.12635767	-0.635084	0.2240642	0.17740473	-0.5731493	-0.51826066	0.6912202	0.04689226	-0.22484854	0.2036973	-0.12144947	0.26165056	0.4171894	0.84676385	0.2848494	0.044116274	0.02958913	-0.07589623	0.121093445	-0.051654056	-0.28323668	0.29260674	0.1475431	-0.044026792	0.020739324	0.25291106	-0.11893081	-0.04249146	-0.4217934	0.07530694	0.04758665
bin_13	0.22225182	0.32642803	-0.37417656	0.70078945	-0.5235054	-0.028217755	-0.22826982	-0.2890251	0.20109327	0.34763414	-0.52388674	-0.091255754	0.19830425	-0.2738992	0.47410077	0.4389094	-0.14489208	-0.57889646	0.28898573	-0.25670305	0.11613682	-0.5944602	-0.14630985	0.16431437	0.20697136	0.06498453	0.1473964	0.48436156	1.0816503	-0.27151936	-0.8186379	-0.24807203
bin_14	0.16527934	-0.27077374	-0.14927897	0.040777083	-0.08606593	0.41089883	-0.26843625	0.05557646	-0.034982067	0.25100806	-0.36472204	-0.055698637	0.037622277	-0.17298716	0.26594728	-0.07369627	0.62039953	-0.1481344	-0.2847613	-0.07652451	-0.56950337	0.6439952	0.25096297	0.005131433	-0.31393906	-0.11261427	-0.6900639	0.019920904	0.19103613	0.7268292	0.49615902	0.38163733
