Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,5.265654,8.159173,8.860962,3.9986699,4.290303,3.9856613,4.515068,6.201279,9.053059,4.0563354,8.900025,2.5472224,6.638131,1.5194838,5.0836134,5.5875387
TCGA-05-4249-01,5.035641,8.106206,8.852206,4.026419,4.501026,3.9408982,4.603688,6.454124,9.108865,4.074314,8.692749,2.6396413,6.7663574,1.565627,5.3142486,5.5574956
TCGA-05-4250-01,4.8441086,8.101491,8.78883,4.191258,4.431753,3.9035456,4.6292596,6.439577,9.108931,4.0928974,8.509537,3.027734,6.7077017,1.5226831,5.506673,5.470658
TCGA-05-4382-01,5.1639667,7.605964,9.171577,4.6930113,3.739661,3.9963367,5.32205,6.5223913,8.244377,4.451283,8.78304,3.2013886,6.772013,2.3237598,5.0965576,5.5860643
TCGA-05-4384-01,4.895077,8.754151,9.189751,3.9523668,4.0804048,3.8942795,4.896153,6.1592584,8.078142,4.873845,8.509673,2.5332117,6.683463,1.3920162,4.7655525,4.7284145
TCGA-05-4389-01,5.4233,8.14455,8.748111,3.8031416,4.2310557,3.9798028,4.696597,6.416194,8.967977,4.279635,8.90072,2.0735238,6.4408545,1.590149,5.364378,5.4889245
TCGA-05-4390-01,5.1368012,7.6756477,9.173516,4.462116,3.959093,3.8456235,5.1031103,6.6651044,8.57803,4.4451942,8.588974,3.1143427,6.979703,2.1533341,4.998285,5.655265
TCGA-05-4395-01,5.43232,8.258131,8.690427,3.623378,4.1957297,3.9224794,4.6328278,6.5548377,9.083147,4.39943,8.866923,1.9593371,6.506239,1.3578665,5.311291,5.410592
TCGA-05-4396-01,4.7249618,8.805816,9.44645,3.9460351,4.122826,3.7387888,4.935599,6.2509527,7.9695945,4.9695277,8.170583,2.7985482,6.820152,1.4874071,4.7792454,4.905849
TCGA-05-4397-01,5.1146803,8.092621,9.3383,4.437821,3.9706721,3.8910484,5.0832314,6.5010324,8.1547785,4.671789,8.661644,2.739319,6.83436,2.1946688,4.7081265,5.393407
TCGA-05-4398-01,5.226368,7.85094,9.156471,4.4849353,4.0251307,3.9077451,4.8720694,6.6009393,8.601433,4.4267435,8.806783,2.5973814,6.92697,2.361173,4.6820197,5.584037
TCGA-05-4402-01,5.2551217,8.365081,8.856728,4.2029166,3.8562138,4.2379184,5.0366426,6.081839,8.180989,4.652038,9.184691,2.4169817,6.5918446,1.4530784,4.6551137,4.6916075
TCGA-05-4403-01,5.0358057,8.582777,9.177133,4.125203,3.9412515,4.0208993,4.999515,6.0712976,7.980086,4.8103247,8.761944,2.5840497,6.6766562,1.5363128,4.6193876,4.7720237
TCGA-05-4405-01,5.2039595,7.9193587,8.866363,4.299892,4.111668,3.97176,4.711332,6.547105,8.970553,4.183682,8.786452,2.7582,6.735638,1.8711425,5.1591077,5.6501102
TCGA-05-4410-01,5.266448,7.6689515,9.175445,4.5400276,3.812339,3.9409668,5.424701,6.766296,8.2107315,4.626193,8.738345,2.95567,6.7630205,2.1908185,5.150841,5.5479946
TCGA-05-4415-01,5.1918564,8.329937,8.7472,3.963872,4.2073245,4.0368657,4.759098,5.707759,8.525766,4.197455,8.790867,2.4371173,5.9910316,1.6044903,5.658875,5.0669036
TCGA-05-4417-01,5.1390452,8.037049,9.00669,3.993593,4.4197874,3.8792064,4.759299,6.6772084,9.012746,4.2433014,8.671583,2.611213,6.8789873,1.6038848,5.1574774,5.691785
TCGA-05-4418-01,5.1686726,8.52524,8.985916,3.6288447,4.2626705,3.8466017,4.7313547,6.472838,8.704975,4.623608,8.609772,2.1444607,6.681863,1.2634524,5.071006,5.169663
TCGA-05-4420-01,5.3249536,8.1628,8.894536,3.814935,4.3195615,3.954308,4.7343817,6.635889,8.984782,4.3442554,8.841227,2.2177253,6.7761865,1.4514958,5.0859876,5.512308
TCGA-05-4422-01,4.420407,8.905376,9.593061,4.0217857,4.29396,3.6272748,4.985846,6.250155,7.870368,4.976017,7.965634,3.1526136,6.841281,1.3960624,4.933087,4.9411526
TCGA-05-4424-01,5.285089,7.805311,9.100761,4.528958,4.0151176,3.9733186,4.9545074,6.5968604,8.563244,4.350723,8.884117,2.6338737,6.749798,2.3464508,4.913051,5.671022
TCGA-05-4425-01,4.3191934,8.935217,9.536318,3.9834063,4.4320292,3.5961874,4.9265985,6.176776,7.9517307,4.89728,7.89504,3.1775534,6.7824984,1.311952,5.0843444,4.8707104
TCGA-05-4426-01,4.438151,8.9318695,9.547333,4.0195093,4.314693,3.6547546,4.966827,6.234834,7.8661165,4.978671,8.0178385,3.0275588,6.811974,1.4114952,4.905489,4.846369
TCGA-05-4427-01,5.2230372,7.5248175,9.162063,4.6019874,3.8894315,3.8845966,5.347887,6.790909,8.403269,4.5041385,8.658531,3.1050737,6.8600974,2.291907,5.1834917,5.668548
TCGA-05-4430-01,5.2350655,8.14805,8.951326,3.9469786,4.3147125,3.9275863,4.692014,6.6098948,8.968492,4.281198,8.766292,2.442283,6.8117423,1.5269201,5.082186,5.5751376
TCGA-05-4432-01,5.3030033,7.8342457,9.028341,4.399044,3.9646606,3.9674828,4.8318825,6.5196652,8.725294,4.280629,8.870864,2.6870928,6.7744656,2.1585178,4.9277787,5.698239
TCGA-05-4433-01,4.452892,8.922076,9.561818,3.9966886,4.2030416,3.628303,4.87736,6.1718507,7.9430733,4.9624367,7.883903,3.1757026,6.839181,1.4564867,4.896633,4.9449344
TCGA-05-4434-01,4.7474866,8.860435,9.28794,3.8875735,4.266632,3.8244612,4.842849,6.054518,8.052031,4.820784,8.302261,2.6401987,6.6599407,1.3589875,4.9026976,4.747247
TCGA-05-5423-01,5.092883,8.565565,8.9943285,4.1183534,3.7465003,4.1551743,5.0660233,5.571452,7.995959,4.579318,9.039629,3.1846483,6.317283,0.9004652,4.9160237,4.837668
TCGA-05-5425-01,5.0379233,8.257641,9.338909,4.287134,3.8993294,3.8632944,4.9529376,6.292558,8.186737,4.680864,8.618375,2.860841,6.890517,1.9190059,4.5700636,5.285634
TCGA-05-5428-01,5.0892487,7.5354557,8.802483,4.484614,4.0933437,3.904855,4.793288,6.566671,9.173956,4.043977,8.536719,3.286461,6.888849,1.9971002,5.454983,5.731287
TCGA-05-5429-01,4.400499,8.909853,9.429764,3.9802358,4.2262692,3.6310678,4.926124,6.0200963,7.9317026,4.914139,8.02195,3.222471,6.7114825,1.2000886,5.032342,4.755627
TCGA-05-5715-01,4.593307,8.852423,8.702426,4.069947,4.0890365,3.8253016,4.4934006,6.176173,8.535758,4.841895,8.371028,2.392231,6.6394367,1.3592631,4.812364,4.0918922
TCGA-17-Z000-01,5.066429,8.536905,8.796459,4.1999326,3.8304143,4.144942,4.9212346,6.100204,8.185559,4.8073187,8.95999,2.3924956,6.622913,1.4379197,4.6053743,4.3597813
TCGA-17-Z001-01,5.3800554,8.1718,8.633278,3.9517505,4.2786613,4.143385,4.7931,5.960501,8.743406,4.1401453,8.995932,2.173295,6.027273,1.6625731,5.7034683,5.267305
TCGA-17-Z002-01,4.3443437,8.736077,9.490138,3.7667122,4.0079103,3.2759802,4.8048997,6.0236764,8.181455,4.904512,7.808292,3.4167955,7.0056353,1.1698688,5.127276,5.031259
TCGA-17-Z003-01,5.3879313,8.378918,8.712086,3.5394554,4.227038,3.910511,4.6258345,6.567174,9.064688,4.458479,8.839231,1.9375001,6.526268,1.2125376,5.280198,5.326366
TCGA-17-Z004-01,4.2414074,8.898471,9.576642,3.7672489,4.1346664,3.3169172,4.853055,6.001507,8.03777,4.937126,7.798884,3.4822464,6.962839,1.0537803,5.1333995,4.991945
TCGA-17-Z005-01,4.576995,8.873922,8.578842,4.0322585,3.9163253,3.7778966,4.27407,6.003663,8.682866,4.823714,8.23198,2.4585593,6.6417994,1.3964591,4.768357,3.9488008
