	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
bin_0	0.20767985	0.07088982	0.14413638	-0.16762339	0.21048228	-0.07854625	0.32577413	0.2744973	0.043486584	0.33569446	-0.20147692	0.23236461	-0.45684958	0.35700864	-0.30495965	0.18079235
bin_1	0.86757225	0.17207125	-0.5760391	-0.23993918	1.0877954	-0.32777807	-1.2196994	-0.21752582	-0.61193633	-0.097513795	-0.054460134	0.32489997	-1.341948	-0.7435131	-0.24798457	0.28350186
bin_2	-0.48471773	-0.21311843	-0.27306786	-0.14899473	1.2488728	-1.2270894	0.37035218	0.58544785	-0.1535288	0.6158976	0.40651658	0.21935199	-0.24012262	-0.3099998	0.26763684	0.019340463
bin_3	0.119198896	0.35275388	-0.37168166	-0.15788782	0.400295	-0.4489378	-0.45763123	0.5949718	-0.1871275	-0.16338715	0.27094772	-0.1906646	-0.35826746	-0.6184715	-0.5625651	0.9367143
bin_4	0.8921013	0.19625002	-0.19934572	0.77618235	0.27165493	-0.17194255	0.354257	-0.40670118	0.45806172	0.9761106	-0.47875765	0.17783237	-0.04683115	0.21836706	-0.022163894	-0.41167018
bin_5	-0.17555583	0.5096656	0.5308168	0.5039975	-0.24685661	0.61619455	0.25196543	-0.11950863	0.12604558	0.09756785	-0.30505407	-0.047441952	0.30824205	0.24300161	-0.07921616	0.21390024
bin_6	-0.30754426	-0.18071382	-0.00608836	-0.19668707	-0.24679329	-0.018114483	0.09748502	-0.17495917	0.06411339	-0.048697326	-0.16720167	-0.3081626	0.28954473	0.38943255	-0.61928594	-0.4820841
bin_7	0.3749362	0.12662727	-0.35011023	0.19605468	-0.24595676	0.1421046	-0.4069283	0.15512897	-0.1558764	0.16750945	-0.32765415	0.37261182	-0.29688197	-0.22376348	0.3963264	-0.6804601
bin_8	-0.43807468	-0.44333264	-0.21826223	0.15148912	-0.26685312	0.295225	-0.20761131	-0.19652024	0.059091743	-0.023218682	0.17041777	-0.16680554	-0.14655767	-0.40410432	-0.04297984	0.49364358
bin_9	0.23020434	-0.2150641	0.21722409	-0.27675453	0.14203534	-0.27257693	0.39627123	0.42370868	-0.20151554	0.2707043	0.035364736	-0.5211347	0.10013962	0.0027736195	-0.34015363	-0.5271088
bin_10	0.28954247	-0.3037639	-0.27762145	-0.1864334	0.45873666	-0.10495802	0.04791548	0.27322364	0.21819904	0.19330919	0.68012637	-0.1324306	0.2969803	-0.30246353	-0.13164075	-0.338707
bin_11	-0.18967254	0.060997024	0.32301897	-0.89896077	0.26016113	0.02900062	0.42357847	0.0694115	-0.13768984	0.38573343	0.13850613	0.3894411	-0.19872321	0.070313886	0.41701284	-0.0013448962
bin_12	-0.8556241	0.014468872	-0.28409046	0.04661764	0.26810423	-0.45681846	0.69439465	0.10704564	0.82205373	0.7530392	-0.22886063	-0.11506433	-0.73009676	-0.7814891	0.3465398	-0.34166506
bin_13	1.4566733	-0.659734	-0.20457889	0.12023519	1.0285379	-0.6058147	0.83744067	0.90496916	0.61437804	0.9354441	-0.8252813	0.23178379	-0.051422846	-1.3150389	-1.2967359	0.40617004
bin_14	0.59701437	-0.24153501	-0.3658665	-0.37579608	-0.012794285	0.11317866	0.99692726	0.18521962	0.29440376	0.045937616	-0.13384812	-0.19395989	0.38902766	0.3027832	0.68466926	0.20437083
