Sample ID,dim_0,dim_1
TCGA-05-4244-01,20.257202,8.139253
TCGA-05-4249-01,20.21935,7.8191156
TCGA-05-4250-01,20.73845,7.98387
TCGA-05-4382-01,20.652752,7.6446195
TCGA-05-4384-01,20.793474,9.482894
TCGA-05-4389-01,20.649258,7.951392
TCGA-05-4390-01,20.109367,7.784785
TCGA-05-4395-01,20.595976,7.6594257
TCGA-05-4396-01,20.880136,9.200765
TCGA-05-4397-01,20.754917,9.030931
TCGA-05-4398-01,20.48545,7.7768993
TCGA-05-4402-01,20.603214,7.5039134
TCGA-05-4403-01,20.7762,9.337394
TCGA-05-4405-01,20.468027,7.8662157
TCGA-05-4410-01,20.9116,8.533087
TCGA-05-4415-01,20.591482,8.701126
TCGA-05-4417-01,20.290422,7.8928137
TCGA-05-4418-01,20.873884,9.252362
TCGA-05-4420-01,20.632515,7.7365775
TCGA-05-4422-01,20.986893,9.143885
TCGA-05-4424-01,20.809307,8.428873
TCGA-05-4425-01,20.928865,9.015444
TCGA-05-4426-01,20.980183,8.865229
TCGA-05-4427-01,20.340277,8.029139
TCGA-05-4430-01,20.479723,7.9905334
TCGA-05-4432-01,20.486807,8.107546
TCGA-05-4433-01,20.964876,9.068516
TCGA-05-4434-01,20.69849,9.398357
TCGA-05-5423-01,19.39496,9.060655
TCGA-05-5425-01,20.742445,9.4981575
TCGA-05-5428-01,18.55854,7.267102
TCGA-05-5429-01,20.154303,9.253102
TCGA-05-5715-01,20.485374,9.024127
TCGA-17-Z000-01,-11.829208,7.044514
TCGA-17-Z001-01,-11.740734,7.1656075
TCGA-17-Z002-01,-11.771958,7.108635
TCGA-17-Z003-01,-11.581814,7.15657
TCGA-17-Z004-01,-11.745424,7.011474
TCGA-17-Z005-01,-11.68658,7.043635
TCGA-17-Z007-01,-11.819961,6.9658303
TCGA-17-Z009-01,-11.6725235,6.9402304
TCGA-17-Z010-01,-11.589532,6.964812
TCGA-17-Z011-01,-11.620249,7.1959553
TCGA-17-Z013-01,-11.889383,7.029506
TCGA-17-Z014-01,-11.582886,7.0415645
TCGA-17-Z015-01,-11.786876,6.9819145
TCGA-17-Z016-01,-11.781021,7.3083673
TCGA-17-Z017-01,-11.594851,6.9901896
TCGA-17-Z018-01,-11.550154,6.928394
TCGA-17-Z019-01,-11.718668,7.1965313
TCGA-17-Z020-01,-11.799907,7.0310197
TCGA-17-Z021-01,-11.730597,7.1808
TCGA-17-Z022-01,-11.8761635,7.074123
TCGA-17-Z023-01,-11.421314,7.03583
TCGA-17-Z025-01,-11.793943,6.8810134
TCGA-17-Z026-01,-11.559424,7.3200974
TCGA-17-Z027-01,-11.839289,6.964229
TCGA-17-Z028-01,-11.646656,6.887968
TCGA-17-Z030-01,-11.614921,7.139502
TCGA-17-Z031-01,-11.437577,6.97266
TCGA-17-Z032-01,-11.580346,7.0819144
TCGA-17-Z033-01,-11.634108,7.015148
TCGA-17-Z036-01,-11.834646,7.2657404
TCGA-17-Z037-01,-11.888273,7.056424
TCGA-17-Z041-01,-11.716313,6.8237967
TCGA-17-Z042-01,-11.708864,6.8832326
TCGA-17-Z043-01,-11.422023,7.3191032
TCGA-17-Z044-01,-11.491679,6.9183664
TCGA-17-Z045-01,-11.672889,7.295204
TCGA-17-Z047-01,-11.608105,6.8022437
TCGA-17-Z048-01,-11.418345,7.1594176
TCGA-17-Z049-01,-11.756023,7.327134
TCGA-17-Z050-01,-11.383803,6.9651046
TCGA-17-Z051-01,-11.490002,7.17815
TCGA-17-Z052-01,-11.696693,7.2016587
TCGA-17-Z053-01,-11.623255,6.7492747
TCGA-17-Z054-01,-11.591212,6.7997994
TCGA-17-Z055-01,-11.749501,7.2396336
TCGA-17-Z056-01,-11.832321,7.282955
TCGA-17-Z057-01,-11.810088,6.991036
TCGA-17-Z058-01,-11.965192,6.7405834
TCGA-17-Z059-01,-11.658441,7.3341103
TCGA-17-Z060-01,-11.3935375,7.1037064
TCGA-17-Z061-01,-11.867931,7.298682
TCGA-17-Z062-01,-11.752631,7.15077
TCGA-35-3615-01,19.650537,8.939876
TCGA-35-4122-01,18.417475,6.873288
TCGA-35-4123-01,18.474358,7.42136
TCGA-35-5375-01,18.867693,6.696872
TCGA-38-4625-01,19.191788,7.4004354
TCGA-38-4626-01,19.212097,9.302261
TCGA-38-4627-01,20.26845,8.510179
TCGA-38-4628-01,19.96265,6.6546445
TCGA-38-4631-01,20.16159,6.8969145
TCGA-38-4632-01,19.656956,6.842824
TCGA-38-6178-01,18.044775,6.305532
TCGA-38-7271-01,19.292557,9.221335
TCGA-38-A44F-01,17.559992,9.703293
TCGA-44-2655-01,18.0099,8.953577
TCGA-44-2656-01,17.812511,6.898808
