Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
TCGA-05-4244-01,6.1989017,6.4842706,5.348324,5.120842,3.5113063,4.174194,3.450229,3.2486544,5.191977,5.8408914,7.499781,6.8024282,3.312938,7.5460916,5.277878,4.7337317,3.5296142,5.4036493,4.4849157,4.6197085,3.3321452,4.626628,5.3263526,6.9405684,5.017406,4.4863997,6.3798966,4.70229,5.200129,5.82879,5.2148848,5.536076
TCGA-05-4249-01,6.111667,6.5562754,5.4739275,5.3150578,3.4513214,4.2961864,3.1452334,3.3908935,5.25929,5.9004745,7.4139757,6.7496843,3.2196372,7.6411405,5.3325086,4.7099385,3.588486,5.31403,4.6274204,4.626615,3.298631,4.5285697,5.3825736,7.003047,4.9294305,4.4892197,6.276873,4.839063,5.0081325,5.7917495,5.1200247,5.474601
TCGA-05-4250-01,6.1544514,6.586299,5.4731684,5.4391603,3.3774412,4.344444,2.875569,3.4567182,5.329915,5.9668407,7.338613,6.723991,3.1915746,7.691907,5.2862954,4.713499,3.533214,5.3584003,4.682886,4.6353016,3.2510984,4.4336042,5.4481363,6.831998,4.884647,4.510998,6.2336764,4.96627,4.9408407,5.7569656,5.0326147,5.4387517
TCGA-05-4382-01,6.4585457,6.9045324,4.826781,5.1961555,3.5220985,3.9787822,3.000529,2.9470742,4.9682755,6.088431,7.3908095,6.549829,2.640152,7.52668,5.117131,4.7099466,3.3850071,5.5375414,4.48233,4.8762164,2.9921162,4.059284,5.797774,6.406932,4.8766785,4.0478606,5.5824685,4.562913,4.5351477,5.686855,5.5030947,5.0891423
TCGA-05-4384-01,6.300198,7.038945,4.7727623,5.0089417,2.8133967,4.2244167,3.3851264,3.811207,4.9899,6.1492066,7.29507,6.6272173,3.138167,7.626052,5.1682386,4.7815137,3.5807078,4.983007,4.374337,4.6146383,3.275735,4.7290664,5.580164,6.4935584,4.4893737,4.171808,6.191982,4.0228286,5.4669805,6.223076,5.6057982,5.3445826
TCGA-05-4389-01,6.0547657,6.4728928,5.468503,5.0244393,3.5560856,4.0884047,3.516114,3.1598852,5.2367687,5.757931,7.60267,6.757968,3.1810086,7.63505,5.2409773,4.63746,3.533815,5.3546414,4.517487,4.6419263,3.2432435,4.696165,5.2846212,7.168955,4.9421277,4.138521,6.4407873,4.591429,5.0853047,5.878584,5.4356728,5.613638
TCGA-05-4390-01,6.3361626,6.7690306,4.7896237,5.3325424,3.5914226,4.0168138,3.1393263,3.03686,5.0938993,6.034188,7.5742593,6.6951323,2.6980267,7.518452,5.2222433,4.639963,3.4652402,5.5537567,4.532902,4.838212,3.2815711,4.071608,5.6698966,6.424873,4.9863877,4.31341,5.744432,4.6609864,4.759956,5.8138876,5.371505,5.325787
TCGA-05-4395-01,5.988623,6.440153,5.463493,5.0085707,3.5328355,4.0956244,3.552114,3.220381,5.282844,5.761444,7.650923,6.7672606,3.204906,7.649057,5.2723675,4.582001,3.5465753,5.25594,4.5524836,4.6165323,3.2985651,4.7950397,5.218554,7.222015,4.9289293,4.1604,6.537713,4.578736,5.1099052,5.963399,5.44583,5.6584954
TCGA-05-4396-01,6.3499246,7.094022,4.538036,5.1628995,2.736642,4.2402887,3.3302681,3.8864787,5.0718083,6.173693,7.314225,6.5215216,2.952026,7.6123075,5.1264462,4.8237686,3.55195,4.919032,4.472509,4.6276054,3.3952043,4.5579495,5.6509457,6.242957,4.491034,4.306838,6.084718,4.0532103,5.3914795,6.1479073,5.5570073,5.325597
TCGA-05-4397-01,6.441284,6.9332485,4.6076226,5.0857434,3.3426042,4.132985,3.3581092,3.3157938,4.958069,6.1736946,7.4294877,6.681244,2.824773,7.4348865,5.1367726,4.7720494,3.4545715,5.4707866,4.2913785,4.7270317,3.2301247,4.2258205,5.700433,6.327533,4.797376,4.1832576,5.8830724,4.258443,5.13848,6.0340557,5.52384,5.249781
