	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	-0.35779542	0.17381279	0.06556863	0.32742006	-0.08491032	-0.08636444	0.045719128	0.14034942	0.57151276	-0.34741738	0.49784383	0.09781084	0.18050753	-0.4189358	0.35828203	-0.108244784
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.0011378347	0.067760184	-0.1892065	-0.27680677	0.24693109	-0.34884882	-0.4262048	-0.15142286	-0.12683296	-0.47833478	0.46178383	0.30446634	-0.096254915	-0.16640948	0.25541815	0.4676303
American Joint Committee on Cancer Publication Version Type	0.04183968	0.11240374	0.13258564	0.13081145	0.34315836	-0.29524308	0.043454245	-0.2850033	0.28827083	-0.15311565	0.468567	0.17532623	-0.25758547	0.37051842	-0.11542333	0.4065035
Aneuploidy Score	0.117278814	-0.026337171	0.20044568	0.10651146	-0.2313111	-0.10464056	0.12453995	-0.19114882	0.36393452	0.17144153	0.14632753	0.3616983	0.2168437	-0.20474373	-0.4223735	0.2961225
Center of sequencing	0.024416745	0.085768394	-0.38541687	-0.43983817	0.14204846	-0.25350744	0.037391674	0.30292854	-0.20464386	-0.117209606	0.1285706	0.33468083	-0.039956555	-0.25332546	-0.016136788	0.4696112
Last Communication Contact from Initial Pathologic Diagnosis Date	-0.6838467	0.15274012	0.46997917	0.30729854	-0.37469333	0.48220778	0.32639447	0.18305536	-0.083793156	0.23738012	0.32891402	0.2513391	-0.43169475	0.332966	0.18129514	-0.08043105
Birth from Initial Pathologic Diagnosis Date	0.09888479	-0.3197443	-0.25576237	0.15053996	-0.27871603	0.12410523	0.2120178	0.38031194	0.03588573	0.23377658	-0.035724625	-0.07663443	-0.40391466	-0.2081956	-0.21791404	0.3960738
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.30578583	0.40654036	0.2570915	0.35079348	-0.30295613	-0.121649474	-0.37866175	-0.21995187	-0.16891153	-0.3913458	0.0563232	0.41917562	0.2548571	-0.1532207	0.43397677	-0.058317058
Ethnicity Category	-0.3532539	0.0092792185	0.4483297	-0.09808788	0.0060434556	0.16137487	-0.38033056	0.058891106	-0.033254538	0.17629741	0.4023592	-0.14859438	-0.3501617	0.24704064	0.19315219	-0.23644534
Form completion date	0.1964143	0.3742435	-0.4014637	0.040202383	-0.11319837	-0.14648427	0.21251276	-0.22605574	-0.2224661	0.18118894	-0.38057017	0.13207856	0.021576999	-0.43910837	0.06767862	0.082338564
Fraction Genome Altered	-0.3763741	0.20951357	-0.2251617	0.023375688	0.16213937	-0.18656701	-0.032265812	-0.17871466	-0.19381222	-0.56585836	-0.048088666	-0.020810429	-0.37940434	0.42085594	0.24395485	0.47023913
Neoadjuvant Therapy Type Administered Prior To Resection Text	-0.2934249	-0.034594942	-0.14040428	0.24549034	0.15310659	-0.036625095	-0.28235343	-0.35713738	0.101436235	-0.14925921	-0.072943345	0.05529535	-0.3348228	0.3691901	0.5106103	0.39395827
ICD-10 Classification	0.25407168	-0.2940761	-0.24433371	-0.053539727	-0.27855247	-0.06431181	-0.45435068	-0.23483054	0.026999611	-0.40882686	0.32947493	-0.34668288	-0.20292555	0.009309467	0.034992356	0.21023636
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	-0.21300173	0.039037544	-0.07987327	-0.15850034	0.2007283	-0.45803112	-0.3651325	-0.46701413	-0.5312396	0.22547567	0.095366105	-0.11560707	-0.07629266	-0.04061114	-0.22213884	-0.46518275
