	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Neoplasm Disease Stage American Joint Committee on Cancer Code	-0.24811178	-0.23023893	0.19272365	0.37405676	0.30768508	0.1773227	-0.29904625	0.06532025	0.075924106	-0.3779673	-0.18050805	0.25277343	0.14063016	-0.18026778	-0.042294934	-0.31164506
American Joint Committee on Cancer Publication Version Type	0.062011555	0.2224313	-0.23479837	0.377401	0.28775698	0.30150113	0.18212265	-0.31190482	0.34236953	-0.19494739	0.04304459	0.29529092	-0.30551797	0.017145703	-0.22000304	-0.3128099
Center of sequencing	0.08313749	0.07798656	0.016448518	0.06572549	-0.31956	0.120893925	0.25453922	0.14628185	0.20017473	0.4540601	-0.068254106	-0.03937238	0.076013066	-0.15779957	-0.45457134	0.5056713
Ethnicity Category	0.45035794	0.13433269	-0.11253848	-0.12338042	0.36649862	-0.12019383	0.24396466	0.21032748	-0.2809968	-0.05006034	0.49665534	0.33537734	-0.07781515	0.60854685	-0.13746552	-0.47025988
Form completion date	-0.05739066	-0.1706207	-0.19267277	0.02062056	-0.03607745	-0.1492873	0.034567956	0.33131585	-0.31619418	0.15356494	-0.08538944	0.14216956	-0.34243408	0.17791876	0.025620932	-0.1748047
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.5420859	-0.05426735	-0.036313333	-0.24248788	-0.21131606	0.47952825	0.14112933	0.15255019	0.06605259	-0.24630879	0.21004677	-0.40860078	-0.37872565	-0.32900783	0.12004956	0.066825144
ICD-10 Classification	0.35274544	0.21717428	-0.35463357	-0.2707947	0.08737897	0.37784323	0.06603748	0.25000724	0.37297463	0.0039004614	0.22227283	0.076678604	0.06290782	-0.17032768	0.3559549	0.10370387
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	0.35500053	-0.015154625	0.26971245	0.19296022	-0.30198112	0.09904403	0.12632172	-0.24582407	-0.09903182	0.0036242944	0.11895368	0.09688919	-0.24294563	-0.25555155	-0.1021419	-0.49007797
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	-0.039108906	0.35839844	0.14892513	-0.14869931	-0.15231253	0.24023207	-0.17944549	-0.350816	-0.30000204	-0.13024694	-0.3976137	0.3176244	0.3082843	-0.0839737	0.37514532	0.11030321
Informed consent verified	-0.3374144	-0.07046306	0.43121064	-0.014181493	0.10257084	0.11667875	0.36205918	0.23441425	0.034544446	-0.29806718	0.15399504	0.24525622	0.07856286	0.45327485	-0.1983216	-0.53004575
In PanCan Pathway Analysis	-0.16916747	0.19381416	0.33169144	0.12780912	-0.35544142	0.1633727	-0.22089374	0.14216343	-0.3191937	-0.4220021	0.30086482	-0.12418851	0.32148632	0.39068887	-0.3270667	0.27726087
New Neoplasm Event Post Initial Therapy Indicator	-0.34327814	-0.07017486	0.12192624	0.23273587	0.404108	0.13802277	0.35723516	-0.16258685	0.09753312	0.37038916	-0.45168468	-0.528007	0.30650392	0.12211847	0.059629418	0.2646631
Other Patient ID	-0.13215631	0.048851147	-0.42515022	0.048091013	-0.46743262	-0.47409937	0.131212	0.23600255	0.02203025	0.3752224	-0.03083419	0.19271716	-0.24292135	-0.14301191	-0.24373636	-0.02806476
American Joint Committee on Cancer Metastasis Stage Code	-0.25511077	0.38990223	-0.11431157	-0.32377592	0.03436297	0.17595525	0.19407377	-0.29786137	-0.29298964	-0.01965734	-0.41750818	-0.2492079	-0.31921962	0.15442851	0.12401564	0.11828789
Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code	-0.06898626	-0.32207417	0.27943915	0.20991485	-0.0033530854	-0.19747178	-0.24914709	0.2971971	0.28383404	-0.20963016	0.33084062	0.17843667	-0.17501077	-0.19601734	0.08209335	0.24465087
American Joint Committee on Cancer Tumor Stage Code	0.022941006	-0.08245716	0.40968984	-0.41061193	0.3247765	0.14034864	0.25736937	0.17423877	0.026660396	0.049592197	-0.3299523	-0.31203228	-0.051900778	-0.36903563	-0.37915754	0.18265735
Person Neoplasm Cancer Status	-0.05317187	-0.038359262	0.15448958	0.17137092	-0.28684586	0.25858828	-0.2963663	-0.22698	0.20645033	-0.19167592	0.48812205	-0.17889486	0.19568905	0.15295488	0.29646495	-0.16476598
