Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,3.1179712,6.785049,2.5342526,4.722842,3.08418,4.84176,5.392886,4.605736,2.7458475,5.8604937,2.6402602,5.287739,6.8007774,3.6757221,4.441071,6.8751464
TCGA-05-4249-01,3.1472013,6.959095,2.7021067,4.6579967,3.1651745,4.590121,5.5799747,4.804231,3.093816,6.0112715,2.6791615,5.19212,6.668504,3.604936,4.3145065,6.8991976
TCGA-05-4250-01,3.1948688,7.013612,2.8182418,4.437719,3.137578,4.556152,5.733551,4.8536053,3.1781626,6.088627,2.722961,5.111281,6.5176625,3.5553498,4.301411,6.8945665
TCGA-05-4382-01,2.5909812,6.7164125,3.0661776,3.5041034,2.4564612,5.4506483,5.4240174,4.7302756,2.901339,5.9550433,2.3050194,5.2468414,5.7233887,3.6227834,4.492322,7.05195
TCGA-05-4384-01,3.626763,6.0914745,2.0471547,3.7127936,3.003015,4.6786823,4.9273777,4.9523726,2.736602,5.698745,2.8731923,5.247156,6.4802694,4.312157,4.726023,7.2732325
TCGA-05-4389-01,2.8387847,6.8438964,2.5272884,4.859958,2.9090135,4.714629,5.0379,4.629018,2.7056787,5.965439,2.4164438,5.4943004,6.8792286,3.8499913,4.30867,6.891049
TCGA-05-4390-01,2.841394,6.635593,3.0080204,3.7937632,2.5163646,5.112991,5.5643897,4.7407603,2.774448,5.9640784,2.6059234,5.072242,6.0646043,3.5532744,4.4508905,6.9077134
TCGA-05-4395-01,2.8743052,6.78745,2.3989549,4.8972464,2.8669314,4.4839754,4.872768,4.5518875,2.7735062,5.9178734,2.4376132,5.3661294,7.0275245,3.8214607,4.2013454,6.901849
TCGA-05-4396-01,3.6569831,6.091407,2.143397,3.4163563,2.9461367,4.560418,4.9803686,4.929443,2.6005492,5.7032146,2.9527206,5.014656,6.212391,4.206033,4.720784,7.2021914
TCGA-05-4397-01,3.120094,6.279991,2.7300997,3.7053254,2.4710624,5.2829647,5.34313,4.8234544,2.5971148,5.657839,2.7231793,5.083551,6.1264806,3.8665626,4.638605,7.2044277
TCGA-05-4398-01,2.8180678,6.421581,3.0123656,4.136893,2.3468554,5.3964667,5.6375303,4.76804,2.6996913,5.803004,2.6934395,5.1691585,6.3467035,3.5825603,4.4948306,7.045603
TCGA-05-4402-01,3.2737427,6.2179265,2.0686963,4.1025515,2.8946354,5.193132,4.9089932,4.923784,3.078672,5.699889,2.5338945,5.678117,6.699548,4.343053,4.679267,7.425727
TCGA-05-4403-01,3.4816334,6.0810704,2.125593,3.741074,2.9201295,5.0456567,4.9556127,4.928824,2.7658508,5.655403,2.747179,5.397369,6.4332266,4.3191733,4.8006496,7.3227873
TCGA-05-4405-01,2.9004784,6.812362,2.8943784,4.293859,2.7135255,5.0274487,5.620812,4.663666,3.052396,6.0107756,2.5677636,5.246791,6.4785795,3.5123575,4.3466516,6.932596
TCGA-05-4410-01,2.6597342,6.744307,2.9954,3.6215177,2.3517842,5.313279,5.249903,4.7710443,2.858144,5.875902,2.3057218,5.142291,5.8513837,3.7274473,4.380722,7.130148
TCGA-05-4415-01,3.161578,6.833172,2.4397573,4.665444,3.3605423,4.683386,5.1910787,5.056965,2.4782114,6.12857,2.588629,5.797779,6.6099668,4.2717624,4.6433506,6.9235616
TCGA-05-4417-01,3.0722396,6.953422,2.6554875,4.5044045,2.8414927,4.6872416,5.3964562,4.6683674,3.0353405,5.858223,2.5763745,5.036675,6.644034,3.5684636,4.1968365,7.0147576
TCGA-05-4418-01,3.1287115,6.642496,2.2455182,4.5634203,2.9051273,4.4157143,4.8022285,4.6356745,2.7494633,5.8080077,2.5527384,5.2294416,6.8831625,3.9587772,4.288991,7.022962
