	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	-0.06897683	-0.42339244	-0.2966122	-0.1838559	-0.1194718	-0.36307296	0.5638372	0.18501054	0.12001903	-0.25380006	-0.47289962	-0.22305189	0.09658235	0.33416235	0.33240244	0.12355621
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.28665522	-0.027620647	-0.09140909	-0.093643375	0.2603099	0.2508967	0.34267694	0.054156326	0.08154689	-0.386584	0.37737897	-0.039798293	-0.3310852	0.40901065	0.03991819	0.2750329
American Joint Committee on Cancer Publication Version Type	0.38275862	-0.08395225	-0.44164744	-0.28767934	0.37268588	-0.20131372	-0.1321634	0.15456633	-0.37984705	-0.25597936	0.1235831	0.3599918	-0.094082244	0.15974544	-0.062193144	0.040040515
Aneuploidy Score	-0.26823038	0.13264322	0.075619556	0.3485558	0.15071525	0.17688781	0.1917694	0.5929422	-0.1372964	-0.22456653	0.40074936	0.2285552	-0.3500508	-0.23638883	-0.5693395	0.6031848
Center of sequencing	-0.17022868	-0.12266495	0.26188454	-0.33814785	0.18977834	-0.078761294	-0.3040073	0.055011768	-0.28816772	-0.06625768	0.17301716	-0.032321744	0.45547855	0.26382515	-0.15543705	0.0901726
Last Communication Contact from Initial Pathologic Diagnosis Date	-0.15127867	0.15961717	-0.5270015	-0.3278481	0.50241405	0.12133529	-0.3555062	0.07764004	0.067173794	0.3777083	-0.21275765	-0.37660822	-0.21800806	-0.3626934	0.2947115	0.2446797
Birth from Initial Pathologic Diagnosis Date	-0.033713263	-0.32212973	0.15841563	-0.1893693	0.055430967	-0.35700974	0.7070696	-0.17003748	-0.21226367	-0.32219192	-0.5956583	-0.41432765	0.04082738	0.10209358	-0.27645013	0.06155887
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	-0.47648075	-0.30714715	-0.24914843	0.08822452	0.015286254	0.14665851	-0.01412475	0.24021761	-0.34523255	0.00779363	0.37935007	0.16004528	-0.5408639	0.41905314	-0.16919304	0.5658425
Ethnicity Category	0.2281268	-0.10287823	-0.083320476	-0.41616473	-0.42545322	0.094016716	-0.21556593	0.11861981	-0.45532918	-0.22520752	0.19620557	-0.22903636	0.062607236	0.3227963	0.16027325	-0.17297903
Form completion date	0.34111696	0.08419895	-0.23663673	0.14304931	-0.24266122	0.2204948	-0.19705762	-0.29255006	0.22637117	-0.05065889	0.5790384	0.18252464	-0.0031191616	-0.021602795	-0.35240275	-0.046389703
Fraction Genome Altered	-0.12276686	-0.33077425	-0.3015535	0.32499918	0.038267232	0.3201919	0.251731	0.20146315	0.3764978	-0.3641518	-0.4427001	-0.19407243	-0.33129725	0.281191	-0.14369342	0.10793865
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.058664583	0.375829	0.13085787	-0.3703959	-0.42052743	-0.30002412	0.52721417	0.45056343	0.23101035	0.36286	0.0049607255	0.020934233	-0.2606729	0.015365915	-0.07883603	0.46720678
ICD-10 Classification	0.54495996	0.24974169	-0.32501557	0.007699674	-0.09973682	-0.328119	0.20797953	0.50107706	0.25889486	0.5102317	-0.19879612	-0.15284152	0.05986473	0.28950942	0.006644545	0.29452458
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	-0.3246299	0.124606416	-0.06543911	0.11051376	-0.2925236	-0.21654886	-0.19525443	-0.14328448	-0.015575231	0.118750155	-0.40741333	-0.054532137	-0.44803977	0.36268306	0.4283373	0.21916175
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	0.024403645	0.3824861	-0.31204635	-0.085929796	0.34786388	-0.2616753	-0.12879275	-0.2572992	-0.053650584	0.1877639	-0.50673735	0.22222571	-0.33888397	-0.10144725	0.4839699	-0.14213803
Informed consent verified	-0.26256454	0.30100122	-0.4229375	0.3368369	-0.33173233	0.28289288	0.25083354	-0.2016039	-0.23197757	0.24615002	-0.21975587	-0.069274634	0.028746488	0.08787194	0.30815083	0.2731775
In PanCan Pathway Analysis	0.29194915	0.22052535	0.33874962	-0.056958605	0.31832424	-0.09043746	0.3529465	-0.032690987	0.37280464	0.27049077	0.06627997	-0.3735178	-0.4662668	-0.30975193	-0.39093798	-0.049877923
Mutation Count	0.4284831	-0.048381306	-0.46335906	0.38723475	-0.2732391	-0.044352125	0.46679765	0.65799516	-0.30092978	0.1860246	0.00842087	0.40413114	0.08211989	0.060802642	0.008200836	0.54588324
New Neoplasm Event Post Initial Therapy Indicator	0.22963765	0.005219912	-0.08548002	0.17648678	0.18077831	-0.2597211	-0.4520473	-0.64019364	0.3621523	-0.41294166	-0.11906567	0.11910745	-0.03167212	-0.14927702	-0.22922784	0.033822548
Other Patient ID	0.017858911	-0.08313341	-0.0011081113	0.061800435	-0.22746673	0.0848933	0.2025251	0.1777211	0.14362428	0.038204875	0.6739171	0.058382917	0.057168383	0.005667159	-0.40414575	0.16576277
American Joint Committee on Cancer Metastasis Stage Code	0.42805952	-0.43575054	0.26813427	0.2416416	-0.028146984	0.39436862	-0.03532081	0.23787957	0.025684208	-0.21102916	-0.18228929	0.29187682	-0.5542501	0.18738681	-0.09316931	-0.26988938
Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code	-0.31502685	0.08203929	-0.4812465	0.02251367	-0.30010596	-0.024622949	0.3413015	0.12404055	-0.35643953	0.2800863	-0.08528787	-0.13868481	0.008188414	-0.3648752	0.013749284	-0.119403854
American Joint Committee on Cancer Tumor Stage Code	-0.541911	-0.3416096	-0.25260907	-0.21126236	0.14937031	-0.027750287	0.4241581	0.16638389	0.13991453	0.3769573	-0.20808831	-0.17085719	0.14231049	0.31067288	-0.18530189	-0.2778971
Person Neoplasm Cancer Status	0.30189925	-0.41120747	0.22129552	-0.19391583	0.10509568	0.19089603	0.21808212	-0.35305524	0.16847749	-0.04460521	0.1485279	-0.051394954	0.35701373	-0.15692718	0.08076455	0.1365103
Prior Diagnosis	0.3302649	-0.37827605	-0.3242995	0.27035517	-0.13729824	-0.015909322	-0.112464644	-0.2472832	-0.08878489	-0.26561382	-0.5502865	0.065012194	-0.014194735	0.3712672	0.0497353	0.3451996
Race Category	-0.20057754	0.026773475	0.02584917	-0.29560167	-0.092779554	0.3682146	-0.16423517	-0.08766216	-0.3407811	0.32671627	0.27165273	0.2515416	0.12443784	-0.107782476	-0.19103326	0.35287434
Radiation Therapy	-0.079433426	0.40910846	-0.07416148	-0.347084	-0.26324773	0.21364427	0.1742739	0.014906021	-0.31348386	-0.2765486	-0.6313359	-0.35553706	0.16768287	0.35133272	-0.054227095	-0.17996508
Sex	0.2656083	-0.010448089	0.05433036	-0.13237806	0.25645542	0.31577957	0.32880592	-0.22281598	-0.23413362	0.28050575	-0.8936423	0.38122827	-0.06770081	0.31725508	0.6955642	-0.0983538
10p Status	0.20443234	0.21274005	0.18717483	-0.39393836	-0.35426733	0.38843155	-0.038033377	0.2266682	-0.02671933	-0.5291148	-0.063575655	0.23415098	-0.55846035	-0.10117821	-0.5083613	0.011946563
10q Status	0.4820801	-0.32288727	-0.44932598	-0.2806394	-0.2438345	0.018125543	-0.07469806	0.3636257	0.12557867	0.31751996	0.1624811	0.06780277	0.09592539	-0.011216688	0.15915555	0.17481714
