,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
TCGA-05-4244-01,11.62244,8.829639,3.118276,6.357691,5.1493793,5.0686164,5.294203,5.97452,5.201045,4.0444226,5.2949553,5.68627,4.709331,5.1666055,5.289407,5.997729,4.815806,5.4988713,5.5227094,4.855669,5.246528,4.479208,3.6804795,4.311042,4.204151,5.155795,3.8384054,4.3837123,4.730659,5.0238614,6.5010433,4.4133058,4.6044517,4.8162627,4.321282,5.85955,5.2125845,3.6086905,5.282702,4.325233,3.9123645,4.0894537,5.575311,4.6072826,4.8729944,5.2904506,5.0259037,5.143138,5.9683905,3.9998388,5.322142,4.8460765,5.8894167,4.3640223,5.6120195,5.530158,5.033171,6.384044,4.5849466,4.7424226,4.8342094,5.3493643,4.5655274,6.5831223
TCGA-05-4249-01,11.743522,8.883997,3.1888087,6.46991,5.1031013,5.059381,5.3610983,5.972849,5.1946473,4.051816,5.2565703,5.755265,4.702391,5.2252245,5.340745,6.003203,4.8356414,5.502985,5.6066732,4.8202004,5.2676125,4.361937,3.751146,4.3398204,4.2119923,5.1752315,3.8752003,4.358772,4.6795163,5.036461,6.491895,4.468677,4.6017475,4.826582,4.2855177,5.8086886,5.2614427,3.5093784,5.2116323,4.298696,3.9553084,4.0703354,5.580302,4.555642,4.923114,5.2461405,5.0975804,5.107963,5.9410577,3.959859,5.3713374,4.8649383,5.91541,4.3935037,5.5272326,5.489509,5.0574775,6.3826437,4.5506473,4.730166,4.8478513,5.3951225,4.6204734,6.5740876
TCGA-05-4250-01,11.578387,8.847968,3.163465,6.33847,5.2889175,5.0205092,5.215268,5.9612937,5.248723,3.9441504,5.2895036,5.7604003,4.7930217,5.1541543,5.1950164,5.8919053,4.7657866,5.455925,5.4454546,4.880578,5.327825,4.4344606,3.7800043,4.276106,4.2260995,5.127135,3.7009277,4.388836,4.7686033,4.999224,6.3601904,4.461119,4.662643,4.8540444,4.355873,5.892387,5.1514807,3.609901,5.3225007,4.404576,3.9947553,4.068177,5.438001,4.661935,4.9271026,5.220051,5.024497,5.1518106,6.0614753,4.0674825,5.3556757,4.8613706,5.9628115,4.3424115,5.545108,5.5499744,5.049514,6.3418155,4.6157804,4.7213464,4.898852,5.385913,4.666444,6.501557
TCGA-05-4382-01,11.715881,8.577441,3.2576368,6.4804535,4.9971247,5.0918736,5.6225533,5.782423,5.1147046,4.1389995,5.269079,5.892052,4.6031137,5.2885323,5.3984976,6.086867,4.858381,5.5897164,5.56871,4.58017,5.136036,4.2140894,3.8801334,4.4434133,4.3259907,5.150092,3.9723227,4.2873244,4.481559,5.04839,6.6879787,4.471913,4.5938106,4.8662753,4.199186,5.68837,5.414843,3.5077095,5.0404077,4.299832,3.986319,4.1210275,5.8251243,4.426971,4.9015517,5.1353636,5.233388,5.1151357,5.738423,3.997234,5.3407316,4.9601617,5.9465566,4.47267,5.419463,5.458846,5.097549,6.300758,4.415193,4.8546953,4.835177,5.235663,4.520207,6.477755
TCGA-05-4384-01,11.631222,9.6102,2.9013178,6.40234,4.872532,5.028614,5.0704455,6.6611357,5.4166527,3.5230699,5.3962946,5.961369,4.3501115,5.0608387,5.0883093,6.127069,5.0649743,5.6518974,5.3727045,4.947551,5.0232763,4.7861223,3.6256075,4.4234233,4.1282034,5.366816,3.5527017,4.359716,4.9036484,5.419562,6.3449984,4.0859075,4.4638925,4.7697735,4.220588,6.030216,5.415009,3.2128098,5.3678374,3.835771,3.9150877,3.4606075,5.26799,5.053266,4.9214063,5.1145277,4.9326453,4.851659,6.37088,3.7583354,5.2300553,4.765506,5.929285,4.0096583,6.097877,5.4435005,5.079097,7.04256,4.4701247,4.525744,5.0456076,5.1686597,4.6196527,6.706063
TCGA-05-4389-01,11.688174,8.569259,3.2621777,6.407933,4.967112,5.0754037,5.605493,5.796775,5.131611,4.147811,5.2669587,5.8706846,4.5654364,5.2830524,5.398468,6.109354,4.874903,5.576098,5.517416,4.584413,5.0917745,4.2578225,3.9134774,4.4697304,4.320678,5.1511188,4.000907,4.3009834,4.4752116,5.070545,6.6725984,4.422522,4.570557,4.8592997,4.1874638,5.6849065,5.4262953,3.5138862,5.049951,4.2478433,3.9636552,4.083761,5.75475,4.4458303,4.906702,5.1287026,5.226449,5.113289,5.7322683,4.0004177,5.314286,4.918519,5.929478,4.4503436,5.48314,5.430092,5.096141,6.32286,4.4275794,4.8502665,4.821832,5.2041025,4.501821,6.445
TCGA-05-4390-01,11.74684,8.625003,3.2307613,6.5199637,5.0213623,5.0916643,5.552894,5.8618865,5.1065316,4.1315594,5.2741137,5.903555,4.6464715,5.2743793,5.3923635,6.030639,4.847554,5.5960546,5.6497626,4.640154,5.180535,4.1888943,3.8386796,4.3910446,4.309107,5.1639066,3.9221447,4.309128,4.55946,5.0495453,6.6408715,4.484072,4.6105056,4.848207,4.2432485,5.750356,5.367024,3.4952886,5.051999,4.3071017,3.9982498,4.127276,5.8178525,4.418496,4.911565,5.182334,5.183931,5.113923,5.8053827,3.9744852,5.3540263,4.948078,5.9128375,4.4583163,5.4088297,5.4952235,5.073935,6.306614,4.4287376,4.829703,4.8640003,5.2693233,4.5313764,6.5048385
TCGA-05-4395-01,11.686952,8.555,3.2859101,6.410731,4.992384,5.0795045,5.6341825,5.751563,5.127592,4.1528096,5.2568955,5.838185,4.5778594,5.2928762,5.401915,6.104676,4.8629355,5.5665236,5.501257,4.57456,5.109182,4.2434607,3.9369397,4.4656315,4.320093,5.142389,4.007657,4.2902327,4.452084,5.0463386,6.6662397,4.4500604,4.5845222,4.868966,4.1800466,5.6622458,5.421247,3.5299997,5.047706,4.2836185,3.9654057,4.1138377,5.761999,4.4419646,4.9054203,5.123977,5.2486434,5.120021,5.7109942,4.01728,5.3290715,4.9404707,5.9500904,4.470278,5.4569516,5.4309316,5.106836,6.2935495,4.428772,4.8595815,4.8051825,5.227814,4.511996,6.4363704
TCGA-05-4396-01,11.665412,9.650263,2.8790162,6.4727516,4.9254327,5.0525117,5.076067,6.6912494,5.40021,3.467799,5.397116,5.944938,4.3802357,5.0613112,5.0941353,6.093103,5.048328,5.662365,5.4321475,4.9584765,5.0737557,4.7228723,3.5975802,4.3699822,4.1102104,5.373245,3.4968538,4.343945,4.924421,5.396849,6.3310013,4.127086,4.500645,4.7619143,4.2326875,6.0518503,5.388139,3.2226994,5.3599358,3.8909664,3.917789,3.5129447,5.3254766,5.041652,4.9128475,5.147535,4.9347324,4.85021,6.412224,3.7571309,5.2568707,4.8129034,5.9371,4.024718,6.051311,5.4933076,5.07934,7.018805,4.456815,4.519826,5.040034,5.2072787,4.63119,6.7344766
TCGA-05-4397-01,11.641794,9.593736,2.9192488,6.408766,4.8460093,5.026854,5.080922,6.665546,5.4038367,3.5493689,5.3935595,5.97987,4.3454804,5.067327,5.091214,6.1163883,5.0714684,5.668523,5.3914175,4.944822,5.014882,4.7735033,3.6401894,4.4283643,4.1375637,5.3760858,3.5605884,4.3617077,4.9082623,5.4293284,6.341901,4.090451,4.4626827,4.770927,4.2222266,6.0332704,5.424085,3.1899142,5.3476334,3.8192499,3.9267464,3.4512703,5.2813845,5.039545,4.9314055,5.1096034,4.932012,4.843697,6.3589554,3.744716,5.234353,4.7639866,5.918015,4.010325,6.0884213,5.434898,5.0785227,7.0475473,4.458246,4.5305467,5.059951,5.167892,4.6120963,6.700959
