	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Diagnosis Age	0.3523764	-0.014900641	0.5896072	-0.057374023	0.127905	-0.5405744	-0.26107353	0.45070702	-0.009901801	0.33647603	0.14819795	0.46690413	-0.14863764	0.006394624	-0.36174715	0.21176524	0.07442716	-0.3196641	0.38490096	-0.09329848	-0.23830001	-0.27790752	0.36839083	0.02867899	0.09410951	-0.16619833	-0.1882791	0.078648195	0.25002816	-0.3026162	0.04003497	-0.0136566255
Neoplasm Disease Stage American Joint Committee on Cancer Code	-0.1409656	0.15335679	-0.38475743	0.016457811	0.20865645	0.20255844	0.1529241	-0.0065297084	-0.064106315	0.066176765	-0.14888932	0.42707992	0.1313009	0.08983033	0.3199023	-0.07515886	0.10744514	0.104797095	0.052696414	-0.05462011	0.05130705	-0.19257282	-0.062163614	0.27616906	-0.28863102	0.31310233	-0.16888258	-0.3541062	0.23929743	0.0325142	0.06012999	0.14370038
American Joint Committee on Cancer Publication Version Type	0.30892184	0.0013715085	0.055843778	-0.19226566	0.10471906	0.030661091	0.12971146	-0.115092665	0.100744374	-0.31150353	0.118606284	-0.0873705	0.009109242	-0.014548173	-0.41036695	0.14223975	-0.02826852	0.25769526	0.014381046	0.14452134	-0.22300297	0.13546656	-0.29261538	-0.1693636	-0.035609353	0.20390572	-0.056935832	0.031694736	-0.24266128	-0.26480207	-0.28296554	0.14620543
Aneuploidy Score	-0.021100454	-0.10807466	-0.34186542	-0.274025	0.16199042	-0.20489004	-0.37663156	0.09562033	-0.067873426	-0.17138858	0.153037	0.0840254	0.012898581	-0.3433838	-0.4132608	-0.14223915	-0.16244534	0.2613297	0.24572468	-0.013121046	-0.4280767	0.10827823	0.1331331	-0.24984561	-0.01091816	0.092935435	0.00023425372	0.17702116	0.2297981	-0.15766692	-0.22462721	-0.1563125
Center of sequencing	-0.027877007	-0.26277727	-0.19365057	-0.05492456	-0.11595213	-0.16690989	-0.21354431	-0.14368778	0.24704322	0.19156966	-0.14520104	0.067923285	0.29890925	-0.019568682	-0.2372678	0.20074216	0.19418661	-0.10519471	0.21083644	-0.075644255	0.06955562	-0.042441435	0.01790915	-0.30315453	0.2377421	0.05407309	-0.13699207	-0.016427103	-0.04306675	-0.010070253	0.06864341	-0.25570142
Last Communication Contact from Initial Pathologic Diagnosis Date	0.43417814	0.23171358	0.050726824	-0.027928872	-0.28596306	0.13219874	0.12809889	0.20601639	0.10700985	-0.14377004	-0.2542544	0.18754248	0.32188475	-0.7768199	-0.13458726	0.008783982	0.18933699	0.061245788	-0.47706798	0.10070446	-0.025868395	-0.034281973	-0.07582943	0.02748458	-0.39066216	0.3228593	-0.4919465	0.15693001	0.16303031	0.39019877	-0.5007429	-0.13052623
Birth from Initial Pathologic Diagnosis Date	0.08875004	0.043634273	0.23835425	0.014747426	0.021519745	-0.2831108	0.54116666	-0.36740103	0.08608157	-0.13902655	0.0795282	0.31391126	-0.24916317	-0.25014114	-0.24637386	-0.09445125	0.1080108	-0.41377467	-0.068423204	0.038687173	-0.029528275	0.1703583	0.30772915	-0.17450923	0.32126716	0.27307227	-0.028824259	0.41682866	-0.059980504	0.11496438	-0.10771523	0.2933754
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	-0.11324595	-0.14608346	0.21236801	-0.11072281	-0.19111484	-0.3453265	-0.16818102	-0.1511695	-0.29922038	-0.058193948	0.5105353	0.14795348	0.061009467	-0.18769439	0.069390096	0.14087269	0.0130136935	-0.022084167	0.64962184	-0.15312055	0.35007098	-0.1387562	-0.04191507	-0.09724423	-0.060236562	0.3518807	0.103873074	-0.32209343	-0.16136803	0.21379906	-0.12537593	0.04969466
Ethnicity Category	-0.09522525	0.19723144	-0.04675381	0.04256448	0.22252975	0.18251334	-0.03823106	-0.09389027	0.1820449	-0.12441987	-0.044715524	0.33446324	0.25997937	-0.13455454	-0.27925205	0.027554188	-0.17682578	0.059166472	-0.11681309	-0.3140136	0.16033787	-0.16776668	-0.2235723	0.19932452	-0.18677333	-0.2287642	0.13547389	-0.0043532066	0.36039338	0.068830766	0.02559119	0.13100159
Form completion date	-0.0674834	-0.017285358	-0.09991781	-0.11885438	0.3072391	0.20860343	-0.17726848	0.094470546	0.14702098	0.11844249	-0.17800172	-0.073051505	0.06804878	-0.11249386	-0.12417404	0.11975916	-0.00046910372	-0.0032512862	0.067293756	-0.33608544	0.14407629	0.1858965	-0.16294628	-0.02176904	-0.103470065	0.054024354	0.06466382	0.016899597	0.04618744	-0.5288176	0.016479846	0.018175172
