	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15	dim_16	dim_17	dim_18	dim_19	dim_20	dim_21	dim_22	dim_23	dim_24	dim_25	dim_26	dim_27	dim_28	dim_29	dim_30	dim_31
Neoplasm Disease Stage American Joint Committee on Cancer Code	0.048542783	0.25004548	0.04008269	0.26573524	-0.1828159	-0.2985905	0.03795018	0.12632428	0.22027919	0.03623618	0.27450973	-0.2541571	-0.21306592	0.21808925	0.004810497	0.062029857	0.014589959	0.10646498	0.17394063	-0.13646632	0.19708084	0.054686252	0.07868256	-0.52571964	0.26805082	-0.029381135	0.20389941	0.20954797	-0.27069613	-0.35236803	-0.19448912	0.13389313
American Joint Committee on Cancer Publication Version Type	-0.022057856	0.28869036	0.27259418	0.2166493	0.0076272697	-0.15846643	-0.23129544	0.166345	0.06905886	0.18671878	0.29925078	-0.0017551766	-0.29698625	0.32616115	-0.12393123	0.5480077	-0.61191165	-0.27340874	-0.080249265	-0.10468039	-0.12508719	-0.274147	0.124493614	-0.031212747	0.22215249	-0.15308334	0.10123786	-0.1374335	-0.11765299	0.073229775	-0.17438479	-0.20123443
Center of sequencing	0.35483503	-0.0387882	0.20822777	0.24504761	-0.1909625	-0.094909266	-0.0589387	0.024654558	0.1261473	-0.0039994568	-0.31903163	0.36680123	-0.21127072	0.06534728	-0.19038288	-0.23830794	0.2895931	-0.08116573	0.18838993	-0.19237986	-0.27827784	-0.3298825	0.26086324	0.09372377	0.2493624	-0.3075571	-0.040404007	-0.11183699	-0.0652926	0.27765682	-0.19246921	-0.13189483
Ethnicity Category	0.3039673	-0.25686994	-0.06168164	0.20562318	-0.008680234	-0.016067237	-0.07235936	0.053331595	0.34145868	0.027811496	0.20155258	0.3615677	-0.20075256	0.04301096	0.15723705	0.49551785	0.24701749	-0.1114451	0.05005047	0.07030692	0.14160463	-0.16444461	0.20608634	-0.13820747	0.22329874	-0.26193842	-0.15728721	-0.01374779	0.11467798	0.26034027	-0.17288074	0.23995392
Form completion date	0.30932802	0.15718779	0.2213887	-0.07147829	0.06501953	0.2934061	-0.055894505	-0.3247759	0.4280298	0.4633294	-0.009159225	-0.004726616	0.03971977	-0.49294916	0.045083586	0.21403761	-0.1336159	-0.036803987	0.13335778	0.21850684	-0.10371829	-0.3952922	0.19688009	0.10869705	0.35454804	-0.25050956	-0.051191743	0.385435	0.06853512	0.3426984	0.3008454	-0.15160437
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.07946503	0.031724706	0.28129074	0.29878134	0.25039995	-0.00998253	0.09268743	-0.12053215	-0.32807955	-0.23216015	0.21966998	0.032002117	0.17909968	0.3227601	0.026830573	0.09889295	-0.4489822	-0.15852968	-0.022457246	0.25283363	-0.19734336	-0.116101354	-0.1708289	-0.20498893	0.09716305	0.017535983	-0.11075944	-0.21111846	0.19937931	0.077661894	-0.23986687	0.14325544
ICD-10 Classification	0.19764122	0.18011096	-0.2825094	-0.02251204	0.37435	-0.41452342	-0.20026007	-0.22623052	-0.05714554	-0.122904114	0.28686523	0.25345415	-0.20720898	0.32681283	0.15672034	0.39411873	0.07626577	-0.13848732	0.07236817	-0.19289346	0.041495524	-0.09083037	0.027748792	0.118690014	0.1373136	-0.549278	0.26878285	0.14872186	0.15275854	-0.25360504	-0.24279009	0.08722522
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	-0.11713302	-0.1270711	-0.005530861	0.48828366	-0.03191034	0.07982507	0.16524638	0.2646737	-0.046147972	0.2246274	0.26171735	-0.11964739	0.046618253	0.31379917	0.26228487	0.17300427	0.0645021	0.13099726	-0.102689184	-0.036910363	0.03178687	-0.26510453	-0.12848161	0.025997223	0.2696773	-0.4951558	0.11389813	-0.23667535	0.11918707	0.12491174	-0.021988261	-0.07452188
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	0.28284517	-0.22022966	-0.05881742	0.06527994	0.28502807	0.23970346	0.048712783	0.36020207	0.3113157	0.13739231	0.12016975	-0.15177186	0.10733966	0.15987438	0.23210901	0.29164326	0.2298485	-0.0416932	-0.1445056	0.3541867	0.24517997	0.009276953	-0.13491009	-0.15002024	0.019374633	-0.5729601	0.18726124	0.23139068	0.1686619	-0.21742044	-0.29430705	0.14920153
Informed consent verified	0.05114368	0.22869879	0.0063206856	-0.01759602	-0.071815506	-0.32551235	0.11651168	-0.19716987	0.1522729	0.044672523	-0.14487946	-0.37254724	-0.088994905	-0.08947116	-0.18911533	0.41178107	-0.14095795	-0.12521861	-0.080021754	-0.0025421306	0.061772928	-0.16072151	-0.15848662	-0.20426898	0.34135488	-0.31733346	-0.0430747	0.017290426	0.010159229	-0.0074250726	-0.1921022	0.2305728
