	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
bin_0	-0.12364924	-0.34459692	-0.23202349	-0.2078423	-0.2519784	-0.16930345	0.21839094	0.38349056	-0.24686524	-0.27818504	0.20074046	-0.107952945	-0.120628454	-0.36072722	-0.37133685	0.09574867
bin_1	-0.17862886	0.2643782	0.38736814	0.29849246	-0.34590873	-0.018914137	-0.18407714	0.29263926	-0.2830962	-0.076229654	0.33149967	0.12046114	-0.3137016	-0.28060123	0.17883836	-0.0050120326
bin_2	-0.11977313	0.10336011	-0.3176379	-0.039100435	0.19107027	-0.30280876	0.21802609	0.40477785	0.23005772	-0.1801972	-0.2738337	0.38221037	0.03039583	-0.35358188	-0.30775914	-0.07641991
bin_3	-0.1784901	-0.11707903	-0.0636055	0.24847993	-0.30490848	0.27310488	0.15665999	0.33373874	0.040133078	-0.33871037	0.36658064	-0.03602026	-0.23420464	0.2470554	0.37306023	-0.27944586
bin_4	0.291664	-0.343851	-0.35796067	-0.03563253	-0.016614806	0.13220645	0.24166797	-0.38390073	0.13851185	0.22659986	-0.26428866	0.2788099	0.2917382	-0.367136	-0.025690809	0.07126586
bin_5	0.12035335	-0.3188515	-0.3708682	0.2990831	0.10419361	0.09155107	-0.18352912	-0.25164932	0.29626906	0.30694085	-0.11085352	-0.3862687	-0.38802686	0.1438299	-0.08577258	-0.13608012
bin_6	0.088973045	-0.39857158	-0.08817237	0.26205617	-0.25958186	0.34752572	0.047882617	0.24272616	-0.3808262	0.35649517	-0.17858633	0.114680454	-0.30569866	0.13300042	-0.2163414	-0.17973414
bin_7	0.115869455	0.23188424	-0.05809939	-0.34261858	0.091015235	-0.20543562	0.31368113	-0.3846388	0.05501065	0.07767802	0.37113056	0.24305527	0.1739294	-0.40193605	-0.34250835	-0.014857468
bin_8	-0.10841802	-0.24871051	-0.43544582	-0.09777296	-0.17447186	-0.32734305	-0.32580042	0.12158085	0.4012833	-0.19053027	0.28289554	0.24076071	-0.05420527	0.05671544	0.305109	-0.1847226
bin_9	0.3257737	-0.33435977	0.14119545	-0.23721297	0.33510795	0.018797876	-0.39616686	0.4125488	0.03522353	0.03981728	-0.26784113	0.111005455	0.09660348	-0.28764126	-0.11355669	-0.27243608
bin_10	-0.11682859	0.21863337	-0.3932541	0.3507808	-0.2275649	0.30369163	-0.045291882	-0.32911086	0.045952987	0.088037714	0.209014	-0.25782937	-0.15238419	0.3549987	0.019619022	0.36989143
bin_11	-0.02251428	-0.25863388	-0.19390903	-0.33631852	-0.37877312	-0.012621195	-0.14531922	-0.30960426	0.15471013	-0.17092712	0.3717644	-0.1795138	0.27773702	0.035922874	0.24877584	-0.39672023
bin_12	-0.33815718	0.31761408	0.21185243	0.17258544	0.28313732	-0.3276884	0.35136983	0.02905078	0.060083393	-0.3999341	0.12452851	0.11727233	0.08839821	0.21091056	-0.15127678	0.36090592
bin_13	0.2740181	-0.28106755	-0.023890069	0.30381417	-0.2896673	0.3195521	0.16016175	-0.43614706	0.20574112	-0.041087914	-0.079182595	-0.012604372	0.38098377	0.19374172	0.29264233	0.1799283
bin_14	-0.37479222	-0.15787366	-0.2801444	-0.29923978	0.32660595	0.3077577	0.22432825	-0.14958178	-0.15806384	0.1586329	0.0020705482	-0.24817744	0.33361304	0.32865316	-0.079438396	-0.2348006
