	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	-0.26310417	0.12602416	0.2775389	0.21647304	-0.26744947	0.25559655	-0.06570227	0.23554939	-0.28784925	-0.13364044	0.2701624	-0.08223948	0.36659098	0.34533358	-0.39121234	0.25173804
Neoplasm Disease Stage American Joint Committee on Cancer Code	-0.25887626	-0.054189224	-0.006243868	0.29589543	0.40674376	0.26842916	0.3380775	-0.07185362	0.019386565	0.2985108	-0.36511448	-0.43029225	0.30641124	0.11846303	-0.05330226	0.1823823
American Joint Committee on Cancer Publication Version Type	-0.5822168	0.31551716	-0.43188125	0.056155838	-0.35933357	-0.2881254	0.28745252	-0.12531482	0.40905514	0.6893236	0.034244742	0.28235433	-0.07185575	-0.03237629	-0.2553801	-0.23107018
Aneuploidy Score	-0.341194	0.39708942	-0.06197296	-0.28056034	0.0056356005	0.12634441	0.37510902	-0.17959346	-0.26328814	0.16692954	-0.69671965	-0.16648948	-0.49443516	-0.0006862977	0.16247977	-0.03436619
Center of sequencing	-0.18220031	-0.31640902	0.15008053	0.31915036	0.046784226	-0.36124238	-0.04007077	0.38192022	0.20355342	-0.10789071	0.25879484	0.072763994	-0.36273095	-0.43654767	-0.056986872	0.24204464
Last Communication Contact from Initial Pathologic Diagnosis Date	-0.008706297	-0.23095912	0.19980116	-0.6028399	0.51775515	0.28222615	0.17351735	0.3752125	0.04261483	0.14867952	-0.1877949	-0.329434	-0.25081897	-0.35800302	-0.46120548	-0.02010233
Birth from Initial Pathologic Diagnosis Date	-0.031605918	-0.036461998	0.24977684	0.18281506	-0.27024564	0.3543169	-0.28154087	-0.33316028	0.2964565	-0.41938785	0.38408348	-0.27491257	0.14511845	0.032862794	0.011237054	-0.067763254
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	-0.092035815	-0.39486438	0.30265003	0.63236344	-0.28862002	0.096575774	-0.14240819	-0.4352693	0.045602698	-0.17251983	-0.17803554	0.34356767	0.28631008	0.23976935	-0.07153278	-0.018066263
Ethnicity Category	0.32247162	-0.48216128	-0.107104324	-0.16225888	0.40435132	-0.3198406	0.44247136	0.32954624	0.43661213	0.10528565	-0.24569163	0.27986997	-0.11647204	-0.115680724	-0.4095144	-0.24407692
Form completion date	-0.112319954	-0.027146129	0.25009745	-0.09704165	0.078609884	-0.3301249	0.12807027	0.09775391	-0.20333937	-0.26713207	-0.3459482	-0.14354397	-0.058998656	-0.25739336	0.25890434	-0.26818517
