Sample ID,dim_0,dim_1
TCGA-05-4244-01,18.704098,7.338368
TCGA-05-4249-01,19.263609,7.1371837
TCGA-05-4250-01,19.735071,7.1053553
TCGA-05-4382-01,18.57917,6.804593
TCGA-05-4384-01,19.94421,8.48745
TCGA-05-4389-01,18.2658,7.104734
TCGA-05-4390-01,18.368256,6.761241
TCGA-05-4395-01,18.139038,6.827853
TCGA-05-4396-01,19.943111,8.173623
TCGA-05-4397-01,19.851927,8.228913
TCGA-05-4398-01,18.118631,6.7775974
TCGA-05-4402-01,18.05519,6.6361637
TCGA-05-4403-01,19.79339,8.32152
TCGA-05-4405-01,18.142805,7.124171
TCGA-05-4410-01,18.561987,7.523334
TCGA-05-4415-01,19.800718,7.6423473
TCGA-05-4417-01,18.885483,6.9107656
TCGA-05-4418-01,20.072039,8.2230835
TCGA-05-4420-01,18.064754,7.027593
TCGA-05-4422-01,20.113897,8.262359
TCGA-05-4424-01,18.40674,7.576368
TCGA-05-4425-01,20.163963,8.191702
TCGA-05-4426-01,20.147842,8.085558
TCGA-05-4427-01,18.296175,6.90444
TCGA-05-4430-01,18.57679,7.262557
TCGA-05-4432-01,18.752184,7.2882752
TCGA-05-4433-01,20.22553,8.31759
TCGA-05-4434-01,19.90708,8.3590765
TCGA-05-5423-01,18.08274,8.182046
TCGA-05-5425-01,19.79991,8.53433
TCGA-05-5428-01,17.631205,6.6233606
TCGA-05-5429-01,19.637093,8.14909
TCGA-05-5715-01,19.432137,7.800794
TCGA-17-Z000-01,-11.992027,9.888405
TCGA-17-Z001-01,-12.174118,9.9907
TCGA-17-Z002-01,-11.974163,9.99082
TCGA-17-Z003-01,-12.078877,10.1423645
TCGA-17-Z004-01,-12.00089,10.027841
TCGA-17-Z005-01,-12.038039,10.122464
TCGA-17-Z007-01,-11.970478,9.854746
TCGA-17-Z009-01,-12.113984,9.97024
TCGA-17-Z010-01,-11.954925,10.154176
TCGA-17-Z011-01,-12.166024,9.952642
TCGA-17-Z013-01,-12.0879755,9.99509
TCGA-17-Z014-01,-11.921756,9.84245
TCGA-17-Z015-01,-11.943196,10.207136
TCGA-17-Z016-01,-11.85428,9.888547
TCGA-17-Z017-01,-12.323141,10.020451
TCGA-17-Z018-01,-12.114331,9.720394
TCGA-17-Z019-01,-11.9603405,9.976765
TCGA-17-Z020-01,-12.003569,10.213243
TCGA-17-Z021-01,-11.910302,10.017577
TCGA-17-Z022-01,-11.913678,9.763485
TCGA-17-Z023-01,-12.153429,9.832488
TCGA-17-Z025-01,-12.176094,10.186122
TCGA-17-Z026-01,-12.16004,10.114947
TCGA-17-Z027-01,-12.019009,9.985862
TCGA-17-Z028-01,-11.99334,9.951165
TCGA-17-Z030-01,-11.827888,10.045536
TCGA-17-Z031-01,-11.782679,10.132639
TCGA-17-Z032-01,-12.206358,9.975847
TCGA-17-Z033-01,-12.333905,9.886485
TCGA-17-Z036-01,-11.947307,10.232028
TCGA-17-Z037-01,-12.133633,10.228754
TCGA-17-Z041-01,-12.1685705,10.109431
TCGA-17-Z042-01,-11.909574,10.070775
TCGA-17-Z043-01,-11.897377,10.136562
TCGA-17-Z044-01,-12.163651,10.364925
TCGA-17-Z045-01,-12.105069,9.791582
TCGA-17-Z047-01,-12.219047,9.837774
TCGA-17-Z048-01,-11.677834,9.802063
TCGA-17-Z049-01,-12.108568,9.72786
