	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	-0.39856938	-0.13166367	-0.32788607	-0.49652094	-0.6295576	0.6759048	0.12253467	0.6285793	-0.12111761	0.014408775	0.19048089	-0.18525055	0.38646683	0.19426788	0.28956848	0.38319525
Aneuploidy Score	0.19688751	0.062629215	-0.13249595	0.25440028	-0.37467214	0.014632523	0.18718667	-0.0021782469	0.002090253	-0.09196864	-0.025798744	0.08043891	0.4281436	-0.32652596	-0.36868188	-0.080259055
Last Communication Contact from Initial Pathologic Diagnosis Date	0.2469861	-0.14297494	0.119532466	0.7317525	0.082206234	0.2505787	0.13255766	-0.07366955	0.11313699	0.08089121	0.07776766	-0.29113248	0.45000944	0.043024737	0.32962823	0.005538822
Birth from Initial Pathologic Diagnosis Date	-0.048304096	0.23336469	0.25636125	-0.2521345	0.42565274	-0.21244843	-0.40068227	0.1679591	0.38712204	0.035059016	0.08442109	0.29352146	0.08946592	-0.5271647	0.2709793	-0.07116476
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.17939502	-0.16514513	0.15588364	-0.29355058	-0.02899439	0.16483775	-0.32533893	-0.07657577	-0.10226713	-0.32081294	-0.54890245	-0.34883457	0.61967343	-0.24757625	0.3052435	-0.05171363
Fraction Genome Altered	0.410185	-0.15348645	-0.20981894	0.0435667	-0.07434764	0.5036185	-0.006121123	0.6473605	-0.1946055	-0.032629117	0.1466373	0.510403	0.1403299	-0.02030719	0.038617957	0.46405506
Mutation Count	-0.27923712	0.28584102	-0.27380297	-0.21716097	-0.281304	-0.13276026	0.2748129	0.24148495	0.42882064	-0.08219295	0.38814393	0.42386088	-0.15539737	0.33576128	0.069637835	0.14045398
cigarettes_per_day.exposures	-0.041347947	-0.4527728	0.53117824	-0.3425001	-0.04318183	0.20090306	-0.09706672	0.24874012	0.13939174	-0.34638572	0.03919273	0.11259787	0.06285718	-0.038259972	-0.4248381	-0.34760842
pack_years_smoked.exposures	-0.11587609	0.011235371	0.16232558	-0.040727623	-0.13653576	0.27208292	0.21282104	-0.09629563	-0.33396897	0.37770486	-0.60719043	-0.4267139	0.085412875	0.34591794	0.41134092	-0.30643213
years_smoked.exposures	0.36154395	-0.65886736	0.31054956	0.18139932	-0.5155602	0.22232904	0.33854166	-0.0016171461	-0.0352999	0.16738665	0.055330325	0.2573925	-0.14930281	-0.32709405	0.35768548	0.0916883
