Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
TCGA-05-4244-01,5.396937,10.339354,7.0236216,7.787646,1.0500934,4.282283,4.7456503,1.6078813,3.947861,6.063526,8.719706,4.7807293,6.7343216,3.157421,4.313388,5.580537
TCGA-05-4249-01,5.3956995,10.631733,6.886332,8.046816,1.1712564,4.28614,4.8980145,1.8197181,3.7714555,6.085962,8.743103,4.7060046,6.6799893,3.117033,4.296919,5.669659
TCGA-05-4250-01,5.383144,10.661306,6.8095584,8.172571,1.3304218,4.2955565,4.912787,2.0138226,3.8313463,6.095606,8.66083,4.6554823,6.6676097,3.0574896,4.2095604,5.6907144
TCGA-05-4382-01,5.180879,10.375811,6.385166,8.607368,1.0236131,3.8964393,5.0594406,1.8934144,3.500012,5.925697,9.282458,5.0595336,6.613834,3.23729,3.3021522,4.591607
TCGA-05-4384-01,6.375022,10.562005,7.1198373,7.89407,0.859521,3.8690197,5.113403,1.8295875,3.8785744,6.4553533,8.868517,5.3396487,7.613131,3.0016448,4.1730576,4.955635
TCGA-05-4389-01,5.341908,10.339724,6.901527,7.4962955,0.6845407,4.153954,4.681615,1.6469438,3.7092698,5.974921,8.864802,4.7843466,6.86923,3.5023472,4.406914,5.601276
TCGA-05-4390-01,5.167245,10.3049345,6.553653,8.384929,1.2390687,4.024973,5.1209908,1.9380561,3.6567273,5.9760613,9.298225,5.0713615,6.3478804,3.115198,3.5476046,4.858257
TCGA-05-4395-01,5.4820924,10.414421,6.8835263,7.310411,0.74795103,4.2879314,4.6409445,1.6032914,3.6808374,6.0603313,8.937653,4.762792,6.8456244,3.4707835,4.568154,5.7272806
TCGA-05-4396-01,6.430494,10.727608,7.001819,8.043076,1.0966457,3.9798944,5.494375,1.8752136,3.9641595,6.5070744,8.948721,5.3997674,7.592505,2.885307,3.991129,4.872149
TCGA-05-4397-01,5.6034718,10.226463,6.858596,8.254454,1.121174,3.7020648,5.1710196,1.7461079,3.7361624,6.259204,9.219744,5.355296,6.863523,3.0478199,3.7247334,4.5659413
TCGA-05-4398-01,5.230601,9.97738,6.8181276,8.160153,1.2455257,3.7319539,4.8871055,1.7214626,3.6124802,6.1237693,9.1795,5.233808,6.400323,3.099361,3.8859823,4.7890134
TCGA-05-4402-01,6.127012,10.247921,7.1047106,7.9841347,0.47048673,3.7558053,4.459931,1.7910976,3.6858234,6.2089763,8.859877,5.287252,7.473556,3.205926,4.003074,4.8124995
TCGA-05-4403-01,6.2645807,10.372139,7.1060433,8.023632,0.73788965,3.739551,4.967585,1.8184606,3.837278,6.36636,8.894227,5.4138203,7.5673094,3.0488584,3.9651616,4.749479
TCGA-05-4405-01,5.1849203,10.200724,6.6521955,8.067111,1.242075,4.122957,4.708555,1.819075,3.7215838,6.0134397,8.994057,4.853891,6.475606,3.2251139,3.985139,5.23396
TCGA-05-4410-01,5.257356,10.433483,6.4393625,8.486272,0.9537255,3.9288628,5.032907,1.8576919,3.4740155,5.982305,9.46262,5.062933,6.589444,3.2433782,3.3967736,4.610412
TCGA-05-4415-01,5.334036,10.344093,7.073151,7.8677163,0.550816,3.7597246,4.9907436,1.9945049,3.9339604,5.8510966,8.250502,4.9232063,7.398705,3.4895885,4.097379,5.4846544
TCGA-05-4417-01,5.4963317,10.601182,6.8215404,7.958499,1.1305716,4.3755035,4.8359003,1.6625843,3.6952577,6.113962,9.101399,4.7871113,6.5285926,3.110668,4.218463,5.4919963
TCGA-05-4418-01,6.0089602,10.591298,6.964445,7.4735193,0.8370146,4.2663355,4.9614673,1.6147884,3.7652388,6.2752895,9.01567,5.0143957,7.180857,3.212865,4.4692426,5.4570737
TCGA-05-4420-01,5.678478,10.495016,6.887125,7.588624,0.86451757,4.289882,4.6922884,1.5558044,3.643907,6.162857,9.129804,4.863376,6.805355,3.2534933,4.43065,5.472431
TCGA-05-4422-01,6.6075387,10.967095,7.020683,8.165171,1.2544038,4.158083,5.885687,2.031025,4.1303434,6.485583,8.73143,5.418632,7.6550674,2.7367337,3.8600457,5.0357676
TCGA-05-4424-01,5.086698,10.079562,6.740723,8.169565,1.1744748,3.7911873,4.881372,1.7211986,3.6930616,6.057201,9.133849,5.0388336,6.482492,3.258041,3.8641536,4.8766375
TCGA-05-4425-01,6.6106706,11.002513,7.0241466,8.158278,1.2174867,4.19552,5.8556848,2.0606372,4.166686,6.4588475,8.617178,5.336999,7.7345686,2.7578142,3.8770812,5.1292305
TCGA-05-4426-01,6.618339,10.944705,7.079636,8.136546,1.121831,4.0269413,5.7451806,1.9894994,3.999943,6.52811,8.857901,5.4397283,7.647977,2.7608304,3.9327478,4.959945
TCGA-05-4427-01,5.095817,10.39325,6.453322,8.507183,1.1066166,3.9673998,5.09691,1.9356368,3.539699,5.939187,9.420733,5.0163054,6.3727694,3.2013123,3.422586,4.740191
TCGA-05-4430-01,5.633265,10.533662,6.8454266,7.829134,0.9818314,4.2760944,4.696132,1.6128979,3.6285446,6.1771507,9.207267,4.8454833,6.6735024,3.1519086,4.286917,5.375705
TCGA-05-4432-01,5.139659,10.020091,6.648429,8.058216,1.2771349,3.9967232,4.79639,1.7196767,3.749942,6.0197377,9.047773,5.0109115,6.4657245,3.2341058,3.891365,5.002693
TCGA-05-4433-01,6.531972,10.935565,7.000968,8.186071,1.2848337,4.12803,5.850043,2.020345,4.1158967,6.4838095,8.7391205,5.386796,7.6070437,2.7684786,3.8824468,5.0154924
TCGA-05-4434-01,6.389937,10.720671,7.174825,7.939178,0.92794716,3.9036934,5.331979,1.8799884,4.0001087,6.4704924,8.715381,5.2712903,7.708909,2.9666116,4.228543,5.0933905
TCGA-05-5423-01,6.3577476,10.289345,7.1963773,8.221552,0.47317073,4.0218215,4.961766,1.8866222,4.3512325,6.063226,8.420925,5.294955,7.833552,3.1614065,3.457535,4.8640265
TCGA-05-5425-01,5.8537436,10.199039,6.914671,8.171662,1.134476,3.8063364,5.1763587,1.7569964,3.870789,6.286807,9.030259,5.421575,7.0693874,2.9843464,3.7526007,4.6362877
TCGA-05-5428-01,4.8521304,10.370533,6.4130373,8.296614,1.4764467,4.1618314,4.995631,2.1672883,3.6491416,5.875044,8.807001,4.723321,6.354274,3.1733406,3.8344424,5.423574
TCGA-05-5429-01,6.6868095,10.814963,7.0937824,8.103788,1.1221652,4.070704,5.6739383,2.0939069,4.1599884,6.4585967,8.5702095,5.470847,7.824317,2.7603512,3.8416898,5.0168967
TCGA-05-5715-01,6.66165,10.52294,7.1102977,7.6567774,1.1305703,3.7754734,4.6623573,2.3223948,3.552746,6.61506,8.502929,5.420062,7.723023,2.6842737,4.531572,5.2677064
TCGA-17-Z000-01,6.3740535,10.2686,7.1108403,7.911273,0.64580274,3.6090453,4.4264,1.9819274,3.5735745,6.403402,8.783244,5.3847075,7.6289096,3.029928,4.2063766,4.8464622
TCGA-17-Z001-01,5.167056,10.287904,7.027687,7.6681504,0.387162,3.897999,4.7209096,1.7784059,3.8154085,5.783467,8.52825,4.7580905,7.122395,3.681968,4.239513,5.564731
