	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
Diagnosis Age	-0.7390377	-0.6145358	0.12265167	-0.09246661	0.33495948	-0.46507865	-0.20570785	-0.37663987	0.5712624	0.0056362078	0.02484551	0.10993335	0.32185274	-0.4630691	0.33792263	-0.22155279
Neoplasm Disease Stage American Joint Committee on Cancer Code	-0.29086268	-0.14266863	-0.31919506	0.24898115	-0.12939537	0.16216293	0.07946253	0.24206801	0.13993528	0.5279506	-0.081751786	0.2280481	-0.26374665	0.086194016	-0.2387776	-0.4265845
American Joint Committee on Cancer Publication Version Type	-0.28398827	-0.39280197	-0.2087744	-0.35960028	-0.0147338845	-0.013295206	-0.5241008	0.18056436	-0.3403955	0.22192496	0.3327823	0.057908464	0.31095546	-0.19631897	0.17966229	0.21343577
Aneuploidy Score	-0.35297212	-0.01495642	0.23778069	-0.07378102	-0.021108443	-0.3766716	-0.44596705	0.23303774	-0.29891202	0.3549566	0.08145763	0.036061212	0.35778663	0.24567391	0.104996264	0.059963766
Center of sequencing	-0.22917795	-0.13466142	0.4362924	0.28884292	0.40415558	-0.24977931	0.12993127	-0.26704597	-0.17594562	0.29430792	0.25086233	0.05812413	0.19298974	-0.20668322	0.114912264	0.03150084
Last Communication Contact from Initial Pathologic Diagnosis Date	0.007706503	-0.011865818	0.15438582	0.7649913	-0.0069722626	0.034230668	0.77873147	0.57804364	0.045741003	-0.19758496	0.57571566	-0.072328016	-0.074987456	-0.24496898	-0.28006715	0.21053919
Birth from Initial Pathologic Diagnosis Date	0.031400718	-0.1485656	0.14458466	0.15355851	0.4210593	-0.24938846	-0.025297537	-0.4542969	0.38707873	-0.046036806	-0.4427643	0.009042243	-0.13979712	-0.064118244	0.089758225	-0.18752648
Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	0.18044394	-0.4130765	0.27479944	-0.23605913	-0.027163554	0.3142897	0.10227712	-0.02103091	-0.2902583	0.3251172	-0.20937087	-0.038032662	-0.0102405995	0.32192263	-0.1183698	-0.33237728
Ethnicity Category	0.26452208	-0.62346494	0.2588584	0.21351683	-0.14689079	-0.16496547	-0.007118322	0.14516853	0.3965923	0.00929844	0.22290775	0.17150974	-0.1769286	0.15820976	-0.10433614	0.088130385
Form completion date	0.23982376	-0.084134385	0.19990912	0.20159897	0.271255	0.13837613	0.17558804	-0.14814588	-0.27479482	0.27335748	0.1005824	-0.13028012	0.40819934	0.3949129	0.36573064	0.24755304
Fraction Genome Altered	0.17280176	0.13737854	0.31081554	-0.8078645	0.037037645	0.01284975	0.036918927	-0.25029358	0.013592602	-0.17333843	-0.26705053	0.13275708	-0.20515044	-0.13311957	-0.24654414	-0.2785558
Neoadjuvant Therapy Type Administered Prior To Resection Text	0.182638	0.11881801	-0.12419025	0.3754619	-0.20576331	0.14232445	-0.23136099	-0.5180323	-0.18725121	-0.08185871	0.17826255	-0.20376574	-0.20897584	0.3187385	0.29723924	-0.05169009
ICD-10 Classification	0.30788395	-0.34744757	0.50819564	0.059950534	0.11837539	-0.47840992	-0.620384	0.28608215	0.2006574	0.0022342051	-0.13357767	0.27712825	-0.14918785	0.24654795	-0.24810913	-0.30069745
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code	-0.51363057	0.21707334	-0.31681803	0.27167892	0.34689766	-0.30846325	-0.4333051	0.0629179	0.17756741	0.37259164	0.2878866	0.04962572	-0.17895824	0.04841797	0.28117275	-0.04299981
International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code	-0.21290483	0.51844174	-0.32557213	-0.12336224	-0.3673046	0.22411332	0.24411823	-0.1348254	0.22270547	-0.25195208	0.18951826	-0.0013314191	0.028227605	-0.37515768	-0.027355585	0.1006514
Informed consent verified	0.23022977	-0.1758659	-0.19245584	-0.23551929	0.027977556	0.37332165	-0.20693535	-0.29771915	-0.21294644	0.3794694	0.02288741	0.40172923	0.5297338	-0.2927143	-0.31049526	0.10113736
In PanCan Pathway Analysis	0.2814539	0.33055967	0.063204415	-0.114319466	-0.2831979	-0.13546227	0.075862765	-0.31819886	0.22764087	0.18125223	-0.3191993	0.49781975	-0.2778847	-0.00897678	-0.122693546	0.07160986
Mutation Count	-0.259659	-0.49169165	-0.18463863	-0.10750413	0.046428885	-0.002492146	-0.6569891	-0.550292	-0.08045541	0.0323188	0.12053064	0.043888796	-0.049730096	-0.48675722	-0.28814927	0.09558503
New Neoplasm Event Post Initial Therapy Indicator	0.08125488	0.45467615	-0.017334519	-0.055344168	0.5007593	-0.06197627	0.10070102	0.19581717	-0.343519	-0.06928327	-0.10753157	-0.34141463	0.40942603	0.2811598	-0.3812804	0.03126817
Other Patient ID	-0.3144533	-0.53405833	0.16825683	0.22466901	0.20720933	0.38466257	0.5342984	-0.18741086	-0.5770881	-0.089402325	0.12500516	0.039389648	0.2348724	0.21292843	0.15894167	0.06517506
American Joint Committee on Cancer Metastasis Stage Code	-0.21442732	-0.25081718	0.4595069	0.1956753	-0.39870057	-0.41040325	0.10671757	-0.062165663	-0.13985385	-0.3275933	-0.0034943712	-0.079194106	-0.059549768	-0.12776092	-0.1316614	0.27625513
Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code	-0.4002874	0.3598838	-0.21310699	0.1766462	0.06831488	-0.1469606	0.24284005	0.14807849	-0.3286122	0.26476023	0.008008954	-0.33753178	0.40818304	0.11666616	-0.29197115	-0.1526219
American Joint Committee on Cancer Tumor Stage Code	0.0945699	-0.21599747	0.38212135	-0.58869284	0.12675127	0.2505459	0.1227662	-0.34409985	0.11756403	0.16602747	0.14770041	0.17221496	0.23734917	-0.020465644	-0.5296747	0.06894737
Person Neoplasm Cancer Status	-0.27583474	-0.5159127	0.47185937	-0.0809684	0.30178714	-0.45258328	0.03096579	0.2935807	0.06564132	-0.35151348	-0.21840774	-0.080594204	0.17519583	-0.16487066	-0.18031128	-0.08909945
Prior Diagnosis	-0.060823504	0.24972762	0.15346117	-0.30488816	-0.36639556	0.09428567	-0.23485257	0.46278244	0.02704166	0.46302435	-0.19514425	-0.018491918	0.19590141	0.079605155	-0.36527285	0.2635444
Race Category	0.21342787	0.35553303	0.34871244	-0.41959113	-0.05836701	-0.23439017	0.15785602	0.2108321	-0.5076723	-0.21683446	0.04944819	0.27309805	-0.0746947	0.21625352	0.13853125	-0.06358355
Radiation Therapy	0.18494564	-0.3206263	-0.35789803	0.079323836	0.03925676	0.2569282	0.17981754	-0.2477581	0.02945873	0.10559123	-0.24059883	0.20827062	0.35601234	-0.4127423	0.115018465	-0.19918945
Sex	0.20375326	-0.23953046	-0.27476123	0.10548948	-0.0068063634	0.25338295	0.27429274	0.17256553	0.10235098	0.14817254	-0.21396767	-0.36631152	-0.24090584	0.05298462	-0.2796896	-0.06262792
