Sample ID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
TCGA-05-4244-01,4.1730537,7.0696416,7.160134,6.5754843,3.563886,4.7799606,4.8103585,3.9370666,4.4583488,4.9072914,5.4754715,6.121586,4.5449386,7.147699,6.245332,5.1221294,5.7230773,4.8213186,4.801621,5.482,4.647343,5.4116683,5.414491,5.011216,5.7733016,5.6036043,5.489077,3.9344313,3.578639,4.929724,5.233897,5.0827594,5.2559185,4.3818364,4.810905,5.5554504,4.8690395,5.3480306,5.3790708,4.9270525,4.978189,5.2207565,6.1811,5.3178368,4.6438766,5.496974,5.4327545,4.7908187,4.369163,5.5897837,4.7177143,4.6095867,5.959785,5.7314157,6.175184,4.6183167,2.8041596,4.6347256,5.1764736,6.100624,4.424765,5.3430886,3.971493,3.9220436,5.2584815,6.541401,5.496557,2.4404466,5.1707444,4.8724084,4.3517685,3.6884143,4.8867474,4.762026,5.035924,5.275383,5.611464,4.980599,4.7049203,5.273093,6.2739816,2.309436,5.479496,4.2189264,3.8267748,3.381517,4.1136994,3.759424,5.1199007,5.462279,5.2594395,5.353775,5.498439,4.058551,4.7337065,4.598867,4.989611,4.9645734,6.0977955,5.5774946,4.98823,4.9453626,5.559279,3.4837866,4.3941154,4.5897346,6.6031594,3.290832,6.018733,3.7138367,5.8607845,6.335745,3.9254267,4.961828,6.3695164,5.061633,5.180535,5.4510183,4.3431616,4.859052,4.78509,5.2516055,6.662048,4.9822173,5.1633005,5.0498977,4.7313056,4.0571647
TCGA-05-4249-01,4.1342096,7.0801477,6.9601555,6.5991597,3.5248747,4.7492347,4.6829867,3.924878,4.533303,4.850733,5.473417,6.182785,4.501193,7.172346,6.232328,5.1568427,5.709118,4.7648697,4.68971,5.4637938,4.6061773,5.463795,5.4336724,5.025447,5.776398,5.617449,5.5175586,3.8763542,3.5153604,4.9464417,5.25409,5.0735044,5.271079,4.3496294,4.6792707,5.5459485,4.9557214,5.4146166,5.375061,4.988719,5.020086,5.1817317,6.21308,5.265988,4.6429777,5.5119348,5.48863,4.773473,4.082133,5.6625266,4.8333726,4.6340146,5.9471416,5.656072,6.1307907,4.626562,2.8689997,4.636249,5.1660233,6.107983,4.4000487,5.276008,3.9339187,3.8727522,5.3165703,6.5285807,5.5376463,2.4774344,5.180357,4.914913,4.378005,3.7008133,4.8955903,4.805676,5.0637803,5.285764,5.545505,4.986982,4.700905,5.2642717,6.2896013,2.275149,5.4353595,4.1917667,3.848947,3.3869054,4.048349,3.7007365,5.106709,5.459779,5.3060207,5.294584,5.4525924,3.9363081,4.7253423,4.604203,5.0967164,4.978697,6.127257,5.6316853,4.965151,4.947316,5.526054,3.4777563,4.401625,4.5758033,6.61286,3.310271,6.0839653,3.7696373,5.8278556,6.3420725,4.0155363,5.059234,6.300122,5.055459,5.1811404,5.4798985,4.349849,4.7896433,4.7218595,5.2713475,6.607041,5.04436,5.185176,5.0515623,4.6935554,4.1108675
TCGA-05-4250-01,4.221076,7.101539,6.833761,6.5542045,3.5727952,4.7231417,4.5976186,3.92133,4.5842376,4.801175,5.5214186,6.2264643,4.45026,7.1670213,6.2155685,5.155185,5.6865244,4.7584505,4.6706624,5.4195595,4.6092153,5.4816403,5.406472,5.049743,5.775717,5.601543,5.5556226,3.8454335,3.5187201,4.8891783,5.244553,5.0675764,5.231632,4.358131,4.6206765,5.498468,4.9956527,5.448222,5.3882093,5.0273266,5.038459,5.181992,6.2163253,5.2551208,4.635078,5.5278087,5.519313,4.775856,3.9676397,5.694705,4.919368,4.591021,5.970426,5.6440854,6.1028776,4.6422873,2.9399564,4.668477,5.183956,6.1293535,4.3711567,5.2513804,3.9056108,3.8625908,5.318788,6.508232,5.5886793,2.5562866,5.1764817,4.9432516,4.3902636,3.737677,4.903747,4.88295,5.0864806,5.2844734,5.557041,5.0050335,4.669851,5.2663903,6.289743,2.312287,5.4214277,4.2158318,3.8560903,3.364161,4.065686,3.731134,5.0972266,5.4509096,5.3004203,5.233042,5.447146,3.8965778,4.735972,4.599565,5.126772,4.9925356,6.14998,5.649489,4.9812713,4.964558,5.4887652,3.4840744,4.395566,4.561926,6.572076,3.3160229,6.0838537,3.7925456,5.787593,6.3124123,4.0522575,5.1219516,6.267555,5.050281,5.1935635,5.451664,4.3825274,4.7462792,4.700053,5.2739015,6.59218,5.0636845,5.1825914,5.063157,4.687774,4.1508427
TCGA-05-4382-01,4.269825,6.88734,6.8026342,5.9981937,3.5047586,5.1140575,4.358187,4.1867204,3.9618664,4.8473454,5.2138023,6.436489,4.495789,7.0170774,6.470537,5.1224365,5.928023,4.5414224,4.7363935,5.364769,4.604563,5.4437823,5.2947087,4.7255263,5.9732795,5.664871,5.4341216,3.8096364,3.6527226,4.788203,5.3571463,5.0722795,4.819689,4.42626,5.0208125,5.2853694,5.047634,5.5821476,5.119534,5.1212564,5.2671623,5.425419,6.285659,5.1983986,4.5063276,5.4706726,5.429172,4.6902056,3.9325688,5.4133716,5.1423473,4.693298,5.89121,5.5434427,6.0621376,4.625452,2.7227566,4.8600016,5.2980227,6.282742,4.357263,5.2039733,3.846543,3.9442554,5.1741867,6.388955,5.5003176,2.3303392,5.274931,5.042095,4.318338,3.6204505,4.605972,4.812479,4.8706274,5.374267,5.7066436,4.756266,4.640094,5.221227,6.0202584,2.2497764,5.664366,4.3079896,3.7092874,3.4216368,3.7905893,3.8558936,5.2243295,5.490907,5.4736176,5.4121485,5.2943945,3.8574622,4.8271327,4.424558,5.404844,5.0106153,6.209245,5.632749,5.13021,4.893394,5.5869823,3.5066135,4.125197,4.5052223,6.7614427,3.1850836,5.8748446,3.8498769,5.9969435,6.475828,3.8948314,5.064275,6.2424674,5.358569,5.069387,5.5386815,4.613658,4.7517323,4.5548196,5.332101,6.3928356,5.03365,5.2497554,4.966443,4.7073092,4.0757575
TCGA-05-4384-01,4.3295856,7.347869,6.89991,5.864851,3.963782,4.803243,4.6306868,4.220416,4.3497624,4.9526157,5.513762,6.173316,4.70333,7.185627,6.497496,4.9968977,5.666908,4.8702607,5.128536,5.5531974,4.793347,5.3657064,5.429352,5.1216693,5.8841105,5.339241,5.60027,3.767855,3.6660626,4.7928424,5.3614864,4.990828,4.9267826,4.610663,4.8034816,5.399947,4.9028583,5.2588754,5.451451,4.8697405,5.1076775,5.3293767,6.087223,5.2651863,4.4235034,5.5106254,5.297622,4.65279,4.7031207,5.319017,4.6996317,4.485811,5.921985,5.9192476,6.206373,4.6432805,2.8412998,4.656765,5.295229,5.9894724,4.0908837,5.2734203,3.911217,3.911243,5.346528,6.479948,5.5372686,2.3878481,5.2635617,5.042815,4.6544437,3.6532834,4.7078695,5.138923,5.154645,5.124229,6.083069,4.888451,4.5606456,5.4278784,6.188599,2.3843644,5.408083,4.311239,3.6920764,3.1989024,3.9569218,4.0444484,5.0383363,5.5859976,5.5156612,5.335907,5.4651265,4.026288,4.894385,4.5230002,5.010315,4.9889507,6.0934024,5.544466,5.131931,4.9431553,5.524669,3.511894,4.1882668,4.542613,6.6072297,3.0887396,5.8126845,3.7432218,6.0062184,6.2420716,3.7846043,5.058605,6.372985,5.1030164,5.123448,5.2460585,4.468247,4.8551545,4.82898,5.2374964,6.573635,5.048946,5.145972,4.9475293,4.83913,4.022132
TCGA-05-4389-01,4.2062087,7.0504594,7.1689086,6.6144724,3.4949214,4.8931947,4.8123894,3.9599717,4.3385425,4.853617,5.3798013,6.128037,4.64102,7.1628456,6.3219237,5.1706567,5.8125114,4.790947,4.7626987,5.490007,4.633895,5.4115906,5.464998,4.970853,5.769156,5.6031404,5.4792404,3.9628916,3.5225527,4.952125,5.313199,5.1065655,5.245699,4.3466725,4.9032,5.535294,4.823513,5.2829494,5.361194,4.911512,4.984406,5.225798,6.2346525,5.294233,4.6089087,5.4256244,5.3845625,4.769476,4.457332,5.4701385,4.6980624,4.725517,5.92302,5.67795,6.201917,4.6110826,2.7044208,4.547571,5.1895876,6.0721655,4.4341974,5.31284,3.9360604,3.887682,5.2319736,6.6179776,5.381074,2.2637973,5.1765985,4.9281597,4.416217,3.658368,4.8507833,4.7068925,5.04226,5.233616,5.5817957,4.963056,4.729847,5.3199697,6.2368536,2.1109426,5.587704,4.1427255,3.7865896,3.4265084,4.0924125,3.5861158,5.033804,5.496712,5.3562818,5.553051,5.4962783,4.043269,4.739436,4.570023,5.0363984,4.877434,6.1467857,5.5342464,4.9594207,4.9401217,5.6358967,3.4259815,4.394214,4.591774,6.8169103,3.1900384,6.0261602,3.7555664,5.9736705,6.375091,3.9231825,4.9404387,6.365203,5.0893435,5.150356,5.5118084,4.3271956,4.925073,4.804043,5.2508135,6.6773515,5.0395494,5.1369963,4.9798007,4.754649,4.023595
TCGA-05-4390-01,4.274662,7.130294,6.8249135,6.0565352,3.5573359,4.9482446,4.3766055,4.157776,4.0899644,4.8548265,5.33866,6.4511404,4.5244355,7.065489,6.384209,5.179565,5.906353,4.624239,4.7748375,5.3428016,4.627931,5.4076743,5.3107233,4.805503,5.9004893,5.606438,5.430814,3.8004658,3.6549299,4.7996087,5.323927,5.098758,4.8883376,4.4153485,4.892866,5.3315697,5.032453,5.5456505,5.211583,5.105626,5.179075,5.385004,6.2780614,5.179514,4.5085497,5.466182,5.4415364,4.6880217,3.961902,5.553453,5.109167,4.6406803,5.846674,5.596436,6.0702696,4.694591,2.8416953,4.78256,5.3012047,6.226684,4.3842154,5.2261896,3.8861268,3.9338613,5.1656647,6.384665,5.5092287,2.431721,5.2211823,5.00587,4.369907,3.6545973,4.692993,4.8707433,4.902559,5.317719,5.7163897,4.8211594,4.6296754,5.237545,6.0675125,2.2713518,5.572836,4.2936316,3.6897488,3.3746545,3.8440218,3.8525698,5.183845,5.4906716,5.442209,5.2176647,5.339298,3.833377,4.8238215,4.462665,5.3431773,4.9970975,6.2236047,5.6189137,5.1098094,4.977717,5.545462,3.559799,4.1498475,4.488666,6.682653,3.1927195,5.9223166,3.83465,5.9529777,6.369563,3.9419513,5.063919,6.202479,5.3064623,5.0782595,5.50897,4.5499964,4.7625513,4.6036673,5.3064547,6.4310894,5.0438976,5.1861463,4.969585,4.670414,4.1040554
TCGA-05-4395-01,4.104862,7.082675,7.1106906,6.7048883,3.5154915,4.867362,4.7991486,3.9537032,4.3656316,4.859479,5.3733106,6.1043077,4.693668,7.1926103,6.342311,5.188318,5.7909923,4.7854342,4.7655106,5.4978976,4.6310225,5.4019556,5.513472,5.032648,5.748402,5.564117,5.4958396,3.9843886,3.5025024,4.994071,5.3196077,5.0859876,5.297858,4.3045077,4.838873,5.5718703,4.8144536,5.242048,5.403027,4.9048395,4.997753,5.23491,6.25011,5.25404,4.578627,5.4236126,5.3746266,4.7589154,4.438155,5.4684443,4.660329,4.7464786,5.8955216,5.688902,6.2105665,4.613459,2.693323,4.486623,5.17455,6.021564,4.423053,5.3017726,3.9423177,3.870912,5.238462,6.6393824,5.3574266,2.2424443,5.1700535,4.942397,4.4965796,3.6348448,4.870621,4.7099805,5.066825,5.214224,5.6065674,4.976396,4.736348,5.343558,6.2330346,2.0579948,5.5997105,4.078714,3.79648,3.4358065,4.0351076,3.511598,5.017523,5.5108786,5.401751,5.536164,5.521612,4.0169153,4.7289925,4.5847616,5.036016,4.83833,6.1709905,5.53043,4.9227867,4.9547176,5.623995,3.4152062,4.3976808,4.5959167,6.852512,3.1820467,6.054293,3.7884781,5.9916573,6.37041,3.9602218,4.959578,6.3414564,5.0611897,5.14441,5.5363154,4.293297,4.9382067,4.8291254,5.263844,6.6766663,5.074852,5.1168623,4.9707894,4.7340817,4.029906
TCGA-05-4396-01,4.3300786,7.517294,6.6995206,5.8159437,3.9765086,4.636289,4.4287214,4.2772584,4.4078174,4.9713826,5.484603,6.3012104,4.708794,7.197678,6.5223727,5.0130672,5.645078,4.8779936,5.169334,5.5685687,4.8086467,5.3445263,5.423586,5.090833,5.91525,5.332219,5.577254,3.6836636,3.6688085,4.7856007,5.410704,5.0075016,4.864543,4.6073103,4.781826,5.358767,4.959591,5.337398,5.462371,4.8938384,5.1431904,5.31787,6.1265554,5.211041,4.368147,5.52948,5.343902,4.5865216,4.570838,5.361045,4.8087378,4.5511446,5.8374643,5.9466567,6.137779,4.6669292,2.843167,4.660968,5.3614144,5.9516206,4.024057,5.276644,3.8732846,3.888382,5.415861,6.420809,5.550048,2.3955991,5.2829504,5.058329,4.6908517,3.621984,4.6688886,5.2278357,5.129075,5.139021,6.06384,4.8543706,4.570654,5.4277406,6.1786203,2.407461,5.3479953,4.3281965,3.6415107,3.1213422,3.847804,4.104344,5.066931,5.609852,5.5764546,5.214581,5.4230175,3.8853273,4.944073,4.505443,5.0933027,5.0231285,6.088841,5.5843525,5.1904197,4.9943357,5.4866834,3.560132,4.128822,4.501918,6.56056,3.1007884,5.81639,3.7688954,6.023249,6.2074738,3.806489,5.079064,6.325565,5.1471777,5.080132,5.2311096,4.4938593,4.840028,4.7615676,5.2359757,6.5147524,5.0593286,5.154223,4.898091,4.811009,4.008127
TCGA-05-4397-01,4.382612,7.2340593,6.991927,5.8267055,3.672945,4.9036193,4.489217,4.217333,4.0631685,4.9477186,5.374547,6.4281745,4.6144624,7.0541306,6.4429617,5.1451726,5.8991838,4.6798277,4.9343753,5.3712287,4.7060137,5.348422,5.276788,4.7886457,5.9045577,5.538004,5.4261565,3.801715,3.7337916,4.7700176,5.339728,5.0891824,4.837168,4.5335317,5.0100584,5.306209,4.9734263,5.4896803,5.218802,5.0322495,5.172886,5.394822,6.211315,5.1961894,4.4432435,5.471953,5.3700733,4.646363,4.365065,5.5332603,5.0332117,4.6282635,5.8188796,5.6617823,6.0944195,4.687562,2.7812748,4.77246,5.3177404,6.1767898,4.3397064,5.2775207,3.9082851,3.9740934,5.1540604,6.349714,5.481283,2.4171004,5.2389817,4.967637,4.399058,3.6303802,4.670844,4.9203124,4.9105945,5.3171954,5.854944,4.7792573,4.6050115,5.2807555,6.0540986,2.343108,5.558997,4.3427925,3.6442885,3.3197436,3.939031,3.998116,5.1979938,5.516892,5.4655175,5.1841607,5.3509674,3.939563,4.861621,4.4272456,5.224598,5.006261,6.1736465,5.606047,5.1559296,4.9606705,5.556918,3.5998466,4.105674,4.482283,6.6390142,3.1098258,5.827668,3.772715,5.9994674,6.32069,3.821783,4.994952,6.278795,5.3030868,5.0649667,5.416064,4.562715,4.8257046,4.6804423,5.2712884,6.478305,5.013172,5.1640353,4.9461803,4.726729,4.0567894
